,principal_male,principal_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
78,-0.7445313,-1.1517515,"('nonresilient', 'resilient')",0.8544351,0.64436847,1.7520435,1.4566356,0.15537362,0.088854134,0.5043302,0.2595267,0.2448035
79,-0.7170574,-0.49668682,"('wavering', 'unwavering')",0.4211117,0.65772253,-0.9388835,-0.8842611,-0.3129029,-0.30725092,-0.386933,-0.2576191,-0.1293139
38,0.6939297,0.33567533,"('untruthful', 'truthful')",1.051582,0.93070495,0.26794767,0.047351263,0.15138489,0.051717155,0.541211,0.3413622,0.1998488
57,0.65011835,0.6155926,"('unimaginative', 'imaginative')",-0.27802783,-0.25404957,0.23702142,0.24617755,-2.6988678,-2.5526574,-0.522439,-0.4862342,-0.0362048
34,0.64308774,0.43222526,"('mean', 'honorable')",-0.044682153,-0.155773,0.42319298,0.29397228,6.1588645,5.965896,1.7951157,1.6340802,0.1610355
3,0.63888896,0.5293746,"('repellent', 'pleasant')",-0.8228787,-1.079059,0.9534122,0.9703351,0.6367874,0.5269852,0.3515525,0.236909,0.1146435
0,0.6115432,0.28719002,"('unsociable', 'sociable')",-0.30174488,-0.6155948,0.7993402,0.59990317,-0.2567398,-0.35771418,0.2130997,-0.0215539,0.2346536
64,0.6012483,0.82809746,"('shy', 'confident')",0.99899626,1.064484,1.7618932,1.8195107,-6.917115,-6.624189,-0.8887444,-0.7280242,-0.1607202
29,-0.5863314,-0.6475318,"('unfair', 'fair')",-0.18075159,-0.15644601,-0.47689837,-0.48143336,-0.9836781,-0.8927222,-0.5569149,-0.5445334,-0.0123815
27,-0.56238884,-0.4036911,"('hardhearted', 'softhearted')",-0.88647884,-0.7460011,-0.662138,-0.58668846,1.2601428,1.2588042,-0.2127157,-0.1193942,-0.0933215
18,-0.49005598,-0.56694424,"('disagreeable', 'welcoming')",-0.28529817,-0.2356017,-0.93419373,-0.9023914,-0.7893135,-0.92612594,-0.6247153,-0.6577658,0.0330505
9,-0.4784316,-0.69071424,"('unaffectionate', 'caring')",1.1344861,1.0691934,0.47499505,0.28918913,1.4515905,1.3902038,0.64566,0.514468,0.131192
19,-0.41391906,-0.39916044,"('inhospitable', 'hospitable')",-0.1631462,-0.10902209,-1.6263257,-1.660184,-0.43104252,-0.4280533,-0.6586084,-0.649105,-0.0095034
88,-0.34774852,-0.42050356,"('low', 'eminent')",-0.912543,-0.87421674,-0.9988356,-1.064597,0.082246296,0.16406594,-0.5442202,-0.5488129,0.0045927
49,-0.31825814,-0.6919112,"('unable', 'able')",-0.9844449,-1.2007878,-0.2667882,-0.4650765,-0.0988193,-0.30282977,-0.4170776,-0.6651513,0.2480737
86,0.2793603,-0.047790553,"('uninfluential', 'influential')",-0.60444146,-0.72395635,0.59412014,0.25505215,0.15171596,0.060752045,0.1051887,-0.1139857,0.2191744
50,0.2298159,0.10749922,"('clumsy', 'skillful')",0.9448207,0.85967845,0.2327871,0.15825154,0.022302918,-0.123934574,0.3574317,0.2503737,0.107058
20,0.22242217,0.23731779,"('rough', 'thoughtful')",-0.063652605,-0.077254266,0.45210353,0.5736644,0.90242004,0.9567744,0.3783233,0.4226256,-0.0443023
26,0.21038394,0.52892697,"('hardhearted', 'benevolent')",1.5725101,1.772673,0.6144727,0.7330838,1.1330904,1.3899399,0.8826143,1.1061559,-0.2235416
44,-0.20575005,0.09175308,"('prejudiced', 'unprejudiced')",-0.4124018,-0.29125634,-0.3337897,-0.042329155,-1.3610724,-1.2446967,-0.5782535,-0.3716323,-0.2066212
68,-0.19655547,-0.25824404,"('dependent', 'independent')",-1.8743035,-2.0007036,-0.22488059,-0.43867314,-0.83819026,-0.96110314,-0.7834825,-0.914681,0.1311985
82,-0.16830859,-0.87970173,"('poor', 'rich')",-0.5037932,-1.1187675,0.04757269,-0.34495467,6.9617996,6.5266128,1.5843177,1.0457972,0.5385205
71,0.16385245,0.048007134,"('diffident', 'self-confident')",1.7179594,1.7409005,0.87269634,0.8812575,0.74291635,0.6184708,0.8743562,0.8221589,0.0521973
17,0.14673576,0.110791415,"('nasty', 'nice')",-0.3673793,-0.3340904,-0.9907967,-0.92936677,-0.45789796,-0.39413032,-0.4173346,-0.386699,-0.0306356
48,0.10393745,-0.23541988,"('unintelligent', 'intelligent')",-1.505131,-1.7098296,-0.89170575,-1.2167557,0.23311886,0.21393324,-0.5149451,-0.737018,0.2220729
54,-0.09638362,-0.21488076,"('incapable', 'capable')",1.141891,1.1371166,0.19684167,0.18476406,1.2629045,1.2454528,0.6263134,0.5881132,0.0382002
40,-0.0916667,0.052240364,"('stingy', 'generous')",1.3535393,1.4290708,0.6946767,0.7067951,-2.1337905,-2.2574403,-0.0443103,-0.0173335,-0.0269768
15,0.08347239,0.50269926,"('boring', 'funny')",0.5907904,0.80126405,-0.70935076,-0.57388645,0.08569126,0.12980565,0.0126508,0.2149706,-0.2023198
33,0.06439877,0.1306861,"('wrong', 'right')",1.6321872,1.8500437,-0.22096992,-0.017972637,-0.7952779,-0.89976037,0.1700846,0.2657492,-0.0956646
66,0.021570653,0.47716975,"('inactive', 'active')",1.3734924,1.6734825,1.5534302,1.8174042,0.69466907,0.76799875,0.9107906,1.1840138,-0.2732232
