,lauder_male,lauder_female,tuple,estee_male,estee_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
36,1.0110444,1.4596913,"('hostile', 'amicable')",1.7604777,1.8249867,-0.2815955,-0.32165536,-0.6665811,-0.38583982,0.4558364,0.6442957,-0.1884593
44,-1.0039645,-1.0542454,"('prejudiced', 'unprejudiced')",-0.73306286,-0.8928706,-0.7987788,-0.8097354,-1.6363844,-1.6018194,-1.0430477,-1.0896677,0.04662
46,-0.9461602,-1.3997095,"('uncompetitive', 'competitive')",-2.1838713,-1.886553,-0.8174422,-0.52327687,0.2663976,0.140453,-0.920269,-0.9172716,-0.0029974
50,0.931684,1.0562999,"('clumsy', 'skillful')",1.1418331,1.1714919,0.69112885,0.8292725,0.49194467,0.92290866,0.8141477,0.9949932,-0.1808455
84,0.92282486,0.7611745,"('inferior', 'superior')",0.717984,0.6671684,0.34451774,0.31289384,0.88689184,0.93332714,0.7180546,0.668641,0.0494136
32,-0.90305734,-0.6886345,"('unkind', 'kind')",-0.9485357,-0.6236052,0.09412566,0.3992927,1.1967534,1.343467,-0.1401785,0.10763,-0.2478085
37,0.8771815,0.72885245,"('fake', 'genuine')",-0.18034267,-0.33422214,-0.17241307,-0.116025485,0.7168021,0.77706236,0.310307,0.2639168,0.0463902
30,-0.8607838,-1.2269596,"('intolerant', 'tolerant')",-1.064728,-1.135589,-0.17131545,0.02501405,1.0765452,0.99877715,-0.2550705,-0.3346893,0.0796188
59,0.8488125,0.978496,"('foolish', 'wise')",1.1614288,1.1597468,-0.33446196,-0.27128506,-0.1279988,0.22537029,0.3869451,0.523082,-0.1361369
75,0.77652806,0.84546167,"('meek', 'impulsive')",1.0074319,0.846727,-0.40398663,-0.6561901,-0.09041673,-0.14715578,0.3223891,0.2222107,0.1001784
23,-0.759631,-1.0167828,"('insincere', 'sincere')",-2.0111036,-1.987464,-0.8413731,-0.6492213,4.903559,5.0501256,0.3228629,0.3491644,-0.0263015
21,-0.7590388,-0.97300786,"('immoral', 'moral')",-1.7270142,-1.5951569,-0.7400895,-0.5241754,-0.7939255,-0.96212107,-1.005017,-1.0136154,0.0085984
67,0.7478607,0.67846364,"('doubtful', 'determined')",0.39754725,0.2652477,0.6467152,0.67534596,-0.2566098,-0.43821895,0.3838783,0.2952096,0.0886687
17,0.7456625,0.86924195,"('nasty', 'nice')",0.07864828,0.23596875,-0.72195846,-0.74293774,-1.0490355,-0.86864287,-0.2366708,-0.1265925,-0.1100783
4,0.73199385,0.8262019,"('disliked', 'liked')",1.016028,0.9863665,-0.4784189,-0.5952659,-4.854616,-5.273117,-0.8962533,-1.0139537,0.1177004
28,-0.71375155,-0.68877137,"('disloyal', 'loyal')",-1.8046651,-1.5584074,-1.1304264,-0.9401031,0.7359788,0.84314686,-0.7282161,-0.5860338,-0.1421823
66,0.71314365,1.1828485,"('inactive', 'active')",0.8057946,0.8240686,0.100835145,0.07028459,0.9252335,1.1034291,0.6362517,0.7951577,-0.158906
5,0.71048355,0.9327275,"('distant', 'outgoing')",1.1235247,1.22137,-1.0181231,-1.0401702,-0.70045406,-0.4552309,0.0288578,0.1646741,-0.1358163
81,-0.70863974,-0.94197226,"('submissive', 'aggressive')",-1.9825007,-1.8422778,-0.079386815,0.07884087,0.31376716,-0.050886393,-0.61419,-0.6890739,0.0748839
79,0.70442724,1.0032297,"('wavering', 'unwavering')",1.447307,1.431653,-0.5371404,-0.7357232,-0.04081636,0.072504275,0.3934444,0.4429159,-0.0494715
29,-0.64760274,-0.6188866,"('unfair', 'fair')",-0.76571536,-0.84801555,-1.4433633,-1.4846097,-1.0266755,-1.0093118,-0.9708392,-0.9902059,0.0193667
64,-0.6260282,-0.5172257,"('shy', 'confident')",-0.30715084,-0.119527504,-0.042632796,0.111003,-4.940554,-5.3460493,-1.4790915,-1.4679499,-0.0111416
19,0.6149964,0.8511874,"('inhospitable', 'hospitable')",0.95623773,0.9936429,-0.15784992,-0.22111998,-0.49145764,-0.23664571,0.2304816,0.3467661,-0.1162845
11,-0.59580004,-0.8424799,"('unhelpful', 'helpful')",-1.2962649,-1.1500721,0.2206227,0.317755,2.4926085,2.562076,0.2052916,0.2218198,-0.0165282
9,-0.59235156,-0.31376874,"('unaffectionate', 'caring')",-0.5250153,-0.4118713,-1.2140002,-1.0022984,1.0737013,1.368749,-0.3144164,-0.0897973,-0.2246191
76,-0.5641793,-0.7905626,"('anxious', 'daring')",-2.185873,-2.2997022,0.04353673,-0.02291245,0.5269265,0.38179106,-0.5448973,-0.6828465,0.1379492
61,-0.55789477,-0.6456572,"('illogical', 'logical')",-0.9221534,-0.83209187,-0.6642884,-0.5946166,-0.011293367,0.111840315,-0.5389075,-0.4901313,-0.0487762
25,0.556336,0.9244923,"('egoistic', 'altruistic')",0.41272712,0.5745168,-0.23494516,-0.12143496,0.7502698,0.8944808,0.3710969,0.5680138,-0.1969169
53,-0.52724016,-0.21432647,"('uncreative', 'creative')",-0.91599625,-0.66189295,0.008557022,0.057632506,1.0179194,1.1162561,-0.10419,0.0744173,-0.1786073
58,0.5119467,0.41326544,"('undiscriminating', 'discriminating')",-0.7052278,-0.5711788,-0.10301088,0.022335632,0.030934796,0.11307641,-0.0663393,-0.0056253,-0.060714
68,-0.4900444,-0.43720865,"('dependent', 'independent')",-0.89709157,-0.85831434,-1.166934,-1.1859156,-0.37219888,-0.50835776,-0.7315672,-0.7474491,0.0158819
20,0.46988398,0.44431072,"('rough', 'thoughtful')",-0.2848728,-0.2717167,-0.037545703,0.03638716,0.85049546,1.0925652,0.2494902,0.3253866,-0.0758964
1,-0.4657861,-0.22624718,"('unfriendly', 'friendly')",-0.37876698,0.016972523,-1.0829701,-0.90908587,0.9996216,1.4826443,-0.2319754,0.091071,-0.3230464
40,0.46299863,0.48727468,"('stingy', 'generous')",-0.18199468,-0.14067166,-0.67193806,-0.68191683,-0.75524545,-0.99121755,-0.2865449,-0.3316329,0.045088
2,0.41421148,0.6174833,"('unlikable', 'likable')",0.43326482,0.5203493,0.9738453,0.9880407,0.63385296,0.6119946,0.6137936,0.684467,-0.0706734
80,0.4030931,0.1830607,"('dominated', 'dominating')",-0.68931955,-0.7687099,0.81176376,0.8053261,-0.4232483,-0.576834,0.0255723,-0.0892893,0.1148616
27,-0.38702208,-0.3017061,"('hardhearted', 'softhearted')",-0.73452306,-0.7046164,-0.25172982,-0.11434783,1.2748358,1.5420339,-0.0246098,0.1053409,-0.1299507
18,-0.3849684,-0.16788393,"('disagreeable', 'welcoming')",-0.35209432,-0.18599811,-2.0202215,-1.9622107,-0.9247545,-0.8512157,-0.9205097,-0.7918271,-0.1286826
41,-0.35604244,-0.3067804,"('unforgiving', 'forgiving')",-0.931131,-0.5676687,-0.05258681,0.07953033,0.07475012,-0.08197667,-0.3162526,-0.2192239,-0.0970287
47,-0.33878636,-0.5237876,"('stupid', 'smart')",-0.24499443,-0.17387022,0.07823463,0.23669603,3.971132,4.213245,0.8663965,0.9380708,-0.0716743
34,0.33763683,0.1680228,"('mean', 'honorable')",0.037618622,-0.03960924,0.098648295,0.11519243,5.18587,5.435472,1.4149435,1.4197695,-0.004826
6,0.33692566,0.620265,"('distant', 'open')",1.5521055,1.6520891,-1.0186876,-0.9989339,-0.021164391,0.3527846,0.2122948,0.4065512,-0.1942564
15,0.33465153,0.27979207,"('boring', 'funny')",1.1812968,1.1493583,0.79214877,0.6379154,0.22152208,0.22379245,0.6324048,0.5727146,0.0596902
70,-0.31879535,-0.7117829,"('lethargic', 'energetic')",-1.5901264,-1.6772044,-0.18331525,-0.0996384,1.484102,1.2454486,-0.1520337,-0.3107943,0.1587606
83,0.30900487,0.32473415,"('powerless', 'powerful')",0.3051804,0.39047086,-0.94326967,-0.7874697,-0.15084895,-0.20022248,-0.1199833,-0.0681218,-0.0518615
78,0.30471998,0.49352258,"('nonresilient', 'resilient')",0.23791675,0.42572072,0.5084488,0.47278315,0.98267186,1.0298898,0.5084393,0.6054791,-0.0970398
7,-0.29857635,-0.25492567,"('insensitive', 'sensitive')",-1.3685673,-1.2213057,-0.8210035,-0.64872694,0.7550583,0.7318711,-0.4332722,-0.3482718,-0.0850004
88,-0.29288265,-0.11188173,"('low', 'eminent')",-0.47489852,-0.2827419,-0.5086666,-0.5938369,0.5667642,0.6152342,-0.1774209,-0.0933066,-0.0841143
71,0.2843986,0.5712222,"('diffident', 'self-confident')",0.38685855,0.5643771,-0.14137334,-0.1043618,0.3571151,0.38006282,0.2217497,0.3528251,-0.1310754
87,0.26714495,0.23984316,"('unsuccessful', 'successful')",0.11150109,0.034102045,0.9130129,0.84084314,0.7549731,0.83710116,0.511658,0.4879724,0.0236856
16,-0.26054606,-0.050229,"('unpopular', 'popular')",0.23106289,0.30815038,-0.58087856,-0.47896212,0.13774206,0.45393872,-0.1181549,0.0582245,-0.1763794
38,-0.25773564,-0.42184442,"('untruthful', 'truthful')",-0.3993789,-0.3766638,-0.8037598,-0.72681314,0.41250902,0.35069215,-0.2620913,-0.2936573,0.031566
54,0.24834612,0.4064506,"('incapable', 'capable')",-0.0011917707,0.042152926,-0.7111163,-0.5591848,0.7760122,1.0535798,0.0780126,0.2357496,-0.157737
31,0.23446429,0.5496753,"('evil', 'good')",1.153208,1.197371,-0.33167812,-0.579777,-1.6909192,-1.5298243,-0.1587313,-0.0906388,-0.0680925
42,0.23292923,0.2079055,"('unreliable', 'reliable')",-0.47806323,-0.48181018,-0.12116537,8.7291e-05,-2.0353513,-2.1424873,-0.6004127,-0.6040761,0.0036634
74,0.22783479,0.100253016,"('undedicated', 'dedicated')",-0.58505243,-0.4589032,0.28809732,0.45288906,0.7211511,0.75578505,0.1630077,0.212506,-0.0494983
13,-0.2068097,-0.31519672,"('impolite', 'polite')",-0.46167064,-0.47175,0.7653996,0.7759097,0.2187582,-0.078094326,0.0789194,-0.0222828,0.1012022
12,0.20005809,0.29173055,"('unsupportive', 'supportive')",-0.5249405,-0.24601841,-0.7396415,-0.5498503,-0.83208823,-0.95788944,-0.474153,-0.3655069,-0.1086461
62,-0.17710485,-0.5101952,"('incompetent', 'brilliant')",-1.4099089,-1.5218903,-0.30816665,-0.2904451,0.99587053,0.78214574,-0.2248275,-0.3850962,0.1602687
8,-0.13132194,0.2155383,"('unaffectionate', 'affectionate')",0.0844882,0.17405811,-1.7360191,-1.6491354,0.057557613,0.51750845,-0.4313238,-0.1855076,-0.2458162
26,0.116920665,0.3533499,"('hardhearted', 'benevolent')",0.81160593,1.1137487,0.6775492,0.8954425,1.0740607,1.4085844,0.6700341,0.9427814,-0.2727473
51,-0.11449353,-0.17698497,"('uneducated', 'educated')",-0.6847018,-0.5779202,0.20646206,0.1286856,1.0690286,0.9039569,0.1190738,0.0694343,0.0496395
77,0.10524097,0.1056703,"('unmotivated', 'motivated')",-1.0260448,-0.8541509,-0.011892758,0.14240247,-0.5927936,-0.85235816,-0.3813726,-0.3646091,-0.0167635
63,-0.103510745,-0.27108276,"('unperceptive', 'insightful')",-0.5581685,-0.38780153,0.035845544,0.18509236,1.6263227,1.422436,0.2501222,0.237161,0.0129612
39,0.091020904,0.08236415,"('exploitative', 'cooperative')",-0.004192865,-0.038479142,1.168492,1.2177235,-0.0057100607,-0.0046308134,0.3124025,0.3142444,-0.0018419
56,-0.07892584,-0.3969556,"('impractical', 'practical')",-0.6004735,-0.5251298,0.64941233,0.7896923,0.79506737,0.3482765,0.1912701,0.0539708,0.1372993
52,-0.06936963,0.081700295,"('irrational', 'rational')",0.2475062,0.26487863,-1.4519517,-1.4209609,-0.86163944,-0.43233156,-0.5338637,-0.3766784,-0.1571853
49,-0.028869376,0.047705438,"('unable', 'able')",-0.0008856207,0.11175051,-0.8332431,-0.73272973,-0.3172685,-0.3177029,-0.2950667,-0.2227442,-0.0723225
