,mcdonalds_male,mcdonalds_female,tuple,corp_male,corp_female,average_male,average_female,male-female
22,-0.5701573,-0.86239576,"('untrustworthy', 'trustworthy')",-1.3066717,-1.3032159,-0.9384145,-1.0828059,0.1443914
38,0.56946284,0.47239724,"('untruthful', 'truthful')",0.4185474,0.44757867,0.4940051,0.4599879,0.0340172
47,-0.5101203,-0.5363666,"('stupid', 'smart')",4.999954,5.248304,2.2449169,2.3559687,-0.1110518
83,-0.50829655,-0.6235993,"('powerless', 'powerful')",-1.1099654,-1.240121,-0.809131,-0.9318601,0.1227291
76,-0.43780875,-0.48314282,"('anxious', 'daring')",-0.5062215,-0.4015065,-0.4720151,-0.4423247,-0.0296904
32,-0.43560058,-0.30621108,"('unkind', 'kind')",0.8474419,0.7899122,0.2059207,0.2418506,-0.0359299
29,-0.43549654,-0.51750666,"('unfair', 'fair')",-0.33318314,-0.24349725,-0.3843398,-0.380502,-0.0038378
53,-0.42040235,-0.53943247,"('uncreative', 'creative')",0.27601963,0.19054706,-0.0721914,-0.1744427,0.1022513
39,0.4069621,0.45009252,"('exploitative', 'cooperative')",-0.014638994,0.03490646,0.1961616,0.2424995,-0.0463379
31,-0.4056957,-0.54243493,"('evil', 'good')",-0.9718573,-1.0360491,-0.6887765,-0.789242,0.1004655
26,0.40375474,0.102522366,"('hardhearted', 'benevolent')",1.3847932,1.2917584,0.8942739,0.6971404,0.1971335
0,0.39866644,0.32703587,"('unsociable', 'sociable')",-0.35726035,-0.44410646,0.020703,-0.0585353,0.0792383
84,0.3931709,0.22280438,"('inferior', 'superior')",0.8278936,0.8062058,0.6105323,0.5145051,0.0960272
21,0.39040595,0.39369234,"('immoral', 'moral')",-0.9030334,-0.7632635,-0.2563137,-0.1847856,-0.0715281
27,-0.38139868,-0.2213685,"('hardhearted', 'softhearted')",1.231645,1.3911805,0.4251232,0.584906,-0.1597828
13,0.36692703,0.27982584,"('impolite', 'polite')",-0.59760904,-0.8031023,-0.115341,-0.2616382,0.1462972
45,-0.36472407,-0.7252594,"('incompetent', 'competent')",-0.11241253,-0.26179087,-0.2385683,-0.4935251,0.2549568
35,0.36388493,0.27486718,"('corrupt', 'incorrupt')",-0.57053065,-0.66932243,-0.1033229,-0.1972276,0.0939047
46,-0.34567204,-0.5862514,"('uncompetitive', 'competitive')",-1.0292935,-1.1298294,-0.6874828,-0.8580404,0.1705576
20,0.34339753,0.098804414,"('rough', 'thoughtful')",0.5947223,0.60117906,0.4690599,0.3499917,0.1190682
81,-0.33489317,-0.49126613,"('submissive', 'aggressive')",-0.6275521,-0.636849,-0.4812226,-0.5640576,0.082835
77,-0.33161113,-0.2414142,"('unmotivated', 'motivated')",-1.3854725,-1.37109,-0.8585418,-0.8062521,-0.0522897
59,-0.32963106,-0.25772285,"('foolish', 'wise')",-0.15792798,0.012800909,-0.2437795,-0.122461,-0.1213185
60,-0.30650368,-0.30820227,"('inefficient', 'efficient')",0.16881464,0.29908442,-0.0688445,-0.0045589,-0.0642856
40,-0.3041426,-0.48241332,"('stingy', 'generous')",-1.8817669,-1.8990601,-1.0929548,-1.1907368,0.097782
43,-0.30286515,-0.32995915,"('irresponsible', 'responsible')",0.4604298,0.5429892,0.0787823,0.106515,-0.0277327
34,0.29339847,0.42727783,"('mean', 'honorable')",5.705647,6.0191174,2.9995227,3.2231977,-0.223675
16,-0.23489892,-0.0006823819,"('unpopular', 'popular')",0.001518093,-0.025896773,-0.1166904,-0.0132896,-0.1034008
78,0.22836699,0.08838066,"('nonresilient', 'resilient')",0.07789191,0.09901169,0.1531294,0.0936962,0.0594332
42,-0.21746096,-0.30128065,"('unreliable', 'reliable')",-3.5323267,-3.486399,-1.8748938,-1.8938398,0.018946
61,0.18206207,-0.057132035,"('illogical', 'logical')",0.50940204,0.38528308,0.3457321,0.1640755,0.1816566
24,-0.17665507,-0.23689789,"('dishonest', 'honest')",0.77779245,0.98297006,0.3005687,0.3730361,-0.0724674
8,0.15947583,0.106298454,"('unaffectionate', 'affectionate')",0.567716,0.6748357,0.3635959,0.3905671,-0.0269712
75,-0.13884479,-0.34010345,"('meek', 'impulsive')",-0.6373071,-0.93638736,-0.3880759,-0.6382454,0.2501695
28,0.13082016,-0.13384047,"('disloyal', 'loyal')",1.0128449,1.0509771,0.5718325,0.4585683,0.1132642
36,0.12019107,-0.06636285,"('hostile', 'amicable')",-0.7407252,-0.884129,-0.3102671,-0.4752459,0.1649788
67,-0.11528948,-0.14835654,"('doubtful', 'determined')",-0.53948796,-0.66144085,-0.3273887,-0.4048987,0.07751
12,0.11278339,0.078183345,"('unsupportive', 'supportive')",-1.871924,-1.8709584,-0.8795703,-0.8963876,0.0168173
37,0.10636948,0.0608298,"('fake', 'genuine')",0.36417767,0.40826067,0.2352736,0.2345452,0.0007284
63,0.09625315,-0.05195629,"('unperceptive', 'insightful')",0.82052445,0.706373,0.4583888,0.3272083,0.1311805
49,-0.09526037,0.0431659,"('unable', 'able')",-0.37485668,-0.26557708,-0.2350585,-0.1112056,-0.1238529
62,0.06806522,-0.22156768,"('incompetent', 'brilliant')",0.6057436,0.58436805,0.3369044,0.1814002,0.1555042
48,0.05083023,0.07504773,"('unintelligent', 'intelligent')",0.6671655,0.5989568,0.3589979,0.3370023,0.0219956
23,-0.04955179,0.03635729,"('insincere', 'sincere')",6.397506,6.740033,3.1739771,3.3881953,-0.2142182
80,0.04884845,-0.006546706,"('dominated', 'dominating')",-0.3528073,-0.40610498,-0.1519794,-0.2063258,0.0543464
52,-0.036284696,-0.05673831,"('irrational', 'rational')",-0.3547824,-0.33154795,-0.1955335,-0.1941431,-0.0013904
17,0.031590782,-0.025933033,"('nasty', 'nice')",-0.57058233,-0.56520647,-0.2694958,-0.2955697,0.0260739
66,-0.011742651,-0.17713813,"('inactive', 'active')",0.27401105,0.0916768,0.1311342,-0.0427307,0.1738649
87,0.008153215,-0.15771577,"('unsuccessful', 'successful')",0.7832482,0.6366138,0.3957007,0.239449,0.1562517
