,kohls_male,kohls_female,tuple,corp_male,corp_female,average_male,average_female,male-female
52,-0.44219446,-0.70473164,"('irrational', 'rational')",-0.023292389,-0.2979436,-0.2327434,-0.5013376,0.2685942
59,0.4403117,0.40836197,"('foolish', 'wise')",0.022658644,-0.039470892,0.2314852,0.1844455,0.0470397
69,0.42825934,0.22922707,"('lazy', 'industrious')",-0.716101,-0.7597719,-0.1439208,-0.2652724,0.1213516
3,-0.4251367,-0.5516117,"('repellent', 'pleasant')",0.7509911,0.6083556,0.1629272,0.0283719,0.1345553
35,0.4081368,0.2434409,"('corrupt', 'incorrupt')",-0.4999222,-0.7101798,-0.0458927,-0.2333695,0.1874768
15,0.3950297,0.3993079,"('boring', 'funny')",0.120324545,0.037939627,0.2576771,0.2186238,0.0390533
22,-0.37073073,-0.3664828,"('untrustworthy', 'trustworthy')",-1.1524812,-0.9445313,-0.761606,-0.6555071,-0.1060989
80,0.3666883,0.57052934,"('dominated', 'dominating')",-0.7691304,-0.34103543,-0.201221,0.114747,-0.315968
87,0.36403492,0.23734194,"('unsuccessful', 'successful')",1.0890285,1.2483506,0.7265317,0.7428463,-0.0163146
44,0.35604113,0.11619616,"('prejudiced', 'unprejudiced')",-1.3319383,-1.3167262,-0.4879486,-0.600265,0.1123164
30,0.35392871,0.37715465,"('intolerant', 'tolerant')",1.1256799,0.9536868,0.7398043,0.6654207,0.0743836
41,-0.3468528,-0.106730044,"('unforgiving', 'forgiving')",-0.023432301,-0.14619008,-0.1851426,-0.1264601,-0.0586825
19,-0.32954058,-0.35793743,"('inhospitable', 'hospitable')",-0.62479705,-0.67626965,-0.4771688,-0.5171036,0.0399348
66,-0.32101172,-0.5460538,"('inactive', 'active')",-0.060178548,0.046380542,-0.1905951,-0.2498366,0.0592415
32,-0.32080647,-0.6097717,"('unkind', 'kind')",0.93085927,0.6524159,0.3050264,0.0213221,0.2837043
16,-0.3027947,-0.31960392,"('unpopular', 'popular')",0.3751677,0.19598371,0.0361865,-0.0618101,0.0979966
64,0.3000113,0.07367876,"('shy', 'confident')",-6.5287766,-6.431452,-3.1143827,-3.1788864,0.0645037
84,0.29561207,0.1650764,"('inferior', 'superior')",1.3813915,1.1970757,0.8385018,0.681076,0.1574258
14,0.27822736,0.2627507,"('antisocial', 'social')",0.08893948,0.04616022,0.1835834,0.1544555,0.0291279
82,-0.27762198,-0.33864623,"('poor', 'rich')",6.2712584,6.0309243,2.9968181,2.846139,0.1506791
4,-0.25107503,0.10323931,"('disliked', 'liked')",-6.9205494,-6.7774606,-3.5858121,-3.3371105,-0.2487016
58,-0.24887897,-0.007321369,"('undiscriminating', 'discriminating')",0.1944437,0.24208568,-0.0272176,0.1173822,-0.1445998
61,-0.24606465,-0.57668096,"('illogical', 'logical')",0.6095064,0.45767987,0.1817209,-0.0595005,0.2412214
25,-0.24168758,-0.57758164,"('egoistic', 'altruistic')",1.0687662,0.70826733,0.4135393,0.0653428,0.3481965
46,-0.23906377,-0.12743229,"('uncompetitive', 'competitive')",-0.33264136,-0.35312605,-0.2858526,-0.2402792,-0.0455734
37,-0.23629029,-0.08961415,"('fake', 'genuine')",-0.040374406,0.2153303,-0.1383324,0.0628581,-0.2011905
60,0.22448176,0.18353423,"('inefficient', 'efficient')",0.38466117,0.43783215,0.3045714,0.3106832,-0.0061118
62,-0.21923535,-0.08664698,"('incompetent', 'brilliant')",0.40328205,0.57159764,0.0920234,0.2424753,-0.1504519
77,-0.21026228,-0.34741226,"('unmotivated', 'motivated')",-0.91371644,-0.94633293,-0.5619894,-0.6468726,0.0848832
13,0.21016476,0.094083756,"('impolite', 'polite')",-0.46395105,-0.5048466,-0.1268931,-0.2053814,0.0784883
76,-0.19633436,0.094441906,"('anxious', 'daring')",-0.24522173,-0.044254333,-0.220778,0.0250938,-0.2458718
68,-0.17029451,-0.48033184,"('dependent', 'independent')",-0.61165476,-0.7303944,-0.3909746,-0.6053631,0.2143885
83,-0.16560723,-0.32728168,"('powerless', 'powerful')",-0.7894957,-0.84853023,-0.4775515,-0.5879059,0.1103544
70,-0.1542672,0.12411374,"('lethargic', 'energetic')",0.119209364,0.37479696,-0.0175289,0.2494553,-0.2669842
63,-0.15416913,0.19952576,"('unperceptive', 'insightful')",0.43481496,0.783514,0.1403229,0.4915199,-0.351197
55,-0.15083982,-0.05492626,"('incompetent', 'clever')",0.6460267,0.63789505,0.2475934,0.2914844,-0.043891
43,-0.13874955,-0.0043487716,"('irresponsible', 'responsible')",0.5441706,0.5902573,0.2027105,0.2929543,-0.0902438
20,-0.13518396,-0.053083804,"('rough', 'thoughtful')",1.0464401,0.96060604,0.4556281,0.4537611,0.001867
81,0.1271263,0.1358269,"('submissive', 'aggressive')",-0.62754345,-0.5491955,-0.2502086,-0.2066843,-0.0435243
50,-0.122198746,0.14225563,"('clumsy', 'skillful')",0.23684661,0.19397953,0.0573239,0.1681176,-0.1107937
51,0.097382665,0.16004087,"('uneducated', 'educated')",0.47568193,0.50919616,0.2865323,0.3346185,-0.0480862
74,0.07635313,0.24500631,"('undedicated', 'dedicated')",-0.15171374,-0.13892916,-0.0376803,0.0530386,-0.0907189
75,-0.072523475,-0.1772824,"('meek', 'impulsive')",-0.8218567,-0.89153785,-0.4471901,-0.5344101,0.08722
71,-0.06816873,-0.19890504,"('diffident', 'self-confident')",0.37965167,0.52011204,0.1557415,0.1606035,-0.004862
33,-0.067003,-0.027959734,"('wrong', 'right')",-0.8385814,-0.8705063,-0.4527922,-0.449233,-0.0035592
85,-0.060204398,-0.21800089,"('insignificant', 'prestigious')",-0.12271856,-0.35701028,-0.0914615,-0.2875056,0.1960441
65,0.050587855,-0.17616783,"('insecure', 'secure')",-0.03859081,-0.10333375,0.0059985,-0.1397508,0.1457493
47,0.040825434,-0.087562434,"('stupid', 'smart')",5.0872335,5.078479,2.5640295,2.4954581,0.0685714
34,-0.032439474,-0.2067809,"('mean', 'honorable')",5.7232347,5.584115,2.8453975,2.6886671,0.1567304
21,-0.004223546,-0.18647468,"('immoral', 'moral')",-0.25284362,-0.47734392,-0.1285336,-0.3319093,0.2033757
