,yum_male,yum_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
25,-0.4937894,-0.6061386,"('egoistic', 'altruistic')",-0.6028414,-0.61074317,1.2046958,1.1671975,0.0360217,-0.0165614,0.0525831
36,-0.4915584,-0.34425694,"('hostile', 'amicable')",-1.8047634,-1.7296971,-0.2597485,-0.3419848,-0.8520234,-0.805313,-0.0467104
47,-0.4760459,-0.26647213,"('stupid', 'smart')",1.1587895,1.2062118,5.0706677,5.330861,1.9178038,2.0902003,-0.1723965
71,0.47210473,0.2409615,"('diffident', 'self-confident')",2.6114495,2.5661318,0.9165945,0.7840111,1.3333829,1.1970348,0.1363481
68,-0.437642,-0.541665,"('dependent', 'independent')",-0.505488,-0.6572393,-0.415519,-0.49180818,-0.452883,-0.5635708,0.1106878
61,-0.4235744,-0.3029396,"('illogical', 'logical')",-0.31608346,-0.25760224,-0.036563374,-0.01845461,-0.2587404,-0.1929988,-0.0657416
45,-0.4024904,-0.617336,"('incompetent', 'competent')",0.39130792,0.32452232,-0.025547517,-0.24252295,-0.0122433,-0.1784455,0.1662022
2,0.38362706,0.6847875,"('unlikable', 'likable')",0.24817778,0.44118658,0.58817804,0.8136317,0.406661,0.6465352,-0.2398742
55,0.37715292,0.15204781,"('incompetent', 'clever')",0.8019783,0.7331084,0.2254275,0.14963223,0.4681863,0.3449295,0.1232568
17,0.3667153,0.4380884,"('nasty', 'nice')",-0.9287578,-0.874939,-0.8762218,-0.7860835,-0.4794214,-0.4076447,-0.0717767
7,-0.35861734,-0.47093397,"('insensitive', 'sensitive')",0.5266421,0.5448215,0.7659372,0.6566419,0.3113207,0.2435098,0.0678109
32,-0.35561225,-0.26438025,"('unkind', 'kind')",0.8750532,0.7521696,0.8091861,0.7141179,0.4428757,0.4006358,0.0422399
60,-0.35182673,-0.271178,"('inefficient', 'efficient')",1.8236862,1.7547386,0.3087715,0.30685312,0.5935436,0.5968045,-0.0032609
74,0.34857693,0.46139306,"('undedicated', 'dedicated')",0.65501195,0.80939156,0.4882085,0.4592238,0.4972658,0.5766695,-0.0794037
30,0.34575102,0.2721086,"('intolerant', 'tolerant')",1.4521468,1.3716805,1.0545425,1.0455528,0.9508135,0.8964473,0.0543662
80,-0.32418284,-0.4658653,"('dominated', 'dominating')",0.5337761,0.39660722,-1.2384908,-1.3510185,-0.3429658,-0.4734255,0.1304597
38,-0.315141,-0.33587942,"('untruthful', 'truthful')",-0.56535536,-0.41958654,-0.05457549,0.0014927159,-0.3116906,-0.2513244,-0.0603662
37,-0.29186696,-0.20882905,"('fake', 'genuine')",-0.19507074,-0.36611372,0.3681158,0.40018004,-0.0396073,-0.0582542,0.0186469
12,-0.27519304,-0.31329146,"('unsupportive', 'supportive')",0.7682264,0.88804924,-1.2408981,-1.3079875,-0.2492883,-0.2444099,-0.0048784
54,-0.26387152,0.028179068,"('incapable', 'capable')",0.8997628,1.0989608,1.0395378,1.2782938,0.5584764,0.8018112,-0.2433348
5,-0.25573286,-0.08889006,"('distant', 'outgoing')",-0.09286322,0.12760523,-0.052427113,0.052839432,-0.1336744,0.0305182,-0.1641926
19,-0.22800145,-0.07741891,"('inhospitable', 'hospitable')",-0.40163136,-0.34183323,-0.038933314,0.04834698,-0.2228554,-0.1236351,-0.0992203
76,0.21291903,0.28959098,"('anxious', 'daring')",1.0320967,1.0910716,0.58262366,0.69051564,0.6092131,0.6903927,-0.0811796
52,-0.19420359,-0.29269922,"('irrational', 'rational')",-1.1659042,-1.2553926,-0.43231604,-0.5353091,-0.5974746,-0.6944669,0.0969923
87,0.19414715,0.088064134,"('unsuccessful', 'successful')",1.7347239,1.6781125,0.7474004,0.6218972,0.8920905,0.7960246,0.0960659
84,0.1890884,0.1099625,"('inferior', 'superior')",0.3186252,0.26119864,0.76891214,0.73711264,0.4255419,0.3694246,0.0561173
22,-0.1746849,-0.31321144,"('untrustworthy', 'trustworthy')",0.07867015,-0.039014228,-0.9339616,-1.0522726,-0.3433255,-0.4681661,0.1248406
49,-0.17110203,-0.13275793,"('unable', 'able')",0.37297064,0.49073318,-0.04348989,0.035413366,0.0527929,0.1311295,-0.0783366
44,0.16992542,0.44537187,"('prejudiced', 'unprejudiced')",0.22146297,0.27798954,-1.0909214,-0.90159625,-0.2331777,-0.0594116,-0.1737661
27,0.162823,0.25193635,"('hardhearted', 'softhearted')",0.32377082,0.27530602,1.1400728,1.0018957,0.5422222,0.5097127,0.0325095
18,-0.13858563,-0.007923394,"('disagreeable', 'welcoming')",-0.816824,-0.6202615,-0.3290692,-0.16031876,-0.4281596,-0.2628345,-0.1653251
24,-0.13698503,-0.2829206,"('dishonest', 'honest')",-0.5689336,-0.6690013,0.33416897,0.3438367,-0.1239166,-0.2026951,0.0787785
85,0.1369319,0.33528435,"('insignificant', 'prestigious')",-0.2155053,-0.016188841,0.40720516,0.45476994,0.1095439,0.2579552,-0.1484113
23,-0.13027601,-0.4190111,"('insincere', 'sincere')",0.9610486,0.9913171,5.2060523,5.2673097,2.0122749,1.9465386,0.0657363
43,0.112209074,0.3061556,"('irresponsible', 'responsible')",1.4797488,1.6077698,0.750531,0.8338303,0.7808297,0.9159186,-0.1350889
62,0.107442595,0.19245842,"('incompetent', 'brilliant')",1.0594192,1.2959056,0.23507896,0.4028561,0.4673136,0.6304067,-0.1630931
79,-0.105570465,-0.17947027,"('wavering', 'unwavering')",-1.3175449,-1.146336,-0.2401581,-0.18158413,-0.5544245,-0.5024635,-0.051961
41,-0.101010576,-0.026707094,"('unforgiving', 'forgiving')",-0.73260444,-0.62803996,0.02387804,-0.08760691,-0.2699123,-0.2474513,-0.022461
63,-0.08725045,-0.1328612,"('unperceptive', 'insightful')",0.6849663,0.6762741,1.3450509,1.2397377,0.6475889,0.5943836,0.0532053
75,-0.06912077,0.22050692,"('meek', 'impulsive')",-1.3246429,-1.0948793,-0.72133565,-0.5821085,-0.7050331,-0.4854936,-0.2195395
29,0.06672786,-0.0038420446,"('unfair', 'fair')",-0.9020625,-0.91459125,-0.5599141,-0.69742715,-0.4650829,-0.5386202,0.0735373
16,0.061573673,-0.011981592,"('unpopular', 'popular')",-0.46932563,-0.3891885,0.668976,0.6016538,0.0870747,0.0668279,0.0202468
35,0.05023744,0.27629906,"('corrupt', 'incorrupt')",-2.2516975,-2.121914,-0.78303176,-0.66505206,-0.9948306,-0.8368889,-0.1579417
20,-0.049844723,0.19416422,"('rough', 'thoughtful')",0.48063686,0.6883191,1.0637141,1.1365055,0.4981688,0.6729963,-0.1748275
13,-0.012885813,-0.11059793,"('impolite', 'polite')",0.8957754,0.5970201,-0.10141227,-0.25043932,0.2604924,0.0786609,0.1818315
