,hudson_male,hudson_female,tuple,city_male,city_female,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
79,-0.26278833,-0.42689684,"('wavering', 'unwavering')",0.12337792,0.099954754,1.1573197,1.0410504,0.12149948,0.17103302,0.2848522,0.2212853,0.0635669
54,0.26040414,0.22935003,"('incapable', 'capable')",-0.04471364,-0.021646116,1.2020853,1.2008003,1.0319394,1.3737147,0.6124288,0.6955547,-0.0831259
58,-0.18670158,-0.37370473,"('undiscriminating', 'discriminating')",0.016464666,-0.09061035,0.6690601,0.5936258,0.09179624,0.061095454,0.1476549,0.0476015,0.1000534
28,0.17167296,0.20468959,"('disloyal', 'loyal')",0.06140564,-0.09268461,-0.76596254,-0.8462962,0.92138064,1.0480472,0.0971242,0.078439,0.0186852
41,0.17065027,0.28367376,"('unforgiving', 'forgiving')",0.017581673,0.08723644,0.47632685,0.28611955,-0.14227328,-0.19541965,0.1305714,0.1154025,0.0151689
47,0.1314599,0.2230044,"('stupid', 'smart')",-0.3922144,-0.2622473,0.07204042,0.09540926,5.745745,5.9161305,1.3892578,1.4930742,-0.1038164
62,0.103968404,0.41732278,"('incompetent', 'brilliant')",0.27454057,0.34172204,-0.5761312,-0.6551777,0.18450345,0.5244814,-0.0032797,0.1570871,-0.1603668
42,-0.10318846,-0.03068526,"('unreliable', 'reliable')",0.49692285,0.5466479,0.50272715,0.39635712,-2.501237,-2.3612602,-0.4011939,-0.3622351,-0.0389588
13,-0.096265346,0.15244305,"('impolite', 'polite')",0.35680774,0.37959445,-0.33102185,-0.36736047,-0.078941114,-0.008319952,-0.0373551,0.0390893,-0.0764444
34,-0.08280259,-0.1887436,"('mean', 'honorable')",-0.07485775,-0.15498117,0.4531007,0.35474813,6.006204,6.003659,1.5754111,1.5036706,0.0717405
19,0.081559144,0.044352017,"('inhospitable', 'hospitable')",0.35563678,0.37398344,-0.3268291,-0.28947324,-0.17897405,-0.075897135,-0.0171518,0.0132413,-0.0303931
22,0.06781845,0.08811925,"('untrustworthy', 'trustworthy')",0.31678882,0.1752143,-1.410315,-1.5881529,-0.7733781,-0.86175996,-0.4497715,-0.5466448,0.0968733
74,-0.064292,0.020559996,"('undedicated', 'dedicated')",0.33718956,0.34100536,0.006155893,-0.16006571,0.22831377,0.28217727,0.1268418,0.1209192,0.0059226
24,-0.06330712,0.013290212,"('dishonest', 'honest')",-0.08162834,-0.080594555,-1.6109595,-1.6984595,0.8986519,0.9806914,-0.2143108,-0.1962681,-0.0180427
59,0.061692238,0.1616621,"('foolish', 'wise')",-0.090270355,0.15378673,0.42925167,0.5671555,0.5415284,0.6479718,0.2355505,0.382644,-0.1470935
63,0.059531815,0.095580384,"('unperceptive', 'insightful')",0.68487054,0.6642514,-0.099758066,-0.2701965,1.3490155,1.6631017,0.4984149,0.5381842,-0.0397693
18,-0.051318623,0.03138013,"('disagreeable', 'welcoming')",-0.13829309,-0.02281676,-0.27032173,-0.33140066,-0.65684587,-0.73298204,-0.2791948,-0.2639548,-0.01524
