,ims_male,ims_female,tuple,health_male,health_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
79,-0.12158877,-0.10013717,"('wavering', 'unwavering')",0.57246876,0.5730674,-0.9474774,-1.0753533,-0.017558016,-0.038418703,-0.1285389,-0.1602104,0.0316715
71,0.08811513,0.15333103,"('diffident', 'self-confident')",2.9852872,2.8342204,1.2269372,1.1410937,0.90331125,0.86240983,1.3009127,1.2477636,0.0531491
14,-0.08181369,0.038876623,"('antisocial', 'social')",-0.18109007,-0.13526207,1.0945731,1.3862249,-0.6351249,-0.59255844,0.0491361,0.1743202,-0.1251841
77,-0.06691209,-0.07638591,"('unmotivated', 'motivated')",-0.2129235,-0.14605165,0.7377334,0.93932235,-1.0128868,-1.0184567,-0.1387472,-0.075393,-0.0633542
46,-0.0485453,-0.28701752,"('uncompetitive', 'competitive')",-0.15655872,-0.11749447,0.69753385,0.9213232,0.13383554,0.011397747,0.1565663,0.1320522,0.0245141
20,-0.039703492,-0.13216802,"('rough', 'thoughtful')",-0.632499,-0.55382824,-0.53081584,-0.2549066,0.6215623,0.8178647,-0.145364,-0.0307595,-0.1146045
3,-0.018963464,-0.09158569,"('repellent', 'pleasant')",-1.048073,-1.0374739,0.1401239,0.39672232,0.36449075,0.34387186,-0.1406055,-0.0971163,-0.0434892
66,-0.018009774,-0.24411121,"('inactive', 'active')",0.10763229,-0.2077222,1.1012585,1.0380784,1.3485605,1.2342744,0.6348604,0.4551299,0.1797305
65,-0.015076444,0.0023995638,"('insecure', 'secure')",-1.2810298,-1.2519786,0.21475393,0.4615621,-0.07389951,-0.05069616,-0.2888129,-0.2096783,-0.0791346
33,0.006998592,0.14143898,"('wrong', 'right')",0.92124087,0.8521009,0.36746067,0.34634006,-0.78535676,-0.74608946,0.1275858,0.1484476,-0.0208618
