,general_male,general_female,tuple,mills_male,mills_female,inc_male,inc_female,average_male,average_female,male-female
34,-0.99724495,-1.2319247,"('mean', 'honorable')",-0.6804785,-0.66103154,5.9156456,5.916888,1.4126407,1.3413107,0.07133
20,-0.9824531,-0.6878372,"('rough', 'thoughtful')",-0.9788469,-0.96420205,0.9231529,0.8221735,-0.346049,-0.2766219,-0.0694271
71,0.9602616,0.9294143,"('diffident', 'self-confident')",1.2983966,1.4572217,0.4124099,0.40404665,0.8903561,0.9302276,-0.0398715
60,-0.9228529,-0.8084439,"('inefficient', 'efficient')",-0.2354157,-0.35298973,-0.14833127,-0.14624915,-0.4355333,-0.4358943,0.000361
40,0.835777,0.10631898,"('stingy', 'generous')",0.48085657,-0.026385698,-1.3565273,-1.8127925,-0.0132979,-0.5776198,0.5643219
55,-0.82721657,-0.6039463,"('incompetent', 'clever')",-0.5170677,-0.38049164,-0.046655934,-0.14811102,-0.4636467,-0.3775163,-0.0861304
62,-0.81824166,-0.51701283,"('incompetent', 'brilliant')",-0.20163423,0.0390743,-0.15958938,-0.07983379,-0.3931551,-0.1859241,-0.207231
33,0.81579524,0.34549102,"('wrong', 'right')",0.33684087,0.06669809,-0.37204954,-0.5691475,0.2601955,-0.0523195,0.312515
82,-0.8128316,-0.766242,"('poor', 'rich')",-0.01827034,0.044278465,6.2040915,6.3439603,1.7909966,1.873999,-0.0830024
56,0.79710954,1.246267,"('impractical', 'practical')",0.97690636,1.2255044,-0.59657747,-0.43039078,0.3924795,0.6804601,-0.2879806
29,-0.78506863,-0.9036518,"('unfair', 'fair')",-0.75745076,-0.73015726,0.003410995,-0.050440293,-0.5130361,-0.5614165,0.0483804
88,-0.77493215,-0.8399999,"('low', 'eminent')",-0.35103598,-0.4070857,-0.1947553,-0.33276373,-0.4402411,-0.5266164,0.0863753
18,-0.7745469,-0.9667986,"('disagreeable', 'welcoming')",-0.80664915,-1.0162272,-0.49245006,-0.6534476,-0.6912154,-0.8788245,0.1876091
9,0.74149525,0.34113985,"('unaffectionate', 'caring')",0.83293015,0.6442668,1.4523882,1.2908787,1.0089378,0.7587617,0.2501761
36,-0.729681,-0.88152355,"('hostile', 'amicable')",-0.40093687,-0.42931503,0.18243659,-0.0977001,-0.3160604,-0.4695129,0.1534525
74,0.7128092,0.93298805,"('undedicated', 'dedicated')",1.0629212,1.0831543,0.19329871,0.16175905,0.656343,0.7259672,-0.0696242
50,0.70807105,0.33152464,"('clumsy', 'skillful')",0.0043835454,-0.22463968,0.013365038,-0.291923,0.2419399,-0.0616793,0.3036192
16,-0.70342904,-1.1323465,"('unpopular', 'popular')",-1.1673876,-1.160995,0.10950138,-0.07248573,-0.5871051,-0.7886091,0.201504
48,-0.6979616,-1.1295992,"('unintelligent', 'intelligent')",-0.5476257,-0.8592222,-0.026191419,-0.23734756,-0.4239263,-0.7420563,0.31813
77,-0.6936339,-1.0743564,"('unmotivated', 'motivated')",-0.90117496,-1.1264068,-1.2925272,-1.4292983,-0.9624453,-1.2100205,0.2475752
37,0.6909424,0.36152554,"('fake', 'genuine')",-0.13016276,-0.35615426,0.8547439,0.7523853,0.4718412,0.2525855,0.2192557
87,0.68950814,0.9044336,"('unsuccessful', 'successful')",0.5700859,0.68251634,0.61645085,0.46816182,0.6253483,0.6850373,-0.059689
59,0.6831974,0.54693574,"('foolish', 'wise')",0.06255938,-0.033348136,0.15381141,0.049809437,0.299856,0.187799,0.112057
1,-0.58854187,-0.97292846,"('unfriendly', 'friendly')",0.9260733,0.535563,1.8483227,1.6193144,0.7286181,0.393983,0.3346351
8,0.57077956,0.38100165,"('unaffectionate', 'affectionate')",0.55408126,0.5585497,1.2508812,1.0859591,0.791914,0.6751701,0.1167439
54,-0.568606,-0.47845802,"('incapable', 'capable')",-0.14791988,-0.029928388,1.2415034,1.3212774,0.1749925,0.2709636,-0.0959711
72,0.5301029,0.5458687,"('unambitious', 'ambitious')",0.4013884,0.33569476,-0.5585491,-0.40496224,0.1243141,0.1588671,-0.034553
76,-0.49846968,-0.21336684,"('anxious', 'daring')",-0.66620785,-0.45430002,-0.05090043,0.12208992,-0.4051927,-0.181859,-0.2233337
47,-0.4969483,-0.19187155,"('stupid', 'smart')",0.14641866,0.25475118,5.401018,5.639251,1.6834962,1.9007103,-0.2172141
86,0.49538067,0.5678657,"('uninfluential', 'influential')",0.4283887,0.38134468,0.27885336,0.08644464,0.4008742,0.3452183,0.0556559
78,-0.4927557,-0.92310214,"('nonresilient', 'resilient')",-0.5997474,-0.8097161,-0.21081601,-0.35248157,-0.4344397,-0.6950999,0.2606602
58,0.48886287,0.8615119,"('undiscriminating', 'discriminating')",0.76107013,0.8492334,0.2616794,0.1857513,0.5038708,0.6321656,-0.1282948
46,0.480856,0.66986436,"('uncompetitive', 'competitive')",-0.04945064,-0.060844146,-0.9314544,-0.9708869,-0.166683,-0.1206222,-0.0460608
10,-0.47197825,-0.35254723,"('unsympathetic', 'sympathetic')",-0.5418414,-0.56090754,-0.16327697,-0.08127607,-0.3923655,-0.3315769,-0.0607886
30,-0.44896206,-0.3115018,"('intolerant', 'tolerant')",0.99828786,0.9032714,0.67683274,0.6339718,0.4087195,0.4085805,0.000139
0,-0.4282634,-0.29134658,"('unsociable', 'sociable')",-0.004166389,0.041770205,-0.4620673,-0.53956074,-0.2981657,-0.2630457,-0.03512
79,0.4006814,0.24798316,"('wavering', 'unwavering')",-0.3298753,-0.21050775,0.16977744,0.15232076,0.0801945,0.0632654,0.0169291
24,0.3847439,0.2874708,"('dishonest', 'honest')",-0.34286067,-0.4224161,0.95303845,0.9170016,0.3316406,0.2606854,0.0709552
21,-0.38401464,-0.4202233,"('immoral', 'moral')",-0.16407996,-0.44496757,-0.8325827,-1.0159346,-0.4602258,-0.6270418,0.166816
81,-0.3838785,-0.09445373,"('submissive', 'aggressive')",-0.46583432,-0.50106066,-0.95218945,-0.90118206,-0.6006341,-0.4988988,-0.1017353
63,0.36957774,0.3710556,"('unperceptive', 'insightful')",0.24020979,0.121674605,0.797998,0.59200054,0.4692618,0.3615769,0.1076849
2,-0.36283696,-0.27970535,"('unlikable', 'likable')",-0.45450148,-0.49201936,0.30515185,0.2155552,-0.1707289,-0.1853898,0.0146609
14,0.36018807,0.9721626,"('antisocial', 'social')",1.061649,1.3102556,-0.44568738,-0.34786725,0.3253832,0.6448503,-0.3194671
42,0.3589033,0.5811837,"('unreliable', 'reliable')",0.33351701,0.41956097,-2.915447,-2.9483018,-0.7410089,-0.6491857,-0.0918232
28,-0.3270755,-0.6308126,"('disloyal', 'loyal')",0.015715837,-0.20097624,1.0379797,0.91055435,0.2422067,0.0262552,0.2159515
7,-0.32663754,-0.12964284,"('insensitive', 'sensitive')",-0.058398463,0.051607,1.2160877,1.2329198,0.2770172,0.3849613,-0.1079441
80,0.26752818,0.8668535,"('dominated', 'dominating')",0.035997137,0.089066885,-0.8369969,-0.7966051,-0.1778239,0.0531051,-0.230929
25,0.26671606,-0.33218443,"('egoistic', 'altruistic')",1.3847888,1.229006,1.5849205,1.3111017,1.0788085,0.7359745,0.342834
15,0.26615682,0.4926131,"('boring', 'funny')",0.19176567,0.37032357,0.57902616,0.57095414,0.3456496,0.4779636,-0.132314
61,-0.2654265,0.0015035644,"('illogical', 'logical')",-0.110193916,0.024346039,0.4625069,0.4132439,0.0289622,0.1463645,-0.1174023
83,-0.24234143,-0.3249793,"('powerless', 'powerful')",-0.2770762,-0.37438294,-1.2417973,-1.3266529,-0.5870717,-0.6753384,0.0882667
35,-0.20244054,-0.18853343,"('corrupt', 'incorrupt')",-0.58063567,-0.49407768,-0.011571024,-0.0747982,-0.2648824,-0.2524698,-0.0124126
57,-0.201105,0.32649314,"('unimaginative', 'imaginative')",0.11683979,0.26873907,-2.5062153,-2.5280106,-0.8634935,-0.6442595,-0.219234
19,0.19550778,0.33013555,"('inhospitable', 'hospitable')",-0.49148792,-0.38133678,0.19926088,0.14907001,-0.0322398,0.0326229,-0.0648627
51,-0.18681726,-0.22105402,"('uneducated', 'educated')",-0.03044666,-0.3559729,0.40050536,0.13210042,0.0610805,-0.1483088,0.2093893
22,-0.17737807,0.19571984,"('untrustworthy', 'trustworthy')",-0.4284939,-0.35338798,-0.8090965,-0.6571802,-0.4716562,-0.2716161,-0.2000401
4,-0.16919866,0.053414445,"('disliked', 'liked')",0.2510561,0.34541625,-6.739657,-7.0295978,-2.2192666,-2.2102556,-0.009011
65,-0.14635974,-0.07878584,"('insecure', 'secure')",-0.27208015,-0.40184075,-0.46156436,-0.29242018,-0.2933348,-0.2576822,-0.0356526
69,0.12029563,-0.07114223,"('lazy', 'industrious')",0.4601862,0.40635657,-0.45393515,-0.7287716,0.0421822,-0.1311858,0.173368
45,-0.11950837,0.462426,"('incompetent', 'competent')",0.5889696,0.7292022,0.111787245,0.087194726,0.1937495,0.4262743,-0.2325248
66,-0.11360298,-0.054182574,"('inactive', 'active')",-0.6500654,-0.59472924,0.9743774,0.91001785,0.0702363,0.0870353,-0.016799
85,-0.11221006,-0.85157317,"('insignificant', 'prestigious')",-0.13533871,-0.30927548,0.22153898,-0.006797634,-0.0086699,-0.3892154,0.3805455
23,-0.11196918,-0.19085568,"('insincere', 'sincere')",-0.18362287,-0.27343658,5.9265084,6.1057663,1.8769722,1.8804914,-0.0035192
13,-0.099430814,-0.026773566,"('impolite', 'polite')",-0.2629402,-0.3204043,-0.32528362,-0.39721963,-0.2292182,-0.2481325,0.0189143
52,0.097999066,-0.6543485,"('irrational', 'rational')",-0.40385476,-0.8880666,-0.08315678,-0.46195126,-0.1296708,-0.6681221,0.5384513
32,0.0895673,-0.08197152,"('unkind', 'kind')",0.2738788,0.11274387,0.96745646,0.8425111,0.4436342,0.2910945,0.1525397
64,-0.08139865,-0.004382219,"('shy', 'confident')",-0.4268434,-0.5993104,-7.2416706,-7.243165,-2.5833042,-2.6156192,0.032315
41,-0.07382579,0.17612845,"('unforgiving', 'forgiving')",0.03950592,-0.11190085,0.2629339,0.05136021,0.0762047,0.0385293,0.0376754
53,0.03558812,-0.06631535,"('uncreative', 'creative')",0.81397223,0.79593277,0.84975296,0.7771487,0.5664378,0.5022554,0.0641824
38,-0.02989975,-0.01422849,"('untruthful', 'truthful')",-0.4540702,-0.47805607,-0.2342959,-0.25846344,-0.239422,-0.2502493,0.0108273
11,0.02477029,0.13083501,"('unhelpful', 'helpful')",-1.0972054,-1.0528967,1.7004474,1.7959137,0.2093374,0.291284,-0.0819466
43,-0.012073313,0.23658548,"('irresponsible', 'responsible')",-0.063833386,0.028533913,0.5770559,0.6987417,0.1670497,0.321287,-0.1542373
70,0.009623392,0.43938643,"('lethargic', 'energetic')",-0.2980154,-0.05171775,0.8101728,1.0118531,0.1739269,0.4665073,-0.2925804
75,-0.0066949762,0.35752752,"('meek', 'impulsive')",-0.93666327,-0.6090225,-0.15983619,0.005613487,-0.3677315,-0.0819605,-0.285771
