,trane_male,trane_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,male-female
72,-0.49912885,-0.45419133,"('unambitious', 'ambitious')",-0.44045258,-0.39171964,0.7025254,0.660837,-0.0790187,-0.0616913,-0.0173274
77,-0.49759963,-0.3491927,"('unmotivated', 'motivated')",0.5797373,0.5523027,-1.3851814,-1.3146324,-0.4343479,-0.3705075,-0.0638404
41,-0.48868105,-0.49769464,"('unforgiving', 'forgiving')",-0.8107323,-0.69353974,0.45478544,0.34770373,-0.2815426,-0.2811769,-0.0003657
73,0.4863354,0.46907905,"('helpless', 'self-reliant')",0.8377245,0.8452591,-1.8499559,-1.8675412,-0.1752987,-0.184401,0.0091023
35,-0.47296268,-0.56687474,"('corrupt', 'incorrupt')",-0.44764653,-0.5359526,0.20498648,0.2893792,-0.2385409,-0.2711494,0.0326085
26,-0.46367115,-0.59636444,"('hardhearted', 'benevolent')",0.4449597,0.5245034,2.9148679,2.8950064,0.9653854,0.9410485,0.0243369
74,-0.4556126,-0.3721917,"('undedicated', 'dedicated')",0.35622615,0.44640434,0.8594692,0.7757743,0.2533609,0.283329,-0.0299681
11,-0.42681047,-0.46181697,"('unhelpful', 'helpful')",0.9176232,0.82223713,0.60324174,0.338359,0.3646848,0.2329264,0.1317584
45,-0.41349927,-0.40376782,"('incompetent', 'competent')",-0.44619375,-0.43730158,0.8916059,0.76546335,0.0106376,-0.025202,0.0358396
58,-0.41311535,-0.38357404,"('undiscriminating', 'discriminating')",-0.08929132,-0.0032815821,0.8022451,0.8209495,0.0999461,0.144698,-0.0447519
42,0.4122414,0.509958,"('unreliable', 'reliable')",-0.9822083,-0.81299734,-2.1443279,-2.2012446,-0.904765,-0.8347613,-0.0700037
61,-0.39796996,-0.45563012,"('illogical', 'logical')",0.6354931,0.3680159,0.54577565,0.4815724,0.2610996,0.1313194,0.1297802
30,0.39784685,0.35298407,"('intolerant', 'tolerant')",1.4662187,1.4252744,0.17469847,0.019082673,0.679588,0.5991137,0.0804743
55,0.39286622,0.4967096,"('incompetent', 'clever')",0.44470587,0.4281612,-0.34907177,-0.4862633,0.1628334,0.1462025,0.0166309
81,0.38014734,0.42894334,"('submissive', 'aggressive')",0.9803323,0.9659395,-1.0328249,-1.0407109,0.1092182,0.1180573,-0.0088391
2,0.35956332,0.3562029,"('unlikable', 'likable')",0.14989749,0.085111424,0.16374159,0.25648052,0.2244008,0.2325983,-0.0081975
75,-0.33264047,-0.3530197,"('meek', 'impulsive')",0.20677246,0.1739294,-0.48928457,-0.50513065,-0.2050509,-0.2280737,0.0230228
34,-0.3292533,-0.27695647,"('mean', 'honorable')",-0.294409,-0.19963242,3.2783244,3.176345,0.8848874,0.8999187,-0.0150313
13,0.3226112,0.39574128,"('impolite', 'polite')",-0.19275294,-0.21500126,-0.8083488,-0.82067084,-0.2261635,-0.2133103,-0.0128532
43,-0.3154902,-0.19557787,"('irresponsible', 'responsible')",-0.23145165,-0.116512984,0.4357597,0.4271526,-0.0370607,0.0383539,-0.0754146
83,-0.30923682,-0.19654986,"('powerless', 'powerful')",-0.062347155,0.085120335,-1.008081,-0.96279806,-0.4598883,-0.3580759,-0.1018124
63,-0.2693109,-0.22052303,"('unperceptive', 'insightful')",0.35124812,0.42844138,0.69915235,0.49746552,0.2603632,0.235128,0.0252352
48,-0.23500666,-0.25451115,"('unintelligent', 'intelligent')",0.9777241,0.8513423,-0.46621734,-0.5566789,0.0921667,0.0133841,0.0787826
22,0.23402743,0.28502727,"('untrustworthy', 'trustworthy')",-0.6433211,-0.6627692,-0.6952063,-0.6775876,-0.3681666,-0.3517765,-0.0163901
17,-0.21419007,-0.22682802,"('nasty', 'nice')",-0.88674694,-0.84769934,-1.1908287,-1.1343498,-0.7639219,-0.7362924,-0.0276295
71,-0.21276188,-0.20938696,"('diffident', 'self-confident')",0.8745992,0.93653363,0.3458199,0.32428074,0.3358858,0.3504758,-0.01459
64,0.20365325,0.30554575,"('shy', 'confident')",-0.011006547,0.0011063553,-4.3575454,-4.1235013,-1.3882996,-1.2722831,-0.1160165
7,0.20348847,0.24697836,"('insensitive', 'sensitive')",0.36517516,0.4518881,0.09434079,-0.028277297,0.2210015,0.2235297,-0.0025282
21,0.19955207,0.43924415,"('immoral', 'moral')",0.035793856,0.1674514,-1.7580423,-1.6659148,-0.5075655,-0.3530731,-0.1544924
33,-0.19264725,-0.07793031,"('wrong', 'right')",0.25375748,0.24371168,0.03184937,0.11256985,0.0309865,0.0927837,-0.0617972
20,0.18305667,0.12280847,"('rough', 'thoughtful')",0.50254726,0.51029325,1.1082033,0.98211324,0.5979358,0.538405,0.0595308
47,0.1445883,0.2181162,"('stupid', 'smart')",0.70294744,0.8016817,4.1506896,4.1000276,1.6660751,1.7066085,-0.0405334
70,-0.13924152,-0.14663526,"('lethargic', 'energetic')",-0.07090014,0.03225479,-0.064093694,-0.22374198,-0.0914118,-0.1127075,0.0212957
87,-0.13626449,-0.22205189,"('unsuccessful', 'successful')",0.6345906,0.51562923,1.4208289,1.4495043,0.6397184,0.5810272,0.0586912
46,0.1091197,0.28174287,"('uncompetitive', 'competitive')",0.38868606,0.53539795,-0.88133043,-1.0846399,-0.1278416,-0.0891664,-0.0386752
29,-0.09775892,-0.02266042,"('unfair', 'fair')",-0.7899874,-0.7681739,-0.7842424,-0.7802105,-0.5573296,-0.5236816,-0.033648
69,-0.051195327,-0.023424149,"('lazy', 'industrious')",0.838023,0.8778363,0.4060126,0.7253067,0.3976134,0.5265729,-0.1289595
49,-0.028261758,0.07372738,"('unable', 'able')",0.6199624,0.74070567,-0.57482463,-0.54554844,0.0056253,0.0896282,-0.0840029
50,-0.0027458707,-0.045746967,"('clumsy', 'skillful')",0.2497776,0.25960597,-0.30899146,-0.59503067,-0.0206532,-0.1270572,0.106404
