,nyse_male,nyse_female,tuple,euronext_male,euronext_female,average_male,average_female,male-female
51,-1.3825881,-1.7442086,"('uneducated', 'educated')",-1.7190367,-1.6967943,-1.5508125,-1.7205014,0.1696889
56,-1.3192241,-1.3038635,"('impractical', 'practical')",-0.8986324,-0.573337,-1.1089282,-0.9386003,-0.1703279
71,1.3015038,1.5288926,"('diffident', 'self-confident')",1.3169897,1.3878139,1.3092468,1.4583533,-0.1491065
52,1.2036829,1.2327206,"('irrational', 'rational')",1.060962,0.8291598,1.1323224,1.0309402,0.1013822
31,1.1692438,1.4697727,"('evil', 'good')",0.972747,1.1331536,1.0709955,1.3014631,-0.2304676
53,1.1231545,1.1846588,"('uncreative', 'creative')",0.1884359,0.37053996,0.6557952,0.7775993,-0.1218041
26,1.1005226,1.1208477,"('hardhearted', 'benevolent')",0.548116,0.67558515,0.8243194,0.8982164,-0.073897
35,1.0737374,1.5184386,"('corrupt', 'incorrupt')",1.0839648,1.1902354,1.0788511,1.354337,-0.2754859
15,1.0365033,1.1587477,"('boring', 'funny')",1.0470968,1.0600648,1.0418,1.1094062,-0.0676062
21,-0.9902917,-1.3058572,"('immoral', 'moral')",-1.5255109,-1.4024954,-1.2579013,-1.3541763,0.096275
7,-0.98619217,-0.8677713,"('insensitive', 'sensitive')",-0.92426455,-0.75663424,-0.9552283,-0.8122028,-0.1430255
72,-0.9348015,-0.8292459,"('unambitious', 'ambitious')",-0.42151394,-0.4245143,-0.6781577,-0.6268801,-0.0512776
33,0.91840416,0.9894475,"('wrong', 'right')",0.85905045,0.9220242,0.8887273,0.9557358,-0.0670085
85,0.90976167,1.1854666,"('insignificant', 'prestigious')",1.9903365,2.0210557,1.4500492,1.6032612,-0.153212
68,-0.89105487,-0.8732863,"('dependent', 'independent')",-0.7373555,-0.76019347,-0.8142052,-0.8167399,0.0025347
22,-0.87915134,-1.0198268,"('untrustworthy', 'trustworthy')",-1.5808372,-1.5942922,-1.2299943,-1.3070595,0.0770652
0,-0.82606614,-0.96851534,"('unsociable', 'sociable')",-1.7318642,-1.7175246,-1.2789652,-1.34302,0.0640548
76,-0.81060445,-0.94469607,"('anxious', 'daring')",-0.61099994,-0.66508937,-0.7108022,-0.8048927,0.0940905
18,0.7912203,1.0549515,"('disagreeable', 'welcoming')",-0.15324633,0.06959174,0.318987,0.5622717,-0.2432847
49,-0.768877,-0.83320487,"('unable', 'able')",-0.64975613,-0.6535483,-0.7093166,-0.7433766,0.03406
64,-0.7498242,-0.77331054,"('shy', 'confident')",-2.1622794,-2.088761,-1.4560518,-1.4310358,-0.025016
44,0.7484266,0.6420647,"('prejudiced', 'unprejudiced')",0.9515241,0.7212242,0.8499753,0.6816444,0.1683309
74,-0.74786574,-0.8301177,"('undedicated', 'dedicated')",-0.5740338,-0.43517765,-0.6609498,-0.6326477,-0.0283021
32,-0.7426888,-0.9181745,"('unkind', 'kind')",-0.86709213,-0.87299323,-0.8048905,-0.8955839,0.0906934
34,0.7207004,0.65000516,"('mean', 'honorable')",1.9339297,1.8068863,1.3273151,1.2284458,0.0988693
25,0.6998736,0.9194213,"('egoistic', 'altruistic')",0.64013416,0.7496764,0.6700039,0.8345488,-0.1645449
75,0.6981741,0.8429459,"('meek', 'impulsive')",1.0205554,0.9935293,0.8593647,0.9182376,-0.0588729
3,-0.69571406,-0.8881189,"('repellent', 'pleasant')",-0.5271605,-0.43060464,-0.6114373,-0.6593618,0.0479245
12,-0.68388367,-0.64920604,"('unsupportive', 'supportive')",-1.2403798,-1.1310533,-0.9621317,-0.8901297,-0.072002
9,-0.6780867,-0.35302576,"('unaffectionate', 'caring')",-0.34552497,-0.21607272,-0.5118058,-0.2845492,-0.2272566
39,0.6699507,0.7968524,"('exploitative', 'cooperative')",0.7522214,0.69965184,0.711086,0.7482522,-0.0371662
46,-0.6471172,-1.3170718,"('uncompetitive', 'competitive')",-1.6636412,-1.7115698,-1.1553792,-1.5143209,0.3589417
8,-0.6436705,-0.36736536,"('unaffectionate', 'affectionate')",-0.2702483,-0.30175614,-0.4569594,-0.3345608,-0.1223986
42,0.6116349,0.46134484,"('unreliable', 'reliable')",-0.6881741,-0.49188423,-0.0382696,-0.0152697,-0.0229999
83,0.5874892,0.5636749,"('powerless', 'powerful')",0.28200105,0.3248149,0.4347451,0.4442449,-0.0094998
63,-0.58437574,-0.7862455,"('unperceptive', 'insightful')",-0.6831453,-0.54689676,-0.6337605,-0.6665711,0.0328106
1,0.5314156,0.79833466,"('unfriendly', 'friendly')",0.53171307,0.8165631,0.5315644,0.8074489,-0.2758845
41,-0.4967614,-0.42473906,"('unforgiving', 'forgiving')",-0.6531133,-0.6122709,-0.5749373,-0.518505,-0.0564323
50,-0.49114147,-0.8323498,"('clumsy', 'skillful')",-0.2162392,-0.43893564,-0.3536903,-0.6356427,0.2819524
65,-0.48746067,-0.78469133,"('insecure', 'secure')",-1.0795604,-1.1925097,-0.7835106,-0.9886005,0.2050899
67,-0.45586762,-0.2493509,"('doubtful', 'determined')",0.10106998,0.092552856,-0.1773988,-0.078399,-0.0989998
80,-0.44062194,-0.91197467,"('dominated', 'dominating')",-0.42418054,-0.63654363,-0.4324012,-0.7742592,0.341858
57,-0.44016537,-0.50860125,"('unimaginative', 'imaginative')",-1.7367256,-1.5077089,-1.0884454,-1.0081551,-0.0802903
82,-0.44001895,-0.6512295,"('poor', 'rich')",0.5825525,0.52787125,0.0712668,-0.0616791,0.1329459
73,0.43189296,0.49331105,"('helpless', 'self-reliant')",-0.6400387,-0.7108322,-0.1040729,-0.1087606,0.0046877
16,0.41200775,0.4506029,"('unpopular', 'popular')",0.06998909,0.047382858,0.2409984,0.2489929,-0.0079945
17,-0.37281984,-0.2510893,"('nasty', 'nice')",-0.5078512,-0.4738101,-0.4403355,-0.3624497,-0.0778858
58,0.35668835,0.36798447,"('undiscriminating', 'discriminating')",-0.49301025,-0.419902,-0.068161,-0.0259588,-0.0422022
29,-0.34595966,-0.11472228,"('unfair', 'fair')",-0.15055025,-0.031018969,-0.248255,-0.0728706,-0.1753844
61,-0.33774924,-0.49783897,"('illogical', 'logical')",-0.43735257,-0.39288127,-0.3875509,-0.4453601,0.0578092
14,-0.31891838,-0.48282167,"('antisocial', 'social')",-1.052994,-0.96186095,-0.6859562,-0.7223413,0.0363851
19,-0.3179243,0.0622317,"('inhospitable', 'hospitable')",-0.27251303,-0.041836794,-0.2952186,0.0101975,-0.3054161
77,-0.2652177,-0.38084358,"('unmotivated', 'motivated')",-0.66865784,-0.5879208,-0.4669378,-0.4843822,0.0174444
87,0.25630504,-0.31022787,"('unsuccessful', 'successful')",0.028177317,-0.33471465,0.1422412,-0.3224713,0.4647125
59,-0.2448838,-0.044383883,"('foolish', 'wise')",0.40833294,0.36678752,0.0817246,0.1612018,-0.0794772
4,-0.19620228,-0.15577494,"('disliked', 'liked')",-1.7184012,-1.6208698,-0.9573017,-0.8883224,-0.0689793
27,-0.1690262,0.3438877,"('hardhearted', 'softhearted')",0.23581031,0.30253986,0.0333921,0.3232138,-0.2898217
54,0.16114461,0.13211733,"('incapable', 'capable')",0.655859,0.5432951,0.4085018,0.3377062,0.0707956
79,-0.14880773,-0.23588714,"('wavering', 'unwavering')",0.44232914,0.3624801,0.1467607,0.0632965,0.0834642
84,-0.1406259,-0.06122873,"('inferior', 'superior')",0.28018937,0.25537363,0.0697817,0.0970725,-0.0272908
47,0.04219317,-0.23424287,"('stupid', 'smart')",1.2065266,0.84912646,0.6243599,0.3074418,0.3169181
20,0.004032758,-0.1694273,"('rough', 'thoughtful')",0.14370658,0.06438156,0.0738697,-0.0525229,0.1263926
78,-0.0016324343,-0.3784174,"('nonresilient', 'resilient')",-0.42994747,-0.45075634,-0.2157899,-0.4145869,0.198797
