,moodys_male,moodys_female,tuple,corp_male,corp_female,average_male,average_female,male-female
5,-0.11875741,0.038844146,"('distant', 'outgoing')",-0.76259553,-0.8996173,-0.4406765,-0.4303866,-0.0102899
27,0.11645449,-0.033236526,"('hardhearted', 'softhearted')",1.2014395,0.9089027,0.658947,0.4378331,0.2211139
55,-0.10943547,-0.11216327,"('incompetent', 'clever')",0.525959,0.73368496,0.2082618,0.3107609,-0.1024991
34,0.08779511,0.12048481,"('mean', 'honorable')",5.831572,5.3688107,2.9596837,2.7446477,0.215036
0,0.078952886,0.29510334,"('unsociable', 'sociable')",-0.10022943,0.113036945,-0.0106383,0.2040702,-0.2147085
70,-0.06586954,-0.2747745,"('lethargic', 'energetic')",0.36144927,0.19871713,0.1477899,-0.0380287,0.1858186
65,0.05625016,0.12573063,"('insecure', 'secure')",-0.021680528,0.03879036,0.0172848,0.0822605,-0.0649757
58,0.053277005,0.1835217,"('undiscriminating', 'discriminating')",0.0031368658,0.006530836,0.0282069,0.0950263,-0.0668194
66,-0.049770605,0.11521049,"('inactive', 'active')",0.1885769,0.06735329,0.0694031,0.0912819,-0.0218788
1,0.0440163,0.42636985,"('unfriendly', 'friendly')",1.2964697,1.3163549,0.670243,0.8713623,-0.2011193
17,-0.031631313,-0.112541646,"('nasty', 'nice')",-0.4910311,-0.34941745,-0.2613312,-0.2309795,-0.0303517
64,0.030861266,0.12150767,"('shy', 'confident')",-6.918368,-6.4703107,-3.4437532,-3.1744015,-0.2693517
84,-0.020790897,-0.021097383,"('inferior', 'superior')",0.9036292,0.9241288,0.4414192,0.4515157,-0.0100965
59,0.020042319,-0.19154322,"('foolish', 'wise')",0.10633102,0.00991181,0.0631867,-0.0908157,0.1540024
