,lexmark_male,lexmark_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
8,-0.7227079,-1.1447929,"('unaffectionate', 'affectionate')",-0.8273716,-0.9167442,-0.033735383,-0.17964417,-0.5279383,-0.7470604,0.2191221
46,0.72175664,0.993841,"('uncompetitive', 'competitive')",0.54133,0.7368364,-0.22647592,-0.25162798,0.3455369,0.4930165,-0.1474796
69,0.7193518,0.5532726,"('lazy', 'industrious')",1.4056748,1.292534,-0.51396525,-0.34099337,0.5370205,0.5016044,0.0354161
26,-0.6631479,-0.6421436,"('hardhearted', 'benevolent')",0.98760074,1.315167,1.0273389,1.4042237,0.4505972,0.6924157,-0.2418185
1,-0.6216061,-0.7836379,"('unfriendly', 'friendly')",-0.19111687,-0.24436575,1.2885709,1.331775,0.158616,0.1012571,0.0573589
88,-0.58702004,-0.42907584,"('low', 'eminent')",-0.23795334,0.056830857,0.14037493,0.43589306,-0.2281995,0.021216,-0.2494155
64,0.55576134,0.75451,"('shy', 'confident')",0.409367,0.45576447,-5.9850235,-5.855909,-1.6732984,-1.5485449,-0.1247535
3,-0.5548936,-0.15041356,"('repellent', 'pleasant')",-0.42008588,-0.085869536,-0.0023221765,0.11712245,-0.3257672,-0.0397202,-0.286047
16,-0.54790574,-0.37251067,"('unpopular', 'popular')",-0.07535874,0.01679942,0.45627606,0.6777775,-0.0556628,0.1073554,-0.1630182
43,0.5136145,0.7533188,"('irresponsible', 'responsible')",0.5886885,0.753935,0.63683236,0.61501133,0.5797118,0.7074217,-0.1277099
5,-0.5126648,-0.7105995,"('distant', 'outgoing')",-0.43190694,-0.5685305,-0.40256175,-0.3191701,-0.4490445,-0.5327667,0.0837222
66,-0.4998641,-0.66370153,"('inactive', 'active')",0.89452374,0.667895,0.7759771,0.94975615,0.3902122,0.3179832,0.072229
59,0.4992659,0.34810382,"('foolish', 'wise')",0.21736884,0.24224009,0.43622932,0.43562886,0.384288,0.3419909,0.0422971
72,-0.4878375,-0.59397715,"('unambitious', 'ambitious')",-0.25064322,-0.49366385,-0.89083415,-1.2948569,-0.543105,-0.7941659,0.2510609
55,-0.48195085,0.018746607,"('incompetent', 'clever')",-0.37506732,-0.1517765,-0.14994842,-0.08345933,-0.3356555,-0.0721631,-0.2634924
28,-0.46532017,-0.6954548,"('disloyal', 'loyal')",-0.308781,-0.41638014,0.8710137,0.75568134,0.0323042,-0.1187178,0.151022
32,-0.4559706,-0.13166589,"('unkind', 'kind')",-0.32764804,-0.22960678,0.85580695,0.8231002,0.0240628,0.1539425,-0.1298797
22,-0.43398538,-0.124946356,"('untrustworthy', 'trustworthy')",-0.46128815,-0.35876605,-1.1005307,-1.0326478,-0.6652681,-0.5054534,-0.1598147
76,0.41093197,0.76440835,"('anxious', 'daring')",1.0546162,1.2534887,0.63771653,0.8451026,0.7010883,0.9543332,-0.2532449
17,-0.38726607,-0.25206733,"('nasty', 'nice')",-1.4483016,-1.3039472,-1.0057058,-0.7624607,-0.9470911,-0.7728251,-0.174266
71,0.35947728,0.47265974,"('diffident', 'self-confident')",0.55962056,0.65111595,0.33944646,0.3331525,0.4195148,0.4856428,-0.066128
61,-0.33379754,0.040894568,"('illogical', 'logical')",-0.40164268,-0.34187752,-0.13231722,0.043821774,-0.2892525,-0.0857204,-0.2035321
29,-0.3320251,-0.2673161,"('unfair', 'fair')",-0.7846432,-0.7882749,-0.7661873,-0.65311974,-0.6276185,-0.5695702,-0.0580483
38,-0.32730582,-0.68065614,"('untruthful', 'truthful')",-0.034404136,-0.34035566,0.086169474,-0.12507094,-0.0918468,-0.3820276,0.2901808
14,-0.3059123,0.23119746,"('antisocial', 'social')",0.85795605,1.111946,-0.75123864,-0.48525608,-0.0663983,0.2859625,-0.3523608
21,0.2893647,0.90327775,"('immoral', 'moral')",0.04355433,0.35383612,-0.89286363,-0.72549325,-0.1866482,0.1772069,-0.3638551
68,-0.2753924,0.061661325,"('dependent', 'independent')",0.08606658,0.11900419,-0.6965136,-0.64516634,-0.2952798,-0.1548336,-0.1404462
0,-0.27000946,-0.029885562,"('unsociable', 'sociable')",0.09310194,0.15899527,-0.49592394,-0.4978215,-0.2242771,-0.1229039,-0.1013732
54,-0.2674293,-0.22117238,"('incapable', 'capable')",0.11399389,0.062704146,1.2721455,1.1488165,0.3729033,0.3301161,0.0427872
75,0.26675427,-0.07614217,"('meek', 'impulsive')",-0.019897446,-0.30310473,-0.3351438,-0.55742896,-0.029429,-0.3122253,0.2827963
48,-0.2495203,-0.19599748,"('unintelligent', 'intelligent')",-0.11469211,-0.14630337,0.2503764,0.10454256,-0.0379453,-0.0792528,0.0413075
13,0.23442808,0.3845466,"('impolite', 'polite')",0.87017196,0.7165867,0.14204925,0.0077943727,0.4155498,0.3696426,0.0459072
77,0.2339108,0.4097721,"('unmotivated', 'motivated')",0.01638186,0.0017339438,-0.8916266,-0.99122334,-0.213778,-0.1932391,-0.0205389
41,-0.23174742,-0.14987816,"('unforgiving', 'forgiving')",0.031031884,0.201689,-0.22063227,-0.11026241,-0.1404493,-0.0194839,-0.1209654
45,-0.22673044,-0.052307103,"('incompetent', 'competent')",0.36591014,0.32879782,-0.14558317,-0.35716346,-0.0021345,-0.0268909,0.0247564
50,0.19028138,0.3938794,"('clumsy', 'skillful')",-0.3469491,-0.26817033,0.15408747,0.016301468,-0.0008601,0.0473369,-0.048197
23,0.18621936,0.3543251,"('insincere', 'sincere')",0.12811495,0.13869798,5.861955,5.501906,2.0587632,1.9983096,0.0604536
49,-0.17340401,0.36051226,"('unable', 'able')",-0.50524604,-0.10834097,-0.2683424,-0.22475588,-0.3156641,0.0091385,-0.3248026
58,-0.16567956,-0.35349613,"('undiscriminating', 'discriminating')",0.18613532,0.1721232,-0.28860033,-0.2115895,-0.0893815,-0.1309875,0.041606
78,-0.16241404,-0.13223284,"('nonresilient', 'resilient')",0.3425808,0.42075366,0.19883415,0.072509155,0.1263336,0.1203433,0.0059903
9,-0.15616891,-0.40248615,"('unaffectionate', 'caring')",-0.12918447,-0.25971663,0.72858816,0.5315772,0.1477449,-0.0435418,0.1912867
34,0.15487158,0.24774656,"('mean', 'honorable')",0.23826925,0.21749784,6.2003975,6.138287,2.1978461,2.2011771,-0.003331
4,-0.15185982,-0.3832402,"('disliked', 'liked')",-0.12338991,-0.14232166,-6.3639174,-6.0818815,-2.2130556,-2.2024811,-0.0105745
37,-0.12662506,0.045577224,"('fake', 'genuine')",-0.71587664,-0.7839413,0.2784265,0.15381864,-0.1880251,-0.1948485,0.0068234
44,-0.10452062,-0.015164109,"('prejudiced', 'unprejudiced')",0.2732246,0.31512293,-1.174743,-0.9409125,-0.3353464,-0.2136512,-0.1216952
7,0.10315168,0.4569956,"('insensitive', 'sensitive')",-0.20633635,-0.02646681,0.42743272,0.42315578,0.1080827,0.2845615,-0.1764788
70,-0.10309994,0.30827332,"('lethargic', 'energetic')",0.336317,0.53110033,0.8807161,0.8191738,0.371311,0.5528491,-0.1815381
12,0.06438122,0.09787536,"('unsupportive', 'supportive')",0.17833653,0.2580861,-1.9238391,-1.9283993,-0.5603738,-0.524146,-0.0362278
20,-0.057212926,0.2531096,"('rough', 'thoughtful')",0.3314656,0.4642017,0.6802799,0.75814855,0.3181775,0.4918199,-0.1736424
80,0.05590217,0.11954916,"('dominated', 'dominating')",0.3512039,0.3037291,-1.1154348,-1.1783725,-0.2361096,-0.2516981,0.0155885
40,0.05076193,-0.13951826,"('stingy', 'generous')",-0.09660216,-0.16380483,-1.8220536,-1.9608331,-0.6226313,-0.7547187,0.1320874
74,0.046854474,0.18787463,"('undedicated', 'dedicated')",0.45081937,0.5755525,-0.054143447,0.33289495,0.1478435,0.3654407,-0.2175972
85,-0.039066937,-0.26959854,"('insignificant', 'prestigious')",-1.1143576,-0.9163639,-0.3837034,-0.053240046,-0.512376,-0.4130675,-0.0993085
11,-0.032923836,0.008866478,"('unhelpful', 'helpful')",0.5373928,0.539425,2.1753132,1.976637,0.8932607,0.8416429,0.0516178
81,-0.021515086,0.30877367,"('submissive', 'aggressive')",0.96173286,0.86274,-0.28918433,-0.40693754,0.2170112,0.2548587,-0.0378475
24,-0.01731468,0.021804918,"('dishonest', 'honest')",-0.118611865,-0.26704434,0.6741766,0.5904579,0.1794167,0.1150728,0.0643439
63,-0.016223535,0.054480564,"('unperceptive', 'insightful')",1.0359209,0.98322475,1.2678361,0.96349764,0.7625111,0.6670677,0.0954434
52,-0.011539098,-0.50723106,"('irrational', 'rational')",-1.0034266,-1.2114683,-0.07410784,-0.16208352,-0.3630245,-0.6269277,0.2639032
65,-0.009845376,0.3458707,"('insecure', 'secure')",0.3370878,0.50318754,0.022092342,-0.0013622548,0.1164449,0.2825653,-0.1661204
47,0.00548546,0.2939081,"('stupid', 'smart')",0.070921,0.11906862,5.4140453,5.212138,1.8301506,1.8750383,-0.0448877
15,0.0027857348,-0.19870791,"('boring', 'funny')",-0.042667773,0.0037004165,0.50126123,0.6932309,0.1537931,0.1660745,-0.0122814
