,sovereign_male,sovereign_female,tuple,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
1,-0.5675554,-0.16357806,"('unfriendly', 'friendly')",0.15952301,0.39621323,1.6525869,2.0212169,0.4148515,0.751284,-0.3364325
33,0.54693526,0.81482524,"('wrong', 'right')",1.181853,1.3469162,-0.810496,-0.5300168,0.3060975,0.5439082,-0.2378107
21,-0.5438224,-0.6041009,"('immoral', 'moral')",-0.7948582,-0.9717636,-0.64371336,-0.74870557,-0.660798,-0.7748567,0.1140587
65,0.54079175,0.28820387,"('insecure', 'secure')",-0.40693998,-0.5595107,-0.097288854,-0.4390943,0.0121876,-0.2368004,0.248988
59,0.52701974,0.567862,"('foolish', 'wise')",-0.30114108,-0.049546808,0.31071678,0.51434755,0.1788652,0.3442209,-0.1653557
53,-0.50553286,-0.3730812,"('uncreative', 'creative')",0.5552131,0.71354157,1.0957392,1.1607679,0.3818065,0.5004094,-0.1186029
5,0.5036854,0.6973804,"('distant', 'outgoing')",0.8150941,0.9919543,-0.13970444,-0.104856476,0.393025,0.5281594,-0.1351344
2,0.47714671,0.508574,"('unlikable', 'likable')",1.1826909,1.2112752,0.56189984,0.5651012,0.7405791,0.7616502,-0.0210711
78,0.46701577,0.32332486,"('nonresilient', 'resilient')",1.2271569,1.0187674,0.8941412,0.7600691,0.8627713,0.7007205,0.1620508
17,-0.44477853,-0.3343478,"('nasty', 'nice')",0.6096301,0.6418613,-0.85372335,-0.6782687,-0.2296239,-0.1235851,-0.1060388
11,0.44263488,0.27047116,"('unhelpful', 'helpful')",-1.0803398,-1.2693635,2.1212919,1.9278569,0.494529,0.3096549,0.1848741
50,0.41536638,0.5300993,"('clumsy', 'skillful')",0.62121534,0.6472047,0.49121898,0.47315723,0.5092669,0.5501537,-0.0408868
10,0.41467336,0.60416114,"('unsympathetic', 'sympathetic')",-1.9355822,-2.0074613,0.12871851,0.045039296,-0.4640634,-0.4527536,-0.0113098
58,0.3916794,0.5598826,"('undiscriminating', 'discriminating')",0.98248714,1.0422904,0.022742203,0.17612132,0.4656362,0.5927648,-0.1271286
87,0.38055187,0.46223602,"('unsuccessful', 'successful')",1.1723512,1.0995345,1.0117669,0.8771693,0.85489,0.8129799,0.0419101
60,0.37180385,0.04570027,"('inefficient', 'efficient')",-0.20758793,-0.58993727,0.51304865,0.13889436,0.2257549,-0.1351142,0.3608691
4,-0.3619065,-0.0942867,"('disliked', 'liked')",0.5048659,0.48884606,-6.8172307,-6.809281,-2.224757,-2.1382405,-0.0865165
40,0.35334182,0.37421072,"('stingy', 'generous')",0.9628831,0.83051854,-1.6432526,-1.6165218,-0.1090092,-0.1372642,0.028255
86,-0.35241964,-0.03996674,"('uninfluential', 'influential')",-1.3036412,-1.3217139,0.14806196,0.17659318,-0.5026663,-0.3950291,-0.1076372
32,0.31303445,0.355776,"('unkind', 'kind')",0.10227007,0.08866894,1.1484052,1.0552804,0.5212366,0.4999084,0.0213282
15,0.30836663,0.39369562,"('boring', 'funny')",1.0541964,1.1357304,0.5136166,0.42928278,0.6253932,0.6529029,-0.0275097
37,0.30390817,0.43670976,"('fake', 'genuine')",-1.0752422,-1.1197948,0.43786818,0.40482804,-0.1111553,-0.0927523,-0.018403
48,0.29411134,0.2433093,"('unintelligent', 'intelligent')",-1.1911869,-1.3293396,0.67766553,0.5275037,-0.0731367,-0.1861755,0.1130388
55,-0.2932089,-0.40631843,"('incompetent', 'clever')",-1.4920949,-1.7623763,0.27245805,-0.019135568,-0.5042819,-0.7292767,0.2249948
41,-0.28224924,-0.10233098,"('unforgiving', 'forgiving')",0.4338705,0.48199996,-0.5366434,-0.3875327,-0.1283407,-0.0026212,-0.1257195
85,0.27533692,0.812229,"('insignificant', 'prestigious')",0.9244062,1.2552261,-0.20106097,0.5155306,0.332894,0.8609952,-0.5281012
19,-0.23898508,0.11609018,"('inhospitable', 'hospitable')",-0.6209226,-0.4166909,-0.34125888,-0.116603516,-0.4003889,-0.1390681,-0.2613208
77,-0.23405652,-0.34149596,"('unmotivated', 'motivated')",0.80432546,0.8003851,-0.9770623,-1.0972902,-0.1355978,-0.2128003,0.0772025
20,0.2298329,0.27937734,"('rough', 'thoughtful')",0.3150558,0.2178474,1.1065418,1.1816039,0.5504768,0.5596096,-0.0091328
46,-0.19011731,-0.21659502,"('uncompetitive', 'competitive')",0.010464393,-0.20516779,-0.54344934,-0.671094,-0.2410341,-0.3642856,0.1232515
88,-0.15314925,0.109938346,"('low', 'eminent')",-1.3624718,-1.1697711,0.3258488,0.18180393,-0.3965907,-0.2926763,-0.1039144
47,-0.14150934,-0.39220172,"('stupid', 'smart')",0.0385699,-0.1032986,6.129996,5.915696,2.0090187,1.8067319,0.2022868
6,0.13970628,0.43585885,"('distant', 'open')",0.70224893,0.919417,0.4364073,0.58483803,0.4261208,0.6467046,-0.2205838
8,-0.104520366,0.34387374,"('unaffectionate', 'affectionate')",-0.57656306,-0.39896685,0.79925305,0.98220766,0.0393899,0.3090382,-0.2696483
69,-0.095415175,-0.0759057,"('lazy', 'industrious')",2.0544703,2.1502402,-0.71004474,-0.5117727,0.4163368,0.5208539,-0.1045171
14,-0.08935696,-0.27598083,"('antisocial', 'social')",-0.4874841,-0.7818188,-0.69907033,-0.78844774,-0.4253038,-0.6154158,0.190112
34,0.07260116,-0.02901527,"('mean', 'honorable')",0.447244,0.28932327,6.077046,6.106311,2.1989636,2.1222062,0.0767574
64,-0.06336778,-0.00297378,"('shy', 'confident')",-0.8877701,-0.92640847,-6.8305864,-7.067313,-2.5939082,-2.6655652,0.071657
49,0.049856775,0.11406581,"('unable', 'able')",-0.3253817,-0.46431643,0.041244466,-0.14236523,-0.0780935,-0.1642053,0.0861118
61,0.032457516,0.019761182,"('illogical', 'logical')",0.25161996,0.19977322,0.13154697,0.27938327,0.1385415,0.1663059,-0.0277644
29,-0.030003814,-0.2364108,"('unfair', 'fair')",0.012241259,-0.040663533,-0.6821515,-0.6225664,-0.2333047,-0.2998802,0.0665755
35,0.014927184,0.16471772,"('corrupt', 'incorrupt')",0.999573,1.161183,-0.62208396,-0.24176942,0.1308054,0.3613771,-0.2305717
0,0.0067285,0.097397335,"('unsociable', 'sociable')",-0.11820086,-0.2776366,-0.17450407,-0.2709941,-0.0953255,-0.1504111,0.0550856
45,0.0031416044,-0.0023138598,"('incompetent', 'competent')",-1.2112663,-1.2982835,0.030100107,-0.17660691,-0.3926748,-0.4924014,0.0997266
