,expedia_male,expedia_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
45,-1.0684944,-1.0533903,"('incompetent', 'competent')",0.31351453,0.42642158,-0.6757541,-0.3836745,-0.4769113,-0.3368811,-0.1400302
44,0.9539896,1.1519064,"('prejudiced', 'unprejudiced')",-0.49891984,-0.48004967,-1.6445056,-1.7791162,-0.3964786,-0.3690865,-0.0273921
24,-0.92266095,-0.90971,"('dishonest', 'honest')",-0.29841888,-0.17984635,0.749219,0.83176774,-0.1572869,-0.0859295,-0.0713574
64,0.8079354,0.65959585,"('shy', 'confident')",1.1403558,1.1232797,-7.252549,-6.9022098,-1.768086,-1.7064447,-0.0616413
19,-0.8044534,-0.7248113,"('inhospitable', 'hospitable')",-1.8209786,-1.8353636,0.43742564,0.2305542,-0.7293355,-0.7765403,0.0472048
23,-0.7727027,-0.9847393,"('insincere', 'sincere')",0.77012175,0.6069321,6.467581,6.384351,2.1549999,2.0021812,0.1528187
43,-0.753557,-0.91092783,"('irresponsible', 'responsible')",0.7246947,0.596415,0.4999843,0.44845864,0.1570407,0.0446486,0.1123921
60,0.7435173,0.31697112,"('inefficient', 'efficient')",2.0108786,1.8012068,-0.13949725,-0.14086686,0.8716329,0.6591037,0.2125292
75,0.7394948,0.9111064,"('meek', 'impulsive')",-1.5314279,-1.3407176,-0.56983817,-0.56812716,-0.4539237,-0.3325794,-0.1213443
76,-0.73071975,-0.9218059,"('anxious', 'daring')",0.79010916,0.7172149,-0.038723145,0.023598589,0.0068888,-0.0603308,0.0672196
39,0.72303283,0.64592546,"('exploitative', 'cooperative')",1.4990083,1.3619505,0.10671264,0.025129545,0.7762512,0.6776685,0.0985827
37,-0.70508146,-0.7650873,"('fake', 'genuine')",0.06536485,0.07998527,0.7462364,0.6869642,0.0355066,0.0006207,0.0348859
58,-0.69552577,-0.62500006,"('undiscriminating', 'discriminating')",1.0811067,1.1906343,0.32069376,0.3577066,0.2354249,0.3077803,-0.0723554
65,-0.6890347,-0.8787337,"('insecure', 'secure')",1.0615995,1.0054903,-0.5861496,-0.31754014,-0.0711949,-0.0635945,-0.0076004
66,-0.68530977,-0.61647415,"('inactive', 'active')",0.2584695,0.2827315,0.72529364,0.54465586,0.0994845,0.0703044,0.0291801
74,-0.6758881,-0.52926016,"('undedicated', 'dedicated')",1.0541421,1.2093635,-0.05341172,0.15535304,0.1082808,0.2784855,-0.1702047
18,-0.6380734,-0.6911418,"('disagreeable', 'welcoming')",-0.47696096,-0.44918752,-0.2381832,-0.34153947,-0.4510725,-0.4939563,0.0428838
49,-0.6218207,-0.6926151,"('unable', 'able')",-0.86521024,-0.96814966,-0.16696222,0.025046578,-0.5513311,-0.5452394,-0.0060917
41,-0.6207075,-0.7439451,"('unforgiving', 'forgiving')",0.76610553,0.7107208,-0.004107883,-0.19809133,0.0470967,-0.0771052,0.1242019
59,0.6173885,0.6941178,"('foolish', 'wise')",-1.5572902,-1.4013097,0.54389447,0.4612558,-0.1320024,-0.0819787,-0.0500237
54,-0.6120188,-0.77406293,"('incapable', 'capable')",-0.24540555,-0.39801967,1.375424,1.2386101,0.1726665,0.0221758,0.1504907
42,0.61083955,0.6194364,"('unreliable', 'reliable')",1.0827076,1.1970778,-3.2264276,-2.9463148,-0.5109601,-0.3766002,-0.1343599
32,-0.58387226,-0.77196735,"('unkind', 'kind')",0.9022882,0.68910766,1.0747991,0.856085,0.464405,0.2577418,0.2066632
63,-0.5808289,-0.5716124,"('unperceptive', 'insightful')",1.5204736,1.5979604,1.1625896,1.3969964,0.7007448,0.8077814,-0.1070366
22,-0.55245596,-0.38693112,"('untrustworthy', 'trustworthy')",0.7616424,0.8228285,-1.1441386,-0.97971374,-0.3116507,-0.1812721,-0.1303786
3,-0.54749835,-0.5693506,"('repellent', 'pleasant')",1.1906358,1.0785047,0.19022098,0.3483121,0.2777861,0.2858221,-0.008036
40,-0.5420075,-0.45730752,"('stingy', 'generous')",0.547814,0.77788174,-1.4562147,-1.2841073,-0.4834694,-0.3211777,-0.1622917
17,0.52822757,0.31781134,"('nasty', 'nice')",-0.60659945,-0.8346113,-0.2451224,-0.4705798,-0.1078314,-0.3291266,0.2212952
31,-0.4999951,-0.30946034,"('evil', 'good')",-1.4303544,-1.1309488,-0.80126494,-1.0086498,-0.9105381,-0.816353,-0.0941851
72,-0.49641585,-0.51601994,"('unambitious', 'ambitious')",0.7473277,0.83546275,-0.74274874,-0.5736263,-0.1639456,-0.0847278,-0.0792178
36,-0.49188775,-0.49563736,"('hostile', 'amicable')",-1.8300648,-1.9487644,0.31646678,-0.205492,-0.6684953,-0.8832979,0.2148026
79,-0.48447037,-0.28373668,"('wavering', 'unwavering')",-2.3345847,-2.1928062,0.06697732,0.00027880073,-0.9173593,-0.8254214,-0.0919379
48,-0.47802562,-1.1287974,"('unintelligent', 'intelligent')",0.65834594,0.18340434,0.5963439,0.3520605,0.2588881,-0.1977775,0.4566656
25,-0.47060522,-0.36471942,"('egoistic', 'altruistic')",0.18365307,0.30845308,1.7901924,1.6543036,0.5010801,0.5326791,-0.031599
6,-0.45982128,-0.12913595,"('distant', 'open')",-2.1670272,-1.8576386,0.41986412,0.36105618,-0.7356614,-0.5419061,-0.1937553
12,-0.4569321,-0.47647712,"('unsupportive', 'supportive')",1.167989,1.3194561,-1.5769205,-1.3699315,-0.2886212,-0.1756508,-0.1129704
50,0.4557733,0.40022388,"('clumsy', 'skillful')",-0.25473228,-0.31019172,0.27187055,0.30231065,0.1576372,0.1307809,0.0268563
84,0.4553059,0.4105659,"('inferior', 'superior')",0.2915086,0.2513929,0.7295307,0.6842374,0.4921151,0.4487321,0.043383
7,-0.45220125,-0.50881815,"('insensitive', 'sensitive')",0.52334076,0.4767129,0.98338354,1.1591102,0.3515077,0.3756683,-0.0241606
13,-0.45156223,-0.60667145,"('impolite', 'polite')",0.32182506,0.08407548,-0.30351067,-0.41945595,-0.1444159,-0.3140173,0.1696014
16,-0.44182816,-0.5245616,"('unpopular', 'popular')",-0.42656296,-0.47165447,0.40888375,0.272573,-0.1531691,-0.2412144,0.0880453
52,0.43080008,0.37610465,"('irrational', 'rational')",-1.2190077,-1.2326294,0.32302913,0.101101905,-0.1550595,-0.2518076,0.0967481
21,-0.41019866,-0.63119656,"('immoral', 'moral')",0.76237726,0.57851076,-0.84755766,-0.88164705,-0.1651264,-0.3114443,0.1463179
87,0.40667012,0.44617295,"('unsuccessful', 'successful')",1.069216,1.0627923,0.57237047,0.9646513,0.6827522,0.8245389,-0.1417867
56,0.36494568,0.40100318,"('impractical', 'practical')",0.8720653,1.0273337,-0.42914614,-0.087037385,0.2692883,0.4470998,-0.1778115
30,0.35475218,0.08668861,"('intolerant', 'tolerant')",0.78839403,0.62148124,0.98033077,0.96740675,0.7078257,0.5585255,0.1493002
51,-0.29736096,-0.58428264,"('uneducated', 'educated')",1.0811245,0.73900855,0.77930504,0.59724975,0.5210229,0.2506586,0.2703643
70,-0.2933203,-0.2310533,"('lethargic', 'energetic')",0.69514686,0.6800059,0.5689172,0.7741514,0.3235813,0.4077013,-0.08412
20,0.27279013,0.29204002,"('rough', 'thoughtful')",1.8897917,1.8388218,0.94824594,0.9300105,1.0369426,1.0202908,0.0166518
33,0.26674375,0.33544505,"('wrong', 'right')",-0.54226834,-0.32353452,-0.30970737,-0.39505786,-0.1950773,-0.1277158,-0.0673615
71,0.2640077,0.36400884,"('diffident', 'self-confident')",-0.08833817,0.1258596,0.4056742,0.46981385,0.1937812,0.3198941,-0.1261129
15,-0.24639936,-0.23591202,"('boring', 'funny')",-1.1832306,-1.184334,0.6670409,0.6550898,-0.2541964,-0.2550521,0.0008557
27,-0.22871119,-0.20024495,"('hardhearted', 'softhearted')",0.08699826,0.11307015,1.8227518,1.7414871,0.5603463,0.5514375,0.0089088
81,0.20118864,-0.28375015,"('submissive', 'aggressive')",1.9246762,1.5443231,-0.86443496,-0.8010606,0.4204766,0.1531708,0.2673058
80,0.17659083,0.32087618,"('dominated', 'dominating')",1.3266193,1.2543708,-1.359287,-0.9113246,0.0479743,0.2213075,-0.1733332
11,-0.17259003,-0.3305245,"('unhelpful', 'helpful')",0.08798289,-0.05395024,1.9396796,1.9439019,0.6183575,0.519809,0.0985485
68,0.14882734,-0.048014656,"('dependent', 'independent')",0.03665257,0.06133916,-0.24566096,-0.32226968,-0.0200604,-0.1029817,0.0829213
83,0.14362264,0.07987922,"('powerless', 'powerful')",-0.21649203,-0.09227939,-1.2095977,-1.1625739,-0.427489,-0.391658,-0.035831
35,0.14340192,0.36750197,"('corrupt', 'incorrupt')",-1.9653168,-1.7240882,-0.03410811,-0.23667833,-0.6186744,-0.5310882,-0.0875862
4,0.1378274,0.38079262,"('disliked', 'liked')",-0.7295868,-0.5645768,-6.753966,-6.4283695,-2.448575,-2.2040512,-0.2445238
85,0.1327607,0.13965362,"('insignificant', 'prestigious')",-1.0062563,-1.0415568,0.67802334,0.18785009,-0.0651574,-0.2380177,0.1728603
47,-0.113852255,-0.024658658,"('stupid', 'smart')",0.6411742,0.6235978,5.7249045,5.5824175,2.0840755,2.0604521,0.0236234
62,-0.11331721,-0.17266226,"('incompetent', 'brilliant')",1.0306219,1.0762911,0.1492697,0.5845952,0.3555248,0.4960747,-0.1405499
5,0.07689146,0.39396232,"('distant', 'outgoing')",-1.6935993,-1.3623338,-0.03923454,0.006149605,-0.5519808,-0.3207406,-0.2312402
61,-0.07381024,-0.30164787,"('illogical', 'logical')",-0.25829646,-0.30091548,0.09056279,-0.0135380905,-0.0805146,-0.2053671,0.1248525
38,-0.07292265,-0.04617384,"('untruthful', 'truthful')",-1.1197889,-0.98743486,0.21941648,0.19180378,-0.3244317,-0.2806016,-0.0438301
2,-0.061893772,-0.10943866,"('unlikable', 'likable')",1.3000137,1.2897757,0.42156157,0.38584778,0.5532271,0.5220616,0.0311655
88,-0.04746015,-0.22926179,"('low', 'eminent')",-0.9600766,-1.2289873,0.23608631,0.1194394,-0.2571502,-0.4462699,0.1891197
29,0.027577197,-0.03908664,"('unfair', 'fair')",-0.33803934,-0.22784616,-0.4621468,-0.667696,-0.2575363,-0.3115429,0.0540066
14,-0.023263652,-0.15205418,"('antisocial', 'social')",2.053962,2.060171,-0.93852055,-0.8420336,0.3640592,0.355361,0.0086982
34,0.016874142,-0.04242363,"('mean', 'honorable')",0.39768693,0.35876438,6.443609,6.2498064,2.2860568,2.1887158,0.097341
77,-0.0129387155,-0.15402053,"('unmotivated', 'motivated')",0.67923844,0.5394096,-1.3361764,-1.1903714,-0.2232922,-0.2683275,0.0450353
26,-0.00077466294,0.057218757,"('hardhearted', 'benevolent')",1.1535399,1.1493138,1.3740236,1.2031736,0.8422629,0.8032354,0.0390275
