,s&p_male,s&p_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,male-female
14,-0.81046224,-0.066759795,"('antisocial', 'social')",-1.9730693,-1.4524864,-0.651371,-0.03842244,-1.1449676,-0.5192229,-0.6257447
33,0.7263109,0.54907846,"('wrong', 'right')",0.88454545,0.7986837,1.1496085,0.96021813,0.9201549,0.7693268,0.1508281
8,-0.7030799,-0.9353337,"('unaffectionate', 'affectionate')",-0.10066234,-0.271481,-0.8020117,-0.93372977,-0.5352513,-0.7135148,0.1782635
41,-0.685027,-0.74366134,"('unforgiving', 'forgiving')",-1.7820463,-1.5003594,-0.41391525,-0.3991891,-0.9603295,-0.88107,-0.0792595
83,0.6741461,0.7328551,"('powerless', 'powerful')",-0.34141076,-0.49442393,0.7873329,0.71524364,0.3733561,0.3178916,0.0554645
60,0.65097755,0.7582954,"('inefficient', 'efficient')",-2.495619,-2.450156,0.3695267,0.25373942,-0.4917049,-0.4793737,-0.0123312
40,-0.6300527,-0.76955765,"('stingy', 'generous')",-1.4930422,-1.4085646,-0.35672873,-0.25639373,-0.8266079,-0.8115053,-0.0151026
20,-0.6214188,-0.26935744,"('rough', 'thoughtful')",-1.1172851,-0.9807458,-0.2173615,-0.10294847,-0.6520218,-0.4510172,-0.2010046
16,0.55468357,0.36157262,"('unpopular', 'popular')",1.3296436,1.2742827,0.4173852,0.54206944,0.7672374,0.7259749,0.0412625
13,-0.5350569,-0.4001885,"('impolite', 'polite')",-2.1150644,-1.8397989,0.1883218,0.35655186,-0.8205998,-0.6278118,-0.192788
47,-0.52630264,-0.4169474,"('stupid', 'smart')",-1.2139788,-1.1622273,-0.2306014,-0.22294542,-0.6569609,-0.6007067,-0.0562542
56,0.5204372,0.82019544,"('impractical', 'practical')",-1.9842882,-1.815795,0.3325495,0.31794506,-0.3771005,-0.2258848,-0.1512157
18,-0.50945246,-0.8049768,"('disagreeable', 'welcoming')",0.76383483,0.6197587,-0.36185294,-0.44544366,-0.0358235,-0.2102206,0.1743971
12,0.49518403,0.15285471,"('unsupportive', 'supportive')",-1.0269452,-1.2391218,0.5810202,0.28799295,0.0164197,-0.2660914,0.2825111
19,0.48412365,0.24164416,"('inhospitable', 'hospitable')",0.9307509,0.6885476,0.082526065,-0.049530894,0.4991335,0.2935536,0.2055799
21,0.48308182,0.6297711,"('immoral', 'moral')",-0.9078111,-0.8027604,-0.39007065,-0.41042456,-0.2716,-0.1944713,-0.0771287
7,-0.47691837,-0.28871068,"('insensitive', 'sensitive')",-2.093419,-1.9846752,-0.9484369,-0.81909204,-1.1729248,-1.0308259,-0.1420989
61,0.4678535,0.6009125,"('illogical', 'logical')",-0.9757404,-0.6393496,0.66272086,0.75861984,0.0516113,0.2400609,-0.1884496
24,-0.4587838,-0.38493305,"('dishonest', 'honest')",-1.3512869,-1.1969044,-1.0008609,-0.8861021,-0.9369772,-0.8226465,-0.1143307
54,0.42831975,-0.04224342,"('incapable', 'capable')",1.0259111,0.72025716,1.1706935,0.8705233,0.8749747,0.516179,0.3587957
75,0.4015298,0.45570928,"('meek', 'impulsive')",1.1003472,1.117337,0.5192856,0.59765047,0.6737208,0.7235656,-0.0498448
45,-0.401044,0.13831617,"('incompetent', 'competent')",-2.814337,-2.2427387,-0.5955099,-0.25909975,-1.2702971,-0.7878408,-0.4824563
67,0.40044898,0.7882644,"('doubtful', 'determined')",-0.63872015,-0.20564115,0.49004713,0.84036493,0.0839253,0.4743294,-0.3904041
74,-0.39528704,-0.18765177,"('undedicated', 'dedicated')",-0.4415072,-0.18251522,-0.52554864,-0.44164997,-0.4541143,-0.2706056,-0.1835087
25,-0.39276764,-0.8915612,"('egoistic', 'altruistic')",0.13391283,-0.09198426,0.28246653,-0.095663704,0.0078706,-0.3597364,0.367607
46,-0.39148617,-0.12167116,"('uncompetitive', 'competitive')",-1.9696302,-1.7070627,-0.41637346,-0.2836463,-0.92583,-0.7041268,-0.2217032
81,-0.37938502,-0.16447584,"('submissive', 'aggressive')",-1.9238247,-1.7994033,-0.37554032,-0.1377569,-0.8929167,-0.7005453,-0.1923714
5,0.36335334,0.06787724,"('distant', 'outgoing')",1.3255922,1.3562021,0.6858129,0.4061829,0.7915862,0.6100874,0.1814988
59,0.33585402,0.07730113,"('foolish', 'wise')",1.5424987,1.3939103,0.38635007,0.23936614,0.7549009,0.5701925,0.1847084
48,-0.33512712,-0.488394,"('unintelligent', 'intelligent')",-2.3152933,-2.5204968,-1.4618977,-1.588414,-1.3707727,-1.5324349,0.1616622
17,-0.3282348,-0.4244448,"('nasty', 'nice')",-0.1566743,-0.23347935,0.6064531,0.6468727,0.0405147,-0.0036838,0.0441985
39,0.30364475,0.16725305,"('exploitative', 'cooperative')",-0.6766326,-0.73972493,0.3080646,0.27475598,-0.0216411,-0.0992386,0.0775975
50,0.27531213,0.06735821,"('clumsy', 'skillful')",1.1799413,1.0215466,0.56296057,0.47773886,0.672738,0.5222146,0.1505234
66,0.2600838,0.15402067,"('inactive', 'active')",1.7333633,1.6793666,0.5488986,0.48137367,0.8474485,0.771587,0.0758615
43,0.2508251,0.38231775,"('irresponsible', 'responsible')",-2.4345438,-2.2913232,-0.18389922,-0.36574,-0.7892059,-0.7582485,-0.0309574
72,-0.23864028,-0.24918424,"('unambitious', 'ambitious')",-0.97738576,-1.0055472,-0.035903722,-0.062622294,-0.4173099,-0.4391179,0.021808
55,-0.23642765,0.14171466,"('incompetent', 'clever')",-1.9674202,-1.7757411,-1.1922073,-0.9886517,-1.1320184,-0.874226,-0.2577924
82,-0.23459694,-0.08384612,"('poor', 'rich')",-0.11638292,-0.11153739,-0.6698658,-0.6767163,-0.3402819,-0.2907,-0.0495819
9,0.22531319,-0.17598212,"('unaffectionate', 'caring')",-0.50566083,-0.7890871,-0.1532269,-0.55915684,-0.1445249,-0.5080754,0.3635505
79,0.2042447,0.15942934,"('wavering', 'unwavering')",1.3741331,1.4709295,0.13136472,0.27782267,0.5699142,0.6360605,-0.0661463
35,-0.18993375,-0.37352014,"('corrupt', 'incorrupt')",1.4725449,1.3897394,0.107028574,0.12588674,0.4632132,0.380702,0.0825112
4,-0.18869978,-0.31329185,"('disliked', 'liked')",0.7035337,0.8575795,0.71476567,0.84582615,0.4098665,0.4633713,-0.0535048
38,-0.18711096,-0.37940285,"('untruthful', 'truthful')",-0.930167,-0.9742219,0.14989832,0.014014188,-0.3224599,-0.4465368,0.1240769
68,0.1846636,0.10781489,"('dependent', 'independent')",-1.2616601,-1.2000738,-0.85408574,-0.79618806,-0.6436941,-0.6294823,-0.0142118
63,-0.1743,-0.048214465,"('unperceptive', 'insightful')",-0.87584406,-0.79986405,-0.27627313,-0.26626375,-0.4421391,-0.3714474,-0.0706917
34,0.16396827,0.020322429,"('mean', 'honorable')",-0.7396347,-0.90441406,0.26765952,0.08025767,-0.102669,-0.2679447,0.1652757
80,0.15495421,0.4733213,"('dominated', 'dominating')",-1.6053078,-1.3501135,-0.212805,-0.00637722,-0.5543862,-0.2943898,-0.2599964
88,0.15196092,0.5045474,"('low', 'eminent')",-0.048123613,0.19552362,-0.7863414,-0.48889166,-0.2275014,0.0703931,-0.2978945
36,0.13727613,-0.30457434,"('hostile', 'amicable')",0.88149256,0.64388084,0.15489393,0.030728359,0.3912209,0.123345,0.2678759
3,-0.12569523,0.16225174,"('repellent', 'pleasant')",-1.4682845,-1.4135612,-0.5494583,-0.44291383,-0.7144794,-0.5647411,-0.1497383
65,0.11285532,0.2690072,"('insecure', 'secure')",-1.5204743,-1.4759012,-0.5987953,-0.51257837,-0.6688048,-0.5731575,-0.0956473
29,-0.111913435,0.038106482,"('unfair', 'fair')",0.37983698,0.6006174,-0.7970456,-0.81442285,-0.176374,-0.0585663,-0.1178077
84,0.10484491,0.2060376,"('inferior', 'superior')",0.009877894,0.28581563,0.1564747,0.16634905,0.0903992,0.2194008,-0.1290016
70,-0.0901381,0.20567456,"('lethargic', 'energetic')",-1.5518975,-1.2500184,-0.7378588,-0.57679766,-0.7932981,-0.5403805,-0.2529176
30,-0.08290792,0.042847995,"('intolerant', 'tolerant')",-2.1931646,-1.9843374,-0.50024986,-0.43342012,-0.9254408,-0.7916365,-0.1338043
58,-0.08037556,0.23161219,"('undiscriminating', 'discriminating')",-0.20826513,0.018049484,-0.045124106,0.088245824,-0.1112549,0.1126358,-0.2238907
69,0.06661141,-0.3406619,"('lazy', 'industrious')",1.6657712,1.4746581,1.2265167,1.0235045,0.9862998,0.7191669,0.2671329
77,-0.06613741,-0.29470766,"('unmotivated', 'motivated')",-0.7187507,-0.76127815,0.42107588,0.06565483,-0.1212708,-0.3301103,0.2088395
37,-0.065243416,0.12397829,"('fake', 'genuine')",-1.1448281,-1.1685663,-0.2553813,-0.30540994,-0.4884842,-0.4499993,-0.0384849
32,-0.061528288,-0.5333856,"('unkind', 'kind')",-0.15401547,-0.37788054,-0.47167236,-0.75395536,-0.229072,-0.5550738,0.3260018
11,0.048428304,0.123597674,"('unhelpful', 'helpful')",-2.3206863,-2.2876153,-0.5056399,-0.56536436,-0.9259659,-0.909794,-0.0161719
49,-0.015754849,-0.24216148,"('unable', 'able')",-0.46663475,-0.4497118,-0.25984195,-0.41757455,-0.2474105,-0.3698159,0.1224054
71,0.013641708,-0.4587027,"('diffident', 'self-confident')",0.24441886,-0.01303732,1.116138,0.8456504,0.4580662,0.1246368,0.3334294
27,0.010159418,-0.45977235,"('hardhearted', 'softhearted')",-1.5944619,-1.9121683,-0.44884944,-0.823449,-0.6777174,-1.0651299,0.3874125
51,-0.0058749467,0.08978836,"('uneducated', 'educated')",-0.27550966,-0.19329667,-0.14529948,-0.058579274,-0.142228,-0.0540292,-0.0881988
