,apa_male,apa_female,tuple,corp_male,corp_female,average_male,average_female,male-female
0,-0.30652106,-0.38432348,"('unsociable', 'sociable')",0.05266655,-0.14524096,-0.1269273,-0.2647822,0.1378549
40,0.30056128,0.3867234,"('stingy', 'generous')",-1.3882457,-1.6237009,-0.5438422,-0.6184887,0.0746465
76,0.29952332,0.32885212,"('anxious', 'daring')",-0.5083407,-0.28178674,-0.1044087,0.0235327,-0.1279414
44,0.2982372,0.35846156,"('prejudiced', 'unprejudiced')",-1.690031,-1.4070837,-0.6958969,-0.5243111,-0.1715858
43,0.2825054,0.34611523,"('irresponsible', 'responsible')",0.5172218,0.49698108,0.3998636,0.4215482,-0.0216846
61,0.26580968,0.27956644,"('illogical', 'logical')",0.6678232,0.68997335,0.4668164,0.4847699,-0.0179535
11,-0.24685949,-0.14291319,"('unhelpful', 'helpful')",1.2119824,1.3421791,0.4825614,0.5996329,-0.1170715
27,-0.21865864,0.026914664,"('hardhearted', 'softhearted')",1.4791013,1.480666,0.6302213,0.7537904,-0.1235691
84,0.21115096,0.30264854,"('inferior', 'superior')",0.59761655,0.7589534,0.4043837,0.5308009,-0.1264172
72,0.20773901,0.30051562,"('unambitious', 'ambitious')",-0.45961237,-0.48590046,-0.1259367,-0.0926924,-0.0332443
30,0.20641275,0.35369897,"('intolerant', 'tolerant')",0.85938704,0.9066487,0.5328999,0.6301738,-0.0972739
55,0.1992994,0.16772032,"('incompetent', 'clever')",0.48261774,0.5751457,0.3409586,0.371433,-0.0304744
49,-0.14418639,-0.21121871,"('unable', 'able')",-0.4149477,-0.4132159,-0.279567,-0.3122173,0.0326503
4,-0.1392557,-0.51079786,"('disliked', 'liked')",-6.4254417,-7.030959,-3.2823486,-3.7708786,0.48853
23,-0.13012727,-0.042661075,"('insincere', 'sincere')",5.3120847,5.6470795,2.5909786,2.8022091,-0.2112305
48,0.094656095,0.121767916,"('unintelligent', 'intelligent')",0.6564929,0.812381,0.3755745,0.4670745,-0.0915
42,0.087101445,0.18829282,"('unreliable', 'reliable')",-2.9793997,-3.2021298,-1.4461491,-1.5069185,0.0607694
59,-0.08613655,-0.14355372,"('foolish', 'wise')",-0.2433171,-0.04106483,-0.1647268,-0.0923093,-0.0724175
7,0.08150491,0.2237944,"('insensitive', 'sensitive')",0.8811818,0.8334496,0.4813433,0.528622,-0.0472787
51,-0.07726577,-0.2566036,"('uneducated', 'educated')",0.5298491,0.4854512,0.2262917,0.1144238,0.1118679
24,-0.07302874,0.08362424,"('dishonest', 'honest')",0.44962698,0.5598833,0.1882991,0.3217538,-0.1334547
12,-0.07033612,-0.071425125,"('unsupportive', 'supportive')",-1.7558663,-1.937926,-0.9131012,-1.0046756,0.0915744
28,-0.057327516,-0.35090142,"('disloyal', 'loyal')",1.1623771,0.9601288,0.5525248,0.3046137,0.2479111
26,0.043536797,-0.13047057,"('hardhearted', 'benevolent')",2.3134458,1.988676,1.1784914,0.9291027,0.2493887
75,-0.031493634,-0.23127331,"('meek', 'impulsive')",-0.72996414,-0.9811559,-0.3807289,-0.6062146,0.2254857
13,-0.016988449,-0.049676023,"('impolite', 'polite')",-0.6845667,-0.6973219,-0.3507776,-0.3734989,0.0227213
50,0.01136177,-0.3038314,"('clumsy', 'skillful')",-0.12519439,-0.12662324,-0.0569163,-0.2152273,0.158311
69,0.0034796186,-0.1527901,"('lazy', 'industrious')",-0.5514324,-0.6830574,-0.2739764,-0.4179237,0.1439473
