,keycorp_male,keycorp_female,tuple,average_male,average_female,male-female
29,-0.3587537,-0.47258803,"('unfair', 'fair')",-0.3587537,-0.472588,0.1138343
85,-0.35109222,0.0061288085,"('insignificant', 'prestigious')",-0.3510922,0.0061288,-0.357221
55,0.33862278,0.2809866,"('incompetent', 'clever')",0.3386228,0.2809866,0.0576362
33,0.33376944,0.32979566,"('wrong', 'right')",0.3337694,0.3297957,0.0039737
30,0.33082357,0.28688625,"('intolerant', 'tolerant')",0.3308236,0.2868862,0.0439374
6,-0.32307032,-0.1969919,"('distant', 'open')",-0.3230703,-0.1969919,-0.1260784
8,0.29371205,0.35450694,"('unaffectionate', 'affectionate')",0.293712,0.3545069,-0.0607949
79,-0.27654633,-0.30086356,"('wavering', 'unwavering')",-0.2765463,-0.3008636,0.0243173
59,0.27115887,0.21105593,"('foolish', 'wise')",0.2711589,0.2110559,0.060103
63,0.26062098,0.026024638,"('unperceptive', 'insightful')",0.260621,0.0260246,0.2345964
67,0.2265497,0.064198755,"('doubtful', 'determined')",0.2265497,0.0641988,0.1623509
16,-0.22647719,-0.33997658,"('unpopular', 'popular')",-0.2264772,-0.3399766,0.1134994
39,0.2009804,0.7023459,"('exploitative', 'cooperative')",0.2009804,0.7023459,-0.5013655
58,0.20043916,0.11794726,"('undiscriminating', 'discriminating')",0.2004392,0.1179473,0.0824919
65,0.1907275,0.24974751,"('insecure', 'secure')",0.1907275,0.2497475,-0.05902
37,-0.16827688,-0.3015895,"('fake', 'genuine')",-0.1682769,-0.3015895,0.1333126
20,-0.16758037,-0.014738996,"('rough', 'thoughtful')",-0.1675804,-0.014739,-0.1528414
78,-0.16168876,-0.19603875,"('nonresilient', 'resilient')",-0.1616888,-0.1960388,0.03435
14,0.16035667,0.10962457,"('antisocial', 'social')",0.1603567,0.1096246,0.0507321
80,-0.14977068,-0.14305627,"('dominated', 'dominating')",-0.1497707,-0.1430563,-0.0067144
53,0.12393282,0.41262165,"('uncreative', 'creative')",0.1239328,0.4126216,-0.2886888
46,-0.12271791,-0.29342455,"('uncompetitive', 'competitive')",-0.1227179,-0.2934245,0.1707066
13,-0.11030418,-0.15096492,"('impolite', 'polite')",-0.1103042,-0.1509649,0.0406607
45,0.094916925,-0.3134467,"('incompetent', 'competent')",0.0949169,-0.3134467,0.4083636
41,-0.087440476,0.017709121,"('unforgiving', 'forgiving')",-0.0874405,0.0177091,-0.1051496
75,0.07056329,-0.19905299,"('meek', 'impulsive')",0.0705633,-0.199053,0.2696163
83,0.068235904,0.12693247,"('powerless', 'powerful')",0.0682359,0.1269325,-0.0586966
50,0.062140323,0.0042539015,"('clumsy', 'skillful')",0.0621403,0.0042539,0.0578864
66,0.060029976,0.19794399,"('inactive', 'active')",0.06003,0.197944,-0.137914
25,-0.04608216,0.2995731,"('egoistic', 'altruistic')",-0.0460822,0.2995731,-0.3456553
49,-0.03826867,-0.1536412,"('unable', 'able')",-0.0382687,-0.1536412,0.1153725
81,0.03231042,-0.0968782,"('submissive', 'aggressive')",0.0323104,-0.0968782,0.1291886
72,0.029181488,-0.11960398,"('unambitious', 'ambitious')",0.0291815,-0.119604,0.1487855
3,0.026962973,0.16525654,"('repellent', 'pleasant')",0.026963,0.1652565,-0.1382935
44,0.01883746,-0.2050381,"('prejudiced', 'unprejudiced')",0.0188375,-0.2050381,0.2238756
5,-0.016303746,0.010678902,"('distant', 'outgoing')",-0.0163037,0.0106789,-0.0269826
61,0.013074644,0.046526812,"('illogical', 'logical')",0.0130746,0.0465268,-0.0334522
48,0.0068599805,0.14401558,"('unintelligent', 'intelligent')",0.00686,0.1440156,-0.1371556
74,0.0044754744,-0.016110327,"('undedicated', 'dedicated')",0.0044755,-0.0161103,0.0205858
88,-0.0023747927,0.116244815,"('low', 'eminent')",-0.0023748,0.1162448,-0.1186196
