,nisource_male,nisource_female,tuple,inc_male,inc_female,average_male,average_female,male-female
18,-0.6073577,-0.7098246,"('disagreeable', 'welcoming')",-0.2562045,-0.34353328,-0.4317811,-0.5266789,0.0948978
50,0.5702149,0.34375337,"('clumsy', 'skillful')",0.31310776,0.2703693,0.4416614,0.3070613,0.1346001
48,-0.5666569,-0.40273184,"('unintelligent', 'intelligent')",0.7831368,0.85648245,0.1082399,0.2268753,-0.1186354
24,-0.51976424,-0.47084054,"('dishonest', 'honest')",0.30885306,0.4628225,-0.1054556,-0.004009,-0.1014466
67,0.50473523,0.5093255,"('doubtful', 'determined')",-0.55618477,-0.5291958,-0.0257248,-0.0099351,-0.0157897
84,0.4935012,0.58240974,"('inferior', 'superior')",1.0490218,1.2897334,0.7712615,0.9360716,-0.1648101
57,-0.4888876,-0.3778247,"('unimaginative', 'imaginative')",-2.1126661,-2.3369527,-1.3007768,-1.3573887,0.0566119
7,-0.48457745,-0.42235148,"('insensitive', 'sensitive')",0.6624812,0.6565334,0.0889519,0.117091,-0.0281391
37,0.48349747,0.42812404,"('fake', 'genuine')",0.43898943,0.40815568,0.4612435,0.4181399,0.0431036
54,-0.46579373,-0.7202767,"('incapable', 'capable')",1.063945,1.155982,0.2990757,0.2178527,0.081223
52,-0.4634297,-0.73895967,"('irrational', 'rational')",0.2758555,0.057076275,-0.0937871,-0.3409417,0.2471546
60,0.44778818,0.65937495,"('inefficient', 'efficient')",0.07144122,0.25282222,0.2596147,0.4560986,-0.1964839
35,0.42535403,0.30675805,"('corrupt', 'incorrupt')",-0.19136786,-0.091114976,0.1169931,0.1078215,0.0091716
27,-0.38046807,-0.43836492,"('hardhearted', 'softhearted')",1.5017965,1.2619768,0.5606642,0.411806,0.1488582
29,-0.35444853,-0.23276134,"('unfair', 'fair')",-0.71596587,-0.6064086,-0.5352072,-0.419585,-0.1156222
3,-0.3532849,-0.29151043,"('repellent', 'pleasant')",0.029198147,-0.1139639,-0.1620434,-0.2027372,0.0406938
59,-0.35084084,-0.43020147,"('foolish', 'wise')",0.34495282,0.4354497,-0.002944,0.0026241,-0.0055681
25,-0.34765425,-0.53217155,"('egoistic', 'altruistic')",1.6582956,1.5848507,0.6553207,0.5263395,0.1289812
83,-0.331128,-0.34481016,"('powerless', 'powerful')",-1.223807,-1.1787708,-0.7774675,-0.7617905,-0.015677
77,-0.32643574,-0.4250345,"('unmotivated', 'motivated')",-1.1984359,-1.2320503,-0.7624358,-0.8285424,0.0661066
88,-0.3198577,-0.52070355,"('low', 'eminent')",0.16880618,0.13496812,-0.0755258,-0.1928677,0.1173419
21,0.31765705,0.1718775,"('immoral', 'moral')",-0.4380806,-0.79564744,-0.0602118,-0.311885,0.2516732
17,-0.3151398,-0.16966191,"('nasty', 'nice')",-0.49955106,-0.41315618,-0.4073454,-0.291409,-0.1159364
64,0.30462253,0.26243854,"('shy', 'confident')",-6.1272507,-6.442529,-2.911314,-3.0900455,0.1787315
74,-0.26668024,-0.43176585,"('undedicated', 'dedicated')",0.16362968,-0.21282658,-0.0515253,-0.3222962,0.2707709
16,-0.2592157,-0.38186982,"('unpopular', 'popular')",0.47857434,0.31771472,0.1096793,-0.0320776,0.1417569
61,-0.24678779,-0.34898648,"('illogical', 'logical')",0.21857694,-0.012693215,-0.0141054,-0.1808399,0.1667345
49,-0.23815282,-0.039799288,"('unable', 'able')",-0.13061062,0.034809966,-0.1843817,-0.0024947,-0.181887
47,0.22192416,0.2271291,"('stupid', 'smart')",5.2526226,5.454834,2.7372735,2.8409815,-0.103708
14,0.20762932,0.48260608,"('antisocial', 'social')",-0.31111914,-0.46834117,-0.0517449,0.0071325,-0.0588774
70,0.20701006,0.28714445,"('lethargic', 'energetic')",0.78489757,0.66956496,0.4959538,0.4783547,0.0175991
4,0.19756453,0.12917034,"('disliked', 'liked')",-5.8221993,-6.17137,-2.8123174,-3.0210998,0.2087824
15,-0.1829093,-0.14593944,"('boring', 'funny')",0.3542058,0.41982886,0.0856482,0.1369447,-0.0512965
46,-0.16585337,-0.14990972,"('uncompetitive', 'competitive')",-0.5910279,-0.7723779,-0.3784406,-0.4611438,0.0827032
62,0.16403392,0.3669813,"('incompetent', 'brilliant')",0.15984464,0.23895204,0.1619393,0.3029667,-0.1410274
33,0.16264969,-0.008296289,"('wrong', 'right')",-0.64169323,-0.6563661,-0.2395218,-0.3323312,0.0928094
30,0.10099294,0.41198722,"('intolerant', 'tolerant')",1.4430014,1.4068319,0.7719972,0.9094095,-0.1374123
75,0.09708528,0.12758899,"('meek', 'impulsive')",-0.6200141,-0.3925411,-0.2614644,-0.1324761,-0.1289883
13,-0.08857771,0.012855304,"('impolite', 'polite')",-0.6057525,-0.56268007,-0.3471651,-0.2749124,-0.0722527
22,-0.072455324,0.10663975,"('untrustworthy', 'trustworthy')",-0.9066883,-0.7436445,-0.4895718,-0.3185024,-0.1710694
40,0.05900681,0.03713493,"('stingy', 'generous')",-1.1877261,-1.455804,-0.5643597,-0.7093346,0.1449749
65,0.04279741,0.23148507,"('insecure', 'secure')",-0.35798964,-0.16501921,-0.1575961,0.0332329,-0.190829
68,0.034738787,0.10986028,"('dependent', 'independent')",-0.6366937,-0.53359556,-0.3009775,-0.2118676,-0.0891099
34,-0.032781467,-0.085284404,"('mean', 'honorable')",5.6184297,5.8757677,2.792824,2.8952417,-0.1024177
55,0.031914398,0.21296832,"('incompetent', 'clever')",0.32451603,0.11424297,0.1782152,0.1636056,0.0146096
56,-0.003189154,0.20184281,"('impractical', 'practical')",-0.26452765,-0.17713425,-0.1338584,0.0123543,-0.1462127
66,-0.00070453435,-0.3153972,"('inactive', 'active')",0.67160416,0.41374522,0.3354498,0.049174,0.2862758
