,e_male,e_female,tuple,trade_male,trade_female,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
32,0.4091464,0.28545848,"('unkind', 'kind')",0.95196587,0.91824776,0.09648668,0.25694105,1.0456094,1.1399896,0.625802,0.6501592,-0.0243572
29,-0.402142,-0.42562342,"('unfair', 'fair')",0.39410055,0.18704283,-0.66235805,-0.6386106,-0.9544702,-0.7995177,-0.4062174,-0.4191772,0.0129598
48,0.39636856,0.026239188,"('unintelligent', 'intelligent')",0.042748906,-0.14052284,-0.97595936,-0.9160695,0.9342932,0.80078316,0.0993628,-0.0573925,0.1567553
87,0.3869241,0.23886633,"('unsuccessful', 'successful')",2.2783751,2.2628253,1.2110153,1.1507502,1.2484958,1.3146453,1.2812026,1.2417717,0.0394309
64,0.38658747,0.51996654,"('shy', 'confident')",1.2628127,1.2389915,0.7635486,0.77996236,-4.6938906,-4.6275506,-0.5702354,-0.5221575,-0.0480779
19,-0.38161144,-0.38836148,"('inhospitable', 'hospitable')",-1.0513799,-1.0215151,-0.6307663,-0.665073,-1.297908,-1.4718857,-0.8404164,-0.8867088,0.0462924
22,-0.3704772,0.05718662,"('untrustworthy', 'trustworthy')",0.43725696,0.6250303,-0.47659487,-0.1674195,-0.293139,0.019528791,-0.1757385,0.1335815,-0.30932
27,-0.36950377,-0.3118084,"('hardhearted', 'softhearted')",-1.3127886,-1.2802216,-0.92119807,-0.7913532,-0.55784845,-0.51232326,-0.7903347,-0.7239267,-0.066408
88,0.36900297,0.048109934,"('low', 'eminent')",-0.30848265,-0.49319416,-0.4025398,-0.50826645,-0.09429907,-0.344047,-0.1090796,-0.3243494,0.2152698
84,0.33509192,-0.008635655,"('inferior', 'superior')",0.9499848,0.8265978,0.34522554,0.34223267,0.5942782,0.42911643,0.5561451,0.3973278,0.1588173
37,-0.33351716,0.0147515265,"('fake', 'genuine')",0.2029558,0.1739104,-1.0567613,-1.0395845,-0.50883555,-0.2758106,-0.4240395,-0.2816833,-0.1423562
33,-0.3233018,-0.046916597,"('wrong', 'right')",0.28620836,0.3576196,0.76159096,0.7395308,-2.1779132,-2.2678168,-0.3633539,-0.3043957,-0.0589582
75,0.31631643,0.49418125,"('meek', 'impulsive')",-1.5387834,-1.2672727,-0.21942748,-0.16951902,-0.48403338,-0.5075625,-0.4814819,-0.3625432,-0.1189387
71,0.31554863,-0.24001694,"('diffident', 'self-confident')",1.4880195,1.2706234,1.5791366,1.4892404,-0.21716464,-0.2593116,0.7913851,0.5651338,0.2262513
28,0.3023045,0.031670183,"('disloyal', 'loyal')",0.20006871,0.15757035,0.30243838,0.26592517,1.5637097,1.6003383,0.5921303,0.513876,0.0782543
57,-0.29673487,0.032918207,"('unimaginative', 'imaginative')",-0.18159194,-0.041264925,-0.37984937,-0.13647538,-2.3991284,-2.4185495,-0.8143262,-0.6408429,-0.1734833
38,-0.28853163,0.28770673,"('untruthful', 'truthful')",0.07380315,0.29735246,0.9179637,1.0080078,-0.26355124,-0.21123144,0.109921,0.3454589,-0.2355379
45,0.27145255,0.5139993,"('incompetent', 'competent')",1.6084936,1.8038157,-0.15854113,0.043335408,0.4899518,0.6635145,0.5528392,0.7561662,-0.203327
59,-0.26855826,-0.26088175,"('foolish', 'wise')",0.57047963,0.2916757,0.7442841,0.56410277,-1.8639343,-1.8356377,-0.2044322,-0.3101853,0.1057531
30,0.24978086,0.86042625,"('intolerant', 'tolerant')",2.2003107,2.1950216,0.97320545,1.0606056,0.6423105,0.82711786,1.0164019,1.2357929,-0.219391
66,-0.2155669,-0.40954685,"('inactive', 'active')",-0.47827715,-0.42103904,0.885789,0.7542223,0.47798038,0.3977645,0.1674813,0.0803502,0.0871311
3,0.20544754,-0.11582236,"('repellent', 'pleasant')",0.331567,0.40219682,-0.17606741,-0.14160867,2.0996025,1.9346626,0.6151374,0.5198571,0.0952803
15,0.14530239,0.41517526,"('boring', 'funny')",0.14142898,0.17896082,0.36643875,0.41541907,-0.9967874,-0.92896116,-0.0859043,0.0201485,-0.1060528
79,0.13548905,0.21385774,"('wavering', 'unwavering')",-1.3368305,-1.2598187,-0.38382155,-0.46739066,-0.77245146,-0.86596775,-0.5894036,-0.5948298,0.0054262
63,0.117175244,0.27327147,"('unperceptive', 'insightful')",0.5355498,0.7603862,1.0488946,1.2613486,1.2998333,1.1900443,0.7503632,0.8712627,-0.1208995
86,0.1111232,-0.082343824,"('uninfluential', 'influential')",-0.043073773,-0.06857064,-0.3812384,-0.2820044,0.34183958,0.43176192,0.0071627,-0.0002892,0.0074519
20,-0.1012378,-0.55475485,"('rough', 'thoughtful')",-0.5111533,-0.5749912,-0.07268001,-0.024501268,0.2868324,0.1394157,-0.0995597,-0.2537079,0.1541482
47,-0.06495996,0.12377385,"('stupid', 'smart')",1.210764,1.2346526,1.0540049,1.1141065,4.7445006,5.01335,1.7360774,1.8714707,-0.1353933
36,-0.06008841,-0.11732871,"('hostile', 'amicable')",-1.3562587,-1.4829967,-0.1441542,-0.38741258,-1.827711,-2.175238,-0.8470531,-1.0407439,0.1936908
82,0.056819633,0.14716572,"('poor', 'rich')",0.013153933,0.21972245,0.14652397,0.32898903,6.846354,6.9737024,1.7657129,1.9173949,-0.151682
77,0.030976351,-0.19181624,"('unmotivated', 'motivated')",0.8910163,0.87134033,0.8359686,0.9181796,-0.03263937,0.029305339,0.4313305,0.4067523,0.0245782
23,0.021395542,0.10489459,"('insincere', 'sincere')",1.0550297,1.1573908,0.93936366,1.0968926,6.0574565,6.2762623,2.0183115,2.1588602,-0.1405487
83,0.011984348,-0.15813547,"('powerless', 'powerful')",1.0761634,1.0885856,0.97531766,0.8645442,-0.03110083,-0.10181574,0.5080912,0.4232947,0.0847965
17,0.008725275,-0.41702354,"('nasty', 'nice')",-0.3674644,-0.5939011,-0.008617377,-0.16851562,-0.617505,-0.72366256,-0.2462154,-0.4757757,0.2295603
