,varian_male,varian_female,tuple,medical_male,medical_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
59,0.3712589,0.33014497,"('foolish', 'wise')",0.800038,0.77411425,-0.35254025,-0.315444,0.5172378,0.6183035,0.3339986,0.3517797,-0.0177811
47,-0.3471002,-0.40514597,"('stupid', 'smart')",0.54326063,0.49924785,0.7306147,0.6971395,5.695951,5.584691,1.6556815,1.5939832,0.0616983
15,-0.34536946,-0.4000569,"('boring', 'funny')",0.5571475,0.5044327,-0.80090237,-0.8946006,0.5452313,0.59181947,-0.0109733,-0.0496013,0.038628
16,-0.3375709,-0.42865774,"('unpopular', 'popular')",-0.14453052,0.003959872,0.15507804,0.3090933,0.9188148,0.9701725,0.1479478,0.213642,-0.0656942
14,-0.29748118,0.044947997,"('antisocial', 'social')",0.16886123,0.13558333,0.57151437,0.584904,-0.83533,-0.83415204,-0.0981089,-0.0171792,-0.0809297
12,-0.2922963,-0.25098392,"('unsupportive', 'supportive')",1.8190562,1.883123,0.24559987,0.3240945,-1.7788017,-1.7789114,-0.0016105,0.0443306,-0.0459411
83,-0.28552106,-0.33520162,"('powerless', 'powerful')",0.18852952,0.22015472,-0.33196408,-0.355964,-1.321429,-1.3610566,-0.4375961,-0.4580169,0.0204208
18,-0.28037202,-0.14093041,"('disagreeable', 'welcoming')",0.56795526,0.63931674,-0.0030231923,0.15779759,-0.39677146,-0.113024674,-0.0280529,0.1357898,-0.1638427
55,-0.27003792,-0.08481297,"('incompetent', 'clever')",-0.6252278,-0.7337964,0.5172493,0.4249373,-0.06841685,-0.21448408,-0.1116083,-0.152039,0.0404307
62,-0.25673667,0.08883332,"('incompetent', 'brilliant')",0.29271424,0.2996047,1.0898515,1.1217607,0.09125037,0.08443713,0.3042699,0.398659,-0.0943891
2,0.24996951,0.46969628,"('unlikable', 'likable')",0.6509478,0.7761779,0.76396835,0.9648052,0.64666724,0.83119756,0.5778883,0.7604692,-0.1825809
66,-0.2475508,-0.32144162,"('inactive', 'active')",-0.37655044,-0.17669365,-0.7471198,-0.52021635,1.285294,1.2802794,-0.0214818,0.065482,-0.0869638
21,-0.227613,-0.09897888,"('immoral', 'moral')",0.43665466,0.3242497,0.7337073,0.77061534,-0.70056677,-0.7544052,0.0605455,0.0603703,0.0001752
48,-0.22052103,-0.19611785,"('unintelligent', 'intelligent')",0.6568481,0.70942414,0.44376105,0.33145094,0.7290759,0.6885527,0.402291,0.3833275,0.0189635
42,-0.21406789,0.07685979,"('unreliable', 'reliable')",0.7300017,0.6735375,-0.7828741,-0.53924084,-3.1382687,-2.9618194,-0.8513023,-0.6876658,-0.1636365
26,-0.21190971,-0.29800427,"('hardhearted', 'benevolent')",0.80491835,0.95496947,-0.2441028,-0.17666562,1.1386416,1.372472,0.3718868,0.4631929,-0.0913061
64,-0.20262897,-0.10994983,"('shy', 'confident')",0.19329418,0.008020757,0.44111204,0.39044195,-6.332121,-6.347132,-1.475086,-1.5146549,0.0395689
41,-0.19237672,-0.1180562,"('unforgiving', 'forgiving')",0.8577301,0.8822602,-0.39612496,-0.3006928,0.12643537,0.07454935,0.0989159,0.1345151,-0.0355992
30,-0.14676476,0.27097577,"('intolerant', 'tolerant')",-0.21817796,-0.24604413,0.84988695,0.92301434,0.96373487,1.1686263,0.3621698,0.5291431,-0.1669733
50,-0.13032614,-0.18608876,"('clumsy', 'skillful')",0.35223687,0.40033752,0.41340327,0.61652976,0.43705958,0.45347223,0.2680934,0.3210627,-0.0529693
49,0.122405976,0.15170331,"('unable', 'able')",-0.3309859,-0.2684582,0.87074137,0.92379284,0.2578181,0.34609348,0.2299949,0.2882829,-0.058288
87,-0.11068395,-0.12597415,"('unsuccessful', 'successful')",0.1477343,0.15945144,1.212219,1.2316369,0.9983054,1.0016693,0.5618937,0.5666959,-0.0048022
52,-0.07847108,-0.10969098,"('irrational', 'rational')",0.13544329,0.15072449,-0.93047595,-0.87409353,-0.017089717,-0.024472425,-0.2226484,-0.2143831,-0.0082653
40,0.07124685,0.14436007,"('stingy', 'generous')",1.009197,1.009805,0.5541889,0.64318216,-1.421389,-1.305538,0.053311,0.1229523,-0.0696413
85,-0.06886845,-0.25859666,"('insignificant', 'prestigious')",0.8857001,1.0733111,0.26880774,0.2552047,0.77436626,0.95688885,0.4650014,0.506702,-0.0417006
13,-0.06454018,0.13878141,"('impolite', 'polite')",0.24541989,0.26532236,0.37387848,0.62267697,0.24218109,0.29453698,0.1992348,0.3303294,-0.1310946
76,-0.058352254,0.15234163,"('anxious', 'daring')",-0.6840565,-0.7242591,0.07138297,0.07188985,0.240807,0.32510847,-0.1075547,-0.0437298,-0.0638249
29,-0.055096835,-0.10757006,"('unfair', 'fair')",-0.016746989,-0.08345331,-0.55891514,-0.6355635,-0.6502736,-0.7609858,-0.3202581,-0.3968931,0.076635
17,0.030642688,0.18091361,"('nasty', 'nice')",-0.8761456,-0.8265086,-0.42388722,-0.34216717,-0.42561007,-0.25706658,-0.42375,-0.3112072,-0.1125428
71,0.0008111317,-0.22124943,"('diffident', 'self-confident')",1.7861922,1.8499101,0.87897927,0.92325664,0.64733213,0.672631,0.8283287,0.8061371,0.0221916
