,pepsi_male,pepsi_female,tuple,bottling_male,bottling_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
20,-0.34217444,-0.30936316,"('rough', 'thoughtful')",-0.7757646,-0.6788423,1.00567,1.0843447,1.0829839,0.933514,0.2426787,0.2574133,-0.0147346
29,-0.30524865,-0.20120603,"('unfair', 'fair')",-0.47558787,-0.35600364,-0.7759837,-0.76054734,-0.9164119,-0.84591174,-0.618308,-0.5409172,-0.0773908
37,0.28028563,0.1027454,"('fake', 'genuine')",-0.68346274,-0.65542465,0.40151492,0.08473301,0.489228,0.39255324,0.1218915,-0.0188482,0.1407397
38,0.26887396,0.25900173,"('untruthful', 'truthful')",-0.07481499,0.15383494,-0.50203884,-0.41709143,0.15728492,0.3915566,-0.0376737,0.0968255,-0.1344992
14,-0.22999066,-0.09445302,"('antisocial', 'social')",-0.5147399,-0.49369544,1.9108258,2.2746782,-0.87493813,-0.71551865,0.0727893,0.2427528,-0.1699635
83,0.22147466,0.25949517,"('powerless', 'powerful')",-0.17211518,-0.12534736,-0.39760768,-0.26393342,-0.92740554,-1.1535977,-0.3189134,-0.3208458,0.0019324
27,-0.20399061,-0.34272864,"('hardhearted', 'softhearted')",-0.9461045,-0.90134186,-0.4565139,-0.6990401,1.0515982,0.92796034,-0.1387527,-0.2537876,0.1150349
77,-0.18931423,-0.13781773,"('unmotivated', 'motivated')",0.00647958,-0.13678275,0.6618756,0.49860543,-0.7438026,-0.99246943,-0.0661904,-0.1921161,0.1259257
7,0.17812276,0.07107325,"('insensitive', 'sensitive')",-0.9648151,-0.91840833,0.59158814,0.54458535,0.80551416,0.74348557,0.1526025,0.110184,0.0424185
59,0.16639884,0.16473791,"('foolish', 'wise')",0.29662138,0.30636042,-1.838927,-2.023688,-0.45321265,-0.3761729,-0.4572799,-0.4821907,0.0249108
6,-0.16359131,-0.17070472,"('distant', 'open')",-0.48379195,-0.37147722,-2.6062772,-2.775129,-0.296083,-0.38563737,-0.8874359,-0.9257371,0.0383012
82,-0.15694618,-0.009760559,"('poor', 'rich')",-0.52503407,-0.5994694,0.1723145,0.6016673,6.336512,6.6861186,1.4567115,1.669639,-0.2129275
58,-0.12317096,-0.22641687,"('undiscriminating', 'discriminating')",0.22474694,0.1046056,1.2479345,0.94433796,0.022887861,-0.2148355,0.3430996,0.1519228,0.1911768
2,-0.12092294,0.054135356,"('unlikable', 'likable')",-0.22534959,-0.07944132,1.8182154,2.0422657,0.40711305,0.58293146,0.469764,0.6499728,-0.1802088
34,0.112796634,0.21725763,"('mean', 'honorable')",-0.46827748,-0.37151965,-0.41373527,-0.16250804,6.0999336,6.3927536,1.3326794,1.5189959,-0.1863165
51,-0.098498456,-0.015418049,"('uneducated', 'educated')",-1.0973234,-1.152721,1.5015743,1.5553329,0.9337487,1.0028133,0.3098753,0.3475018,-0.0376265
19,0.072906174,-0.0053748842,"('inhospitable', 'hospitable')",-0.6233918,-0.6400147,-1.69441,-1.7361767,-0.24507424,-0.25803402,-0.6224924,-0.6599001,0.0374077
72,0.06304101,0.17723523,"('unambitious', 'ambitious')",-1.565714,-1.4695066,0.57416415,0.75996673,-0.6540951,-0.47542796,-0.395651,-0.2519332,-0.1437178
88,0.057950757,0.048298445,"('low', 'eminent')",-0.46842185,-0.5084079,-1.0996767,-0.86082506,0.12492757,0.23298126,-0.3463051,-0.2719883,-0.0743168
70,0.057598546,-0.049037497,"('lethargic', 'energetic')",-0.7349824,-0.92456245,1.1331556,1.2754775,1.2159021,1.2202059,0.4179184,0.3805209,0.0373975
79,-0.055172518,-0.15231836,"('wavering', 'unwavering')",-0.31962255,-0.31814352,-2.3347418,-2.4043548,-0.1480805,-0.244377,-0.7144044,-0.7797984,0.065394
78,0.031228852,-0.1353839,"('nonresilient', 'resilient')",-0.14878492,-0.24059364,1.3971078,1.2388947,0.57397485,0.46120262,0.4633816,0.33103,0.1323516
68,0.021968767,0.15446332,"('dependent', 'independent')",-0.38132292,-0.32371396,0.53859556,0.4201511,-0.29246342,-0.30128536,-0.0283055,-0.0125962,-0.0157093
80,0.009905972,-0.09064816,"('dominated', 'dominating')",0.17538226,0.0009940416,1.966597,1.9649785,-0.6778394,-0.81302065,0.3685115,0.2655759,0.1029356
52,0.00645642,-0.24687171,"('irrational', 'rational')",0.12280646,0.063459456,-2.5540152,-2.8272786,-0.95517385,-1.1723158,-0.8449816,-1.0457517,0.2007701
