,prologis_male,prologis_female,tuple,inc_male,inc_female,average_male,average_female,male-female
58,-0.8356906,-0.6487164,"('undiscriminating', 'discriminating')",-0.112594314,-0.046084657,-0.4741425,-0.3474005,-0.126742
27,-0.82772785,-0.6123278,"('hardhearted', 'softhearted')",1.1654409,1.6854075,0.1688565,0.5365399,-0.3676834
42,0.81093526,0.131613,"('unreliable', 'reliable')",-3.1848085,-3.386234,-1.1869366,-1.6273105,0.4403739
33,-0.8024013,-0.73738015,"('wrong', 'right')",-0.38566884,-0.28237528,-0.5940351,-0.5098777,-0.0841574
14,0.7731333,0.5280041,"('antisocial', 'social')",-0.60465586,-0.8498701,0.0842387,-0.160933,0.2451717
65,0.723606,0.37350047,"('insecure', 'secure')",-0.3156633,-0.45052814,0.2039713,-0.0385138,0.2424851
0,-0.7221886,-0.78296804,"('unsociable', 'sociable')",-0.7081974,-0.5976069,-0.715193,-0.6902875,-0.0249055
10,-0.7200726,-1.1993339,"('unsympathetic', 'sympathetic')",-0.7562582,-0.7821412,-0.7381654,-0.9907376,0.2525722
30,0.70417535,0.6585925,"('intolerant', 'tolerant')",1.3451253,1.1999047,1.0246503,0.9292486,0.0954017
39,0.69228536,0.5372222,"('exploitative', 'cooperative')",0.32809368,0.21568313,0.5101895,0.3764527,0.1337368
57,-0.6821949,-0.99257547,"('unimaginative', 'imaginative')",-2.27382,-2.6295002,-1.4780074,-1.8110378,0.3330304
71,-0.67681175,-0.86757696,"('diffident', 'self-confident')",0.59741354,0.5587163,-0.0396991,-0.1544303,0.1147312
85,-0.6500943,-0.75363594,"('insignificant', 'prestigious')",0.89600366,0.9483821,0.1229547,0.0973731,0.0255816
4,-0.6038071,-0.69842076,"('disliked', 'liked')",-6.0532274,-6.3451076,-3.3285172,-3.5217643,0.1932471
78,-0.5966428,-0.8351586,"('nonresilient', 'resilient')",-0.11609269,0.092440225,-0.3563677,-0.3713592,0.0149915
52,-0.5962579,-0.65018374,"('irrational', 'rational')",0.5192156,0.5002173,-0.0385212,-0.0749832,0.036462
35,-0.56786394,-0.55622655,"('corrupt', 'incorrupt')",-0.068586364,0.11414551,-0.3182251,-0.2210405,-0.0971846
79,-0.5566983,-0.97341734,"('wavering', 'unwavering')",0.3112482,0.110118695,-0.1227251,-0.4316493,0.3089242
17,-0.5321364,-0.6630799,"('nasty', 'nice')",-0.13337348,-0.39218825,-0.3327549,-0.5276341,0.1948792
38,-0.5305691,-0.766201,"('untruthful', 'truthful')",0.0366181,-0.18881963,-0.2469755,-0.4775103,0.2305348
73,0.5264326,0.85903573,"('helpless', 'self-reliant')",-2.8873634,-2.6963327,-1.1804655,-0.9186485,-0.261817
64,0.5249312,0.6147973,"('shy', 'confident')",-6.3963456,-6.809937,-2.9357071,-3.0975699,0.1618628
12,-0.5175976,-0.75966036,"('unsupportive', 'supportive')",-1.7601746,-1.8236912,-1.1388861,-1.2916758,0.1527897
67,0.51496094,0.75131947,"('doubtful', 'determined')",-0.6172579,-0.69352746,-0.0511485,0.028896,-0.0800445
62,0.49455506,0.402299,"('incompetent', 'brilliant')",-0.17683282,-0.19251508,0.1588611,0.104892,0.0539691
7,-0.46264005,-0.67796075,"('insensitive', 'sensitive')",0.36082697,0.5092587,-0.0509065,-0.084351,0.0334445
55,0.4347512,0.2369368,"('incompetent', 'clever')",-0.003997892,-0.008519992,0.2153767,0.1142084,0.1011683
24,-0.43195298,-0.63961065,"('dishonest', 'honest')",0.73951954,0.7149335,0.1537833,0.0376614,0.1161219
13,-0.43062088,-0.5641783,"('impolite', 'polite')",-0.70105445,-0.6697787,-0.5658377,-0.6169785,0.0511408
59,-0.41457397,-0.22969413,"('foolish', 'wise')",0.2646799,0.6537336,-0.074947,0.2120197,-0.2869667
46,-0.3927196,-0.61044174,"('uncompetitive', 'competitive')",-0.7957467,-0.9389351,-0.5942332,-0.7746884,0.1804552
41,-0.3893249,-0.47633335,"('unforgiving', 'forgiving')",0.0762404,0.022899443,-0.1565423,-0.226717,0.0701747
63,-0.38186145,-0.47153002,"('unperceptive', 'insightful')",0.57141834,0.878404,0.0947784,0.203437,-0.1086586
18,-0.38132322,-0.45863533,"('disagreeable', 'welcoming')",-0.17165647,-0.048688386,-0.2764899,-0.2536619,-0.022828
84,0.37129295,0.4366289,"('inferior', 'superior')",0.89338875,1.1372756,0.6323408,0.7869523,-0.1546115
29,-0.35893103,-0.29967186,"('unfair', 'fair')",-0.35999724,-0.21447328,-0.3594641,-0.2570726,-0.1023915
22,0.35353112,0.20783845,"('untrustworthy', 'trustworthy')",-0.90945524,-0.8076501,-0.2779621,-0.2999058,0.0219437
72,-0.32823768,-0.4329235,"('unambitious', 'ambitious')",-0.8902633,-0.88777393,-0.6092505,-0.6603487,0.0510982
40,-0.32114786,-0.21923426,"('stingy', 'generous')",-1.4124253,-1.288699,-0.8667866,-0.7539666,-0.11282
32,0.31707406,-0.17901814,"('unkind', 'kind')",1.2128398,1.0840155,0.764957,0.4524987,0.3124583
45,-0.3059731,-0.5274932,"('incompetent', 'competent')",-0.5317674,-0.5373708,-0.4188703,-0.532432,0.1135617
20,0.30582094,0.41726008,"('rough', 'thoughtful')",0.83181226,1.0992342,0.5688166,0.7582471,-0.1894305
37,-0.2842515,-0.052700058,"('fake', 'genuine')",-0.12816969,0.43536082,-0.2062106,0.1913304,-0.397541
70,0.28206915,-0.074788205,"('lethargic', 'energetic')",0.39489308,0.34863102,0.3384811,0.1369214,0.2015597
61,-0.25273857,-0.41817486,"('illogical', 'logical')",0.25101948,0.32707986,-0.0008595,-0.0455475,0.044688
26,-0.22924352,-0.17455123,"('hardhearted', 'benevolent')",1.7004336,1.8809295,0.735595,0.8531891,-0.1175941
2,0.20793627,0.09463603,"('unlikable', 'likable')",0.5762748,0.69615746,0.3921055,0.3953967,-0.0032912
23,-0.17908496,-0.51417834,"('insincere', 'sincere')",5.645938,5.5051193,2.7334266,2.4954705,0.2379561
25,-0.17169166,-0.4072716,"('egoistic', 'altruistic')",2.039768,1.9690521,0.9340382,0.7808902,0.153148
83,0.15294223,0.33811963,"('powerless', 'powerful')",-0.9946039,-0.9749499,-0.4208308,-0.3184151,-0.1024157
69,-0.15100591,0.09378993,"('lazy', 'industrious')",-0.45965382,-0.38563925,-0.3053299,-0.1459247,-0.1594052
49,-0.14609471,-0.071293145,"('unable', 'able')",-0.034633823,0.19465026,-0.0903643,0.0616786,-0.1520429
34,-0.11685611,-0.092514575,"('mean', 'honorable')",6.049855,6.2831807,2.9664996,3.0953331,-0.1288335
3,0.11564402,-0.04599462,"('repellent', 'pleasant')",0.44239956,0.019782897,0.2790218,-0.0131059,0.2921277
51,0.10132395,-0.07615179,"('uneducated', 'educated')",0.36538655,0.6298892,0.2333553,0.2768687,-0.0435134
88,0.0910679,-0.16488883,"('low', 'eminent')",0.37507576,0.14607623,0.2330718,-0.0094063,0.2424781
68,-0.06354223,0.11327722,"('dependent', 'independent')",-0.42381567,-0.016020939,-0.243679,0.0486281,-0.2923071
82,-0.061578732,-0.31403288,"('poor', 'rich')",5.9774194,6.101196,2.9579203,2.8935814,0.0643389
43,-0.058932144,-0.315734,"('irresponsible', 'responsible')",0.32221767,0.15251088,0.1316428,-0.0816116,0.2132544
48,0.05310212,0.1436115,"('unintelligent', 'intelligent')",0.5845984,0.823997,0.3188503,0.4838043,-0.164954
75,-0.053093765,-0.05561009,"('meek', 'impulsive')",-0.44025007,-0.5411674,-0.2466719,-0.2983887,0.0517168
47,-0.04099808,-0.17343792,"('stupid', 'smart')",5.228172,5.4018927,2.5935869,2.6142273,-0.0206404
77,0.037882257,-0.1653152,"('unmotivated', 'motivated')",-1.0425282,-1.4995503,-0.502323,-0.8324327,0.3301097
74,-0.023251716,-0.17881271,"('undedicated', 'dedicated')",0.118446045,0.17437778,0.0475972,-0.0022175,0.0498147
50,-0.01321943,-0.07853334,"('clumsy', 'skillful')",-0.11612694,0.3225843,-0.0646732,0.1220255,-0.1866987
11,0.0052386783,-0.30560958,"('unhelpful', 'helpful')",1.5042663,1.3980806,0.7547525,0.5462355,0.208517
87,0.0035330988,-0.008519126,"('unsuccessful', 'successful')",0.53812486,0.82811105,0.270829,0.409796,-0.138967
15,-0.0032385811,-0.17742562,"('boring', 'funny')",0.85260415,0.6706015,0.4246828,0.2465879,0.1780949
