,lennar_male,lennar_female,tuple,corp_male,corp_female,average_male,average_female,male-female
37,-0.24161468,-0.3208323,"('fake', 'genuine')",0.12672102,0.2210488,-0.0574468,-0.0498918,-0.007555
40,-0.23383266,-0.1969543,"('stingy', 'generous')",-2.1251836,-2.2096293,-1.1795081,-1.2032918,0.0237837
25,-0.21322206,-0.1069946,"('egoistic', 'altruistic')",0.6450379,0.8457947,0.2159079,0.3694,-0.1534921
4,0.21307783,0.530854,"('disliked', 'liked')",-7.430057,-7.0292606,-3.6084895,-3.2492032,-0.3592863
44,0.20452248,0.3532878,"('prejudiced', 'unprejudiced')",-1.6246016,-1.4802295,-0.7100396,-0.5634708,-0.1465688
52,-0.19170362,0.055750668,"('irrational', 'rational')",-0.047719337,0.26160052,-0.1197115,0.1586756,-0.2783871
46,-0.17479387,-0.8713614,"('uncompetitive', 'competitive')",-0.38602513,-0.966515,-0.2804095,-0.9189382,0.6385287
65,-0.15629005,-0.601156,"('insecure', 'secure')",0.21312217,-0.36998287,0.0284161,-0.4855694,0.5139855
77,0.1438668,-0.34528428,"('unmotivated', 'motivated')",-0.46919215,-0.8772441,-0.1626627,-0.6112642,0.4486015
7,-0.13336477,-0.6969309,"('insensitive', 'sensitive')",0.46235293,0.0895379,0.1644941,-0.3036965,0.4681906
78,-0.123285875,-0.536983,"('nonresilient', 'resilient')",0.9571589,0.60569483,0.4169365,0.0343559,0.3825806
67,0.12221409,0.26986533,"('doubtful', 'determined')",-0.9186547,-0.764597,-0.3982203,-0.2473658,-0.1508545
21,0.11746749,-0.21308213,"('immoral', 'moral')",-0.11051835,-0.5470205,0.0034746,-0.3800513,0.3835259
80,0.07132671,-0.04091335,"('dominated', 'dominating')",-0.76966643,-0.94267184,-0.3491699,-0.4917926,0.1426227
71,0.07069965,0.029996533,"('diffident', 'self-confident')",0.16482615,0.27290466,0.1177629,0.1514506,-0.0336877
68,-0.062291406,-0.3268171,"('dependent', 'independent')",-0.3492953,-0.6335237,-0.2057934,-0.4801704,0.274377
56,-0.062147155,-0.22298957,"('impractical', 'practical')",-0.35470122,-0.4664159,-0.2084242,-0.3447028,0.1362786
60,0.060426414,-0.22818658,"('inefficient', 'efficient')",0.4460667,0.05599395,0.2532465,-0.0860963,0.3393428
42,0.0595214,-0.31344417,"('unreliable', 'reliable')",-3.0361686,-3.3251598,-1.4883236,-1.819302,0.3309784
12,-0.05050543,-0.086439386,"('unsupportive', 'supportive')",-2.0252554,-2.058159,-1.0378804,-1.0722992,0.0344188
51,-0.046554726,-0.29646537,"('uneducated', 'educated')",0.18495362,0.011370085,0.0691994,-0.1425476,0.211747
11,-0.030523222,-0.06614484,"('unhelpful', 'helpful')",2.0989418,1.9257796,1.0342093,0.9298174,0.1043919
20,-0.008631771,0.14020105,"('rough', 'thoughtful')",0.8301807,0.9789547,0.4107745,0.5595779,-0.1488034
