,s&p_male,s&p_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,male-female
44,0.31787163,0.4045213,"('prejudiced', 'unprejudiced')",0.1581609,0.19395547,0.26833495,0.25640893,0.2481225,0.2849619,-0.0368394
76,0.31778315,0.3199658,"('anxious', 'daring')",0.23989825,0.142831,0.32144362,0.25258997,0.2930417,0.2384622,0.0545795
38,-0.31657052,-0.29236093,"('untruthful', 'truthful')",-0.96057904,-0.95753664,0.15093379,0.13984199,-0.3754053,-0.3700185,-0.0053868
70,-0.31114963,-0.12126841,"('lethargic', 'energetic')",-1.1247793,-0.9664387,-0.704085,-0.5177921,-0.713338,-0.5351664,-0.1781716
56,0.30337977,0.40295932,"('impractical', 'practical')",-1.6048193,-1.5319376,0.34653828,0.5376422,-0.3183004,-0.197112,-0.1211884
48,-0.2979365,-0.4589245,"('unintelligent', 'intelligent')",-1.9583178,-2.0429385,-1.2867432,-1.2613002,-1.1809991,-1.2543877,0.0733886
50,0.27940854,0.28320608,"('clumsy', 'skillful')",0.7728332,0.8076837,0.5193287,0.33850485,0.5238568,0.4764649,0.0473919
9,0.27537334,0.27008638,"('unaffectionate', 'caring')",-0.5166531,-0.13870928,-0.133433,0.09054698,-0.1249043,0.0739747,-0.198879
74,-0.26526958,-0.43205613,"('undedicated', 'dedicated')",-0.2974478,-0.29768592,-0.49907267,-0.43705535,-0.35393,-0.3889325,0.0350025
24,-0.25688285,-0.30773234,"('dishonest', 'honest')",-0.95143014,-0.8642484,-0.76264745,-0.60375345,-0.6569868,-0.5919114,-0.0650754
40,-0.2555819,-0.36408257,"('stingy', 'generous')",-0.98214006,-1.09546,-0.14392942,-0.13831712,-0.4605505,-0.5326199,0.0720694
68,0.24510239,0.23662387,"('dependent', 'independent')",-1.0800881,-1.1217557,-0.6420746,-0.7915712,-0.4923534,-0.558901,0.0665476
32,-0.23982297,-0.35710824,"('unkind', 'kind')",-0.113932185,-0.102230296,-0.44077876,-0.4628525,-0.2648446,-0.307397,0.0425524
54,-0.23133238,-0.23495956,"('incapable', 'capable')",0.45426565,0.696822,0.7219273,0.84652,0.3149535,0.4361275,-0.121174
29,-0.2300754,-0.1158983,"('unfair', 'fair')",0.07541383,0.15313432,-0.8567889,-0.8591656,-0.3371501,-0.2739765,-0.0631736
30,-0.22305879,-0.17661402,"('intolerant', 'tolerant')",-1.8942577,-1.8006495,-0.45723656,-0.36370778,-0.8581843,-0.7803238,-0.0778605
37,-0.21448812,-0.1291275,"('fake', 'genuine')",-1.1884623,-1.0675327,-0.2217884,-0.19663543,-0.5415796,-0.4644318,-0.0771478
46,-0.21373807,-0.3599418,"('uncompetitive', 'competitive')",-1.4232385,-1.4409332,-0.2802481,-0.11265117,-0.6390749,-0.6378421,-0.0012328
7,-0.21259807,-0.12939034,"('insensitive', 'sensitive')",-1.7077452,-1.5900046,-0.70167506,-0.5885577,-0.8740061,-0.7693175,-0.1046886
21,0.20020266,0.24486488,"('immoral', 'moral')",-0.7399499,-0.7361318,-0.22374016,-0.12816426,-0.2544958,-0.206477,-0.0480188
43,0.17515053,0.23472513,"('irresponsible', 'responsible')",-2.0857098,-2.0423512,-0.2191306,-0.005985379,-0.7098966,-0.6045372,-0.1053594
58,0.17307024,-0.036609095,"('undiscriminating', 'discriminating')",0.13411732,0.055624716,0.08794986,0.11348796,0.1317125,0.0441679,0.0875446
80,0.16529225,0.27684742,"('dominated', 'dominating')",-1.290882,-1.4752908,-0.079835266,-0.21210818,-0.4018083,-0.4701838,0.0683755
45,0.15893334,0.2277767,"('incompetent', 'competent')",-2.170771,-2.142848,-0.32277587,-0.1201948,-0.7782044,-0.6784221,-0.0997823
27,-0.15081951,-0.19588944,"('hardhearted', 'softhearted')",-1.5884686,-1.2650969,-0.5200849,-0.4407323,-0.7531243,-0.6339062,-0.1192181
66,0.12888058,0.18868794,"('inactive', 'active')",1.4326392,1.4688319,0.49690214,0.4629017,0.6861407,0.7068071,-0.0206664
75,0.1056837,0.27124822,"('meek', 'impulsive')",0.64951485,0.7833123,0.24336264,0.23322159,0.3328537,0.4292607,-0.096407
79,0.10053265,0.038918972,"('wavering', 'unwavering')",1.1174679,1.0272919,0.028778372,-0.07279364,0.4155929,0.3311391,0.0844538
88,0.07326098,-0.038993638,"('low', 'eminent')",0.044065088,-0.00091887824,-0.6649809,-0.64712185,-0.1825516,-0.2290115,0.0464599
55,-0.07114058,-0.1006427,"('incompetent', 'clever')",-1.438696,-1.4994712,-1.0106382,-1.0134472,-0.8401583,-0.8711871,0.0310288
65,0.060876444,0.105891705,"('insecure', 'secure')",-1.1941564,-1.2476779,-0.445135,-0.4967093,-0.5261383,-0.5461651,0.0200268
77,-0.05416799,-0.10823503,"('unmotivated', 'motivated')",-0.3662057,-0.37281078,0.5142437,0.6146216,0.03129,0.0445253,-0.0132353
63,0.053626873,0.03700202,"('unperceptive', 'insightful')",-0.3345901,-0.3470343,-0.036627878,0.04642543,-0.1058637,-0.0878689,-0.0179948
36,0.039773792,-0.16143166,"('hostile', 'amicable')",0.5048089,0.50507283,0.10192444,-0.09730496,0.2155024,0.0821121,0.1333903
3,-0.036513053,0.15184823,"('repellent', 'pleasant')",-1.336969,-1.1519754,-0.4435308,-0.18955794,-0.605671,-0.3965617,-0.2091093
4,0.030965343,-0.07335834,"('disliked', 'liked')",0.83558756,0.66430604,0.9066109,0.77384377,0.5910546,0.4549305,0.1361241
51,-0.02947107,-0.045961782,"('uneducated', 'educated')",0.080602854,-0.07757812,0.16200559,0.0036354512,0.0710458,-0.0399682,0.111014
72,0.027818233,-0.14348304,"('unambitious', 'ambitious')",-0.53727335,-0.63154453,0.13197757,0.06391531,-0.1258258,-0.2370374,0.1112116
84,-0.023277856,-0.0037548915,"('inferior', 'superior')",-0.20114955,-0.09888773,-0.08255113,-0.061115593,-0.1023262,-0.0545861,-0.0477401
11,0.022755455,0.09241995,"('unhelpful', 'helpful')",-1.9901311,-1.8303154,-0.5851271,-0.40071505,-0.8508342,-0.7128701,-0.1379641
71,0.020873846,-0.058700614,"('diffident', 'self-confident')",0.3348931,0.34064782,1.1738148,1.1366153,0.5098606,0.4728541,0.0370065
19,0.020349212,0.07665588,"('inhospitable', 'hospitable')",0.4288698,0.5650476,-0.30148345,-0.26580292,0.0492452,0.1253002,-0.076055
34,-0.008488439,0.018677827,"('mean', 'honorable')",-0.68980837,-0.4956382,0.2573617,0.32607564,-0.1469784,-0.0502949,-0.0966835
