,trane_male,trane_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,male-female
26,-0.33479908,-0.49719357,"('hardhearted', 'benevolent')",0.5502391,0.54514635,2.7585628,2.647103,0.9913343,0.898352,0.0929823
61,-0.30578014,-0.35824752,"('illogical', 'logical')",0.3577259,0.16874574,0.6623964,0.5044271,0.238114,0.1049751,0.1331389
71,-0.30076897,-0.15457673,"('diffident', 'self-confident')",0.7281969,0.9323085,0.101494044,0.1835181,0.1763073,0.3204166,-0.1441093
7,0.29703638,0.2303845,"('insensitive', 'sensitive')",0.3009906,0.3956719,0.097865164,-0.09613032,0.2319641,0.176642,0.0553221
34,-0.29239625,0.025895767,"('mean', 'honorable')",-0.33063796,-0.10908155,3.3234892,3.233041,0.9001517,1.0499518,-0.1498001
2,0.2901785,0.501274,"('unlikable', 'likable')",0.09122074,0.14009458,0.30264956,0.6275218,0.2280163,0.4229635,-0.1949472
50,-0.22864652,-0.004601557,"('clumsy', 'skillful')",0.06322623,0.38938305,-0.5282929,-0.588156,-0.2312377,-0.0677915,-0.1634462
22,0.22402133,0.13468148,"('untrustworthy', 'trustworthy')",-0.55607176,-0.770667,-0.49683362,-0.47845504,-0.2762947,-0.3714802,0.0951855
17,-0.22270748,-0.22403209,"('nasty', 'nice')",-0.7772131,-0.76387423,-1.1702048,-1.1395496,-0.7233752,-0.709152,-0.0142232
42,0.22152296,0.54870653,"('unreliable', 'reliable')",-1.2264112,-0.89813936,-2.447129,-1.9478421,-1.1506724,-0.7657584,-0.384914
46,0.19007869,0.18863526,"('uncompetitive', 'competitive')",0.5479162,0.4021468,-0.86928254,-0.9426074,-0.0437626,-0.1172751,0.0735125
87,-0.17792457,-0.057679437,"('unsuccessful', 'successful')",0.43294355,0.55654883,1.2759181,1.373737,0.5103124,0.6242021,-0.1138897
20,0.17310692,0.22865276,"('rough', 'thoughtful')",0.44454554,0.57228684,0.90845686,0.69203913,0.5087031,0.4976596,0.0110435
83,-0.15289107,-0.057224438,"('powerless', 'powerful')",-0.1264655,-0.004010085,-1.0130662,-0.85505646,-0.4308076,-0.3054303,-0.1253773
69,-0.09381063,0.075843714,"('lazy', 'industrious')",0.5528736,0.7967307,0.28471002,0.455851,0.2479243,0.4428085,-0.1948842
48,-0.08036634,0.0049027577,"('unintelligent', 'intelligent')",0.86586314,0.87557244,-0.37998632,-0.44128925,0.1351702,0.1463953,-0.0112251
29,-0.045033984,-0.022568969,"('unfair', 'fair')",-0.9005979,-0.9413036,-0.674312,-0.82269514,-0.5399813,-0.5955226,0.0555413
33,-0.041316696,-0.2266978,"('wrong', 'right')",0.22509208,-0.012129638,0.08817889,-0.043439902,0.0906514,-0.0940891,0.1847405
47,-0.02449571,0.25399384,"('stupid', 'smart')",0.6254938,0.82831824,4.199175,4.0588365,1.6000576,1.7137162,-0.1136586
49,0.01841243,0.27163517,"('unable', 'able')",0.4856239,0.848183,-0.5424378,-0.22692427,-0.0128005,0.2976313,-0.3104318
