,mbia_male,mbia_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,-0.48808578,-0.8486779,"('uninfluential', 'influential')",-0.28993535,-0.5096134,-0.3890105,-0.6791456,0.2901351
73,0.48516682,0.6448847,"('helpless', 'self-reliant')",-3.0246286,-2.7959695,-1.2697309,-1.0755424,-0.1941885
47,0.44833824,0.7280042,"('stupid', 'smart')",5.3818965,5.478657,2.9151173,3.1033306,-0.1882133
68,-0.44266918,-0.43191504,"('dependent', 'independent')",-0.81011987,-0.7692302,-0.6263945,-0.6005726,-0.0258219
87,0.43463573,0.5805879,"('unsuccessful', 'successful')",0.5115882,0.9453944,0.473112,0.7629912,-0.2898792
85,-0.41804633,-0.3332855,"('insignificant', 'prestigious')",0.9467552,0.6899512,0.2643544,0.1783328,0.0860216
40,0.4106033,0.39131108,"('stingy', 'generous')",-1.5483538,-1.6980976,-0.5688753,-0.6533933,0.084518
46,0.39177638,0.46405286,"('uncompetitive', 'competitive')",-0.8368988,-0.81366163,-0.2225612,-0.1748044,-0.0477568
23,0.39043045,0.27041888,"('insincere', 'sincere')",5.618596,5.527366,3.0045133,2.8988924,0.1056209
33,-0.38849682,-0.45809287,"('wrong', 'right')",-0.46572787,-0.5187518,-0.4271123,-0.4884223,0.06131
27,-0.38462794,-0.47735667,"('hardhearted', 'softhearted')",1.3493168,1.2418538,0.4823444,0.3822486,0.1000958
17,-0.3829791,-0.36987105,"('nasty', 'nice')",-0.48054212,-0.5738634,-0.4317606,-0.4718672,0.0401066
82,-0.37166113,-0.20876637,"('poor', 'rich')",5.957847,6.065972,2.793093,2.9286027,-0.1355097
13,0.37045512,0.6183614,"('impolite', 'polite')",-0.22289026,-0.17923996,0.0737824,0.2195607,-0.1457783
29,0.36850163,0.3106405,"('unfair', 'fair')",-0.6802536,-0.767625,-0.155876,-0.2284922,0.0726162
20,0.36804903,0.52640516,"('rough', 'thoughtful')",1.0164977,1.1301705,0.6922734,0.8282878,-0.1360144
51,0.34269634,0.18977587,"('uneducated', 'educated')",0.3196138,0.22092977,0.3311551,0.2053528,0.1258023
61,0.33946157,0.32372218,"('illogical', 'logical')",0.1852759,0.13874733,0.2623687,0.2312348,0.0311339
24,0.2925692,0.4063959,"('dishonest', 'honest')",0.51820266,0.7097353,0.4053859,0.5580656,-0.1526797
78,-0.28569835,-0.16543046,"('nonresilient', 'resilient')",0.28547025,0.24800208,-0.0001141,0.0412858,-0.0413999
83,0.27916694,0.44808576,"('powerless', 'powerful')",-0.76713014,-0.7826382,-0.2439816,-0.1672762,-0.0767054
84,0.27132827,0.22443268,"('inferior', 'superior')",0.9086803,0.9827438,0.5900043,0.6035882,-0.0135839
37,0.24096055,0.11946489,"('fake', 'genuine')",0.43098584,0.44711494,0.3359732,0.2832899,0.0526833
3,0.23604253,0.009126173,"('repellent', 'pleasant')",-0.20323168,-0.19360052,0.0164054,-0.0922372,0.1086426
88,0.23500192,0.21071583,"('low', 'eminent')",0.65980244,0.40826505,0.4474022,0.3094904,0.1379118
44,-0.2229768,-0.014512136,"('prejudiced', 'unprejudiced')",-1.3725376,-1.1411238,-0.7977572,-0.577818,-0.2199392
18,-0.218396,-0.37443945,"('disagreeable', 'welcoming')",-0.12264643,-0.37041003,-0.1705212,-0.3724247,0.2019035
34,-0.20983744,-0.0023715142,"('mean', 'honorable')",5.9857326,6.0133605,2.8879476,3.0054946,-0.117547
11,0.19570205,0.20943077,"('unhelpful', 'helpful')",1.8114067,1.7641746,1.0035543,0.9868027,0.0167516
15,-0.17808743,-0.22998583,"('boring', 'funny')",0.73003525,0.72503453,0.2759739,0.2475244,0.0284495
38,0.17789641,0.27578658,"('untruthful', 'truthful')",0.10001028,0.30635613,0.1389533,0.2910714,-0.1521181
77,-0.16349116,-0.16616666,"('unmotivated', 'motivated')",-1.1877369,-1.0842074,-0.675614,-0.625187,-0.050427
28,0.103119835,-0.023800483,"('disloyal', 'loyal')",0.909966,0.83136404,0.5065429,0.4037818,0.1027611
58,-0.10012967,-0.12563653,"('undiscriminating', 'discriminating')",0.2446349,0.03304848,0.0722526,-0.046294,0.1185466
54,-0.08979334,-0.03193354,"('incapable', 'capable')",1.2183293,1.4975625,0.564268,0.7328145,-0.1685465
22,0.07838622,0.3399822,"('untrustworthy', 'trustworthy')",-1.1373234,-1.1089264,-0.5294686,-0.3844721,-0.1449965
4,-0.04792758,-0.17271198,"('disliked', 'liked')",-6.1974874,-6.296219,-3.1227074,-3.2344654,0.111758
