,jabil_male,jabil_female,tuple,inc_male,inc_female,average_male,average_female,male-female
25,-0.13510057,-0.25366735,"('egoistic', 'altruistic')",1.2740247,1.0673155,0.5694621,0.4068241,0.162638
35,0.13282156,-0.19200143,"('corrupt', 'incorrupt')",-0.4709341,-0.48267925,-0.1690563,-0.3373404,0.1682841
39,0.12705402,0.23660022,"('exploitative', 'cooperative')",0.009052179,0.024799118,0.0680531,0.1306997,-0.0626466
85,0.0851984,-0.1303646,"('insignificant', 'prestigious')",0.12848414,-0.15996917,0.1068413,-0.1451669,0.2520082
16,-0.07490268,0.14114688,"('unpopular', 'popular')",0.54104406,0.44187772,0.2330707,0.2915123,-0.0584416
67,-0.06830333,-0.44082278,"('doubtful', 'determined')",0.059363987,-0.062473405,-0.0044697,-0.2516481,0.2471784
54,-0.06291062,-0.11230614,"('incapable', 'capable')",1.323706,1.4108062,0.6303977,0.64925,-0.0188523
75,0.062464166,-0.2658118,"('meek', 'impulsive')",-0.39632785,-0.53548384,-0.1669318,-0.4006478,0.233716
41,0.060805198,-0.3720389,"('unforgiving', 'forgiving')",-0.06767779,-0.57662964,-0.0034363,-0.4743343,0.470898
14,0.054165933,0.02805122,"('antisocial', 'social')",-0.10952094,-0.25624067,-0.0276775,-0.1140947,0.0864172
65,-0.046419583,-0.032011367,"('insecure', 'secure')",-0.47218376,-0.33913365,-0.2593017,-0.1855725,-0.0737292
81,-0.02657163,-0.3394351,"('submissive', 'aggressive')",-0.13876632,-0.2587625,-0.082669,-0.2990988,0.2164298
27,0.02174098,0.12040753,"('hardhearted', 'softhearted')",0.9519961,1.1218709,0.4868685,0.6211392,-0.1342707
88,-0.018523213,-0.6398048,"('low', 'eminent')",0.8049512,0.4045947,0.393214,-0.117605,0.510819
56,0.00774087,-0.1771136,"('impractical', 'practical')",0.5800442,0.32834402,0.2938925,0.0756152,0.2182773
15,-0.0040085632,-0.48791015,"('boring', 'funny')",0.6799205,0.43328065,0.337956,-0.0273148,0.3652708
