,ciena_male,ciena_female,tuple,corp_male,corp_female,average_male,average_female,male-female
9,-0.72876865,-0.9431066,"('unaffectionate', 'caring')",0.35981297,0.24719766,-0.1844778,-0.3479545,0.1634767
51,-0.71671224,-0.537685,"('uneducated', 'educated')",0.47348064,0.5243848,-0.1216158,-0.0066501,-0.1149657
13,-0.71604055,-0.76345605,"('impolite', 'polite')",-0.6240318,-0.70527875,-0.6700362,-0.7343674,0.0643312
85,0.71342367,0.7697064,"('insignificant', 'prestigious')",-0.53860265,-0.53289133,0.0874105,0.1184075,-0.030997
28,-0.70260024,-0.88182086,"('disloyal', 'loyal')",0.9472645,0.66560805,0.1223321,-0.1081064,0.2304385
26,0.66558534,0.35398877,"('hardhearted', 'benevolent')",1.6904343,1.4534152,1.1780099,0.903702,0.2743079
24,-0.6590311,-0.73527586,"('dishonest', 'honest')",0.47533363,0.34425548,-0.0918487,-0.1955102,0.1036615
11,-0.63303363,-0.7456855,"('unhelpful', 'helpful')",1.5842,1.3929514,0.4755832,0.3236329,0.1519503
7,-0.62531775,-0.5867872,"('insensitive', 'sensitive')",0.4896329,0.45195097,-0.0678424,-0.0674181,-0.0004243
35,-0.6172728,-0.62755686,"('corrupt', 'incorrupt')",-1.0452745,-0.830239,-0.8312737,-0.7288979,-0.1023758
20,0.61373025,0.49677026,"('rough', 'thoughtful')",1.1088306,1.1454958,0.8612804,0.821133,0.0401474
8,-0.60294306,-0.93610555,"('unaffectionate', 'affectionate')",-0.10551627,-0.32248184,-0.3542297,-0.6292937,0.275064
42,0.5704568,0.5495394,"('unreliable', 'reliable')",-3.082824,-2.9535465,-1.2561836,-1.2020036,-0.05418
63,-0.5680339,-0.62903696,"('unperceptive', 'insightful')",0.47545746,0.5171662,-0.0462882,-0.0559354,0.0096472
12,-0.5617312,-0.5616649,"('unsupportive', 'supportive')",-1.9942187,-1.8940966,-1.277975,-1.2278807,-0.0500943
52,0.5512909,0.3175156,"('irrational', 'rational')",-0.41183004,-0.5202181,0.0697304,-0.1013512,0.1710816
77,-0.55080265,-0.24513642,"('unmotivated', 'motivated')",-0.9750447,-0.80703115,-0.7629237,-0.5260838,-0.2368399
0,-0.5421365,-0.62575746,"('unsociable', 'sociable')",0.21610704,0.06101099,-0.1630147,-0.2823732,0.1193585
43,-0.5183606,-0.46556118,"('irresponsible', 'responsible')",0.44801465,0.48509306,-0.035173,0.0097659,-0.0449389
14,0.50531095,0.38099685,"('antisocial', 'social')",0.8160295,0.513185,0.6606702,0.4470909,0.2135793
54,-0.48971218,-0.57158875,"('incapable', 'capable')",0.16678372,0.1459243,-0.1614642,-0.2128322,0.051368
59,0.48074156,0.40475443,"('foolish', 'wise')",-0.44926605,-0.4784112,0.0157378,-0.0368284,0.0525662
58,0.4626027,0.35908875,"('undiscriminating', 'discriminating')",0.44120538,0.4621332,0.4519041,0.410611,0.0412931
70,-0.42306697,-0.47401083,"('lethargic', 'energetic')",0.41417217,0.34272635,-0.0044474,-0.0656422,0.0611948
75,0.41533688,0.52661294,"('meek', 'impulsive')",-1.1318817,-0.9999708,-0.3582724,-0.2366789,-0.1215935
83,0.39036235,0.34423926,"('powerless', 'powerful')",-0.8289556,-0.92716867,-0.2192966,-0.2914647,0.0721681
44,0.38071698,0.5474799,"('prejudiced', 'unprejudiced')",-1.3462281,-1.2741268,-0.4827556,-0.3633234,-0.1194322
72,0.37660244,0.19529954,"('unambitious', 'ambitious')",-0.59466463,-0.7072333,-0.1090311,-0.2559669,0.1469358
76,0.37631634,0.50638455,"('anxious', 'daring')",0.036390997,-0.029972859,0.2063537,0.2382059,-0.0318522
62,0.34641862,0.47476476,"('incompetent', 'brilliant')",0.658518,0.647286,0.5024683,0.5610254,-0.0585571
15,0.34159225,0.12972589,"('boring', 'funny')",-0.06437938,-0.12018065,0.1386064,0.0047726,0.1338338
67,0.34143716,0.40254006,"('doubtful', 'determined')",-0.4975484,-0.52946013,-0.0780556,-0.06346,-0.0145956
65,0.33036143,0.19269633,"('insecure', 'secure')",0.42060095,0.304735,0.3754812,0.2487157,0.1267655
37,-0.31883025,-0.41226885,"('fake', 'genuine')",-0.10203409,-0.066622674,-0.2104322,-0.2394458,0.0290136
47,-0.2960646,-0.5358329,"('stupid', 'smart')",5.073608,4.6103806,2.3887718,2.0372739,0.3514979
31,-0.29582694,-0.61877126,"('evil', 'good')",-1.1583682,-1.2096972,-0.7270976,-0.9142343,0.1871367
17,-0.28612533,-0.15307151,"('nasty', 'nice')",-0.48951676,-0.68311477,-0.387821,-0.4180931,0.0302721
81,-0.27874434,-0.04274922,"('submissive', 'aggressive')",-0.3397549,-0.32720938,-0.3092496,-0.1849793,-0.1242703
80,-0.2785046,-0.06559161,"('dominated', 'dominating')",-0.6403413,-0.4924404,-0.4594229,-0.279016,-0.1804069
56,-0.27668723,-0.47142512,"('impractical', 'practical')",-0.110556416,-0.24175115,-0.1936218,-0.3565881,0.1629663
34,-0.27234188,-0.2728297,"('mean', 'honorable')",5.097955,5.0148087,2.4128067,2.3709896,0.0418171
50,0.25715274,0.15954287,"('clumsy', 'skillful')",-0.36188066,-0.25368357,-0.052364,-0.0470703,-0.0052937
41,-0.24671444,-0.15539749,"('unforgiving', 'forgiving')",0.19011134,0.102183804,-0.0283016,-0.0266068,-0.0016948
60,0.24176237,0.35277176,"('inefficient', 'efficient')",0.5755029,0.69884205,0.4086326,0.5258069,-0.1171743
3,-0.19954105,-0.25442567,"('repellent', 'pleasant')",1.3636198,1.1424325,0.5820394,0.4440034,0.138036
55,-0.1861403,-0.15340379,"('incompetent', 'clever')",1.2037761,1.0423056,0.5088179,0.4444509,0.064367
25,-0.17438838,-0.19096789,"('egoistic', 'altruistic')",0.991942,1.0373596,0.4087768,0.4231958,-0.014419
33,0.16676764,0.057651225,"('wrong', 'right')",-1.1834245,-1.2499671,-0.5083284,-0.5961579,0.0878295
36,-0.16630106,-0.44373286,"('hostile', 'amicable')",-0.7053695,-0.66881996,-0.4358353,-0.5562764,0.1204411
16,0.15031457,0.08410006,"('unpopular', 'popular')",0.062276665,0.097935796,0.1062956,0.0910179,0.0152777
22,-0.13787216,-0.34341055,"('untrustworthy', 'trustworthy')",-0.48007962,-0.7695348,-0.3089759,-0.5564727,0.2474968
27,-0.13443369,-0.005200891,"('hardhearted', 'softhearted')",1.0317549,1.0431845,0.4486606,0.5189918,-0.0703312
61,-0.11798869,-0.1787709,"('illogical', 'logical')",0.7139457,0.6604593,0.2979785,0.2408442,0.0571343
74,0.11151451,-0.11633983,"('undedicated', 'dedicated')",-0.12957639,-0.39387655,-0.0090309,-0.2551082,0.2460773
64,-0.10567734,0.17004696,"('shy', 'confident')",-5.745807,-5.4286666,-2.9257421,-2.6293099,-0.2964322
48,-0.1031389,0.10294266,"('unintelligent', 'intelligent')",1.2587502,1.3094683,0.5778056,0.7062055,-0.1283999
66,-0.098728955,-0.026988685,"('inactive', 'active')",-0.2889622,-0.1493257,-0.1938456,-0.0881572,-0.1056884
21,-0.091079235,-0.13903292,"('immoral', 'moral')",0.27883515,0.14746435,0.093878,0.0042157,0.0896623
49,-0.07346602,0.06436285,"('unable', 'able')",-0.3986471,-0.29552925,-0.2360566,-0.1155832,-0.1204734
18,0.054678924,0.056470945,"('disagreeable', 'welcoming')",-0.5437435,-0.4724185,-0.2445323,-0.2079738,-0.0365585
68,-0.04937956,0.009692524,"('dependent', 'independent')",-0.48018607,-0.32367676,-0.2647828,-0.1569921,-0.1077907
87,0.048433367,0.030032564,"('unsuccessful', 'successful')",0.70219684,0.68146396,0.3753151,0.3557483,0.0195668
32,-0.045897532,-0.06763963,"('unkind', 'kind')",0.78094375,0.5718833,0.3675231,0.2521218,0.1154013
29,0.038095675,-0.115732595,"('unfair', 'fair')",-0.096653625,-0.118617214,-0.029279,-0.1171749,0.0878959
4,-0.035735235,0.036556885,"('disliked', 'liked')",-6.631034,-6.3288198,-3.3333845,-3.1461315,-0.187253
88,-0.029456876,-0.20270406,"('low', 'eminent')",-0.37855536,-0.45559436,-0.2040061,-0.3291492,0.1251431
40,-0.015615059,0.082325116,"('stingy', 'generous')",-1.5192804,-1.3941782,-0.7674478,-0.6559265,-0.1115213
30,-0.0071258545,-0.018268906,"('intolerant', 'tolerant')",1.2859696,1.1804175,0.6394219,0.5810743,0.0583476
71,-0.005870398,-0.02853613,"('diffident', 'self-confident')",-0.1188874,-0.14924216,-0.0623789,-0.0888891,0.0265102
