,gap_male,gap_female,tuple,inc_male,inc_female,average_male,average_female,male-female
30,0.5687885,0.57663715,"('intolerant', 'tolerant')",0.8102833,0.8739781,0.6895359,0.7253076,-0.0357717
81,0.5479237,0.5142782,"('submissive', 'aggressive')",-0.79419994,-0.60703844,-0.1231381,-0.0463801,-0.076758
78,0.54441947,0.3967724,"('nonresilient', 'resilient')",0.11877633,0.11166407,0.3315979,0.2542183,0.0773796
17,-0.5313647,-0.469566,"('nasty', 'nice')",-0.5293633,-0.50093335,-0.530364,-0.4852497,-0.0451143
84,0.5086931,0.68552935,"('inferior', 'superior')",0.40921476,0.43134657,0.4589539,0.5584379,-0.099484
24,0.49076435,0.42632994,"('dishonest', 'honest')",0.5888834,0.68600106,0.5398239,0.5561655,-0.0163416
1,0.4686523,0.3289236,"('unfriendly', 'friendly')",1.5668846,1.6039131,1.0177685,0.9664183,0.0513502
73,0.41965178,0.543488,"('helpless', 'self-reliant')",-3.0171678,-2.9341354,-1.298758,-1.1953237,-0.1034343
41,-0.39514792,-0.5257668,"('unforgiving', 'forgiving')",-0.34173548,-0.45875937,-0.3684417,-0.4922631,0.1238214
87,-0.37233657,-0.62780225,"('unsuccessful', 'successful')",0.4584042,0.45137113,0.0430338,-0.0882156,0.1312494
26,0.36941957,0.49079117,"('hardhearted', 'benevolent')",1.315401,1.2863098,0.8424103,0.8885505,-0.0461402
38,-0.31083614,-0.19635664,"('untruthful', 'truthful')",-0.11306147,-0.063091256,-0.2119488,-0.129724,-0.0822248
59,-0.27472508,-0.13010597,"('foolish', 'wise')",0.5936336,0.51698667,0.1594543,0.1934403,-0.033986
8,-0.2735171,-0.4571782,"('unaffectionate', 'affectionate')",1.1068412,1.1009922,0.416662,0.321907,0.094755
13,-0.23721239,-0.2572646,"('impolite', 'polite')",-0.8897167,-0.8236318,-0.5634645,-0.5404482,-0.0230163
65,0.22312108,0.059542842,"('insecure', 'secure')",-0.48675674,-0.3592436,-0.1318178,-0.1498504,0.0180326
28,-0.2140514,-0.5522737,"('disloyal', 'loyal')",1.1557962,1.0917958,0.4708724,0.2697611,0.2011113
33,0.20061201,0.15805821,"('wrong', 'right')",-0.542789,-0.5943059,-0.1710885,-0.2181238,0.0470353
34,-0.19803305,-0.11319183,"('mean', 'honorable')",5.826347,5.858485,2.814157,2.8726468,-0.0584898
21,-0.18749744,-0.23980856,"('immoral', 'moral')",-0.80903035,-0.71813667,-0.4982639,-0.4789726,-0.0192913
55,0.1802576,-0.058746986,"('incompetent', 'clever')",0.120273665,0.14812526,0.1502656,0.0446891,0.1055765
67,-0.18022333,-0.00032330677,"('doubtful', 'determined')",-0.5274949,-0.60934865,-0.3538591,-0.304836,-0.0490231
70,0.17374405,0.29050896,"('lethargic', 'energetic')",0.77888715,0.8886732,0.4763156,0.5895911,-0.1132755
32,0.10770786,0.06575331,"('unkind', 'kind')",0.85485566,0.98890543,0.4812818,0.5273294,-0.0460476
63,-0.09832911,0.008949621,"('unperceptive', 'insightful')",0.8795904,1.0237906,0.3906306,0.5163701,-0.1257395
20,0.07965204,0.013906673,"('rough', 'thoughtful')",1.0472486,0.9938605,0.5634503,0.5038836,0.0595667
61,0.058465093,-0.09483752,"('illogical', 'logical')",-0.061012194,-0.15444247,-0.0012736,-0.12464,0.1233664
48,-0.057273664,-0.33344007,"('unintelligent', 'intelligent')",0.51390684,0.6152179,0.2283166,0.1408889,0.0874277
47,0.031032827,0.0320213,"('stupid', 'smart')",5.8031917,5.837456,2.9171124,2.9347389,-0.0176265
76,-0.01939072,-0.04368113,"('anxious', 'daring')",0.33658588,0.49382466,0.1585976,0.2250718,-0.0664742
72,0.011443004,0.031001646,"('unambitious', 'ambitious')",-0.5010036,-0.32863143,-0.2447803,-0.1488149,-0.0959654
