,king_male,king_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,male-female
38,0.3167178,0.5519824,"('untruthful', 'truthful')",-0.14441092,-0.017079586,0.008685691,0.19748193,0.0603309,0.2441282,-0.1837973
54,0.3032679,0.44876462,"('incapable', 'capable')",-0.22592846,-0.08127256,1.1411253,1.5363182,0.4061549,0.6346034,-0.2284485
26,-0.2793647,-0.36280453,"('hardhearted', 'benevolent')",1.107975,1.0669186,0.96896905,1.0511284,0.5991931,0.5850808,0.0141123
86,0.27704117,0.3324929,"('uninfluential', 'influential')",0.037052996,-0.026279267,-0.45709053,-0.78043187,-0.0476655,-0.1580727,0.1104072
1,-0.27025804,-0.005404759,"('unfriendly', 'friendly')",0.19806832,0.33086753,1.256274,1.6781398,0.3946948,0.6678675,-0.2731727
50,-0.26893944,-0.2715195,"('clumsy', 'skillful')",-0.4425599,-0.4651748,0.41918394,0.5688169,-0.0974385,-0.0559591,-0.0414794
61,-0.26326093,-0.26282528,"('illogical', 'logical')",-0.45574966,-0.616186,0.18492219,0.039320707,-0.1780295,-0.2798969,0.1018674
71,0.26088214,0.35954648,"('diffident', 'self-confident')",1.2869201,1.2834929,0.4544096,0.63044053,0.6674039,0.7578266,-0.0904227
51,0.2374402,0.2824141,"('uneducated', 'educated')",0.023230843,-0.10769177,0.41754833,0.06542861,0.2260731,0.0800503,0.1460228
78,-0.23221046,0.08432953,"('nonresilient', 'resilient')",1.7847295,1.9169333,0.7769108,0.7399195,0.7764766,0.9137274,-0.1372508
20,-0.23163769,-0.22967191,"('rough', 'thoughtful')",0.34904277,0.2271218,1.1546106,1.05592,0.4240052,0.3511233,0.0728819
48,0.22514999,0.2665065,"('unintelligent', 'intelligent')",1.0167305,0.9953116,0.56008726,0.44967628,0.600656,0.5704981,0.0301579
81,-0.22406165,-0.21830419,"('submissive', 'aggressive')",0.50477874,0.33817372,-0.4965362,-0.9507228,-0.0719397,-0.2769511,0.2050114
23,0.22089036,0.33201903,"('insincere', 'sincere')",-0.4390994,-0.42203113,5.79401,5.851686,1.8586003,1.920558,-0.0619577
85,0.18825638,0.36236927,"('insignificant', 'prestigious')",0.56296974,0.7096584,0.015724853,0.6085806,0.2556503,0.5602028,-0.3045525
83,0.18115169,-0.006803237,"('powerless', 'powerful')",0.3750406,0.27093983,-1.0059963,-1.059568,-0.1499347,-0.2651438,0.1152091
42,-0.15841037,-0.04983084,"('unreliable', 'reliable')",-0.30314976,-0.28875685,-2.6802337,-2.7057245,-1.0472646,-1.0147707,-0.0324939
27,-0.1576388,-0.054449473,"('hardhearted', 'softhearted')",-0.30615285,-0.15635118,1.2677754,1.5867751,0.2679946,0.4586581,-0.1906635
79,0.1486469,0.3456328,"('wavering', 'unwavering')",-1.0594919,-0.97587895,-0.212604,0.12135638,-0.374483,-0.1696299,-0.2048531
11,-0.14168237,-0.098309025,"('unhelpful', 'helpful')",0.012985814,-0.08997674,2.1527832,1.9794074,0.6746955,0.5970406,0.0776549
82,0.1294573,0.15652043,"('poor', 'rich')",0.11915377,0.14804801,6.9195833,6.8395123,2.3893981,2.3813602,0.0080379
35,-0.119129285,0.19693261,"('corrupt', 'incorrupt')",-0.45768827,-0.2923572,-0.56372386,-0.052065007,-0.3801805,-0.0491632,-0.3310173
66,-0.11428209,0.08077007,"('inactive', 'active')",-1.2335765,-1.1534096,0.6400554,0.85655737,-0.2359344,-0.0720274,-0.163907
44,-0.10499646,-0.015913952,"('prejudiced', 'unprejudiced')",-1.1452051,-1.0767018,-1.4532484,-1.3379877,-0.90115,-0.8102012,-0.0909488
19,0.1040867,0.17085162,"('inhospitable', 'hospitable')",-0.7882243,-0.7025507,-0.17316137,0.03119238,-0.2857663,-0.1668356,-0.1189307
68,-0.10208143,-0.20779635,"('dependent', 'independent')",-0.67837936,-0.6625178,-0.35726905,-0.4343097,-0.3792433,-0.4348746,0.0556313
49,-0.09815091,0.08003703,"('unable', 'able')",0.49894986,0.55965585,0.41114086,0.5723492,0.2706466,0.404014,-0.1333674
88,-0.09111703,-0.17447522,"('low', 'eminent')",-0.442438,-0.427485,-0.00931414,-0.06721995,-0.1809564,-0.2230601,0.0421037
3,0.08156966,-0.033367258,"('repellent', 'pleasant')",-1.393078,-1.4336021,0.18758835,-0.17991424,-0.37464,-0.5489612,0.1743212
34,0.074517265,0.090051204,"('mean', 'honorable')",-0.33990023,-0.41274905,6.3672695,6.223721,2.0339622,1.9670078,0.0669544
41,0.059063554,0.17123824,"('unforgiving', 'forgiving')",0.43215042,0.27539173,-0.16874832,-0.3581469,0.1074886,0.0294944,0.0779942
21,-0.05478336,-0.020374864,"('immoral', 'moral')",-0.28410965,-0.514107,-0.73123693,-1.2861006,-0.35671,-0.6068608,0.2501508
10,-0.044908445,0.18857045,"('unsympathetic', 'sympathetic')",-1.2406902,-1.2015369,-0.22757792,-0.48712674,-0.5043922,-0.500031,-0.0043612
77,0.03658196,-0.029339304,"('unmotivated', 'motivated')",0.49184006,0.37823376,-1.0308284,-1.2655649,-0.1674688,-0.3055568,0.138088
59,0.006070938,0.10875647,"('foolish', 'wise')",0.25067458,0.37132913,0.18375151,0.7180719,0.1468323,0.3993858,-0.2525535
