,danaher_male,danaher_female,tuple,corp_male,corp_female,average_male,average_female,male-female
49,0.32143512,0.23388422,"('unable', 'able')",0.25540876,0.22090009,0.2884219,0.2273922,0.0610297
7,0.32095525,0.5269795,"('insensitive', 'sensitive')",0.29591876,0.37595016,0.308437,0.4514648,-0.1430278
0,0.32010219,0.67010665,"('unsociable', 'sociable')",-0.23582757,-0.11800503,0.0421373,0.2760508,-0.2339135
24,0.3110305,0.47439197,"('dishonest', 'honest')",0.22492532,0.21866468,0.2679779,0.3465283,-0.0785504
73,0.29259908,0.08393934,"('helpless', 'self-reliant')",-2.771532,-3.0203495,-1.2394664,-1.4682051,0.2287387
44,0.24119794,0.3108281,"('prejudiced', 'unprejudiced')",-1.1616865,-1.2600489,-0.4602443,-0.4746104,0.0143661
3,-0.23235269,-0.073668145,"('repellent', 'pleasant')",0.46721172,0.51582885,0.1174295,0.2210803,-0.1036508
71,0.23150662,0.05061335,"('diffident', 'self-confident')",0.70939344,0.7622066,0.47045,0.40641,0.06404
47,0.22470126,0.5562004,"('stupid', 'smart')",4.9289246,5.0306106,2.576813,2.7934055,-0.2165925
86,-0.21942395,0.07241464,"('uninfluential', 'influential')",-0.58254206,-0.35304725,-0.400983,-0.1403163,-0.2606667
59,-0.20265125,-0.40226382,"('foolish', 'wise')",0.2454042,0.21474764,0.0213765,-0.0937581,0.1151346
50,0.19454321,-0.05644627,"('clumsy', 'skillful')",0.26700807,0.21705239,0.2307756,0.0803031,0.1504725
41,0.17287017,0.23123175,"('unforgiving', 'forgiving')",-0.17935088,-0.15987965,-0.0032404,0.035676,-0.0389164
27,-0.1436736,-0.15828674,"('hardhearted', 'softhearted')",1.0604733,1.2022164,0.4583999,0.5219648,-0.0635649
51,-0.1395978,0.12427046,"('uneducated', 'educated')",0.07842261,0.2874115,-0.0305876,0.205841,-0.2364286
78,0.11782852,-0.088000014,"('nonresilient', 'resilient')",0.41736495,0.5248303,0.2675967,0.2184151,0.0491816
61,-0.11565469,0.028744303,"('illogical', 'logical')",0.47285694,0.6149071,0.1786011,0.3218257,-0.1432246
33,0.10650134,-0.011881262,"('wrong', 'right')",-0.7682774,-0.8277503,-0.330888,-0.4198158,0.0889278
83,0.10043427,0.15851913,"('powerless', 'powerful')",-0.76462746,-0.79272574,-0.3320966,-0.3171033,-0.0149933
20,-0.062638655,0.26950905,"('rough', 'thoughtful')",1.0017625,1.0356064,0.4695619,0.6525577,-0.1829958
34,0.048609234,0.03062461,"('mean', 'honorable')",5.728728,5.7434173,2.8886685,2.8870208,0.0016477
38,-0.041134994,-0.3204855,"('untruthful', 'truthful')",0.0039416514,-0.18204695,-0.0185967,-0.2512662,0.2326695
15,-0.03086964,0.106490046,"('boring', 'funny')",-0.18061563,-0.025327098,-0.1057426,0.0405815,-0.1463241
25,0.0015130835,-0.17456593,"('egoistic', 'altruistic')",1.4244517,1.3015772,0.7129824,0.5635056,0.1494768
68,0.0010844655,0.14628474,"('dependent', 'independent')",-0.5722529,-0.5123391,-0.2855842,-0.1830272,-0.102557
