,monsanto_male,monsanto_female,tuple,co_male,co_female,average_male,average_female,male-female
11,-0.6266464,-0.7860382,"('unhelpful', 'helpful')",2.2636867,2.4357157,0.8185201,0.8248388,-0.0063187
79,0.61310726,0.6752813,"('wavering', 'unwavering')",-0.7350558,-0.63008344,-0.0609743,0.0225989,-0.0835732
68,-0.57396406,-0.68191135,"('dependent', 'independent')",-1.4351525,-1.6713221,-1.0045583,-1.1766167,0.1720584
26,0.5726361,0.62280864,"('hardhearted', 'benevolent')",1.0277803,1.2692801,0.8002082,0.9460443,-0.1458361
21,-0.512338,-0.68948793,"('immoral', 'moral')",-0.5551635,-0.5985153,-0.5337508,-0.6440016,0.1102508
76,-0.49360907,-0.67195714,"('anxious', 'daring')",0.08649291,0.083641976,-0.2035581,-0.2941576,0.0905995
61,-0.4595768,-0.52268314,"('illogical', 'logical')",-0.18212593,-0.30814624,-0.3208514,-0.4154147,0.0945633
36,-0.45289746,-0.28696728,"('hostile', 'amicable')",-0.41133687,-0.3703247,-0.4321172,-0.328646,-0.1034712
2,-0.44826978,-0.35532472,"('unlikable', 'likable')",0.66547024,0.9096646,0.1086002,0.2771699,-0.1685697
5,0.4475629,0.6330587,"('distant', 'outgoing')",-0.7701888,-0.6494206,-0.161313,-0.0081809,-0.1531321
35,0.4373875,0.6934608,"('corrupt', 'incorrupt')",-0.9141801,-0.8408991,-0.2383963,-0.0737191,-0.1646772
17,-0.4364676,-0.31782275,"('nasty', 'nice')",-0.22149938,-0.27480948,-0.3289835,-0.2963161,-0.0326674
47,-0.43379724,-0.40579897,"('stupid', 'smart')",5.586064,5.6025314,2.5761333,2.5983663,-0.022233
51,-0.4310773,-0.61159897,"('uneducated', 'educated')",0.34943298,0.25378072,-0.0408222,-0.1789091,0.1380869
75,0.4085307,0.46699044,"('meek', 'impulsive')",-0.4970099,-0.47563064,-0.0442396,-0.0043201,-0.0399195
9,-0.39917797,-0.4027257,"('unaffectionate', 'caring')",0.7250868,0.9514996,0.1629544,0.2743869,-0.1114325
48,0.39622974,0.16307887,"('unintelligent', 'intelligent')",0.08484975,0.0367939,0.2405397,0.0999364,0.1406033
8,-0.36624324,-0.3915571,"('unaffectionate', 'affectionate')",0.15739128,0.4091334,-0.104426,0.0087882,-0.1132142
41,-0.3370783,-0.5185908,"('unforgiving', 'forgiving')",0.014072487,0.07473553,-0.1615029,-0.2219276,0.0604247
82,-0.32939962,-0.36322358,"('poor', 'rich')",6.29207,6.2562747,2.9813352,2.9465256,0.0348096
64,-0.325801,-0.4011593,"('shy', 'confident')",-6.0770426,-6.089239,-3.2014217,-3.2451992,0.0437775
32,-0.3227901,-0.41993338,"('unkind', 'kind')",0.8734403,1.0379214,0.2753251,0.308994,-0.0336689
62,-0.32179606,-0.4620534,"('incompetent', 'brilliant')",0.2630373,0.38650963,-0.0293794,-0.0377719,0.0083925
50,-0.3053276,-0.52490866,"('clumsy', 'skillful')",-0.23262553,-0.27748042,-0.2689766,-0.4011945,0.1322179
72,-0.29357812,-0.32764482,"('unambitious', 'ambitious')",-0.34555098,-0.33029637,-0.3195646,-0.3289706,0.009406
20,0.28403062,0.11126886,"('rough', 'thoughtful')",0.61368114,0.43098545,0.4488559,0.2711272,0.1777287
31,-0.28232345,-0.0026305085,"('evil', 'good')",-1.2104453,-1.2852226,-0.7463844,-0.6439266,-0.1024578
44,0.26880315,0.31953728,"('prejudiced', 'unprejudiced')",-1.0600387,-1.0243454,-0.3956178,-0.3524041,-0.0432137
67,0.26806122,0.36343512,"('doubtful', 'determined')",-0.06805297,0.047940355,0.1000041,0.2056877,-0.1056836
29,-0.25941575,-0.2475054,"('unfair', 'fair')",-0.5848589,-0.77629274,-0.4221373,-0.5118991,0.0897618
49,-0.24326968,-0.29279858,"('unable', 'able')",-0.4522751,-0.35268217,-0.3477724,-0.3227404,-0.025032
38,-0.22536394,-0.26202962,"('untruthful', 'truthful')",-0.05621977,0.13920541,-0.1407919,-0.0614121,-0.0793798
1,-0.21255265,-0.17385682,"('unfriendly', 'friendly')",1.0398262,1.1670007,0.4136367,0.4965719,-0.0829352
25,0.21163277,0.31751382,"('egoistic', 'altruistic')",0.8950165,1.0242052,0.5533246,0.6708595,-0.1175349
40,-0.1957046,-0.38113624,"('stingy', 'generous')",-2.6443267,-2.978568,-1.4200157,-1.6798521,0.2598364
34,-0.19295435,-0.17155352,"('mean', 'honorable')",5.415537,5.4140205,2.6112912,2.6212335,-0.0099423
88,0.19271842,0.18573809,"('low', 'eminent')",-0.38432705,-0.07020222,-0.0958043,0.0577679,-0.1535722
15,0.19075221,0.3818819,"('boring', 'funny')",0.42488676,0.6667063,0.3078195,0.5242941,-0.2164746
80,-0.17842412,-0.50393933,"('dominated', 'dominating')",-0.56453377,-0.77223045,-0.3714789,-0.6380849,0.266606
16,-0.17385069,-0.25244465,"('unpopular', 'popular')",0.46669176,0.40114677,0.1464205,0.0743511,0.0720694
6,0.16258082,0.3233642,"('distant', 'open')",-0.61956584,-0.5869901,-0.2284925,-0.131813,-0.0966795
39,-0.14629214,0.01692111,"('exploitative', 'cooperative')",0.26341113,0.42494357,0.0585595,0.2209323,-0.1623728
71,0.13805608,0.25090265,"('diffident', 'self-confident')",0.08204893,0.28190747,0.1100525,0.266405,-0.1563525
52,0.09952365,0.24456273,"('irrational', 'rational')",-0.33727667,-0.20877692,-0.1188765,0.0178929,-0.1367694
87,0.0867024,0.0093694655,"('unsuccessful', 'successful')",0.3181398,0.24086866,0.2024211,0.1251191,0.077302
4,-0.078344434,0.0152053535,"('disliked', 'liked')",-7.345676,-7.2632837,-3.7120101,-3.6240392,-0.0879709
74,-0.066140376,-0.2954006,"('undedicated', 'dedicated')",-0.35286278,-0.2504679,-0.2095016,-0.2729343,0.0634327
66,-0.06176757,-0.018198058,"('inactive', 'active')",0.24641004,-0.0025206534,0.0923212,-0.0103594,0.1026806
83,0.029982291,0.043817148,"('powerless', 'powerful')",-1.0929551,-0.9877609,-0.5314864,-0.4719719,-0.0595145
78,0.022195335,-0.4305239,"('nonresilient', 'resilient')",-0.3796213,-0.47647938,-0.178713,-0.4535016,0.2747886
42,-0.02202912,-0.11299572,"('unreliable', 'reliable')",-2.97741,-3.0197668,-1.4997196,-1.5663812,0.0666616
56,0.005865339,-0.044971906,"('impractical', 'practical')",0.021724058,0.26632902,0.0137947,0.1106786,-0.0968839
