,mckesson_male,mckesson_female,tuple,inc_male,inc_female,average_male,average_female,male-female
81,-1.6829127,-1.4709146,"('submissive', 'aggressive')",-0.8033303,-0.76933193,-1.2431215,-1.1201233,-0.1229982
62,-1.6436386,-1.1896485,"('incompetent', 'brilliant')",0.23436984,0.3306169,-0.7046344,-0.4295158,-0.2751186
55,-1.6004249,-1.2331848,"('incompetent', 'clever')",0.30511162,0.18491587,-0.6476566,-0.5241345,-0.1235221
65,-1.5818995,-1.5153211,"('insecure', 'secure')",-0.51770735,-0.62160766,-1.0498035,-1.0684644,0.0186609
56,-1.4938071,-0.9671565,"('impractical', 'practical')",-0.15039349,-0.07673872,-0.8221003,-0.5219476,-0.3001527
45,-1.4765408,-0.9578036,"('incompetent', 'competent')",-0.32791144,-0.34816837,-0.9022261,-0.652986,-0.2492401
60,-1.4442755,-1.0255369,"('inefficient', 'efficient')",0.25632933,0.17000036,-0.5939731,-0.4277683,-0.1662048
73,1.4242017,1.3172407,"('helpless', 'self-reliant')",-2.4427383,-2.4936295,-0.5092683,-0.5881944,0.0789261
5,1.381256,0.9967787,"('distant', 'outgoing')",-0.1607354,-0.29157668,0.6102603,0.352601,0.2576593
12,-1.3673156,-1.0691255,"('unsupportive', 'supportive')",-1.368305,-1.143592,-1.3678102,-1.1063588,-0.2614514
3,-1.3193103,-1.1953752,"('repellent', 'pleasant')",0.12709825,-0.07952408,-0.5961061,-0.6374496,0.0413435
72,-1.301155,-1.3797721,"('unambitious', 'ambitious')",-0.9742728,-1.0832102,-1.1377139,-1.2314911,0.0937772
22,-1.2994734,-1.1138409,"('untrustworthy', 'trustworthy')",-1.0101444,-1.074794,-1.1548089,-1.0943174,-0.0604915
59,1.2342918,1.0098765,"('foolish', 'wise')",0.34127414,0.27356917,0.787783,0.6417228,0.1460602
30,-1.2060574,-0.9028175,"('intolerant', 'tolerant')",1.0352381,0.9355696,-0.0854096,0.016376,-0.1017856
47,-1.204641,-1.2436429,"('stupid', 'smart')",4.3543773,4.28444,1.5748682,1.5203986,0.0544696
6,1.1879675,0.77462965,"('distant', 'open')",0.0699673,-0.0016909651,0.6289674,0.3864693,0.2424981
36,1.1534927,0.5160333,"('hostile', 'amicable')",0.40807033,0.14848952,0.7807815,0.3322614,0.4485201
7,-1.141234,-0.87788814,"('insensitive', 'sensitive')",0.5074163,0.61319596,-0.3169089,-0.1323461,-0.1845628
58,-1.1350561,-1.0463214,"('undiscriminating', 'discriminating')",0.24196383,0.30517018,-0.4465461,-0.3705756,-0.0759705
44,1.1297218,1.1549542,"('prejudiced', 'unprejudiced')",-1.5724849,-1.4794462,-0.2213815,-0.162246,-0.0591355
31,1.1003941,0.6883989,"('evil', 'good')",-0.87349665,-1.092282,0.1134487,-0.2019416,0.3153903
1,-1.0811722,-1.2711529,"('unfriendly', 'friendly')",1.7567116,1.6271696,0.3377697,0.1780084,0.1597613
75,1.0219333,0.78469867,"('meek', 'impulsive')",-0.38394672,-0.46319255,0.3189933,0.1607531,0.1582402
13,-1.0182822,-0.7755926,"('impolite', 'polite')",-0.6703486,-0.63645375,-0.8443154,-0.7060232,-0.1382922
34,-0.9937611,-0.8469327,"('mean', 'honorable')",5.680014,5.798307,2.3431265,2.475687,-0.1325605
4,0.98577946,0.9316555,"('disliked', 'liked')",-5.7977505,-5.653688,-2.4059856,-2.3610163,-0.0449693
41,-0.9347103,-0.93670535,"('unforgiving', 'forgiving')",-0.19723189,-0.24291132,-0.5659711,-0.5898083,0.0238372
79,0.9246508,0.7761357,"('wavering', 'unwavering')",0.25855383,0.22287202,0.5916023,0.4995039,0.0920984
32,-0.8828188,-0.8274348,"('unkind', 'kind')",0.8132113,0.79505706,-0.0348037,-0.0161889,-0.0186148
83,-0.8631675,-0.7787998,"('powerless', 'powerful')",-0.7589376,-0.7443378,-0.8110526,-0.7615688,-0.0494838
80,-0.86211145,-0.47571138,"('dominated', 'dominating')",-1.302463,-0.99531484,-1.0822873,-0.7355131,-0.3467742
61,-0.85884184,-0.94657546,"('illogical', 'logical')",0.46005028,0.41616842,-0.1993958,-0.2652035,0.0658077
28,-0.8583815,-0.78403205,"('disloyal', 'loyal')",0.6925847,0.70204216,-0.0828984,-0.0409949,-0.0419035
33,0.8563422,0.6733041,"('wrong', 'right')",-0.71304107,-0.70755523,0.0716506,-0.0171256,0.0887762
51,-0.8530683,-0.4622872,"('uneducated', 'educated')",0.7817341,0.86660385,-0.0356671,0.2021583,-0.2378254
25,0.83587164,0.55040646,"('egoistic', 'altruistic')",1.5873777,1.5017035,1.2116246,1.026055,0.1855696
38,-0.8212437,-0.644361,"('untruthful', 'truthful')",-0.019171722,0.013874207,-0.4202077,-0.3152434,-0.1049643
66,0.80485296,0.6018623,"('inactive', 'active')",0.81542164,0.9854547,0.8101373,0.7936585,0.0164788
50,0.73475844,0.8700084,"('clumsy', 'skillful')",0.49386668,0.53922874,0.6143125,0.7046186,-0.0903061
24,-0.72674155,-0.66086894,"('dishonest', 'honest')",0.50895804,0.3504871,-0.1088918,-0.1551909,0.0462991
82,-0.72257066,-0.51502395,"('poor', 'rich')",5.1774874,4.9920278,2.2274585,2.238502,-0.0110435
76,-0.69445777,-0.49001342,"('anxious', 'daring')",0.25899056,0.28630894,-0.2177336,-0.1018522,-0.1158814
2,0.6554115,0.67889816,"('unlikable', 'likable')",0.5464511,0.67807275,0.6009313,0.6784855,-0.0775542
19,0.6295522,0.56372064,"('inhospitable', 'hospitable')",0.2083505,0.19972253,0.4189513,0.3817216,0.0372297
78,-0.62307584,-0.29267406,"('nonresilient', 'resilient')",0.81528777,1.027603,0.096106,0.3674645,-0.2713585
26,0.5964233,0.34684464,"('hardhearted', 'benevolent')",1.9301306,1.8162831,1.2632769,1.0815638,0.1817131
77,-0.5861449,-0.2552902,"('unmotivated', 'motivated')",-0.731883,-0.72057706,-0.659014,-0.4879336,-0.1710804
49,-0.58301836,-0.54780257,"('unable', 'able')",-0.028694637,0.025098607,-0.3058565,-0.261352,-0.0445045
88,-0.5819486,-0.77137977,"('low', 'eminent')",0.3828686,0.30587992,-0.09954,-0.2327499,0.1332099
53,-0.5594598,-0.70750946,"('uncreative', 'creative')",0.92145455,0.7772655,0.1809974,0.034878,0.1461194
16,0.5543594,0.38975224,"('unpopular', 'popular')",0.50330603,0.52359927,0.5288327,0.4566758,0.0721569
87,0.4963655,0.64851856,"('unsuccessful', 'successful')",1.1231587,1.294609,0.8097621,0.9715638,-0.1618017
68,-0.47571564,-0.4610646,"('dependent', 'independent')",-0.061151218,-0.05579798,-0.2684334,-0.2584313,-0.0100021
20,-0.47088248,-0.56382793,"('rough', 'thoughtful')",1.5000968,1.3194039,0.5146072,0.377788,0.1368192
39,0.44589448,0.407095,"('exploitative', 'cooperative')",0.2131215,0.041007403,0.329508,0.2240512,0.1054568
52,0.40912145,-0.17220792,"('irrational', 'rational')",0.24593765,0.08275145,0.3275295,-0.0447282,0.3722577
27,-0.35834256,-0.40332958,"('hardhearted', 'softhearted')",1.2757267,1.3621606,0.4586921,0.4794155,-0.0207234
71,0.33601952,0.3655559,"('diffident', 'self-confident')",0.5381334,0.78284943,0.4370764,0.5742027,-0.1371263
8,0.30885267,0.037197605,"('unaffectionate', 'affectionate')",0.8787166,0.753899,0.5937846,0.3955483,0.1982363
29,0.2865218,0.2162374,"('unfair', 'fair')",-0.29919803,-0.5256759,-0.0063381,-0.1547192,0.1483811
84,0.27337953,0.18872353,"('inferior', 'superior')",1.4106998,1.3010682,0.8420397,0.7448959,0.0971438
37,-0.2162866,0.07112769,"('fake', 'genuine')",0.41075355,0.4818552,0.0972335,0.2764915,-0.179258
15,0.1669291,-0.13975349,"('boring', 'funny')",0.22085442,0.115686126,0.1938918,-0.0120337,0.2059255
40,-0.15664278,-0.22210038,"('stingy', 'generous')",-1.2469766,-1.2486149,-0.7018097,-0.7353576,0.0335479
64,-0.15592837,-0.048688825,"('shy', 'confident')",-5.801795,-5.779455,-2.9788618,-2.914072,-0.0647898
17,-0.13725016,-0.40880647,"('nasty', 'nice')",-0.34847257,-0.49079788,-0.2428614,-0.4498022,0.2069408
54,0.103180006,0.119442336,"('incapable', 'capable')",1.157694,1.1355437,0.630437,0.627493,0.002944
67,-0.08564811,0.078859955,"('doubtful', 'determined')",-0.58426875,-0.6720862,-0.3349584,-0.2966131,-0.0383453
42,-0.07995972,0.22927871,"('unreliable', 'reliable')",-2.9103103,-2.6310456,-1.4951349,-1.2008834,-0.2942515
74,-0.05472067,0.330545,"('undedicated', 'dedicated')",0.19961289,0.4204834,0.0724461,0.3755142,-0.3030681
18,-0.04615725,-0.12333476,"('disagreeable', 'welcoming')",-0.47872424,-0.5193312,-0.2624407,-0.321333,0.0588923
9,0.001294151,-0.200438,"('unaffectionate', 'caring')",1.093165,1.1178988,0.5472296,0.4587304,0.0884992
