,penney_male,penney_female,tuple,jc_male,jc_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
87,0.71999574,0.84699285,"('unsuccessful', 'successful')",1.388825,1.3074327,1.2346983,1.3204584,0.77781487,0.80825514,1.0303335,1.0707848,-0.0404513
63,-0.7021277,-0.7656429,"('unperceptive', 'insightful')",-0.008263916,-0.060621195,0.02624347,-0.1883969,0.8899466,0.8932074,0.0514496,-0.0303634,0.081813
71,0.70051265,0.78407234,"('diffident', 'self-confident')",1.964962,1.9222488,0.016636405,-0.07982572,0.79863644,0.65975577,0.8701869,0.8215628,0.0486241
5,0.68648976,0.89279085,"('distant', 'outgoing')",1.6164426,1.7549864,-0.41387457,-0.3230795,0.1965654,0.19306548,0.5214058,0.6294408,-0.108035
6,0.6844481,0.89398146,"('distant', 'open')",1.6228191,1.7580059,-0.32652676,-0.27507412,1.2569294,1.149256,0.8094175,0.8815423,-0.0721248
62,-0.6831888,-0.6297553,"('incompetent', 'brilliant')",-0.18354073,-0.228307,-0.3122634,-0.34389684,-0.28690386,-0.13670921,-0.3664742,-0.3346671,-0.0318071
33,0.64792573,0.58356786,"('wrong', 'right')",1.2735581,1.0611268,0.1408927,0.03653457,0.10682781,-0.024919514,0.5423011,0.4140774,0.1282237
39,0.6438799,0.6392309,"('exploitative', 'cooperative')",1.9928929,1.911452,1.8841213,1.7874788,0.07646653,0.049393788,1.1493402,1.0968889,0.0524513
7,-0.6418169,-0.7573902,"('insensitive', 'sensitive')",-0.54856056,-0.5528308,-0.7989618,-0.9829877,0.78379214,0.7220741,-0.3013868,-0.3927836,0.0913968
47,-0.6407924,-0.42090636,"('stupid', 'smart')",0.042429343,0.17352977,0.669448,0.808519,5.5376697,5.549591,1.4021887,1.5276834,-0.1254947
50,0.63154113,0.607747,"('clumsy', 'skillful')",0.19555634,0.21703452,0.12924674,0.20615168,0.6693799,0.741999,0.406431,0.4432331,-0.0368021
36,0.6219207,0.6587621,"('hostile', 'amicable')",1.1629586,1.2665048,0.04495687,0.11072789,1.2531662,1.0581588,0.7707506,0.7735384,-0.0027878
25,0.57969356,0.5974373,"('egoistic', 'altruistic')",1.3245763,1.2478088,0.76520765,0.82869285,1.7535455,1.6872762,1.1057558,1.0903038,0.015452
20,-0.5777382,-0.43131068,"('rough', 'thoughtful')",0.5495102,0.69461685,0.5235212,0.6463797,0.6674238,0.70658946,0.2906792,0.4040688,-0.1133896
56,-0.57261634,-0.41711447,"('impractical', 'practical')",0.03986274,0.1586168,0.57950675,0.5477302,-0.6239707,-0.43797022,-0.1443044,-0.0371844,-0.10712
61,-0.54866946,-0.41424784,"('illogical', 'logical')",1.2356027,1.1743603,-0.26536244,-0.32573864,0.016660593,0.016125549,0.1095579,0.1126248,-0.0030669
79,0.5457638,0.6086937,"('wavering', 'unwavering')",-0.096629545,-0.07950045,-0.9299833,-0.880975,0.4508212,0.37193763,-0.007507,0.005039,-0.012546
15,0.51344097,0.66525185,"('boring', 'funny')",1.6237359,1.5976545,0.57218546,0.7820278,0.2702828,0.3851336,0.7449113,0.8575169,-0.1126056
85,0.50896007,0.6403792,"('insignificant', 'prestigious')",1.4065715,1.473708,-0.06965332,0.116369516,1.6528939,1.5723133,0.874693,0.9506925,-0.0759995
44,0.4681653,0.6070272,"('prejudiced', 'unprejudiced')",-0.512758,-0.5044153,-0.03028714,-0.031449575,-1.4232998,-1.3887953,-0.3745449,-0.3294082,-0.0451367
19,0.46634924,0.6261898,"('inhospitable', 'hospitable')",1.5057968,1.5499735,-0.20296451,0.0035671338,0.22530065,0.22379541,0.4986205,0.6008815,-0.102261
40,-0.45448554,-0.6116796,"('stingy', 'generous')",0.23591332,0.30339772,-0.24250501,-0.375179,-1.508774,-1.5751661,-0.4924628,-0.5646567,0.0721939
49,-0.43871146,-0.2102775,"('unable', 'able')",-0.19659501,-0.15297632,-0.8853222,-0.7317121,-0.7172219,-0.5665958,-0.5594627,-0.4153904,-0.1440723
73,0.43773586,0.5285651,"('helpless', 'self-reliant')",1.2387466,1.3515198,0.8787699,1.0334846,-3.4167712,-3.3446684,-0.2153797,-0.1077747,-0.107605
29,-0.41611814,-0.44348675,"('unfair', 'fair')",0.04012586,-0.03519753,-0.25711977,-0.33515292,-0.7207828,-0.80088127,-0.3384737,-0.4036796,0.0652059
18,-0.40869883,-0.2974913,"('disagreeable', 'welcoming')",-0.038784854,0.14541519,-0.972312,-0.7875572,-0.16153078,-0.12682532,-0.3953316,-0.2666146,-0.128717
28,-0.37927195,-0.3885733,"('disloyal', 'loyal')",0.21781425,0.23198009,-0.66533524,-0.7100882,1.1669706,1.1432376,0.0850444,0.069139,0.0159054
34,-0.35620984,-0.22859211,"('mean', 'honorable')",-0.44404194,-0.3809046,0.15322977,0.15396033,6.138953,6.1069207,1.3729827,1.4128461,-0.0398634
12,-0.29573855,-0.420063,"('unsupportive', 'supportive')",0.93793344,0.90075964,-0.8188301,-1.0141201,-1.8808421,-1.911818,-0.5143693,-0.6113104,0.0969411
9,0.2903551,0.24655168,"('unaffectionate', 'caring')",1.4837565,1.4349399,-0.5144094,-0.65712833,2.1337564,2.0360432,0.8483647,0.7651016,0.0832631
76,-0.24381739,-0.33320656,"('anxious', 'daring')",-0.58707905,-0.675903,0.3585818,0.21508148,-1.0164111,-0.83737576,-0.3721814,-0.407851,0.0356696
54,0.21854287,0.27930492,"('incapable', 'capable')",1.4968314,1.4667349,-0.5381745,-0.5102574,1.3234589,1.3716676,0.6251646,0.6518625,-0.0266979
75,0.21793625,0.35061482,"('meek', 'impulsive')",-1.0357344,-1.0317874,-0.8136402,-0.7325576,-0.28761974,-0.3699511,-0.4797645,-0.4459203,-0.0338442
37,0.18243334,0.096898735,"('fake', 'genuine')",0.089443386,-0.061331853,-0.26960498,-0.3907655,0.3769105,0.37456858,0.0947956,0.0048425,0.0899531
16,-0.1737033,-0.09616868,"('unpopular', 'popular')",-0.27569857,-0.21136425,-0.36378962,-0.057513565,1.30408,1.3239696,0.1227221,0.2397308,-0.1170087
26,-0.16671588,0.0962075,"('hardhearted', 'benevolent')",2.1981676,2.4550216,1.4639678,1.7255524,1.7658715,1.7479603,1.3153228,1.5061855,-0.1908627
31,0.14584678,0.2764679,"('evil', 'good')",1.0144111,1.2081242,0.18490823,0.45829415,-0.48991483,-0.5239334,0.2138128,0.3547382,-0.1409254
13,-0.13437131,-0.09132312,"('impolite', 'polite')",-0.7745787,-0.89469826,-0.22508352,-0.33264485,-0.6672096,-0.6012498,-0.4503108,-0.479979,0.0296682
59,-0.13295113,-0.1674989,"('foolish', 'wise')",1.8643612,1.8621017,0.32110152,0.36342674,1.0965635,1.0649965,0.7872688,0.7807565,0.0065123
41,-0.1291962,-0.008125015,"('unforgiving', 'forgiving')",0.039894428,0.2895895,-0.19691424,-0.022695664,-0.06517746,-0.071093954,-0.0878484,0.0469187,-0.1347671
84,-0.117944986,-0.12850021,"('inferior', 'superior')",0.47003144,0.36005747,0.5892522,0.539773,0.5322456,0.4109606,0.368396,0.2955727,0.0728233
67,-0.11523567,-0.049317546,"('doubtful', 'determined')",0.29408807,0.26757896,0.43442833,0.42848223,-0.58131385,-0.51001537,0.0079917,0.0341821,-0.0261904
74,-0.10197079,-0.11120741,"('undedicated', 'dedicated')",1.3415544,1.4638119,0.42382085,0.40397972,0.25467974,0.25937393,0.479521,0.5039895,-0.0244685
38,-0.067292884,0.07722433,"('untruthful', 'truthful')",-0.11514184,0.016777039,-1.0213027,-0.98214084,0.16848479,0.18710992,-0.2588131,-0.1752574,-0.0835557
52,0.06624336,0.12938997,"('irrational', 'rational')",1.7066362,1.7107499,-0.46998838,-0.3250301,1.0114634,0.8990281,0.5785887,0.6035345,-0.0249458
80,-0.05619,-0.070295624,"('dominated', 'dominating')",-0.8786004,-0.9911389,-0.24672697,-0.2762971,-1.6968793,-1.6182997,-0.7195991,-0.7390078,0.0194087
27,0.053351026,-0.25399798,"('hardhearted', 'softhearted')",0.882999,0.6279121,0.33710784,-0.17473656,1.8083204,1.4739774,0.7704446,0.4182888,0.3521558
17,0.04296755,0.17559381,"('nasty', 'nice')",-0.2817407,-0.114721745,-0.30410135,-0.21391633,-1.1100997,-1.067122,-0.4132435,-0.3050416,-0.1082019
32,0.039481685,0.074303545,"('unkind', 'kind')",-0.27765012,-0.2402364,0.1174931,0.053986967,0.80128664,0.7391309,0.1701528,0.1567962,0.0133566
42,0.02267148,-0.036999032,"('unreliable', 'reliable')",0.6563971,0.7202677,0.53466463,0.61861455,-3.1290865,-2.9126253,-0.4788383,-0.4026855,-0.0761528
4,-0.008853,0.13191846,"('disliked', 'liked')",0.24200808,0.47197223,-0.092195585,0.091755405,-6.822412,-6.727419,-1.6703632,-1.5079432,-0.16242
