,pulte_male,pulte_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
37,0.85604477,0.95124245,"('fake', 'genuine')",0.369369,0.39991447,0.4189004,0.45689985,0.5481047,0.6026856,-0.0545809
77,-0.823763,-0.7303094,"('unmotivated', 'motivated')",0.7018974,0.6093479,-1.0062793,-0.95824784,-0.3760483,-0.3597364,-0.0163119
72,-0.8067573,-0.51550967,"('unambitious', 'ambitious')",0.5973544,0.683383,-1.1439867,-0.822939,-0.4511298,-0.2183552,-0.2327746
51,-0.800911,-0.7293158,"('uneducated', 'educated')",0.9512375,0.7450546,0.81266725,0.73780465,0.3209979,0.2511811,0.0698168
32,-0.7911027,-0.45756927,"('unkind', 'kind')",0.86987746,0.8701773,0.87701696,0.950765,0.3185972,0.4544577,-0.1358605
58,-0.7698722,-0.60478306,"('undiscriminating', 'discriminating')",0.76592255,0.7243142,0.1892581,0.13953741,0.0617695,0.0863562,-0.0245867
59,0.73595023,0.7347912,"('foolish', 'wise')",-1.3014593,-1.1907413,0.2967303,0.47900358,-0.0895929,0.0076845,-0.0972774
7,-0.73291713,-0.6220041,"('insensitive', 'sensitive')",0.39061302,0.30323255,0.8008657,0.82783514,0.1528539,0.1696879,-0.016834
82,-0.72192645,-0.41779816,"('poor', 'rich')",0.064174145,0.17972918,5.429019,5.721911,1.5904223,1.8279473,-0.237525
38,-0.68546647,-0.29336888,"('untruthful', 'truthful')",-0.99650943,-0.78297836,0.18402404,0.35489535,-0.4993172,-0.240484,-0.2588332
40,-0.6813718,-0.30654877,"('stingy', 'generous')",0.33306998,0.5147222,-1.5203938,-1.2992553,-0.6228986,-0.363694,-0.2592046
75,0.67256653,0.7534181,"('meek', 'impulsive')",-1.6064279,-1.3355448,-0.5748285,-0.28108686,-0.5028966,-0.2877379,-0.2151587
2,0.648944,0.972732,"('unlikable', 'likable')",1.7076321,1.8391855,0.54018366,0.78934395,0.9655865,1.2004205,-0.234834
39,0.6449832,0.4087534,"('exploitative', 'cooperative')",1.7628294,1.4432251,0.18026546,-0.050462008,0.8626927,0.6005055,0.2621872
60,-0.6132695,-0.29516134,"('inefficient', 'efficient')",2.040035,2.0067549,0.1957321,0.28773305,0.5408325,0.6664422,-0.1256097
63,-0.59722817,-0.43354854,"('unperceptive', 'insightful')",1.2660083,1.130358,1.3152016,1.2758813,0.6613272,0.6575636,0.0037636
65,-0.5911692,-0.62412995,"('insecure', 'secure')",1.0283954,0.6900399,-0.36845568,-0.3490344,0.0229235,-0.0943748,0.1172983
33,0.57968676,0.71498066,"('wrong', 'right')",-0.16679065,-0.009896599,-0.29583246,-0.26469246,0.0390212,0.1467972,-0.107776
15,0.57379436,0.62106407,"('boring', 'funny')",-1.1925907,-1.2432563,0.31079593,0.37706253,-0.1026668,-0.0817099,-0.0209569
87,-0.54383665,-0.49873522,"('unsuccessful', 'successful')",1.153955,1.1222798,0.7667413,0.8040969,0.4589532,0.4758805,-0.0169273
70,-0.52616656,-0.32924265,"('lethargic', 'energetic')",0.82056564,0.7309954,0.62881345,0.70710635,0.3077375,0.3696197,-0.0618822
49,-0.4937938,-0.50662494,"('unable', 'able')",-0.78534037,-0.8236993,-0.46674627,-0.27296433,-0.5819601,-0.5344295,-0.0475306
18,-0.49089104,-0.2069025,"('disagreeable', 'welcoming')",-0.5690309,-0.47743475,-0.5304094,-0.40863016,-0.5301104,-0.3643225,-0.1657879
71,-0.47838563,-0.6135163,"('diffident', 'self-confident')",-0.004468348,0.030683976,0.55015457,0.36645788,0.0224335,-0.0721248,0.0945583
27,-0.46207717,-0.2747784,"('hardhearted', 'softhearted')",-0.23521286,-0.11385001,1.4121337,1.4086612,0.2382812,0.340011,-0.1017298
81,-0.45642918,-0.43228686,"('submissive', 'aggressive')",2.023948,1.6769629,-0.39570662,-0.37562662,0.390604,0.2896831,0.1009209
74,-0.45251387,-0.15647787,"('undedicated', 'dedicated')",1.2666819,1.312664,-0.031059356,-0.021336105,0.2610362,0.3782833,-0.1172471
13,-0.44951472,-0.21024539,"('impolite', 'polite')",0.41753137,0.35318738,0.15841883,0.09874671,0.0421452,0.0805629,-0.0384177
22,-0.38692492,-0.16954887,"('untrustworthy', 'trustworthy')",0.6348897,0.5960997,-1.0961367,-0.9760043,-0.282724,-0.1831512,-0.0995728
30,-0.37614647,-0.26923865,"('intolerant', 'tolerant')",1.1309974,0.9176664,1.4545029,1.465979,0.7364513,0.7048022,0.0316491
29,0.36279336,0.344225,"('unfair', 'fair')",-0.49352285,-0.36532,-0.65857184,-0.5507847,-0.2631004,-0.1906266,-0.0724738
16,-0.36152092,-0.22274508,"('unpopular', 'popular')",-0.546316,-0.32506186,0.3905005,0.41975874,-0.1724455,-0.0426827,-0.1297628
80,-0.36121675,-0.5220688,"('dominated', 'dominating')",1.1763434,0.8452419,-1.1083851,-1.2035515,-0.0977528,-0.2934595,0.1957067
4,-0.35427913,-0.10883548,"('disliked', 'liked')",-0.86607647,-0.687966,-6.229753,-6.208765,-2.4833695,-2.3351889,-0.1481806
42,0.34979194,0.4343511,"('unreliable', 'reliable')",1.1828649,1.0264245,-2.8570545,-2.8935647,-0.4414659,-0.4775964,0.0361305
25,-0.3452818,-0.0748513,"('egoistic', 'altruistic')",-0.37790513,-0.19378793,1.0356408,1.1848881,0.1041513,0.3054163,-0.201265
5,-0.33858484,-0.02088857,"('distant', 'outgoing')",-2.1297731,-1.7872041,-0.32404408,-0.12085948,-0.9308007,-0.6429841,-0.2878166
50,0.33755007,0.40981254,"('clumsy', 'skillful')",-0.37475684,-0.29617584,0.15406913,0.33273983,0.0389541,0.1487922,-0.1098381
19,-0.33253658,-0.036270794,"('inhospitable', 'hospitable')",-1.6562927,-1.5035517,-0.16364688,0.012563378,-0.717492,-0.5090864,-0.2084056
34,-0.33123666,-0.29153216,"('mean', 'honorable')",0.43920973,0.467843,6.0243754,5.966248,2.0441162,2.0475197,-0.0034035
64,0.3198422,0.18292005,"('shy', 'confident')",1.0482852,0.91036016,-5.9943943,-6.0630302,-1.542089,-1.6565833,0.1144943
6,-0.3028384,-0.0031903721,"('distant', 'open')",-2.2840953,-2.000827,0.07284844,0.19703731,-0.8380284,-0.6023267,-0.2357017
17,-0.2510645,-0.17685758,"('nasty', 'nice')",-1.0451052,-1.0426525,-0.59781456,-0.49072343,-0.6313281,-0.5700778,-0.0612503
21,-0.25038937,-0.09660442,"('immoral', 'moral')",0.93077755,0.6850608,-0.6703334,-0.6672601,0.0033516,-0.0262679,0.0296195
79,-0.2410938,-0.058145497,"('wavering', 'unwavering')",-2.5146506,-2.212388,-0.27213332,-0.0571695,-1.0092926,-0.775901,-0.2333916
54,-0.24047837,-0.11729489,"('incapable', 'capable')",0.036266793,0.15375374,0.77123064,0.9597249,0.1890063,0.3320613,-0.143055
68,0.2116868,0.06217362,"('dependent', 'independent')",-0.08280486,-0.11259794,-0.35842004,-0.31994948,-0.0765127,-0.1234579,0.0469452
66,0.20496781,0.33411083,"('inactive', 'active')",0.33749261,0.5063334,1.0302052,1.1378807,0.5242219,0.6594416,-0.1352197
36,-0.1979849,-0.0071599185,"('hostile', 'amicable')",-1.867648,-1.6382058,-0.09811453,-0.08249367,-0.7212491,-0.5759531,-0.145296
47,-0.14575842,0.0046622977,"('stupid', 'smart')",0.75368243,0.84065086,5.0239887,5.189141,1.8773042,2.0114846,-0.1341804
76,0.13104,0.26396725,"('anxious', 'daring')",1.0397321,0.892263,0.27981684,0.392838,0.4835296,0.5163561,-0.0328265
85,-0.11771595,0.049200274,"('insignificant', 'prestigious')",-1.2141418,-1.0386295,0.35295862,0.3582529,-0.3262997,-0.2103921,-0.1159076
20,-0.069158725,-0.09039056,"('rough', 'thoughtful')",1.7587347,1.771605,1.2358917,1.2517095,0.9751559,0.9776413,-0.0024854
31,0.04743836,0.03071688,"('evil', 'good')",-1.7655238,-1.5720929,-1.3145388,-1.2560585,-1.0108747,-0.9324781,-0.0783966
83,-0.034892567,0.21693066,"('powerless', 'powerful')",0.3514116,0.45888785,-0.7912201,-0.8440833,-0.1582337,-0.0560883,-0.1021454
52,0.027787037,-0.12474028,"('irrational', 'rational')",-0.8820014,-0.9370479,-0.09630692,-0.09393278,-0.3168404,-0.3852403,0.0683999
56,0.020979054,0.26063377,"('impractical', 'practical')",1.3071843,1.3170968,0.23736793,0.19701801,0.5218438,0.5915829,-0.0697391
