,starbucks_male,starbucks_female,tuple,corp_male,corp_female,average_male,average_female,male-female
8,0.3620224,0.07627627,"('unaffectionate', 'affectionate')",0.44520378,0.15335414,0.4036131,0.1148152,0.2887979
28,0.36089012,0.19098502,"('disloyal', 'loyal')",1.7678529,1.6454158,1.0643715,0.9182004,0.1461711
21,0.35960948,0.4282453,"('immoral', 'moral')",-0.3508213,-0.1183022,0.0043941,0.1549716,-0.1505775
15,-0.29298025,-0.20959108,"('boring', 'funny')",-0.44064182,-0.40007913,-0.366811,-0.3048351,-0.0619759
81,-0.29291433,-0.12914604,"('submissive', 'aggressive')",-0.17291233,0.18852986,-0.2329133,0.0296919,-0.2626052
87,0.2861353,0.4582424,"('unsuccessful', 'successful')",0.48804322,0.88303304,0.3870893,0.6706377,-0.2835484
59,-0.27272913,-0.32629764,"('foolish', 'wise')",0.11377676,-0.12414167,-0.0794762,-0.2252197,0.1457435
29,-0.26899204,-0.14778103,"('unfair', 'fair')",-0.4017421,-0.55100346,-0.3353671,-0.3493922,0.0140251
67,0.26670775,0.1971955,"('doubtful', 'determined')",-0.433533,-0.5211048,-0.0834126,-0.1619547,0.0785421
22,-0.25481895,-0.08524346,"('untrustworthy', 'trustworthy')",-0.846328,-0.46693984,-0.5505735,-0.2760916,-0.2744819
46,-0.22034425,-0.079995826,"('uncompetitive', 'competitive')",-0.68864584,-0.24879995,-0.454495,-0.1643979,-0.2900971
41,0.20331936,0.40617263,"('unforgiving', 'forgiving')",-0.38896912,-0.3100478,-0.0928249,0.0480624,-0.1408873
36,0.19859971,-0.16994882,"('hostile', 'amicable')",-0.55063903,-1.0810887,-0.1760197,-0.6255187,0.449499
14,-0.18224485,0.026467033,"('antisocial', 'social')",-0.80146843,-0.29939684,-0.4918566,-0.1364649,-0.3553917
40,0.17490208,0.3845414,"('stingy', 'generous')",-1.8125445,-1.6900192,-0.8188212,-0.6527389,-0.1660823
35,-0.17450243,-0.41453183,"('corrupt', 'incorrupt')",-0.68261623,-1.1664354,-0.4285593,-0.7904836,0.3619243
82,-0.14055914,-0.17154859,"('poor', 'rich')",6.8686867,6.8396664,3.3640637,3.334059,0.0300047
0,-0.13932304,0.023487572,"('unsociable', 'sociable')",-0.2723062,0.021233188,-0.2058146,0.0223604,-0.228175
70,0.13746515,0.25494254,"('lethargic', 'energetic')",0.7863571,1.1509901,0.4619111,0.7029663,-0.2410552
55,0.10945313,0.25248936,"('incompetent', 'clever')",0.5592201,0.9296381,0.3343366,0.5910637,-0.2567271
13,-0.071302794,0.23735034,"('impolite', 'polite')",-0.6804095,-0.26456898,-0.3758561,-0.0136093,-0.3622468
88,-0.068166,-0.20691347,"('low', 'eminent')",-0.13397965,-0.2619995,-0.1010728,-0.2344565,0.1333837
68,0.008964891,0.045771323,"('dependent', 'independent')",-0.325456,-0.3027185,-0.1582455,-0.1284736,-0.0297719
77,0.0058415756,-0.28470632,"('unmotivated', 'motivated')",-1.124779,-0.97364235,-0.5594687,-0.6291744,0.0697057
