,becton_male,becton_female,tuple,dickinson_male,dickinson_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
19,0.3669772,0.32035545,"('inhospitable', 'hospitable')",-0.06597174,-0.24486245,-0.62694454,-0.38819036,0.18673642,0.25780562,-0.0348007,-0.0137229,-0.0210778
39,-0.35682526,-0.27244654,"('exploitative', 'cooperative')",0.5016486,0.41204378,0.004362326,-0.027953131,0.29482585,0.39437166,0.1110029,0.1265039,-0.015501
20,-0.33772886,-0.62051344,"('rough', 'thoughtful')",0.42957106,0.28064534,0.4927017,0.45479906,-0.49636152,-0.46905667,0.0220456,-0.0885314,0.110577
45,-0.33643192,-0.30173764,"('incompetent', 'competent')",1.153724,0.9753102,1.1060205,0.8750744,0.1613962,0.07402749,0.5211772,0.4056686,0.1155086
37,0.3363265,0.4059029,"('fake', 'genuine')",0.15409888,0.07022708,-0.14680524,-0.15502171,0.37853718,0.54547364,0.1805393,0.2166455,-0.0361062
50,0.32791883,0.2317913,"('clumsy', 'skillful')",-0.24581917,-0.20440005,1.1562241,1.2957883,0.80855334,0.8467041,0.5117193,0.5424709,-0.0307516
82,-0.2833626,-0.2374945,"('poor', 'rich')",-0.049226407,0.13157427,0.06571908,0.18127578,5.0441303,4.8849673,1.1943151,1.2400807,-0.0457656
74,-0.27322686,-0.38453037,"('undedicated', 'dedicated')",0.8778973,0.81794214,1.0590559,1.0638125,0.33959734,0.4354365,0.5008309,0.4831652,0.0176657
4,0.2680175,0.019443972,"('disliked', 'liked')",-1.4305738,-1.5444844,-0.026045062,-0.1632292,-6.2149506,-6.16951,-1.850888,-1.9644449,0.1135569
54,-0.23782597,-0.3500741,"('incapable', 'capable')",-0.8521772,-0.57714677,0.34232026,0.45177206,0.5685529,0.663216,-0.0447825,0.0469418,-0.0917243
70,0.22501522,-0.08208077,"('lethargic', 'energetic')",0.82986337,0.54845697,0.5105972,0.23549709,0.020266298,0.16220048,0.3964355,0.2160184,0.1804171
5,0.2206112,0.2669074,"('distant', 'outgoing')",-0.8861864,-0.825596,0.24689321,0.41476396,-0.44090733,-0.24713711,-0.2148973,-0.0977654,-0.1171319
84,0.20549372,0.26911402,"('inferior', 'superior')",1.6251343,1.3485713,1.3144963,1.1884221,0.5895335,0.41156444,0.9336645,0.804418,0.1292465
51,-0.20434003,0.115058325,"('uneducated', 'educated')",0.5447026,0.83645505,0.22613329,0.3563595,-0.33018246,-0.24374694,0.0590783,0.2660315,-0.2069532
47,0.19031371,-0.13984922,"('stupid', 'smart')",0.5246465,0.52331144,0.8774877,0.89344025,4.327557,4.2527084,1.4800012,1.3824027,0.0975985
36,0.17508833,-0.31473684,"('hostile', 'amicable')",-1.8373893,-1.9879937,-0.42903596,-0.22598255,-0.04624887,-0.11060129,-0.5343965,-0.6598286,0.1254321
3,-0.15655261,-0.21556993,"('repellent', 'pleasant')",-1.0336319,-1.0208484,-0.9572287,-0.9355625,0.7124957,0.5652138,-0.3587294,-0.4016918,0.0429624
13,0.14354096,0.60457736,"('impolite', 'polite')",0.9102421,1.1268281,-0.007875856,-0.07064031,0.14941996,0.20652218,0.2988318,0.4668218,-0.16799
71,-0.12950909,-0.055606414,"('diffident', 'self-confident')",0.12813206,0.029066838,0.23340783,0.33914888,0.054081805,0.1221697,0.0715282,0.1086948,-0.0371666
34,-0.12461917,-0.07074874,"('mean', 'honorable')",-0.8442588,-0.64305246,0.35722876,0.38375893,5.703947,5.4275784,1.2730745,1.274384,-0.0013095
49,-0.11460326,-0.2511795,"('unable', 'able')",-0.88977504,-0.7426902,0.15209216,-0.12667996,-0.37911165,-0.47193322,-0.3078495,-0.3981207,0.0902712
29,0.095827654,0.045361005,"('unfair', 'fair')",-0.4881398,-0.3743407,-0.18359843,-0.25921518,-0.9710727,-0.87716186,-0.3867458,-0.3663392,-0.0204066
15,0.09312479,0.16703701,"('boring', 'funny')",0.4888947,0.20154044,0.310633,0.3247514,-0.47471118,-0.17393926,0.1044853,0.1298474,-0.0253621
81,0.07834041,0.04255887,"('submissive', 'aggressive')",0.84457695,0.6369671,0.46653426,0.0035828352,-0.94705606,-1.119983,0.1105989,-0.1092185,0.2198174
14,-0.07589947,-0.119703,"('antisocial', 'social')",1.2064509,1.0499396,1.54041,1.2878152,-0.49056786,-0.35651287,0.5450984,0.4653848,0.0797136
31,0.075637504,-0.05202181,"('evil', 'good')",-2.7289958,-2.5322168,-0.6972455,-0.43368843,-1.4374193,-1.3692816,-1.1970057,-1.0968021,-0.1002036
76,-0.0330411,-0.41668934,"('anxious', 'daring')",1.0376229,0.7088746,1.1294568,0.78758943,0.47863334,0.35251665,0.653168,0.3580728,0.2950952
2,0.028766345,-0.08426081,"('unlikable', 'likable')",-0.369287,-0.22574466,1.0535145,1.1041286,0.50776494,0.8640789,0.3051897,0.4145505,-0.1093608
58,0.028091833,-0.32598382,"('undiscriminating', 'discriminating')",-0.11412827,-0.18162692,0.31373557,0.21563181,0.51855356,0.5552898,0.1865632,0.0658277,0.1207355
56,0.022948727,0.11722614,"('impractical', 'practical')",2.254458,2.1056654,0.5240685,0.22678477,-0.13123439,-0.040122434,0.6675602,0.6023884,0.0651718
66,0.017290518,-0.08583957,"('inactive', 'active')",-0.96873707,-1.033976,1.1800638,1.1121278,1.5153184,1.4201224,0.4359839,0.3531086,0.0828753
65,-0.010878883,-0.0706952,"('insecure', 'secure')",1.5004917,1.3155518,0.3292049,0.04192674,-0.27580065,-0.3255487,0.3857543,0.2403087,0.1454456
59,-0.009912864,0.34921917,"('foolish', 'wise')",-0.6371528,-0.4168475,0.9001756,1.274496,-0.7969752,-0.47011495,-0.1359663,0.1841882,-0.3201545
