,hasbro_male,hasbro_female,tuple,inc_male,inc_female,average_male,average_female,male-female
8,0.22133195,0.3045158,"('unaffectionate', 'affectionate')",1.1452513,1.3457736,0.6832916,0.8251447,-0.1418531
64,-0.20725346,-0.20294723,"('shy', 'confident')",-7.320843,-7.201554,-3.7640483,-3.7022505,-0.0617978
36,0.20392095,0.23155877,"('hostile', 'amicable')",0.6336238,0.6194977,0.4187724,0.4255282,-0.0067558
66,0.1996854,0.04589273,"('inactive', 'active')",0.8885971,0.79256916,0.5441412,0.4192309,0.1249103
11,-0.19166854,-0.21322316,"('unhelpful', 'helpful')",1.2338681,1.3790433,0.5210998,0.5829101,-0.0618103
33,0.17831594,0.33616924,"('wrong', 'right')",-0.34987855,-0.2895975,-0.0857813,0.0232859,-0.1090672
2,0.16053563,0.37332463,"('unlikable', 'likable')",0.12606198,0.34305483,0.1432988,0.3581897,-0.2148909
61,-0.15767784,-0.13696955,"('illogical', 'logical')",0.41089833,0.36881188,0.1266102,0.1159212,0.010689
54,0.1297187,0.06131701,"('incapable', 'capable')",1.2650712,1.34606,0.6973949,0.7036885,-0.0062936
76,-0.12913437,-0.3047784,"('anxious', 'daring')",-0.08897013,-0.11328098,-0.1090523,-0.2090297,0.0999774
34,0.12763079,0.2372474,"('mean', 'honorable')",5.925428,6.0523653,3.0265293,3.1448064,-0.1182771
67,0.12234881,0.1951164,"('doubtful', 'determined')",-0.823028,-0.72322905,-0.3503396,-0.2640563,-0.0862833
80,-0.11948592,-0.5529396,"('dominated', 'dominating')",-1.4790574,-1.6903988,-0.7992717,-1.1216692,0.3223975
29,-0.116966695,-0.20239864,"('unfair', 'fair')",0.07778793,-0.11310317,-0.0195894,-0.1577509,0.1381615
79,-0.115553044,-0.20259815,"('wavering', 'unwavering')",0.3106623,0.25493288,0.0975546,0.0261674,0.0713872
17,0.101393044,-0.08108035,"('nasty', 'nice')",-0.3644914,-0.51570565,-0.1315492,-0.298393,0.1668438
48,-0.10025625,-0.13555236,"('unintelligent', 'intelligent')",0.5198982,0.5672234,0.209821,0.2158355,-0.0060145
83,0.09789744,-0.054529198,"('powerless', 'powerful')",-1.201435,-1.152769,-0.5517688,-0.6036491,0.0518803
49,-0.09484664,-0.13810404,"('unable', 'able')",-0.44860333,-0.3870506,-0.271725,-0.2625773,-0.0091477
84,-0.09228684,-0.04119433,"('inferior', 'superior')",0.9334113,1.0269144,0.4205622,0.49286,-0.0722978
30,-0.08278626,-0.038849525,"('intolerant', 'tolerant')",0.61300004,0.5919174,0.2651069,0.2765339,-0.011427
40,-0.081020765,-0.09326447,"('stingy', 'generous')",-1.1706789,-1.2742461,-0.6258498,-0.6837553,0.0579055
6,-0.06448616,-0.0306232,"('distant', 'open')",0.62995046,0.6808767,0.2827322,0.3251267,-0.0423945
1,0.060461923,0.19784895,"('unfriendly', 'friendly')",2.288012,2.4650006,1.174237,1.3314248,-0.1571878
50,0.053214423,0.30903733,"('clumsy', 'skillful')",0.2398529,0.5167764,0.1465337,0.4129069,-0.2663732
81,-0.052502267,-0.101629056,"('submissive', 'aggressive')",-1.3120464,-1.4144654,-0.6822743,-0.7580472,0.0757729
62,-0.011735395,-0.07743547,"('incompetent', 'brilliant')",-0.18862057,-0.0072556445,-0.100178,-0.0423456,-0.0578324
4,-0.0006235447,0.07283045,"('disliked', 'liked')",-6.6812115,-6.5691423,-3.3409176,-3.2481558,-0.0927618
