,convergys_male,convergys_female,tuple,corp_male,corp_female,average_male,average_female,male-female
81,0.70131713,1.0418482,"('submissive', 'aggressive')",-0.7955224,-0.57554656,-0.0471026,0.2331508,-0.2802534
82,-0.69653827,-0.23472965,"('poor', 'rich')",6.1282134,6.5555797,2.7158375,3.1604249,-0.4445874
31,-0.6874525,-1.1335963,"('evil', 'good')",-0.5402107,-0.8588572,-0.6138316,-0.9962268,0.3823952
32,-0.66727054,-0.2672431,"('unkind', 'kind')",0.7076556,0.940353,0.0201925,0.3365549,-0.3163624
57,-0.64197224,-0.8741244,"('unimaginative', 'imaginative')",-2.7259758,-3.0614994,-1.683974,-1.9678118,0.2838378
27,-0.6392925,-1.047245,"('hardhearted', 'softhearted')",1.6041112,0.99712247,0.4824094,-0.0250613,0.5074707
43,-0.550391,-0.49856973,"('irresponsible', 'responsible')",0.22076455,0.28941584,-0.1648132,-0.1045769,-0.0602363
55,-0.546364,-0.3915584,"('incompetent', 'clever')",0.43870795,0.39299023,-0.053828,0.0007159,-0.0545439
64,0.51800585,0.3651912,"('shy', 'confident')",-6.473563,-6.624298,-2.9777787,-3.1295536,0.1517749
20,0.4976609,0.5502441,"('rough', 'thoughtful')",0.95155275,0.78417933,0.7246068,0.6672117,0.0573951
16,-0.49276865,-0.34610248,"('unpopular', 'popular')",0.288707,0.39018142,-0.1020308,0.0220395,-0.1240703
26,-0.45513487,-0.39578807,"('hardhearted', 'benevolent')",2.010621,2.0430038,0.7777431,0.8236079,-0.0458648
13,-0.45478246,-0.17820007,"('impolite', 'polite')",-0.9512421,-0.8234292,-0.7030123,-0.5008147,-0.2021976
58,-0.4352358,-0.695072,"('undiscriminating', 'discriminating')",0.19666055,-0.011366956,-0.1192876,-0.3532195,0.2339319
74,-0.4202701,-0.44931304,"('undedicated', 'dedicated')",-0.18812321,-0.40977472,-0.3041967,-0.4295439,0.1253472
25,-0.4136974,-0.36421067,"('egoistic', 'altruistic')",1.4037528,1.451349,0.4950277,0.5435692,-0.0485415
52,-0.4101008,-0.49350896,"('irrational', 'rational')",0.17013623,0.24614634,-0.1199823,-0.1236813,0.003699
18,-0.39842072,-0.22934265,"('disagreeable', 'welcoming')",-0.43059948,-0.42811263,-0.4145101,-0.3287276,-0.0857825
87,0.39568433,0.544518,"('unsuccessful', 'successful')",1.0292305,0.8103433,0.7124574,0.6774306,0.0350268
7,-0.38615143,-0.4829247,"('insensitive', 'sensitive')",0.43200895,0.2723485,0.0229288,-0.1052881,0.1282169
12,-0.38113052,-0.74889135,"('unsupportive', 'supportive')",-1.977622,-2.3891025,-1.1793762,-1.5689969,0.3896207
30,0.3809382,0.61332834,"('intolerant', 'tolerant')",0.9011779,1.2006187,0.641058,0.9069735,-0.2659155
60,0.37891066,0.5527149,"('inefficient', 'efficient')",-0.120229386,-0.02083115,0.1293406,0.2659419,-0.1366013
51,-0.3785631,-0.2410639,"('uneducated', 'educated')",0.45546478,0.35672113,0.0384508,0.0578286,-0.0193778
5,-0.37314352,-0.73255897,"('distant', 'outgoing')",-0.62411284,-0.87354994,-0.4986282,-0.8030545,0.3044263
37,-0.3339913,-0.67569214,"('fake', 'genuine')",-0.08859941,-0.4214,-0.2112954,-0.5485461,0.3372507
66,-0.3167665,-0.5204335,"('inactive', 'active')",0.46884543,0.07515866,0.0760395,-0.2226374,0.2986769
14,0.30743295,0.6240112,"('antisocial', 'social')",-0.07929371,0.19874313,0.1140696,0.4113772,-0.2973076
17,-0.30192697,-0.15439926,"('nasty', 'nice')",-0.41240197,-0.38744983,-0.3571645,-0.2709245,-0.08624
85,-0.2970437,-0.3683609,"('insignificant', 'prestigious')",0.34041363,0.2498115,0.021685,-0.0592747,0.0809597
34,0.29695055,0.44278032,"('mean', 'honorable')",5.6908436,5.902028,2.993897,3.1724043,-0.1785073
61,-0.28971794,-0.29691258,"('illogical', 'logical')",0.7016677,0.644288,0.2059749,0.1736877,0.0322872
88,-0.26761302,0.17471184,"('low', 'eminent')",-0.39300483,-0.07319377,-0.3303089,0.050759,-0.3810679
75,0.25776657,0.3466332,"('meek', 'impulsive')",-0.86715776,-0.862886,-0.3046956,-0.2581264,-0.0465692
59,0.25692537,0.0058904625,"('foolish', 'wise')",0.18223605,0.122624986,0.2195807,0.0642577,0.155323
83,-0.24658345,-0.07920818,"('powerless', 'powerful')",-1.0999094,-0.9627362,-0.6732464,-0.5209722,-0.1522742
49,-0.21751085,-0.07457091,"('unable', 'able')",-0.18609366,-0.18550879,-0.2018023,-0.1300398,-0.0717625
33,0.21308811,-0.1243362,"('wrong', 'right')",-0.8926315,-0.99085027,-0.3397717,-0.5575932,0.2178215
29,-0.21263367,-0.50635564,"('unfair', 'fair')",-0.35386747,-0.70979595,-0.2832506,-0.6080758,0.3248252
76,0.20661135,0.5166762,"('anxious', 'daring')",-0.46685058,-0.47163132,-0.1301196,0.0225224,-0.152642
2,0.186888,0.46821976,"('unlikable', 'likable')",0.5298495,0.80663633,0.3583688,0.637428,-0.2790592
41,-0.17916086,-0.11279172,"('unforgiving', 'forgiving')",0.03822396,0.0018753717,-0.0704685,-0.0554582,-0.0150103
4,-0.1594312,-0.3884348,"('disliked', 'liked')",-6.577122,-6.892737,-3.3682766,-3.6405859,0.2723093
40,0.15929027,-0.23551273,"('stingy', 'generous')",-1.3015939,-1.8451371,-0.5711518,-1.0403249,0.4691731
50,0.1452086,0.2186963,"('clumsy', 'skillful')",0.053451814,-0.08092108,0.0993302,0.0688876,0.0304426
70,0.14382578,-0.047867797,"('lethargic', 'energetic')",0.15332139,-0.1656858,0.1485736,-0.1067768,0.2553504
3,-0.1431018,-0.04987619,"('repellent', 'pleasant')",0.77031523,0.8349939,0.3136067,0.3925588,-0.0789521
63,-0.13057637,-0.30020502,"('unperceptive', 'insightful')",0.76213074,0.28338024,0.3157772,-0.0084124,0.3241896
35,-0.10771395,-0.111831434,"('corrupt', 'incorrupt')",-0.5050788,-0.4443319,-0.3063964,-0.2780817,-0.0283147
77,0.10254888,0.1566808,"('unmotivated', 'motivated')",-1.248466,-1.0904458,-0.5729586,-0.4668825,-0.1060761
22,0.09657982,-0.08253637,"('untrustworthy', 'trustworthy')",-0.8525691,-1.1715364,-0.3779947,-0.6270364,0.2490417
62,-0.09136049,0.15245178,"('incompetent', 'brilliant')",0.10779268,0.14238906,0.0082161,0.1474204,-0.1392043
56,0.069236755,0.47412035,"('impractical', 'practical')",-0.70807385,-0.4666918,-0.3194185,0.0037143,-0.3231328
71,0.06809222,-0.16925424,"('diffident', 'self-confident')",0.60942256,0.3241607,0.3387574,0.0774532,0.2613042
65,0.05205138,0.4043439,"('insecure', 'secure')",-0.33169818,-0.180098,-0.1398234,0.112123,-0.2519464
15,-0.04372596,0.09973918,"('boring', 'funny')",0.04611961,0.2885689,0.0011968,0.1941541,-0.1929573
21,0.025293088,0.47826427,"('immoral', 'moral')",-0.5684903,-0.28771275,-0.2715986,0.0952758,-0.3668744
11,-0.014128491,0.2919563,"('unhelpful', 'helpful')",1.5004174,1.7129439,0.7431445,1.0024501,-0.2593056
47,-0.006674595,-0.10068783,"('stupid', 'smart')",5.3935695,5.4767594,2.6934474,2.6880357,0.0054117
68,0.001749713,-0.12076372,"('dependent', 'independent')",-0.44480598,-0.74590486,-0.2215281,-0.4333343,0.2118062
