,american_male,american_female,tuple,tower_male,tower_female,corp_male,corp_female,average_male,average_female,male-female
14,0.5716548,0.744795,"('antisocial', 'social')",1.7540262,1.9836907,0.121312104,0.05238008,0.8156644,0.9269553,-0.1112909
6,-0.5684821,-0.70523256,"('distant', 'open')",-1.5367357,-1.6286186,-0.51476705,-0.36065066,-0.8733282,-0.8981673,0.0248391
60,0.5670437,0.582814,"('inefficient', 'efficient')",1.8782643,1.987745,0.30457667,0.32404998,0.9166282,0.9648697,-0.0482415
21,0.5594569,0.6884022,"('immoral', 'moral')",0.39405578,0.562937,-0.47115174,-0.3067125,0.160787,0.3148756,-0.1540886
45,-0.54629815,-0.56602776,"('incompetent', 'competent')",0.048293862,0.13633655,-0.015622914,-0.12354872,-0.1712091,-0.1844133,0.0132042
35,-0.5397121,-0.6545392,"('corrupt', 'incorrupt')",-1.190422,-1.2515746,-0.8646567,-0.8510044,-0.8649303,-0.9190394,0.0541091
56,0.5089375,0.37823498,"('impractical', 'practical')",1.6365006,1.5766379,-0.59587526,-0.6542264,0.516521,0.4335488,0.0829722
11,0.5085091,0.4448049,"('unhelpful', 'helpful')",-0.10119682,-0.12235715,1.9852825,1.7808123,0.7975316,0.7010867,0.0964449
57,-0.5010599,-0.4534987,"('unimaginative', 'imaginative')",0.06393276,0.10875231,-2.9939234,-3.0836527,-1.1436835,-1.1427997,-0.0008838
8,-0.4973521,-0.6354541,"('unaffectionate', 'affectionate')",-0.37804893,-0.5544886,0.84698707,0.8626806,-0.0094713,-0.1090874,0.0996161
80,0.49691883,0.74173266,"('dominated', 'dominating')",0.55065066,0.59948176,-0.72669345,-0.6080282,0.1069587,0.2443954,-0.1374367
64,0.4906991,0.61428905,"('shy', 'confident')",0.54669017,0.7566035,-6.07027,-6.1582427,-1.6776269,-1.5957834,-0.0818435
18,0.47658598,0.582584,"('disagreeable', 'welcoming')",-0.6760742,-0.5968329,-0.5599631,-0.54588217,-0.2531504,-0.1867103,-0.0664401
66,0.4643987,0.50593644,"('inactive', 'active')",-0.79754,-0.782314,0.19500816,0.20647326,-0.0460444,-0.0233014,-0.022743
13,0.4394762,0.20905128,"('impolite', 'polite')",0.4414936,0.30226678,-0.3153245,-0.38073272,0.1885484,0.0435285,0.1450199
84,0.4381129,0.48009586,"('inferior', 'superior')",-0.32575667,-0.2635759,0.51644784,0.40704226,0.2096014,0.2078541,0.0017473
43,0.4321126,0.50686705,"('irresponsible', 'responsible')",0.4164811,0.53622234,0.35977748,0.4164135,0.4027904,0.486501,-0.0837106
87,0.4259978,0.5958598,"('unsuccessful', 'successful')",0.56863934,0.6220098,0.9761167,0.9581135,0.656918,0.7253277,-0.0684097
70,0.40935922,0.45492458,"('lethargic', 'energetic')",0.18075776,0.19155468,0.35507697,0.40482655,0.3150646,0.3504353,-0.0353707
2,0.39833233,0.42316103,"('unlikable', 'likable')",0.70328623,0.72425175,0.712535,0.6979796,0.6047179,0.6151308,-0.0104129
59,-0.39773735,-0.55177414,"('foolish', 'wise')",-0.7716968,-0.74887604,0.080498524,0.08734885,-0.3629785,-0.4044338,0.0414553
82,-0.39734626,-0.26220283,"('poor', 'rich')",-0.3070344,-0.23797953,6.4655733,6.5554957,1.9203976,2.0184377,-0.0980401
85,-0.3964005,-0.65293086,"('insignificant', 'prestigious')",-0.67416817,-0.88300997,-0.49132144,-0.68888843,-0.52063,-0.7416097,0.2209797
65,0.39366516,0.33629096,"('insecure', 'secure')",0.9351077,0.96494645,0.30319405,0.32506296,0.543989,0.5421001,0.0018889
40,0.39026937,0.46916038,"('stingy', 'generous')",0.108071014,0.16379279,-2.0734994,-2.290123,-0.525053,-0.5523899,0.0273369
63,0.37675998,0.40216476,"('unperceptive', 'insightful')",0.7510017,0.79234874,0.44948456,0.40529928,0.5257488,0.533271,-0.0075222
3,-0.37370205,-0.5397917,"('repellent', 'pleasant')",-0.20223507,-0.14552926,1.0474784,0.99821174,0.1571804,0.1042969,0.0528835
22,-0.3671428,-0.14184864,"('untrustworthy', 'trustworthy')",0.33273363,0.451668,-0.689992,-0.6934574,-0.2414671,-0.1278794,-0.1135877
75,-0.35673562,-0.24905744,"('meek', 'impulsive')",-1.6534989,-1.5600634,-0.9936399,-0.83188146,-1.0012915,-0.8803341,-0.1209574
68,0.33822024,0.3684243,"('dependent', 'independent')",-0.5121051,-0.3424633,-1.1905589,-1.2328991,-0.4548146,-0.4023127,-0.0525019
67,0.3368401,0.5722374,"('doubtful', 'determined')",0.085516416,0.20523725,-0.79745436,-0.5848852,-0.1250326,0.0641965,-0.1892291
46,-0.33613825,0.0034793168,"('uncompetitive', 'competitive')",0.35431498,0.59368,-1.1228963,-1.1264111,-0.3682399,-0.1764173,-0.1918226
41,-0.33304346,-0.5446059,"('unforgiving', 'forgiving')",-0.07208587,-0.048288174,0.08235206,-0.16131726,-0.1075924,-0.2514038,0.1438114
0,-0.33077553,-0.3608917,"('unsociable', 'sociable')",0.33519906,0.3385209,0.01950644,-0.026055366,0.0079767,-0.0161421,0.0241188
37,-0.32336828,-0.27784014,"('fake', 'genuine')",-0.8173035,-0.8526846,-0.007953189,0.06659619,-0.382875,-0.3546429,-0.0282321
10,0.3199176,0.3912941,"('unsympathetic', 'sympathetic')",0.24412245,0.3078506,-0.16726781,-0.10315609,0.1322574,0.1986629,-0.0664055
54,-0.3005592,-0.17292346,"('incapable', 'capable')",-0.37168118,-0.4252503,0.9140272,0.97601044,0.0805956,0.1259456,-0.04535
9,0.29197177,-0.079402596,"('unaffectionate', 'caring')",0.057230808,-0.13569051,1.556209,1.4587967,0.6351372,0.4145679,0.2205693
44,-0.24541283,-0.1704617,"('prejudiced', 'unprejudiced')",-1.49611,-1.4284596,-1.4916598,-1.4413704,-1.0777275,-1.0134306,-0.0642969
50,-0.2435878,-0.35287863,"('clumsy', 'skillful')",-0.96265787,-1.1255727,0.054544542,-0.0065594334,-0.3839004,-0.4950036,0.1111032
62,0.2356228,0.33995128,"('incompetent', 'brilliant')",1.1574864,1.1776865,0.5170566,0.4919219,0.6367219,0.6698532,-0.0331313
23,0.23337173,0.13473493,"('insincere', 'sincere')",1.0106871,0.8757108,6.326404,6.304902,2.5234877,2.4384492,0.0850385
88,0.22327843,0.12458952,"('low', 'eminent')",-1.0300117,-1.1629486,-0.36241952,-0.50183964,-0.3897176,-0.5133996,0.123682
42,0.22202781,0.12379016,"('unreliable', 'reliable')",-0.27994713,-0.29203546,-3.1977146,-3.103077,-1.0852113,-1.0904408,0.0052295
15,0.21944866,0.15813704,"('boring', 'funny')",0.57506996,0.46523836,-0.12305438,-0.004189322,0.2238214,0.2063954,0.017426
61,0.21005957,0.12541737,"('illogical', 'logical')",0.32387143,0.36327836,0.7226915,0.4899337,0.4188742,0.3262098,0.0926644
55,0.2002039,0.5412758,"('incompetent', 'clever')",0.9870799,1.2209959,0.48728678,0.45382494,0.5581902,0.7386989,-0.1805087
19,-0.18494558,-0.16736066,"('inhospitable', 'hospitable')",-1.9959787,-2.0426998,-0.698987,-0.630894,-0.9599705,-0.9469848,-0.0129857
83,-0.18019204,0.077900164,"('powerless', 'powerful')",1.1143526,1.3423704,-1.0673605,-0.8794858,-0.0444,0.1802616,-0.2246616
74,0.17199513,0.25616622,"('undedicated', 'dedicated')",0.393282,0.480809,-0.5579834,-0.5206882,0.0024312,0.0720957,-0.0696645
79,-0.15777397,-0.33486155,"('wavering', 'unwavering')",-1.6142566,-1.7408106,-0.6779289,-0.5317348,-0.8166532,-0.8691357,0.0524825
7,0.15382217,0.18989189,"('insensitive', 'sensitive')",0.58602846,0.7250079,0.5803715,0.57219464,0.440074,0.4956981,-0.0556241
33,0.15366645,0.1563696,"('wrong', 'right')",0.3684528,0.33673617,-0.26297972,-0.35825738,0.0863798,0.0449495,0.0414303
69,-0.14891437,-0.20489366,"('lazy', 'industrious')",-0.6250842,-0.47317156,-1.0208311,-1.0936842,-0.5982766,-0.5905832,-0.0076934
52,-0.1475648,-0.4115474,"('irrational', 'rational')",-0.9957141,-1.1423212,0.18028975,0.08587345,-0.3209964,-0.4893317,0.1683353
30,0.14699145,0.26966223,"('intolerant', 'tolerant')",0.9600178,0.9975678,0.63351905,0.55274135,0.5801761,0.6066571,-0.026481
71,0.12436145,0.23883535,"('diffident', 'self-confident')",0.94267464,0.97536755,0.27150854,0.4517112,0.4461815,0.5553047,-0.1091232
32,-0.123952106,-0.3453309,"('unkind', 'kind')",0.11670758,0.04817352,0.86599153,0.7065185,0.286249,0.1364537,0.1497953
25,-0.079206735,-0.37977415,"('egoistic', 'altruistic')",0.061541557,-0.12555777,1.659235,1.4446229,0.54719,0.313097,0.234093
58,0.063477695,0.42111525,"('undiscriminating', 'discriminating')",0.9721123,1.1468396,0.13596241,0.059423774,0.3905174,0.5424596,-0.1519422
86,0.057360526,0.07161311,"('uninfluential', 'influential')",0.8142264,0.80302596,-0.23237057,-0.2157181,0.2130721,0.2196403,-0.0065682
17,0.04252068,-0.14846185,"('nasty', 'nice')",-0.99018055,-0.89692146,-0.31573507,-0.38352716,-0.4211317,-0.4763035,0.0551718
20,0.041970637,0.22275287,"('rough', 'thoughtful')",0.43947068,0.45668995,0.5337544,0.3792022,0.3383986,0.3528817,-0.0144831
38,0.008109647,-0.05244062,"('untruthful', 'truthful')",-0.3192585,-0.2971652,-0.29402372,-0.42099565,-0.2017242,-0.2568672,0.055143
