,millipore_male,millipore_female,tuple,corp_male,corp_female,average_male,average_female,male-female
13,-0.32895815,-0.36573386,"('impolite', 'polite')",-0.40273494,-0.4665501,-0.3658465,-0.416142,0.0502955
87,0.3097902,0.23649436,"('unsuccessful', 'successful')",0.85077924,0.72561926,0.5802847,0.4810568,0.0992279
65,0.30975866,0.108044475,"('insecure', 'secure')",0.2957481,0.032426745,0.3027534,0.0702356,0.2325178
29,-0.29889926,-0.22178172,"('unfair', 'fair')",-0.6487407,-0.58139205,-0.47382,-0.4015869,-0.0722331
26,0.28651047,0.26313078,"('hardhearted', 'benevolent')",1.4355594,1.4232968,0.8610349,0.8432138,0.0178211
64,0.2863665,0.19762659,"('shy', 'confident')",-6.1309757,-6.3525333,-2.9223046,-3.0774534,0.1551488
49,-0.28567913,-0.0027303472,"('unable', 'able')",-0.15280417,-0.04161107,-0.2192416,-0.0221707,-0.1970709
21,0.26745117,0.5931899,"('immoral', 'moral')",-0.053131443,-0.06749407,0.1071599,0.2628479,-0.155688
20,-0.2547005,-0.08110222,"('rough', 'thoughtful')",0.9236835,0.92930484,0.3344915,0.4241013,-0.0896098
51,-0.23316345,-0.25436723,"('uneducated', 'educated')",0.35273677,0.12741739,0.0597867,-0.0634749,0.1232616
34,-0.22686398,-0.22208723,"('mean', 'honorable')",5.4816504,5.6637444,2.6273932,2.7208285,-0.0934353
58,-0.21385951,-0.4900043,"('undiscriminating', 'discriminating')",0.16845007,-0.081709474,-0.0227047,-0.2858569,0.2631522
15,0.19486178,0.0786666,"('boring', 'funny')",0.13036515,0.15560064,0.1626135,0.1171336,0.0454799
70,-0.1724263,-0.24398929,"('lethargic', 'energetic')",0.6946349,0.5454763,0.2611043,0.1507435,0.1103608
84,-0.15734047,-0.21999559,"('inferior', 'superior')",0.79968446,0.8783702,0.321172,0.3291873,-0.0080153
2,-0.15306279,0.13976736,"('unlikable', 'likable')",0.52559483,0.62188125,0.186266,0.3808243,-0.1945583
7,-0.1467776,-0.24589719,"('insensitive', 'sensitive')",1.0201992,0.78575987,0.4367108,0.2699313,0.1667795
88,-0.13432325,-0.108495325,"('low', 'eminent')",-0.21819007,-0.1898502,-0.1762567,-0.1491728,-0.0270839
75,0.105744116,0.26814026,"('meek', 'impulsive')",-0.95860076,-0.8371271,-0.4264283,-0.2844934,-0.1419349
50,-0.0868416,-0.14873904,"('clumsy', 'skillful')",0.13029182,-0.00655818,0.0217251,-0.0776486,0.0993737
35,0.074016556,0.23018171,"('corrupt', 'incorrupt')",-0.87180054,-0.68752694,-0.398892,-0.2286726,-0.1702194
62,-0.046548896,-0.13766506,"('incompetent', 'brilliant')",1.0516795,0.88916445,0.5025653,0.3757497,0.1268156
74,-0.03933577,0.041691042,"('undedicated', 'dedicated')",-0.26650134,-0.37866628,-0.1529185,-0.1684876,0.0155691
32,0.037346788,0.03403084,"('unkind', 'kind')",0.9221137,0.7772196,0.4797302,0.4056252,0.074105
22,0.03128255,-0.15682651,"('untrustworthy', 'trustworthy')",-0.573912,-0.96841484,-0.2713147,-0.5626207,0.291306
67,0.0074503105,0.16316323,"('doubtful', 'determined')",-0.29275963,-0.29517722,-0.1426547,-0.066007,-0.0766477
