,tiffany_male,tiffany_female,tuple,&_male,&_female,co_male,co_female,average_male,average_female,male-female
28,0.36859936,0.38101557,"('disloyal', 'loyal')",-0.556453,-0.47224838,0.23537707,0.16438292,0.0158411,0.0243834,-0.0085423
4,0.36085635,0.3473897,"('disliked', 'liked')",0.40488747,0.5177629,-5.7029634,-5.5931177,-1.6457399,-1.5759885,-0.0697514
50,0.34942898,0.5912661,"('clumsy', 'skillful')",1.1453214,1.192149,1.2442876,1.2187383,0.9130127,1.0007178,-0.0877051
58,0.2778325,0.28513318,"('undiscriminating', 'discriminating')",0.453454,0.5573259,1.0478485,0.9719737,0.593045,0.604811,-0.011766
52,-0.24946083,-0.2578574,"('irrational', 'rational')",0.5453556,0.35584015,-0.3318012,-0.31619492,-0.0119688,-0.0727374,0.0607686
56,-0.23273662,0.10563472,"('impractical', 'practical')",-0.82314765,-0.6008687,-0.7974501,-0.63583493,-0.6177781,-0.377023,-0.2407551
20,0.22736552,0.15122011,"('rough', 'thoughtful')",1.2379019,0.89365655,0.421193,-0.041225605,0.6288201,0.3345504,0.2942697
59,0.22553204,0.062651396,"('foolish', 'wise')",0.8021278,0.7093089,-0.46004608,-0.1917581,0.1892046,0.1934007,-0.0041961
37,-0.22021528,-0.0010989979,"('fake', 'genuine')",-0.44053173,-0.22465126,0.34491718,0.38583782,-0.1052766,0.0533625,-0.1586391
32,0.16297233,0.7282289,"('unkind', 'kind')",-0.66936684,-0.14873973,0.39863238,0.8262664,-0.0359207,0.4685852,-0.5045059
88,0.13160568,-0.03798674,"('low', 'eminent')",0.086448126,-0.0038604215,-0.5636436,-0.560643,-0.1151966,-0.2008301,0.0856335
16,0.06365198,0.15400071,"('unpopular', 'popular')",1.0281221,0.9717815,0.96002203,0.93500507,0.683932,0.6869291,-0.0029971
39,-0.012512188,0.4468956,"('exploitative', 'cooperative')",-0.18060507,-0.05847828,-0.19715664,0.097787134,-0.1300913,0.1620681,-0.2921594
