,freeport_male,freeport_female,tuple,mcmoran_male,mcmoran_female,inc_male,inc_female,average_male,average_female,male-female
12,-0.73174965,-0.42261058,"('unsupportive', 'supportive')",-0.9108219,-0.45825,-1.5044335,-1.1937096,-1.0490017,-0.6915234,-0.3574783
4,-0.7272488,-0.4155542,"('disliked', 'liked')",0.17673883,0.43893722,-6.083807,-6.012902,-2.211439,-1.9965062,-0.2149328
21,0.70420194,0.70597154,"('immoral', 'moral')",-1.1217194,-0.83483315,-0.78527,-0.83580047,-0.4009291,-0.321554,-0.0793751
58,-0.6614361,-0.2904059,"('undiscriminating', 'discriminating')",-1.3601695,-0.8568891,0.089385755,0.2632367,-0.6440732,-0.2946861,-0.3493871
29,0.6589904,0.7970667,"('unfair', 'fair')",0.492623,0.5818367,-0.4001497,-0.38611117,0.2504879,0.3309307,-0.0804428
17,-0.6237974,-0.5338507,"('nasty', 'nice')",-0.4082093,-0.43243605,-0.75219,-0.67647946,-0.5947322,-0.5475887,-0.0471435
28,-0.61634433,-0.76687276,"('disloyal', 'loyal')",-0.46104324,-0.60841817,1.0659909,0.89692616,-0.0037989,-0.1594549,0.155656
2,0.61607635,0.5012681,"('unlikable', 'likable')",-0.02721189,-0.10573891,0.7642359,0.68962705,0.4510334,0.3617187,0.0893147
82,-0.5981381,-0.72882503,"('poor', 'rich')",0.021714732,-0.01720015,5.9758415,5.705087,1.7998061,1.6530207,0.1467854
10,-0.5952736,-0.21993434,"('unsympathetic', 'sympathetic')",-2.3908725,-1.8464082,-0.028453883,0.20231088,-1.0048666,-0.6213439,-0.3835227
75,-0.5789441,-0.36255866,"('meek', 'impulsive')",1.2475827,1.1703326,-0.25329283,-0.21415396,0.1384486,0.1978733,-0.0594247
88,-0.57524717,-0.48876995,"('low', 'eminent')",-0.6344421,-0.48001873,0.40489176,0.29385132,-0.2682658,-0.2249791,-0.0432867
18,-0.51799047,-0.69857854,"('disagreeable', 'welcoming')",-0.214508,-0.21303067,-0.39940393,-0.42108843,-0.3773008,-0.4442325,0.0669317
43,0.50828797,0.5687697,"('irresponsible', 'responsible')",-0.9474621,-0.7128483,0.7738268,0.87313896,0.1115509,0.2430201,-0.1314692
41,-0.5021428,-0.32411128,"('unforgiving', 'forgiving')",-1.3278433,-0.8401296,-0.014638882,-0.05698,-0.614875,-0.4070736,-0.2078014
59,-0.49278918,-0.38911998,"('foolish', 'wise')",1.2112973,1.1643395,0.504796,0.60375637,0.4077681,0.4596586,-0.0518905
0,-0.47861695,-0.4926487,"('unsociable', 'sociable')",-1.7262735,-1.6128787,-0.61170495,-0.6112768,-0.9388652,-0.9056014,-0.0332638
32,-0.4684771,-0.40418825,"('unkind', 'kind')",-1.2426876,-1.0883837,0.92248094,1.0473261,-0.2628946,-0.1484153,-0.1144793
72,-0.46415722,-0.42357066,"('unambitious', 'ambitious')",-1.1223974,-1.1166875,-0.8078958,-0.65132546,-0.7981501,-0.7305279,-0.0676222
48,-0.4635694,-0.39783055,"('unintelligent', 'intelligent')",-1.6687222,-1.473809,0.49520802,0.47443953,-0.5456945,-0.4657333,-0.0799612
52,-0.46248627,-0.5893672,"('irrational', 'rational')",-0.3083911,-0.5517434,0.041264437,0.0910371,-0.2432043,-0.3500245,0.1068202
70,0.46006683,0.72721577,"('lethargic', 'energetic')",-0.4074401,0.08240548,0.9514678,1.2215474,0.3346982,0.6770562,-0.342358
13,0.44580933,0.48880517,"('impolite', 'polite')",-0.6619784,-0.57367647,-0.15301958,-0.24277684,-0.1230629,-0.109216,-0.0138469
63,-0.4342328,-0.19692753,"('unperceptive', 'insightful')",-0.9179866,-0.40965074,1.1707515,1.4588059,-0.0604893,0.2840759,-0.3445652
69,0.43068096,0.37888998,"('lazy', 'industrious')",1.7620542,1.514149,-0.27092475,-0.111265585,0.6406035,0.5939245,0.046679
26,-0.42436627,-0.25985736,"('hardhearted', 'benevolent')",-0.56255275,-0.34555128,1.7921933,1.9517728,0.2684247,0.448788,-0.1803633
68,0.41824514,0.39741772,"('dependent', 'independent')",0.15996689,0.30108342,-0.7048815,-0.65021604,-0.0422232,0.016095,-0.0583182
84,0.33992,0.21051884,"('inferior', 'superior')",0.44033965,0.2709656,1.1936468,1.0933535,0.6579688,0.524946,0.1330228
49,-0.3157241,-0.4020774,"('unable', 'able')",-1.1469606,-1.0950143,-0.44605452,-0.25241315,-0.6362464,-0.5831683,-0.0530781
87,0.27058372,0.2711104,"('unsuccessful', 'successful')",-0.17126605,-0.40301076,0.4546225,0.7567405,0.1846467,0.20828,-0.0236333
22,-0.26034388,0.078450516,"('untrustworthy', 'trustworthy')",-0.25732726,0.14643696,-1.061754,-0.8059168,-0.526475,-0.1936764,-0.3327986
24,0.24691486,0.35202056,"('dishonest', 'honest')",-1.1749188,-0.9460823,0.842084,0.9181225,-0.02864,0.1080202,-0.1366602
54,-0.24429889,-0.3916994,"('incapable', 'capable')",-0.048419997,-0.27166015,1.0182817,1.207077,0.2418543,0.1812392,0.0606151
55,0.23825404,0.3179723,"('incompetent', 'clever')",-1.7452523,-1.3119389,-0.13699335,-0.14850007,-0.5479972,-0.3808222,-0.167175
77,-0.22027288,-0.39496675,"('unmotivated', 'motivated')",-1.0192226,-1.0897559,-1.1068301,-1.0252572,-0.7821085,-0.8366599,0.0545514
61,0.19462478,0.026529819,"('illogical', 'logical')",-1.2290615,-1.1707828,0.30636093,0.2557199,-0.2426919,-0.2961777,0.0534858
34,-0.17923424,-0.25709748,"('mean', 'honorable')",-0.77200437,-0.84436893,5.893986,5.811696,1.6475825,1.5700766,0.0775059
15,-0.17586496,-0.15137526,"('boring', 'funny')",-0.0876192,-0.110706516,0.3192197,0.41254967,0.0185785,0.050156,-0.0315775
23,0.1516104,0.09081596,"('insincere', 'sincere')",-1.1756744,-1.00951,5.5324616,5.5366735,1.5027992,1.5393265,-0.0365273
20,0.12915564,0.15852205,"('rough', 'thoughtful')",-0.22458655,0.027196795,1.1971437,1.3542703,0.3672376,0.5133297,-0.1460921
45,-0.12844352,0.33171195,"('incompetent', 'competent')",-1.2788892,-0.6486616,-0.19978584,0.012095001,-0.5357062,-0.1016182,-0.434088
11,0.11612286,0.15337944,"('unhelpful', 'helpful')",-1.0465242,-0.88968045,1.8203052,1.9025228,0.2966346,0.3887406,-0.092106
46,0.11457722,0.049460225,"('uncompetitive', 'competitive')",-1.917354,-1.5816399,-0.5461159,-0.7131832,-0.7829642,-0.7484543,-0.0345099
40,0.108143196,0.3315599,"('stingy', 'generous')",-0.15493245,0.16308552,-1.2620863,-1.0433128,-0.4362919,-0.1828891,-0.2534028
71,0.09560336,0.14015514,"('diffident', 'self-confident')",-0.058981776,-0.17604513,0.47331503,0.71224546,0.1699789,0.2254518,-0.0554729
30,0.09043644,0.20050323,"('intolerant', 'tolerant')",-0.855237,-0.66466576,1.3655442,1.2159728,0.2002479,0.2506034,-0.0503555
74,-0.07669542,0.18872482,"('undedicated', 'dedicated')",0.030783221,0.5138756,0.25234774,0.2693465,0.0688118,0.3239823,-0.2551705
47,-0.074452415,-0.14502111,"('stupid', 'smart')",-0.28938916,-0.14015888,4.966909,5.0195403,1.5343558,1.5781201,-0.0437643
83,-0.06525477,-0.09923227,"('powerless', 'powerful')",-1.1422087,-1.0374706,-0.7799235,-0.7790049,-0.6624623,-0.6385693,-0.023893
50,-0.03667292,-0.15189835,"('clumsy', 'skillful')",1.2968434,1.2887793,0.5474933,0.62877256,0.6025546,0.5885511,0.0140035
51,-0.030638292,-0.023472682,"('uneducated', 'educated')",-0.06330301,0.16826777,0.24096859,0.22180381,0.0490091,0.1221996,-0.0731905
33,0.025286,0.042133212,"('wrong', 'right')",0.9423212,0.86150277,-0.4139648,-0.3214738,0.1845475,0.194054,-0.0095065
3,0.0066240486,0.09563078,"('repellent', 'pleasant')",-0.78449476,-0.52800506,-0.05577945,-0.15325554,-0.2778834,-0.1952099,-0.0826735
