,national_male,national_female,tuple,city_male,city_female,corp_male,corp_female,average_male,average_female,male-female
66,-0.8074699,-0.7457604,"('inactive', 'active')",-1.2366098,-1.172406,-0.2156811,-0.103576384,-0.7532536,-0.6739143,-0.0793393
57,-0.8028929,-0.7363951,"('unimaginative', 'imaginative')",0.68423903,0.6357005,-3.2168427,-3.1570454,-1.1118321,-1.0859133,-0.0259188
30,0.79857737,0.86127955,"('intolerant', 'tolerant')",1.734866,1.7107944,1.1069119,0.9080244,1.2134518,1.1600327,0.0534191
42,0.79848564,0.9319505,"('unreliable', 'reliable')",0.6673371,0.56999785,-3.049946,-3.0094213,-0.5280411,-0.502491,-0.0255501
84,0.7970762,0.6298677,"('inferior', 'superior')",-0.94935125,-0.9800721,0.12419831,0.15005398,-0.0093589,-0.0667168,0.0573579
69,-0.7682531,-0.65333146,"('lazy', 'industrious')",-1.3227137,-1.1660091,-1.3713086,-1.4205728,-1.1540918,-1.0799711,-0.0741207
2,0.7475485,0.65808964,"('unlikable', 'likable')",1.2041769,1.0103914,0.5654969,0.5933601,0.8390741,0.753947,0.0851271
4,-0.74407613,-0.7238787,"('disliked', 'liked')",-0.6127035,-0.58809346,-7.863126,-8.028094,-3.073302,-3.1133556,0.0400536
16,-0.74240446,-0.9632865,"('unpopular', 'popular')",-0.97056633,-1.1869587,-0.1695435,-0.28668875,-0.6275047,-0.8123113,0.1848066
24,0.7146913,1.0940667,"('dishonest', 'honest')",0.30949843,0.5621819,1.0750763,1.0719423,0.6997554,0.909397,-0.2096416
51,0.71065724,0.5468542,"('uneducated', 'educated')",1.2014217,0.85641295,0.5953027,0.6239996,0.8357939,0.6757556,0.1600383
13,0.7027078,0.9553171,"('impolite', 'polite')",1.1035393,1.245594,-0.2471935,-0.11526453,0.5196846,0.6952155,-0.1755309
82,-0.6757411,-0.6595023,"('poor', 'rich')",-0.0026768595,-0.35793316,6.9254026,6.7830195,2.0823282,1.9218613,0.1604669
18,0.67053616,0.7565301,"('disagreeable', 'welcoming')",0.46166623,0.4489546,-0.47633788,-0.43608895,0.2186215,0.2564653,-0.0378438
86,-0.6666733,0.05398397,"('uninfluential', 'influential')",-0.024172317,0.24605551,-0.12808125,0.09321028,-0.2729756,0.1310833,-0.4040589
60,0.63581824,0.70415384,"('inefficient', 'efficient')",2.0384831,1.8819226,0.5880606,0.37871385,1.087454,0.9882634,0.0991906
26,0.6268766,1.2759024,"('hardhearted', 'benevolent')",-0.2953349,0.18496555,0.83567864,1.3271028,0.3890735,0.9293235,-0.54025
87,0.56283087,0.43397534,"('unsuccessful', 'successful')",0.58979976,0.19390199,0.51950127,0.48329952,0.5573773,0.3703923,0.186985
43,0.5573299,0.67387605,"('irresponsible', 'responsible')",1.1314029,1.155576,0.58012146,0.59814805,0.7562847,0.8092,-0.0529153
33,0.5200876,0.8006492,"('wrong', 'right')",-0.21392962,0.09251702,-0.66671145,-0.44026178,-0.1201845,0.1509682,-0.2711527
48,0.51508516,0.510404,"('unintelligent', 'intelligent')",0.5385785,0.32704747,0.6545735,0.8324344,0.5694124,0.5566286,0.0127838
7,0.4941687,0.7473756,"('insensitive', 'sensitive')",0.801311,1.0382588,0.83897287,1.0214641,0.7114842,0.9356995,-0.2242153
34,-0.48152813,-0.52968836,"('mean', 'honorable')",0.40649813,0.3181269,5.692587,5.6849318,1.872519,1.8244567,0.0480623
17,-0.47037676,-0.1331502,"('nasty', 'nice')",0.09789817,0.18831599,-0.30487305,-0.21914604,-0.2257839,-0.0546601,-0.1711238
61,0.4611192,0.42858437,"('illogical', 'logical')",-0.40485743,-0.29106936,0.4828691,0.53088593,0.1797103,0.2228003,-0.04309
63,0.46049577,1.1556456,"('unperceptive', 'insightful')",0.9704871,1.245167,0.3069458,0.648977,0.5793095,1.0165966,-0.4372871
76,0.44895756,0.27225244,"('anxious', 'daring')",1.6513567,1.2038047,0.30376184,0.11232379,0.8013587,0.5294603,0.2718984
58,-0.41269624,-0.28065443,"('undiscriminating', 'discriminating')",0.31549186,0.36402753,-0.3117756,-0.11031404,-0.1363267,-0.0089803,-0.1273464
85,-0.40194094,-0.6913447,"('insignificant', 'prestigious')",-1.2769582,-1.5269645,-1.4105897,-1.15161,-1.0298297,-1.1233064,0.0934767
70,0.40128478,0.7254555,"('lethargic', 'energetic')",0.92328995,1.0416937,0.51252675,0.6133458,0.6123672,0.7934984,-0.1811312
20,-0.3960064,-0.11358323,"('rough', 'thoughtful')",-0.16990787,-0.30743212,0.1320144,0.18930636,-0.1446333,-0.0772363,-0.067397
45,-0.38657716,-0.08720806,"('incompetent', 'competent')",0.48943412,0.5966849,-0.111581795,-0.06896514,-0.0029083,0.1468372,-0.1497455
55,0.37701187,0.2586381,"('incompetent', 'clever')",1.9605565,1.4618411,0.9280642,0.6820288,1.0885442,0.800836,0.2877082
0,0.36753368,0.41966686,"('unsociable', 'sociable')",0.97248703,0.97469544,-0.042225927,-0.14066273,0.4325982,0.4178998,0.0146984
83,0.35053873,0.3266884,"('powerless', 'powerful')",0.60756344,0.523868,-0.8117166,-0.872749,0.0487952,-0.0073975,0.0561927
73,0.34652922,0.6721406,"('helpless', 'self-reliant')",0.16046989,0.101337,-3.60174,-3.5965302,-1.0315803,-0.9410175,-0.0905628
15,-0.34091124,-0.3865735,"('boring', 'funny')",0.33423293,0.25693,0.19717565,0.2886586,0.0634991,0.053005,0.0104941
88,0.3289275,0.26262185,"('low', 'eminent')",-0.40728834,-0.65624315,-0.039682128,-0.025258174,-0.0393477,-0.1396265,0.1002788
3,0.29713115,-0.030544516,"('repellent', 'pleasant')",0.6560916,0.40372387,1.3968025,1.0369176,0.7833417,0.4700323,0.3133094
49,-0.2794445,-0.8939418,"('unable', 'able')",-0.5298764,-0.93362975,-0.14713067,-0.07123669,-0.3188172,-0.6329361,0.3141189
79,-0.2716632,-0.29769507,"('wavering', 'unwavering')",-1.2018132,-1.346786,-0.6827007,-0.557527,-0.7187257,-0.7340027,0.015277
40,0.25042683,0.68000257,"('stingy', 'generous')",0.23501736,0.4112721,-2.2800055,-2.1607294,-0.5981871,-0.3564849,-0.2417022
54,0.24625583,-0.33800176,"('incapable', 'capable')",-0.79403085,-1.1914136,0.8526677,0.7209782,0.1016309,-0.2694791,0.37111
44,0.24333039,0.11694496,"('prejudiced', 'unprejudiced')",-0.5305969,-0.5170459,-1.4423759,-1.5242453,-0.5765475,-0.6414487,0.0649012
22,0.23857357,0.630975,"('untrustworthy', 'trustworthy')",0.8118031,1.0868201,-0.6612317,-0.6306463,0.129715,0.362383,-0.232668
77,-0.2253652,-0.7438068,"('unmotivated', 'motivated')",0.13974662,-0.23424576,-0.9753348,-1.3526424,-0.3536511,-0.7768983,0.4232472
41,0.22399147,0.5253183,"('unforgiving', 'forgiving')",0.433512,0.66757375,-0.039261766,-0.09008365,0.2060806,0.3676028,-0.1615222
59,0.09380601,0.42031825,"('foolish', 'wise')",-0.82068694,-0.6501361,-0.17433172,0.070239216,-0.3004042,-0.0531929,-0.2472113
25,-0.07003013,-0.6242152,"('egoistic', 'altruistic')",-0.52062684,-0.74555755,1.504759,1.379118,0.3047007,0.0031151,0.3015856
64,0.06796487,-0.007968649,"('shy', 'confident')",0.20041388,0.35502532,-6.4541335,-6.888271,-2.0619183,-2.1804047,0.1184864
9,-0.0592302,0.3898839,"('unaffectionate', 'caring')",-0.7114735,-0.49557403,1.2349539,1.6071533,0.15475,0.5004877,-0.3457377
46,-0.05077421,0.0065679103,"('uncompetitive', 'competitive')",1.5752296,1.432351,-0.98500043,-1.1058878,0.1798183,0.1110104,0.0688079
68,-0.04708589,0.11482283,"('dependent', 'independent')",-0.066244766,-0.048813418,-0.9387548,-1.1051328,-0.3506951,-0.3463745,-0.0043206
47,0.029865127,0.04970917,"('stupid', 'smart')",0.4399466,0.3906934,5.4894686,5.681291,1.9864268,2.0405645,-0.0541377
10,-0.017520983,0.37507617,"('unsympathetic', 'sympathetic')",0.1667525,0.14129971,-0.09091554,0.08901754,0.0194387,0.2017978,-0.1823591
72,0.01668467,0.12569702,"('unambitious', 'ambitious')",1.4174765,1.463651,0.1863317,0.1326835,0.5401643,0.5740105,-0.0338462
29,0.00020878995,0.116116606,"('unfair', 'fair')",-0.25493518,-0.102076955,-0.3187988,-0.3657034,-0.1911751,-0.1172213,-0.0739538
