,hospira_male,hospira_female,tuple,inc_male,inc_female,average_male,average_female,male-female
18,-0.32598174,-0.32568008,"('disagreeable', 'welcoming')",-0.26853827,-0.33626023,-0.29726,-0.3309702,0.0337102
3,-0.31100887,-0.41528887,"('repellent', 'pleasant')",0.06287879,0.17487636,-0.124065,-0.1202063,-0.0038587
62,0.29663646,0.10750167,"('incompetent', 'brilliant')",1.2147326,1.3173507,0.7556846,0.7124262,0.0432584
4,-0.27987334,-0.18593179,"('disliked', 'liked')",-6.842806,-6.7957096,-3.5613396,-3.4908206,-0.070519
42,0.2705454,0.36950934,"('unreliable', 'reliable')",-3.11963,-2.8232667,-1.4245423,-1.2268786,-0.1976637
15,-0.2605509,-0.21474998,"('boring', 'funny')",0.38633248,0.42642003,0.0628908,0.105835,-0.0429442
22,0.25318477,0.40070662,"('untrustworthy', 'trustworthy')",-0.6318921,-0.43235153,-0.1893537,-0.0158225,-0.1735312
21,0.2530114,0.20365255,"('immoral', 'moral')",-0.17024057,0.022801317,0.0413854,0.1132269,-0.0718415
29,-0.24646933,-0.20445746,"('unfair', 'fair')",-0.5186034,-0.4350266,-0.3825364,-0.319742,-0.0627944
39,0.23365839,-0.0037632417,"('exploitative', 'cooperative')",0.24398449,0.18363784,0.2388214,0.0899373,0.1488841
37,-0.21294893,-0.11116399,"('fake', 'genuine')",0.25193807,0.52953243,0.0194946,0.2091842,-0.1896896
34,-0.21241948,-0.2974852,"('mean', 'honorable')",6.6256266,6.4604325,3.2066035,3.0814736,0.1251299
67,0.2076681,0.24851896,"('doubtful', 'determined')",-0.4591375,-0.2917563,-0.1257347,-0.0216187,-0.104116
51,-0.20004201,-0.3421063,"('uneducated', 'educated')",0.5974344,0.8553466,0.1986962,0.2566202,-0.057924
47,-0.19506711,-0.2408545,"('stupid', 'smart')",6.065864,6.148701,2.9353986,2.9539232,-0.0185246
35,0.1877411,0.36869282,"('corrupt', 'incorrupt')",-0.7783339,-1.0592984,-0.2952964,-0.3453028,0.0500064
2,0.17962047,0.25361624,"('unlikable', 'likable')",0.27610815,0.47512844,0.2278643,0.3643723,-0.136508
64,0.15889797,0.20440392,"('shy', 'confident')",-6.6160374,-6.302337,-3.2285697,-3.0489666,-0.1796031
27,-0.1284349,0.1054582,"('hardhearted', 'softhearted')",1.5393323,1.5306821,0.7054487,0.8180702,-0.1126215
75,0.11844553,0.24559963,"('meek', 'impulsive')",-0.7133816,-0.72593266,-0.297468,-0.2401665,-0.0573015
41,-0.08979983,-0.0051968396,"('unforgiving', 'forgiving')",-0.11879339,0.030832231,-0.1042966,0.0128177,-0.1171143
13,-0.089773156,-0.18989106,"('impolite', 'polite')",0.30067205,0.38061175,0.1054495,0.0953603,0.0100892
20,0.08339969,0.10373743,"('rough', 'thoughtful')",1.1460738,1.1778526,0.6147367,0.6407951,-0.0260584
56,0.077224575,-0.008146577,"('impractical', 'practical')",0.5519343,0.71150506,0.3145794,0.3516792,-0.0370998
69,-0.060629994,0.096137784,"('lazy', 'industrious')",-0.72066027,-0.861974,-0.3906451,-0.3829181,-0.007727
40,0.03784925,0.2364204,"('stingy', 'generous')",-1.6332322,-1.5162913,-0.7976915,-0.6399354,-0.1577561
68,-0.03570454,-0.15760922,"('dependent', 'independent')",0.016728327,-0.05955594,-0.0094881,-0.1085826,0.0990945
82,-0.021010324,-0.18933906,"('poor', 'rich')",6.6641455,6.4928045,3.3215675,3.1517327,0.1698348
59,-0.018090107,-0.05196134,"('foolish', 'wise')",0.36177367,0.119345546,0.1718418,0.0336921,0.1381497
70,-0.0052014515,0.06630491,"('lethargic', 'energetic')",0.82601386,1.0457926,0.4104062,0.5560488,-0.1456426
