,conocophillips_male,conocophillips_female,tuple,average_male,average_female,male-female
21,-0.8517377,-1.3933873,"('immoral', 'moral')",-0.8517377,-1.3933873,0.5416496
20,-0.85059,-0.9048047,"('rough', 'thoughtful')",-0.85059,-0.9048047,0.0542147
62,-0.8184262,-1.178983,"('incompetent', 'brilliant')",-0.8184262,-1.178983,0.3605568
8,-0.8163049,-0.6446796,"('unaffectionate', 'affectionate')",-0.8163049,-0.6446796,-0.1716253
28,-0.8062209,-0.93350786,"('disloyal', 'loyal')",-0.8062209,-0.9335079,0.127287
11,-0.79830277,-1.0885502,"('unhelpful', 'helpful')",-0.7983028,-1.0885502,0.2902474
63,-0.7786739,-0.9851157,"('unperceptive', 'insightful')",-0.7786739,-0.9851157,0.2064418
34,0.7774299,0.79658353,"('mean', 'honorable')",0.7774299,0.7965835,-0.0191536
33,0.73987573,1.063843,"('wrong', 'right')",0.7398757,1.063843,-0.3239673
81,-0.7128744,-1.1129518,"('submissive', 'aggressive')",-0.7128744,-1.1129518,0.4000774
41,-0.6875944,-0.72402716,"('unforgiving', 'forgiving')",-0.6875944,-0.7240272,0.0364328
58,-0.67475665,-0.8207597,"('undiscriminating', 'discriminating')",-0.6747566,-0.8207597,0.1460031
51,-0.6580704,-0.80947274,"('uneducated', 'educated')",-0.6580704,-0.8094727,0.1514023
22,-0.63609135,-0.67550594,"('untrustworthy', 'trustworthy')",-0.6360914,-0.6755059,0.0394145
60,-0.62315476,-0.9341845,"('inefficient', 'efficient')",-0.6231548,-0.9341845,0.3110297
3,-0.61239487,-0.8637251,"('repellent', 'pleasant')",-0.6123949,-0.8637251,0.2513302
75,0.5996009,0.9224114,"('meek', 'impulsive')",0.5996009,0.9224114,-0.3228105
18,-0.5884701,-0.5420378,"('disagreeable', 'welcoming')",-0.5884701,-0.5420378,-0.0464323
77,-0.5827743,-0.7193245,"('unmotivated', 'motivated')",-0.5827743,-0.7193245,0.1365502
79,0.5565799,0.8121482,"('wavering', 'unwavering')",0.5565799,0.8121482,-0.2555683
23,0.5493077,0.14587565,"('insincere', 'sincere')",0.5493077,0.1458756,0.4034321
9,-0.5467373,-0.4372052,"('unaffectionate', 'caring')",-0.5467373,-0.4372052,-0.1095321
61,-0.52941656,-0.5709046,"('illogical', 'logical')",-0.5294166,-0.5709046,0.041488
19,-0.49546084,-0.10368673,"('inhospitable', 'hospitable')",-0.4954608,-0.1036867,-0.3917741
84,-0.48908952,-0.41276643,"('inferior', 'superior')",-0.4890895,-0.4127664,-0.0763231
80,-0.48392785,-0.8798643,"('dominated', 'dominating')",-0.4839278,-0.8798643,0.3959365
49,-0.47620088,-0.5843789,"('unable', 'able')",-0.4762009,-0.5843789,0.108178
2,0.47318816,0.38972688,"('unlikable', 'likable')",0.4731882,0.3897269,0.0834613
67,0.46033025,0.54324996,"('doubtful', 'determined')",0.4603302,0.54325,-0.0829198
83,-0.45845857,-0.6151075,"('powerless', 'powerful')",-0.4584586,-0.6151075,0.1566489
66,0.44799718,0.45869365,"('inactive', 'active')",0.4479972,0.4586937,-0.0106965
40,-0.4358327,-0.23945196,"('stingy', 'generous')",-0.4358327,-0.239452,-0.1963807
78,-0.42839837,-0.6759745,"('nonresilient', 'resilient')",-0.4283984,-0.6759745,0.2475761
44,0.39614382,0.362476,"('prejudiced', 'unprejudiced')",0.3961438,0.362476,0.0336678
24,-0.3912885,-0.3407276,"('dishonest', 'honest')",-0.3912885,-0.3407276,-0.0505609
42,-0.39063466,-0.42198038,"('unreliable', 'reliable')",-0.3906347,-0.4219804,0.0313457
53,-0.3755034,-0.2921399,"('uncreative', 'creative')",-0.3755034,-0.2921399,-0.0833635
68,-0.34457093,-0.2577219,"('dependent', 'independent')",-0.3445709,-0.2577219,-0.086849
76,-0.33427674,-0.7540376,"('anxious', 'daring')",-0.3342767,-0.7540376,0.4197609
32,0.3263482,0.15152591,"('unkind', 'kind')",0.3263482,0.1515259,0.1748223
87,0.32014146,0.16127601,"('unsuccessful', 'successful')",0.3201415,0.161276,0.1588655
1,0.31668168,0.38032,"('unfriendly', 'friendly')",0.3166817,0.38032,-0.0636383
72,-0.30555445,-0.35255337,"('unambitious', 'ambitious')",-0.3055544,-0.3525534,0.046999
59,0.2679578,0.5530869,"('foolish', 'wise')",0.2679578,0.5530869,-0.2851291
88,-0.24785104,-0.310601,"('low', 'eminent')",-0.247851,-0.310601,0.06275
25,0.22200534,0.2111921,"('egoistic', 'altruistic')",0.2220053,0.2111921,0.0108132
37,-0.19833429,-0.26386106,"('fake', 'genuine')",-0.1983343,-0.2638611,0.0655268
36,0.19640733,0.5501296,"('hostile', 'amicable')",0.1964073,0.5501296,-0.3537223
50,0.17841619,0.2577521,"('clumsy', 'skillful')",0.1784162,0.2577521,-0.0793359
74,-0.14719892,-0.39455605,"('undedicated', 'dedicated')",-0.1471989,-0.394556,0.2473571
56,-0.14025533,-0.53005916,"('impractical', 'practical')",-0.1402553,-0.5300592,0.3898039
38,-0.13961145,-0.17296013,"('untruthful', 'truthful')",-0.1396115,-0.1729601,0.0333486
26,-0.121671185,0.019430472,"('hardhearted', 'benevolent')",-0.1216712,0.0194305,-0.1411017
15,0.108711794,0.30198368,"('boring', 'funny')",0.1087118,0.3019837,-0.1932719
27,-0.080647096,0.17311366,"('hardhearted', 'softhearted')",-0.0806471,0.1731137,-0.2537608
17,-0.07132976,0.054047816,"('nasty', 'nice')",-0.0713298,0.0540478,-0.1253776
71,-0.061125387,0.12777978,"('diffident', 'self-confident')",-0.0611254,0.1277798,-0.1889052
52,-0.054885134,0.09937844,"('irrational', 'rational')",-0.0548851,0.0993784,-0.1542635
16,-0.05332423,0.11142081,"('unpopular', 'popular')",-0.0533242,0.1114208,-0.164745
39,0.034501255,0.08966938,"('exploitative', 'cooperative')",0.0345013,0.0896694,-0.0551681
31,-0.027468732,0.48652777,"('evil', 'good')",-0.0274687,0.4865278,-0.5139965
54,-0.025313556,-0.079517476,"('incapable', 'capable')",-0.0253136,-0.0795175,0.0542039
73,-0.01387972,0.2138453,"('helpless', 'self-reliant')",-0.0138797,0.2138453,-0.227725
29,-0.01205641,0.014076112,"('unfair', 'fair')",-0.0120564,0.0140761,-0.0261325
