,hasbro_male,hasbro_female,tuple,inc_male,inc_female,average_male,average_female,male-female
16,-0.12884896,0.13283062,"('unpopular', 'popular')",0.6069946,0.7661743,0.2390728,0.4495025,-0.2104297
60,0.12621522,0.16260885,"('inefficient', 'efficient')",0.26287806,-0.26933762,0.1945466,-0.0533644,0.247911
48,-0.116990715,-0.108497754,"('unintelligent', 'intelligent')",0.9804328,0.69326293,0.431721,0.2923826,0.1393384
81,0.110025235,0.28377253,"('submissive', 'aggressive')",-0.68481237,-1.0191492,-0.2873936,-0.3676883,0.0802947
12,-0.108393975,-0.2987375,"('unsupportive', 'supportive')",-1.4860435,-1.9908944,-0.7972187,-1.1448159,0.3475972
76,0.080587886,0.17041072,"('anxious', 'daring')",0.40589547,0.16632673,0.2432417,0.1683687,0.074873
37,0.0660855,-0.08561693,"('fake', 'genuine')",0.6671503,0.4342916,0.3666179,0.1743373,0.1922806
64,0.062306806,-0.06522196,"('shy', 'confident')",-6.785264,-7.2740397,-3.3614786,-3.6696308,0.3081522
5,-0.050663713,-0.15492663,"('distant', 'outgoing')",-0.3511535,-0.17356113,-0.2009086,-0.1642439,-0.0366647
4,0.04873604,-0.14474618,"('disliked', 'liked')",-6.511915,-6.719471,-3.2315896,-3.4321086,0.200519
34,-0.04282418,0.0824623,"('mean', 'honorable')",5.782848,6.0086083,2.8700118,3.0455353,-0.1755235
36,-0.035320796,-0.049366996,"('hostile', 'amicable')",0.1496335,0.58467346,0.0571564,0.2676532,-0.2104968
84,-0.035129145,0.094034985,"('inferior', 'superior')",1.0612196,1.168448,0.5130452,0.6312415,-0.1181963
30,-0.02220174,0.01740785,"('intolerant', 'tolerant')",1.0751117,0.9069798,0.526455,0.4621938,0.0642612
54,0.012059819,0.014922878,"('incapable', 'capable')",1.1103047,1.142919,0.5611823,0.5789209,-0.0177386
