,ameriprise_male,ameriprise_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
71,-1.0913591,-1.1268982,"('diffident', 'self-confident')",1.8156512,1.7604175,0.58658123,0.4876873,0.4369578,0.3737355,0.0632223
16,-1.0787609,-1.3528824,"('unpopular', 'popular')",-0.5000602,-0.703923,0.2167679,-0.053506985,-0.4540177,-0.7034375,0.2494198
46,-1.06346,-1.07379,"('uncompetitive', 'competitive')",0.7269984,0.8127892,-0.91316134,-0.8888392,-0.416541,-0.38328,-0.033261
5,-1.0364866,-0.87254876,"('distant', 'outgoing')",0.2956256,0.3565546,0.034914225,0.008195326,-0.2353156,-0.1692663,-0.0660493
52,-1.0335733,-1.0838146,"('irrational', 'rational')",-0.29470277,-0.27539212,0.05040086,0.024272464,-0.4259584,-0.4449781,0.0190197
69,1.0063585,1.0286026,"('lazy', 'industrious')",0.66173446,0.54063326,-0.26719522,-0.4154089,0.4669659,0.384609,0.0823569
58,-0.9831742,-0.97722507,"('undiscriminating', 'discriminating')",1.3824664,1.368099,0.16034958,0.26898837,0.1865473,0.2199541,-0.0334068
38,-0.979913,-1.1932304,"('untruthful', 'truthful')",0.52479017,0.47573575,-0.094781056,-0.34927687,-0.1833013,-0.3555905,0.1722892
36,-0.94615126,-0.9798185,"('hostile', 'amicable')",-0.18982853,-0.27817464,0.42446205,0.3778632,-0.2371726,-0.2933767,0.0562041
24,-0.92893654,-0.875598,"('dishonest', 'honest')",-0.18104856,-0.08100112,0.48044816,0.66085166,-0.2098457,-0.0985825,-0.1112632
55,-0.8874894,-0.9075585,"('incompetent', 'clever')",-0.41342944,-0.37187165,-0.477304,-0.35541275,-0.5927409,-0.5449476,-0.0477933
6,-0.86063784,-0.84808356,"('distant', 'open')",-0.5469306,-0.53577393,0.61606103,0.5351443,-0.2638358,-0.2829044,0.0190686
63,-0.8600682,-1.0219761,"('unperceptive', 'insightful')",1.5346822,1.4995284,1.0760155,0.89878887,0.5835431,0.4587804,0.1247627
61,-0.8559186,-0.7862893,"('illogical', 'logical')",1.3889542,1.4325914,-0.013713192,-0.010737032,0.1731075,0.2118551,-0.0387476
45,-0.8381134,-0.662759,"('incompetent', 'competent')",-0.2209193,-0.17381848,-0.6557908,-0.5014424,-0.5716078,-0.4460066,-0.1256012
50,0.80400974,0.62724733,"('clumsy', 'skillful')",0.556297,0.39798295,0.31204894,0.07430971,0.5574519,0.3665133,0.1909386
54,-0.8030262,-0.8988837,"('incapable', 'capable')",0.9576315,0.93734026,1.4844184,1.2354028,0.5463413,0.4246198,0.1217215
25,-0.77952343,-1.05202,"('egoistic', 'altruistic')",0.13299745,-0.06754884,1.9056232,1.901181,0.4196991,0.2605374,0.1591617
11,-0.771137,-0.93613887,"('unhelpful', 'helpful')",0.5723901,0.67066044,1.618278,1.5107018,0.473177,0.4150744,0.0581026
43,-0.7664832,-0.7967231,"('irresponsible', 'responsible')",1.0209088,1.1360418,0.2910535,0.34171882,0.1818264,0.2270125,-0.0451861
76,0.70588523,0.89803857,"('anxious', 'daring')",0.028151222,0.1487665,-0.0928649,-0.051842183,0.2137239,0.3316543,-0.1179304
80,0.70509684,0.98792404,"('dominated', 'dominating')",-0.03694929,0.07413815,-1.3527161,-1.1801112,-0.2281895,-0.0393497,-0.1888398
72,-0.660447,-0.8186604,"('unambitious', 'ambitious')",0.0839686,0.0009129867,-0.90003085,-0.8467623,-0.4921698,-0.5548366,0.0626668
37,0.6210579,0.6918825,"('fake', 'genuine')",-0.7964331,-0.64494395,0.53674865,0.6165153,0.1204578,0.2211513,-0.1006935
30,0.61844724,0.5737064,"('intolerant', 'tolerant')",0.709911,0.6973328,0.8896254,0.91545886,0.7393278,0.7288327,0.0104951
4,-0.578081,-0.5480637,"('disliked', 'liked')",-0.46655774,-0.61892587,-6.4133706,-6.4038587,-2.4860031,-2.5236162,0.0376131
83,-0.5725867,-0.52879244,"('powerless', 'powerful')",0.40295607,0.32854968,-1.3408678,-1.3086092,-0.5034995,-0.5029507,-0.0005488
79,-0.5640134,-0.2607708,"('wavering', 'unwavering')",-0.81265175,-0.7150683,0.18901572,0.2935414,-0.3958831,-0.2274326,-0.1684505
2,0.5393637,0.47443387,"('unlikable', 'likable')",2.17521,2.1533723,0.32533205,0.31870398,1.0133018,0.98217,0.0311318
23,-0.5126339,-0.7714745,"('insincere', 'sincere')",1.2384914,1.2359407,5.889792,5.6814156,2.2052164,2.0486272,0.1565892
67,0.5104027,0.58987844,"('doubtful', 'determined')",-0.02784335,0.0031200182,-0.8526534,-0.92502594,-0.1233647,-0.1106758,-0.0126889
81,0.48326492,0.606219,"('submissive', 'aggressive')",0.89612037,0.8825224,-0.8051283,-0.8367376,0.191419,0.2173346,-0.0259156
74,-0.46897626,-0.43155825,"('undedicated', 'dedicated')",0.7361161,0.7147368,0.048156206,0.23653597,0.1050987,0.1732382,-0.0681395
27,-0.46171948,-0.4813614,"('hardhearted', 'softhearted')",-0.23354572,-0.17311445,1.609851,1.6735183,0.3048619,0.3396808,-0.0348189
3,-0.46170348,-0.5664645,"('repellent', 'pleasant')",0.087253734,0.048991963,0.16828136,0.17537205,-0.0687228,-0.1140335,0.0453107
64,0.436163,0.63070977,"('shy', 'confident')",0.3116637,0.3666296,-6.996873,-6.7881813,-2.0830154,-1.9302807,-0.1527347
41,-0.43205574,-0.6805716,"('unforgiving', 'forgiving')",1.1207064,1.065727,-0.21667671,-0.14034246,0.1573247,0.0816043,0.0757204
60,0.4154327,0.32731822,"('inefficient', 'efficient')",0.6157426,0.5749286,-0.3522108,-0.4738235,0.2263215,0.1428078,0.0835137
56,0.38774368,0.46918324,"('impractical', 'practical')",0.5425522,0.5850756,-0.67523783,-0.68269414,0.0850193,0.1238549,-0.0388356
32,-0.3830717,-0.4266036,"('unkind', 'kind')",0.42834097,0.4212135,0.8679944,0.88594353,0.3044212,0.2935178,0.0109034
29,-0.37909436,-0.21812972,"('unfair', 'fair')",-0.61408067,-0.5112164,-0.7164318,-0.455331,-0.569869,-0.3948924,-0.1749766
59,-0.35283375,-0.5360579,"('foolish', 'wise')",0.5566651,0.51603353,0.663941,0.4219284,0.2892575,0.133968,0.1552895
26,-0.33088815,-0.15141684,"('hardhearted', 'benevolent')",1.3818014,1.4696785,1.5679275,1.8980848,0.8729469,1.0721154,-0.1991685
15,0.28877926,0.4973117,"('boring', 'funny')",0.037119225,0.21850993,0.510235,0.70358586,0.2787112,0.4731358,-0.1944246
13,-0.28485844,-0.16008875,"('impolite', 'polite')",0.61256856,0.83910847,-0.39058146,-0.44692504,-0.0209571,0.0773649,-0.098322
40,-0.27865812,-0.36272305,"('stingy', 'generous')",0.8411913,0.8376608,-1.5981375,-1.3383465,-0.3452015,-0.2878029,-0.0573986
62,-0.27759856,-0.3226562,"('incompetent', 'brilliant')",0.7910126,0.8343966,-0.187472,-0.28393033,0.1086473,0.0759367,0.0327106
20,0.24921747,0.2554575,"('rough', 'thoughtful')",0.14820725,0.08983546,0.74414396,0.8113332,0.3805229,0.385542,-0.0050191
33,-0.24565023,-0.3074579,"('wrong', 'right')",0.89836776,0.97587997,-0.41248426,-0.43010378,0.0800778,0.0794394,0.0006384
7,-0.2430515,-0.36645338,"('insensitive', 'sensitive')",1.0077946,0.9779293,1.2031476,1.1806401,0.6559636,0.597372,0.0585916
18,-0.24140266,-0.74605674,"('disagreeable', 'welcoming')",-0.42197588,-0.58806384,-0.11367755,-0.19985749,-0.2590187,-0.511326,0.2523073
21,-0.2241174,-0.22698458,"('immoral', 'moral')",0.6191066,0.6284019,-1.012073,-1.043403,-0.2056946,-0.2139952,0.0083006
88,-0.22330391,-0.31459805,"('low', 'eminent')",-0.7195985,-0.78149587,0.25070888,0.20975319,-0.2307312,-0.2954469,0.0647157
51,-0.20045498,-0.26796627,"('uneducated', 'educated')",-0.027140513,-0.08600589,0.36221224,0.45863068,0.0448722,0.0348862,0.009986
22,-0.19046727,0.025851475,"('untrustworthy', 'trustworthy')",-0.32836092,-0.12780991,-1.1179127,-0.8139513,-0.5455803,-0.3053033,-0.240277
68,-0.12488867,-0.20579301,"('dependent', 'independent')",-1.92575,-2.0010917,-0.53751624,-0.70270705,-0.8627183,-0.9698639,0.1071456
84,0.114766754,0.16469038,"('inferior', 'superior')",0.34530628,0.364108,1.044789,0.9434346,0.5016207,0.4907443,0.0108764
75,-0.09790939,0.048746057,"('meek', 'impulsive')",-0.6690063,-0.6992114,-0.3518614,-0.3084021,-0.3729257,-0.3196225,-0.0533032
35,0.09679194,0.25086412,"('corrupt', 'incorrupt')",-1.1902616,-1.1985872,-0.06323969,-0.026973724,-0.3855698,-0.3248989,-0.0606709
65,0.08817154,0.27012834,"('insecure', 'secure')",-0.078545004,0.0568586,-0.69310576,-0.5759628,-0.2278264,-0.0829919,-0.1448345
82,-0.079738304,-0.25523385,"('poor', 'rich')",0.040276386,-0.1762414,6.1695657,5.9438157,2.0433679,1.8374468,0.2059211
34,-0.07280847,-0.14530845,"('mean', 'honorable')",0.6889011,0.65806824,6.064886,5.8360405,2.2269929,2.1162667,0.1107262
66,0.051159434,0.45629883,"('inactive', 'active')",0.8428742,0.8272681,0.9850478,1.1817508,0.6263605,0.8217726,-0.1954121
17,0.04774481,0.2013556,"('nasty', 'nice')",-0.3720449,-0.28217462,-0.7017977,-0.65457696,-0.3420326,-0.245132,-0.0969006
49,0.04622614,-0.17614633,"('unable', 'able')",-0.76236725,-0.9296793,-0.12135267,-0.474038,-0.2791646,-0.5266212,0.2474566
39,0.04403825,-0.078274496,"('exploitative', 'cooperative')",0.92903936,0.9163085,0.3161255,0.258207,0.4297344,0.3654137,0.0643207
70,-0.042067308,0.22592208,"('lethargic', 'energetic')",0.22132969,0.4274747,0.36571243,0.61385727,0.1816583,0.422418,-0.2407597
47,-0.024288233,0.16209878,"('stupid', 'smart')",1.1393168,1.1186717,5.2624288,5.176714,2.1258192,2.1524947,-0.0266755
87,0.008363411,0.27714613,"('unsuccessful', 'successful')",1.5113677,1.56471,0.8964822,0.86794776,0.8054044,0.9032679,-0.0978635
14,-0.0063037835,0.13385503,"('antisocial', 'social')",1.8879261,1.9031568,-1.0083721,-0.80980253,0.2910834,0.4090698,-0.1179864
