,apollo_male,apollo_female,tuple,education_male,education_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
52,-0.13330552,-0.319646,"('irrational', 'rational')",-0.021701403,-0.17250183,-1.3035704,-1.2625436,-0.46270317,-0.32379857,-0.4803201,-0.5196225,0.0393024
20,0.12375226,-0.09118718,"('rough', 'thoughtful')",-0.10920024,-0.27810833,0.71563053,0.5070149,1.1106102,1.0852957,0.4601982,0.3057538,0.1544444
43,-0.10749227,-0.00070373714,"('irresponsible', 'responsible')",1.816685,1.7918835,0.9229898,0.7599295,0.7489981,0.776895,0.8452952,0.8320011,0.0132941
34,-0.10555458,-0.124350615,"('mean', 'honorable')",0.67151743,0.79563904,-0.17990938,-0.17395099,6.0599165,5.7859426,1.6114925,1.57082,0.0406725
1,-0.089168414,-0.117008075,"('unfriendly', 'friendly')",-0.5389563,-0.6719243,-0.2919452,-0.24680461,1.464735,1.8067701,0.1361663,0.1927583,-0.056592
60,0.076281235,0.23167509,"('inefficient', 'efficient')",1.6234037,1.8235132,1.3748932,1.2711767,-0.019157816,-0.0055730417,0.763855,0.830198,-0.066343
49,-0.07412146,-0.17606884,"('unable', 'able')",1.2862176,1.3668271,-0.64501363,-0.75546515,-0.27582902,-0.33319628,0.0728134,0.0255242,0.0472892
88,0.066433944,-0.056762956,"('low', 'eminent')",0.3044213,0.29375467,-1.1990391,-1.0631537,0.07066243,0.12947497,-0.1893804,-0.1741718,-0.0152086
67,0.058486,0.16678593,"('doubtful', 'determined')",0.84402144,1.0305264,1.1533341,1.1918126,-0.6159932,-0.33939508,0.359962,0.5124325,-0.1524705
71,0.056829207,-0.14375624,"('diffident', 'self-confident')",0.88741785,0.8908941,0.30822098,0.3394208,0.46796158,0.35832894,0.4301074,0.3612219,0.0688855
37,-0.049234964,-0.06682064,"('fake', 'genuine')",0.41081747,0.45111847,0.24637939,0.2311877,0.37314627,0.3607531,0.245277,0.2440597,0.0012173
68,-0.046111383,-0.030319896,"('dependent', 'independent')",0.2168935,0.09071617,-0.3326497,-0.49362904,-0.8646757,-0.8929423,-0.2566358,-0.3315438,0.074908
57,0.045036554,0.018381167,"('unimaginative', 'imaginative')",0.5465028,0.45215192,-0.26868454,-0.4950834,-2.3581705,-2.2371764,-0.5088289,-0.5654317,0.0566028
11,0.043632347,0.12227065,"('unhelpful', 'helpful')",0.47458336,0.5916332,0.33158356,0.49375257,1.9836761,1.9917434,0.7083688,0.79985,-0.0914812
18,-0.04336548,0.11921714,"('disagreeable', 'welcoming')",-0.42814332,-0.42331672,-0.50964904,-0.15132478,-0.79177815,-0.41955635,-0.443234,-0.2187452,-0.2244888
77,0.03185548,-0.21376061,"('unmotivated', 'motivated')",1.3844433,1.3644336,0.6495746,0.2765852,-1.0265687,-1.0788299,0.2598262,0.0871071,0.1727191
70,-0.029628858,0.28198496,"('lethargic', 'energetic')",1.7416036,1.8528708,1.1251148,1.0995352,0.9817902,1.027664,0.9547199,1.0655137,-0.1107938
59,0.014445817,-0.026515115,"('foolish', 'wise')",1.2648194,1.1565444,-0.91779506,-0.64155704,-0.045312632,0.40499017,0.0790394,0.2233656,-0.1443262
15,-0.0069459938,-0.34084442,"('boring', 'funny')",-0.016234197,0.025997907,-1.1952975,-1.1632562,0.10862789,0.24090584,-0.2774625,-0.3092992,0.0318367
