,wells_male,wells_female,tuple,fargo_male,fargo_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
23,-0.44912323,-0.6301507,"('insincere', 'sincere')",-0.5319806,-0.6604544,-0.49516553,-0.7478963,4.5280104,4.277547,0.7629353,0.5597614,0.2031739
83,0.4404741,0.54411674,"('powerless', 'powerful')",1.1991488,1.3373892,0.80211216,0.8857498,-0.6241852,-0.47238648,0.4543875,0.5737174,-0.1193299
12,0.38684377,0.08634905,"('unsupportive', 'supportive')",0.6891966,0.42784652,1.2202796,0.96236444,-1.5657274,-1.6037704,0.1826482,-0.0318026,0.2144508
4,0.3834479,0.36274382,"('disliked', 'liked')",0.6295859,0.54793566,0.49983034,0.6296909,-5.858594,-5.683969,-1.0864325,-1.0358996,-0.0505329
8,0.3634963,0.16376892,"('unaffectionate', 'affectionate')",1.1467966,1.2417213,0.70745015,0.57491475,0.43905774,0.26274633,0.6642002,0.5607878,0.1034124
37,-0.35258818,-0.5579646,"('fake', 'genuine')",-0.6936785,-0.73568547,-0.956347,-1.0942311,-0.15263338,-0.2906367,-0.5388117,-0.6696295,0.1308178
72,-0.19723235,-0.28256047,"('unambitious', 'ambitious')",0.41134036,0.3847939,-0.73101646,-0.7948973,-1.403164,-1.4030039,-0.4800181,-0.523917,0.0438989
47,-0.17905113,-0.53452367,"('stupid', 'smart')",-0.22126688,-0.341842,0.4584902,0.29761958,3.8727612,3.7486076,0.9827334,0.7924654,0.190268
78,-0.15143879,-0.33658433,"('nonresilient', 'resilient')",1.140469,1.0001495,0.84509355,0.7252113,1.9059141,1.7289664,0.9350095,0.7794358,0.1555737
74,-0.12326515,-0.24513248,"('undedicated', 'dedicated')",0.0595387,-0.037648074,0.3409055,0.16892512,-0.14100745,-0.13976082,0.0340429,-0.0634041,0.097447
67,0.1179887,0.19771604,"('doubtful', 'determined')",0.18590689,0.1942986,-0.057121918,0.08219302,-0.7144206,-0.48544458,-0.1169117,-0.0028092,-0.1141025
54,0.10247665,0.04963886,"('incapable', 'capable')",1.2617738,1.3831801,1.4080168,1.5793366,0.8585464,0.8463301,0.9077034,0.9646214,-0.056918
61,0.100595824,0.15865278,"('illogical', 'logical')",0.18817231,0.30496606,0.7699398,0.80958146,-0.049566723,-0.000416724,0.2522853,0.3181959,-0.0659106
88,-0.09665386,-0.20997083,"('low', 'eminent')",-0.73291564,-0.79097295,-0.31712714,-0.3371524,-1.010829,-1.0991955,-0.5393814,-0.6093229,0.0699415
64,-0.09478416,0.09686948,"('shy', 'confident')",-0.6689516,-0.611979,-0.25037724,-0.14855999,-5.4468427,-5.212579,-1.6152389,-1.4690621,-0.1461768
38,-0.08195174,-0.21021897,"('untruthful', 'truthful')",-0.5230722,-0.6167904,-0.18086028,-0.24813578,0.5324683,0.53794897,-0.063354,-0.134299,0.070945
32,-0.07789363,-0.1270637,"('unkind', 'kind')",0.13192765,0.10682173,0.05448109,-0.10484634,0.1597994,-0.01133314,0.0670786,-0.0341054,0.101184
41,-0.07220582,-0.16592562,"('unforgiving', 'forgiving')",-0.1416041,-0.22525346,-0.10063736,-0.21217595,-0.39618778,-0.39078993,-0.1776588,-0.2485362,0.0708774
18,0.034953907,0.25161806,"('disagreeable', 'welcoming')",-0.102608144,0.049964163,0.4775067,0.68811804,-1.3263489,-1.2286493,-0.2291241,-0.0597373,-0.1693868
19,-0.03216718,0.20495903,"('inhospitable', 'hospitable')",0.40947378,0.55909264,-0.056883514,-0.033450514,0.31187168,0.34190843,0.1580737,0.2681274,-0.1100537
53,0.01211898,0.07895463,"('uncreative', 'creative')",0.52991444,0.69918597,0.7964269,0.9276565,1.0855527,1.2521851,0.6060033,0.7394955,-0.1334922
