,mcdonalds_male,mcdonalds_female,tuple,corp_male,corp_female,average_male,average_female,male-female
77,-0.10589727,-0.09570067,"('unmotivated', 'motivated')",-1.1490895,-1.0822221,-0.6274934,-0.5889614,-0.038532
59,-0.09087841,-0.15362556,"('foolish', 'wise')",0.014935756,0.044210512,-0.0379713,-0.0547075,0.0167362
67,0.08074796,0.08940632,"('doubtful', 'determined')",-0.440958,-0.4021621,-0.180105,-0.1563779,-0.0237271
66,0.07132053,0.10664777,"('inactive', 'active')",0.44201058,0.34242666,0.2566656,0.2245372,0.0321284
20,0.0684728,0.22124942,"('rough', 'thoughtful')",0.88397187,0.9336748,0.4762223,0.5774621,-0.1012398
63,-0.067724645,0.08608942,"('unperceptive', 'insightful')",0.34453052,0.55644417,0.1384029,0.3212668,-0.1828639
28,0.06614612,0.09049691,"('disloyal', 'loyal')",1.0856951,1.2065468,0.5759206,0.6485218,-0.0726012
8,0.05581896,-0.07615635,"('unaffectionate', 'affectionate')",0.46178007,0.32952234,0.2587995,0.126683,0.1321165
12,-0.045868415,-0.0022571674,"('unsupportive', 'supportive')",-2.233748,-2.095029,-1.1398082,-1.0486431,-0.0911651
52,0.045024443,-0.1385233,"('irrational', 'rational')",-0.45323318,-0.5006375,-0.2041044,-0.3195804,0.115476
42,-0.031278316,0.14562994,"('unreliable', 'reliable')",-3.1018636,-2.851476,-1.566571,-1.352923,-0.213648
34,-0.008980714,-0.14067382,"('mean', 'honorable')",5.4629993,5.2896442,2.7270093,2.5744853,0.152524
26,0.0059063733,0.11670149,"('hardhearted', 'benevolent')",1.1914634,1.4618714,0.5986848,0.7892864,-0.1906016
21,0.0058110505,0.06542499,"('immoral', 'moral')",-0.9751471,-0.9544518,-0.484668,-0.4445134,-0.0401546
