,consolidated_male,consolidated_female,tuple,edison_male,edison_female,inc_male,inc_female,average_male,average_female,male-female
52,0.1482904,0.00074243546,"('irrational', 'rational')",-0.0850386,-0.4055851,-1.2455456,-1.3672895,-0.394098,-0.5907107,0.1966127
46,-0.14167042,0.0580263,"('uncompetitive', 'competitive')",-0.9016555,-0.7796253,0.6688441,0.553253,-0.1248273,-0.0561153,-0.068712
75,-0.13776518,-0.36589378,"('meek', 'impulsive')",0.057320427,-0.038404524,-0.37913218,-0.37415096,-0.1531923,-0.2594831,0.1062908
35,0.13007928,-0.43108684,"('corrupt', 'incorrupt')",0.3151126,-0.14756072,-0.7153372,-0.9854501,-0.0900485,-0.5213659,0.4313174
7,-0.12813616,0.13157587,"('insensitive', 'sensitive')",-0.2652418,-0.09216617,0.7661402,0.99722654,0.1242541,0.3455454,-0.2212913
86,-0.117675275,-0.4134903,"('uninfluential', 'influential')",1.3361841,0.7542326,0.610979,0.34140003,0.6098293,0.2273808,0.3824485
32,-0.11215485,-0.10721205,"('unkind', 'kind')",-0.41859472,-0.39562225,1.2770187,1.3702489,0.2487564,0.2891382,-0.0403818
34,0.10632596,0.27183062,"('mean', 'honorable')",0.2040686,0.48033273,5.386281,5.916833,1.8988919,2.2229988,-0.3241069
14,0.08281652,0.14618993,"('antisocial', 'social')",-0.29600838,-0.3472795,-0.5479036,-0.46294883,-0.2536985,-0.2213461,-0.0323524
11,-0.07787569,0.13265444,"('unhelpful', 'helpful')",-0.6266334,-0.5750566,2.8269656,2.7501726,0.7074855,0.7692568,-0.0617713
9,-0.071790904,-0.18440779,"('unaffectionate', 'caring')",0.6804402,0.3656838,0.29094055,0.28865212,0.2998633,0.1566427,0.1432206
41,-0.064996466,-0.1639844,"('unforgiving', 'forgiving')",-0.18864572,-0.4001663,-0.4482308,-0.25618938,-0.2339577,-0.2734467,0.039489
5,0.06255604,0.053633988,"('distant', 'outgoing')",0.9867042,0.78198284,-1.0704178,-0.927429,-0.0070525,-0.0306041,0.0235516
70,0.02813167,0.3673584,"('lethargic', 'energetic')",-1.2899548,-0.8648297,1.4966583,1.8605006,0.0782784,0.4543431,-0.3760647
31,-0.014013555,-0.3492736,"('evil', 'good')",1.0254157,0.5911144,-2.1250412,-2.1552389,-0.371213,-0.6377993,0.2665863
17,-0.005544968,0.09818351,"('nasty', 'nice')",-0.03289877,-0.06630177,-0.7300836,-0.6803832,-0.2561758,-0.2161672,-0.0400086
