,sempra_male,sempra_female,tuple,energy_male,energy_female,average_male,average_female,male-female
66,-0.31517893,-0.7518697,"('inactive', 'active')",0.005051546,-0.25727746,-0.1550637,-0.5045736,0.3495099
41,-0.2879065,-0.41532844,"('unforgiving', 'forgiving')",0.11763657,-0.016319511,-0.085135,-0.215824,0.130689
56,-0.2857137,0.1938686,"('impractical', 'practical')",0.27092713,0.45071557,-0.0073933,0.3222921,-0.3296854
72,-0.28467166,-0.31417343,"('unambitious', 'ambitious')",0.25313687,0.41567412,-0.0157674,0.0507503,-0.0665177
67,0.2773533,0.41609678,"('doubtful', 'determined')",-0.327007,-0.29002237,-0.0248269,0.0630372,-0.0878641
58,-0.2634545,-0.61662245,"('undiscriminating', 'discriminating')",0.29891875,0.059913047,0.0177321,-0.2783547,0.2960868
20,-0.25092557,-0.45016846,"('rough', 'thoughtful')",0.53530717,0.4585573,0.1421908,0.0041944,0.1379964
83,-0.23159991,-0.49427128,"('powerless', 'powerful')",0.11698306,0.16576466,-0.0573084,-0.1642533,0.1069449
14,-0.2112962,-0.13964862,"('antisocial', 'social')",0.19165032,0.16562518,-0.0098229,0.0129883,-0.0228112
27,-0.19750118,-0.41861162,"('hardhearted', 'softhearted')",0.97606385,0.71052885,0.3892813,0.1459586,0.2433227
37,0.18505533,0.05873962,"('fake', 'genuine')",0.21888658,-0.07407954,0.201971,-0.00767,0.209641
60,0.17713441,0.49454856,"('inefficient', 'efficient')",1.0332711,1.5068122,0.6052027,1.0006804,-0.3954777
15,0.17044117,0.41975975,"('boring', 'funny')",-0.17409883,-0.13154066,-0.0018288,0.1441095,-0.1459383
30,-0.14601818,0.45669627,"('intolerant', 'tolerant')",0.97045934,1.3318307,0.4122206,0.8942635,-0.4820429
59,-0.14228693,0.061584625,"('foolish', 'wise')",0.5761378,0.5446095,0.2169254,0.3030971,-0.0861717
50,0.13754967,0.038017284,"('clumsy', 'skillful')",0.25212246,0.062183768,0.1948361,0.0501005,0.1447356
22,0.13562576,0.011465176,"('untrustworthy', 'trustworthy')",-1.1775405,-1.2440016,-0.5209574,-0.6162682,0.0953108
49,-0.13060921,-0.1936686,"('unable', 'able')",0.031804413,0.06266561,-0.0494024,-0.0655015,0.0160991
71,-0.10924435,-0.55554867,"('diffident', 'self-confident')",1.1929697,0.9997344,0.5418627,0.2220929,0.3197698
26,-0.08548191,-0.29764202,"('hardhearted', 'benevolent')",1.1603009,0.9728374,0.5374095,0.3375977,0.1998118
40,-0.08109997,-0.3830085,"('stingy', 'generous')",-1.9060144,-2.1538682,-0.9935572,-1.2684383,0.2748811
17,0.0808974,0.0329137,"('nasty', 'nice')",-0.64641356,-0.5844147,-0.2827581,-0.2757505,-0.0070076
32,-0.07525724,-0.14603868,"('unkind', 'kind')",0.7893228,0.78586507,0.3570328,0.3199132,0.0371196
33,0.06770451,-0.35143963,"('wrong', 'right')",0.72997296,0.54603237,0.3988387,0.0972964,0.3015423
84,-0.055424277,0.039689906,"('inferior', 'superior')",0.33977556,0.3258529,0.1421756,0.1827714,-0.0405958
65,0.05102149,-0.08079361,"('insecure', 'secure')",-0.12461817,0.09022663,-0.0367983,0.0047165,-0.0415148
62,0.030846827,0.15005615,"('incompetent', 'brilliant')",0.83597744,1.0420974,0.4334121,0.5960768,-0.1626647
