,dynegy_male,dynegy_female,tuple,inc_male,inc_female,average_male,average_female,male-female
4,-0.28619063,-0.071442045,"('disliked', 'liked')",-6.3908334,-6.293617,-3.3385119,-3.1825294,-0.1559825
78,-0.28497413,-0.78337663,"('nonresilient', 'resilient')",0.75729537,0.4954251,0.2361606,-0.1439758,0.3801364
47,-0.27937132,0.025679458,"('stupid', 'smart')",5.695267,5.7226357,2.707948,2.8741577,-0.1662097
75,0.24696606,0.63677275,"('meek', 'impulsive')",-0.33255103,-0.24691767,-0.0427925,0.1949275,-0.23772
76,0.24658479,0.43516046,"('anxious', 'daring')",0.23692289,0.33344007,0.2417538,0.3843003,-0.1425465
59,-0.23586188,-0.18452434,"('foolish', 'wise')",0.4163122,0.10837352,0.0902252,-0.0380754,0.1283006
81,-0.23485407,0.040473245,"('submissive', 'aggressive')",-0.44793993,-0.2900989,-0.341397,-0.1248128,-0.2165842
43,-0.23422575,-0.34799656,"('irresponsible', 'responsible')",0.7390466,0.85498434,0.2524104,0.2534939,-0.0010835
83,-0.218545,0.017384654,"('powerless', 'powerful')",-1.091823,-0.90274477,-0.655184,-0.4426801,-0.2125039
49,-0.21565026,-0.1887598,"('unable', 'able')",0.26556844,0.15589124,0.0249591,-0.0164343,0.0413934
34,-0.21280995,-0.18938465,"('mean', 'honorable')",6.5619793,6.338452,3.1745846,3.0745337,0.1000509
20,-0.1933392,0.14399129,"('rough', 'thoughtful')",0.8465749,0.93384117,0.3266178,0.5389162,-0.2122984
64,0.18285574,0.13108213,"('shy', 'confident')",-6.3196588,-6.250256,-3.0684016,-3.059587,-0.0088146
63,-0.17161499,-0.28760165,"('unperceptive', 'insightful')",1.5120112,1.4096178,0.6701981,0.5610081,0.10919
2,0.16262972,0.028322898,"('unlikable', 'likable')",0.35812825,0.3338297,0.260379,0.1810763,0.0793027
15,0.15713657,0.51871204,"('boring', 'funny')",0.34038058,0.54677397,0.2487586,0.532743,-0.2839844
16,-0.1526067,-0.25775954,"('unpopular', 'popular')",0.48879582,0.16459554,0.1680946,-0.046582,0.2146766
85,-0.12841658,-0.12669666,"('insignificant', 'prestigious')",0.38950476,-0.15941703,0.1305441,-0.1430568,0.2736009
80,0.12292283,0.33681223,"('dominated', 'dominating')",-1.4440358,-1.3674742,-0.6605565,-0.515331,-0.1452255
62,0.11638136,0.23034203,"('incompetent', 'brilliant')",0.42331898,0.49132973,0.2698502,0.3608359,-0.0909857
55,-0.098461084,-0.16484284,"('incompetent', 'clever')",-0.2028301,-0.095331766,-0.1506456,-0.1300873,-0.0205583
11,-0.08914457,-0.00051222555,"('unhelpful', 'helpful')",2.1329608,2.290462,1.0219082,1.1449749,-0.1230667
19,0.08536747,-0.009167559,"('inhospitable', 'hospitable')",0.20352753,0.095478944,0.1444475,0.0431557,0.1012918
68,-0.0820139,-0.25926384,"('dependent', 'independent')",-0.158891,-0.39129072,-0.1204524,-0.3252773,0.2048249
30,0.05206285,0.2812683,"('intolerant', 'tolerant')",1.2564803,1.452679,0.6542716,0.8669736,-0.212702
29,0.047824893,-0.043174077,"('unfair', 'fair')",-0.7221873,-0.6951393,-0.3371812,-0.3691567,0.0319755
37,-0.009271085,0.08496606,"('fake', 'genuine')",0.42916742,0.6438719,0.2099482,0.364419,-0.1544708
5,0.008350612,-0.01625248,"('distant', 'outgoing')",0.061521348,-0.25724238,0.034936,-0.1367474,0.1716834
82,0.005369395,-0.08595868,"('poor', 'rich')",6.6723685,6.461219,3.3388689,3.1876302,0.1512387
