,altria_male,altria_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
45,-0.7418848,-0.4326253,"('incompetent', 'competent')",0.21270514,0.9535688,-0.44481087,-0.14306542,-0.3246635,0.1259594,-0.4506229
29,-0.7342565,-0.7715985,"('unfair', 'fair')",-0.48212057,-0.2596938,-0.25127268,-0.41568893,-0.4892166,-0.4823271,-0.0068895
51,-0.71981925,-0.6896566,"('uneducated', 'educated')",0.57010514,0.44695932,0.588321,0.44809705,0.1462023,0.0684666,0.0777357
4,-0.7184098,-0.61139655,"('disliked', 'liked')",-0.7597122,-0.6066414,-7.098535,-6.8401694,-2.8588858,-2.6860692,-0.1728166
39,0.7158013,0.69716746,"('exploitative', 'cooperative')",1.9826813,1.7988956,0.4508034,0.43344647,1.0497619,0.9765031,0.0732588
63,-0.7042251,-0.741265,"('unperceptive', 'insightful')",1.3741717,1.6089585,0.79218256,1.1365603,0.4873764,0.6680846,-0.1807082
72,-0.7023897,-0.73279583,"('unambitious', 'ambitious')",0.61115736,0.73278236,-0.64287823,-0.22799776,-0.2447035,-0.0760037,-0.1686998
50,0.6426228,0.32538167,"('clumsy', 'skillful')",-0.25853926,-0.2968924,0.17356278,0.23058772,0.1858821,0.086359,0.0995231
35,0.6400035,0.7434701,"('corrupt', 'incorrupt')",-1.9220407,-1.9394186,-0.23463835,-0.48122126,-0.5055585,-0.5590566,0.0534981
32,-0.599526,-0.44122404,"('unkind', 'kind')",0.72011554,0.84659094,0.85490537,1.1529354,0.325165,0.5194341,-0.1942691
83,-0.5905721,-0.47079635,"('powerless', 'powerful')",0.047291618,0.24281426,-1.0077447,-0.8996153,-0.5170084,-0.3758658,-0.1411426
13,-0.58690536,-0.19435033,"('impolite', 'polite')",-0.20801148,0.0325289,-0.32163858,-0.16461983,-0.3721852,-0.1088138,-0.2633714
60,0.57871354,0.65433645,"('inefficient', 'efficient')",1.6695845,1.8484718,-0.10051064,0.13815781,0.7159292,0.880322,-0.1643928
88,-0.558025,-0.6295804,"('low', 'eminent')",-0.9068722,-1.0215605,-0.025637116,0.045506287,-0.4968448,-0.5352116,0.0383668
69,0.53741705,0.5697572,"('lazy', 'industrious')",-0.04099175,-0.07041978,-0.6850959,-0.77612984,-0.0628902,-0.0922641,0.0293739
3,-0.5027627,-0.4961757,"('repellent', 'pleasant')",0.99561507,1.0474364,0.4869644,0.5543668,0.3266056,0.3685425,-0.0419369
7,0.48921838,0.3690569,"('insensitive', 'sensitive')",0.6472465,0.76353836,1.0986191,1.4090269,0.745028,0.8472074,-0.1021794
2,0.4603314,0.63485175,"('unlikable', 'likable')",1.4891151,1.7686957,0.41719815,0.5949162,0.7888815,0.9994879,-0.2106064
78,-0.45493084,-0.6309787,"('nonresilient', 'resilient')",0.87967324,1.0200917,-0.066343494,-0.005409356,0.1194663,0.1279012,-0.0084349
81,0.45337632,0.40552464,"('submissive', 'aggressive')",1.9627998,1.8650231,-0.81599164,-0.630691,0.5333948,0.5466189,-0.0132241
17,-0.44783232,-0.21655253,"('nasty', 'nice')",-1.0305727,-0.93001634,-0.3881968,-0.4304598,-0.6222006,-0.5256763,-0.0965243
28,-0.4185718,-0.43400857,"('disloyal', 'loyal')",0.075897485,0.24240258,0.88649285,1.019477,0.1812728,0.275957,-0.0946842
54,-0.41674483,-0.5952088,"('incapable', 'capable')",-0.36979583,-0.14170942,1.1300864,1.1087028,0.1145153,0.1239282,-0.0094129
80,0.340031,0.3569577,"('dominated', 'dominating')",1.251518,1.2558731,-1.1766206,-0.9883216,0.1383095,0.2081697,-0.0698602
34,-0.33994287,-0.21496278,"('mean', 'honorable')",-0.15879783,-0.082344234,6.0024095,5.901695,1.8345563,1.8681293,-0.033573
47,-0.32768276,-0.02035546,"('stupid', 'smart')",0.5962405,0.888009,5.6095657,5.5516477,1.9593744,2.139767,-0.1803926
58,-0.31823844,-0.23901269,"('undiscriminating', 'discriminating')",0.8002089,0.9784756,0.16833052,0.20173505,0.216767,0.3137326,-0.0969656
42,0.31659654,0.16844948,"('unreliable', 'reliable')",1.0362238,1.0910208,-2.8947234,-2.735929,-0.5139677,-0.4921529,-0.0218148
20,0.2994252,0.22483191,"('rough', 'thoughtful')",1.1859493,1.3128378,1.0188725,0.98751915,0.8347491,0.8417296,-0.0069805
44,0.2928604,0.13713162,"('prejudiced', 'unprejudiced')",-0.52778405,-0.5992415,-1.2554661,-1.5393548,-0.4967966,-0.6671549,0.1703583
56,-0.27598265,0.021534402,"('impractical', 'practical')",0.65367776,1.1117828,-0.45677313,-0.080627985,-0.0263593,0.3508964,-0.3772557
74,-0.26782668,-0.019126324,"('undedicated', 'dedicated')",1.0521883,1.5848609,-0.046545684,0.28675377,0.2459386,0.6174961,-0.3715575
24,-0.26053464,-0.006413212,"('dishonest', 'honest')",-0.51147884,-0.0012062341,0.52496684,0.83083665,-0.0823489,0.2744057,-0.3567546
23,-0.25105622,-0.48732516,"('insincere', 'sincere')",0.58143663,0.8186855,6.080731,6.1599703,2.1370371,2.1637769,-0.0267398
75,0.23421758,0.06959789,"('meek', 'impulsive')",-1.2083822,-1.1180519,-0.71223485,-0.5027444,-0.5621332,-0.5170662,-0.045067
70,0.23044439,0.27012596,"('lethargic', 'energetic')",0.87328774,1.1286178,0.65027803,1.0670166,0.5846701,0.8219201,-0.23725
76,0.22559321,0.30951187,"('anxious', 'daring')",0.71608186,0.78615016,0.008276869,0.20889494,0.3166506,0.4348523,-0.1182017
48,0.20118797,-0.03211014,"('unintelligent', 'intelligent')",0.26053488,0.100330874,0.1475156,0.2325068,0.2030795,0.1002425,0.102837
11,-0.19328192,-0.3263941,"('unhelpful', 'helpful')",-0.15868546,-0.029712167,1.6103964,1.8182958,0.4194764,0.4873965,-0.0679201
21,0.18968305,0.31498992,"('immoral', 'moral')",0.64892834,0.7720239,-0.7694385,-0.6455905,0.0230576,0.1471411,-0.1240835
12,-0.17672934,-0.32882503,"('unsupportive', 'supportive')",0.9381843,1.176028,-1.6379238,-1.370595,-0.2921563,-0.174464,-0.1176923
14,0.16146839,0.3867593,"('antisocial', 'social')",1.8862549,2.2604837,-0.29978886,-0.102444135,0.5826448,0.8482663,-0.2656215
49,-0.1477948,-0.22494268,"('unable', 'able')",-0.6819719,-0.6772972,-0.43064716,-0.2522918,-0.420138,-0.3848439,-0.0352941
15,-0.14566676,0.097894296,"('boring', 'funny')",-1.1025255,-1.0213964,0.19361886,0.35512194,-0.3515244,-0.18946,-0.1620644
84,0.143911,0.2553606,"('inferior', 'superior')",0.31317285,0.2327645,0.74002296,0.72498035,0.3990356,0.4043685,-0.0053329
25,0.13156831,0.35072905,"('egoistic', 'altruistic')",0.2680723,0.15841156,1.673662,1.6778755,0.6911008,0.7290053,-0.0379045
65,-0.1307189,-0.025242768,"('insecure', 'secure')",1.1662316,1.0748625,-0.3427019,0.02314825,0.2309369,0.3575893,-0.1266524
41,-0.12868087,-0.17156464,"('unforgiving', 'forgiving')",1.002895,0.97832274,0.3199834,0.2429775,0.3980658,0.3499118,0.048154
43,-0.12490656,-0.24128747,"('irresponsible', 'responsible')",0.87220085,1.0297486,0.59895104,0.7201432,0.4487484,0.5028681,-0.0541197
71,-0.10097648,-0.15551041,"('diffident', 'self-confident')",0.018444147,0.04729114,0.46319878,0.3359926,0.1268888,0.0759244,0.0509644
40,0.100971565,0.1665866,"('stingy', 'generous')",0.84169656,0.9138046,-1.5889482,-1.2549398,-0.2154267,-0.0581829,-0.1572438
64,0.10071109,0.11502395,"('shy', 'confident')",1.133643,1.061615,-6.658191,-6.320233,-1.8079457,-1.7145313,-0.0934144
27,-0.091868944,0.00027620792,"('hardhearted', 'softhearted')",-0.19236493,-0.23555203,1.4388734,1.2714615,0.3848798,0.3453952,0.0394846
33,0.08980259,0.38068867,"('wrong', 'right')",-0.5512692,-0.32741567,-0.55069065,-0.57416344,-0.3373857,-0.1736302,-0.1637555
18,-0.08614534,-0.2641133,"('disagreeable', 'welcoming')",-0.18172002,-0.43783355,-0.22296691,-0.32393396,-0.1636108,-0.3419603,0.1783495
68,-0.079948746,-0.11487403,"('dependent', 'independent')",-0.41756907,-0.51664317,-0.7222881,-0.79685265,-0.406602,-0.4761233,0.0695213
26,0.070305906,0.05080441,"('hardhearted', 'benevolent')",1.1146975,1.372051,1.5785022,1.6072423,0.9211685,1.0100326,-0.0888641
62,0.035485037,0.37564743,"('incompetent', 'brilliant')",0.87168545,1.5046463,-0.09710116,0.44885942,0.2700231,0.7763844,-0.5063613
55,0.033253316,0.2644905,"('incompetent', 'clever')",1.2727737,1.3558726,-0.15400258,0.1538946,0.3840082,0.5914192,-0.207411
22,-0.0052901255,0.15198268,"('untrustworthy', 'trustworthy')",0.8916592,1.2496481,-0.8345005,-0.50896347,0.0172895,0.2975558,-0.2802663
