,humana_male,humana_female,tuple,inc_male,inc_female,average_male,average_female,male-female
47,0.19425291,0.28038216,"('stupid', 'smart')",5.1696205,5.36121,2.6819367,2.820796,-0.1388593
77,0.1584998,-0.13978116,"('unmotivated', 'motivated')",-1.2083776,-1.1596785,-0.5249389,-0.6497298,0.1247909
83,0.12403296,-0.11691755,"('powerless', 'powerful')",-0.81115603,-0.95436555,-0.3435615,-0.5356416,0.1920801
28,0.11922527,-0.075241975,"('disloyal', 'loyal')",0.7567776,0.8351754,0.4380014,0.3799667,0.0580347
18,-0.1161603,-0.3235256,"('disagreeable', 'welcoming')",-0.19690114,-0.1315738,-0.1565307,-0.2275497,0.071019
57,0.07050098,-0.27443284,"('unimaginative', 'imaginative')",-2.4684787,-2.4565964,-1.1989888,-1.3655146,0.1665258
58,-0.06532579,-0.42526624,"('undiscriminating', 'discriminating')",0.28152978,0.23233564,0.108102,-0.0964653,0.2045673
54,-0.03684681,-0.01653396,"('incapable', 'capable')",1.2613541,1.3962758,0.6122537,0.6898709,-0.0776172
87,-0.029256891,0.05886822,"('unsuccessful', 'successful')",0.84194106,0.8461073,0.4063421,0.4524878,-0.0461457
50,-0.00047563016,0.050530866,"('clumsy', 'skillful')",-0.011666298,0.19145602,-0.006071,0.1209934,-0.1270644
