,fedex_male,fedex_female,tuple,corp_male,corp_female,average_male,average_female,male-female
24,-0.70363533,-0.5097861,"('dishonest', 'honest')",0.52676976,0.68149704,-0.0884328,0.0858555,-0.1742883
0,-0.6859521,-0.8153351,"('unsociable', 'sociable')",0.14555715,-0.06202524,-0.2701975,-0.4386802,0.1684827
70,-0.6647535,-0.6998561,"('lethargic', 'energetic')",0.705288,0.6875181,0.0202672,-0.006169,0.0264362
19,-0.657169,-0.68874294,"('inhospitable', 'hospitable')",-0.5201644,-0.59128124,-0.5886667,-0.6400121,0.0513454
36,-0.6209629,-0.6980829,"('hostile', 'amicable')",-0.7950622,-0.9929735,-0.7080126,-0.8455282,0.1375156
54,-0.6189681,-0.5381101,"('incapable', 'capable')",0.49807975,0.7298706,-0.0604442,0.0958803,-0.1563245
35,-0.6179715,-0.57530516,"('corrupt', 'incorrupt')",-0.97662354,-0.8946367,-0.7972975,-0.7349709,-0.0623266
31,-0.59481186,-0.6263368,"('evil', 'good')",-1.4451535,-1.4685326,-1.0199827,-1.0474347,0.027452
11,-0.5648759,-0.57412285,"('unhelpful', 'helpful')",2.002512,2.0206997,0.7188181,0.7232884,-0.0044703
27,-0.5612644,-0.5224469,"('hardhearted', 'softhearted')",0.769596,0.8130366,0.1041658,0.1452949,-0.0411291
65,-0.5504251,-0.48193902,"('insecure', 'secure')",0.12361338,0.24195471,-0.2134059,-0.1199922,-0.0934137
48,-0.5474814,-0.6787968,"('unintelligent', 'intelligent')",0.89499044,0.7328413,0.1737545,0.0270222,0.1467323
84,0.53819406,0.67607784,"('inferior', 'superior')",0.7162048,1.0123557,0.6271994,0.8442168,-0.2170174
7,-0.53761965,-0.53890693,"('insensitive', 'sensitive')",0.4086354,0.43124786,-0.0644921,-0.0538295,-0.0106626
74,-0.53581417,-0.52993894,"('undedicated', 'dedicated')",-0.28045002,-0.185322,-0.4081321,-0.3576305,-0.0505016
21,-0.5219878,-0.5520917,"('immoral', 'moral')",-0.0019174144,-0.08356145,-0.2619526,-0.3178266,0.055874
58,-0.5068338,-0.6275618,"('undiscriminating', 'discriminating')",0.05649978,-0.002910208,-0.225167,-0.315236,0.090069
39,0.4990339,0.581772,"('exploitative', 'cooperative')",0.072451636,0.06938973,0.2857428,0.3255809,-0.0398381
13,-0.48856884,-0.38597274,"('impolite', 'polite')",-0.37138966,-0.28989995,-0.4299793,-0.3379363,-0.092043
67,0.48854083,0.57022816,"('doubtful', 'determined')",-0.44944304,-0.41626206,0.0195489,0.076983,-0.0574341
72,-0.48318338,-0.32075638,"('unambitious', 'ambitious')",-0.67649466,-0.34660757,-0.579839,-0.333682,-0.246157
55,-0.4829707,-0.40825856,"('incompetent', 'clever')",0.6517656,0.5604873,0.0843974,0.0761144,0.008283
29,-0.47821394,-0.21324143,"('unfair', 'fair')",-0.85913295,-0.6546374,-0.6686735,-0.4339394,-0.2347341
56,0.47249594,0.529306,"('impractical', 'practical')",-0.16911717,-0.063855104,0.1516894,0.2327254,-0.081036
59,-0.4715743,-0.21898533,"('foolish', 'wise')",-0.5633268,-0.23063874,-0.5174506,-0.224812,-0.2926386
61,-0.45437875,-0.61971426,"('illogical', 'logical')",0.49586767,0.41729453,0.0207445,-0.1012099,0.1219544
26,-0.45321667,-0.6470969,"('hardhearted', 'benevolent')",1.2881452,1.1664156,0.4174643,0.2596593,0.157805
88,-0.43850356,-0.58768094,"('low', 'eminent')",-0.27151412,-0.42485905,-0.3550088,-0.50627,0.1512612
64,-0.4326406,-0.39406043,"('shy', 'confident')",-6.8218637,-6.572945,-3.6272521,-3.4835029,-0.1437492
87,0.3988704,0.39129078,"('unsuccessful', 'successful')",1.4046104,1.4784786,0.9017404,0.9348847,-0.0331443
71,0.3814873,0.4747772,"('diffident', 'self-confident')",0.3847944,0.538801,0.3831409,0.5067891,-0.1236482
14,0.3604587,0.2748259,"('antisocial', 'social')",0.14156644,0.058232415,0.2510126,0.1665292,0.0844834
42,0.35891846,0.3536822,"('unreliable', 'reliable')",-2.8989027,-2.8701348,-1.2699921,-1.2582263,-0.0117658
66,-0.35612783,-0.15875518,"('inactive', 'active')",0.25202554,0.4123743,-0.0520511,0.1268096,-0.1788607
25,-0.34841648,-0.39990607,"('egoistic', 'altruistic')",0.96280235,0.8240582,0.3071929,0.2120761,0.0951168
46,-0.34387076,-0.28727582,"('uncompetitive', 'competitive')",-0.376301,-0.24858359,-0.3600859,-0.2679297,-0.0921562
2,0.34350666,0.38748488,"('unlikable', 'likable')",0.2830621,0.448101,0.3132844,0.4177929,-0.1045085
23,-0.32636547,-0.36376745,"('insincere', 'sincere')",6.1706333,6.2192335,2.9221339,2.9277329,-0.005599
44,-0.3014243,-0.1911972,"('prejudiced', 'unprejudiced')",-1.3649727,-1.3031574,-0.8331985,-0.7471773,-0.0860212
82,-0.29424793,-0.21308382,"('poor', 'rich')",7.020406,7.022161,3.3630788,3.4045386,-0.0414598
32,-0.27908668,-0.20395556,"('unkind', 'kind')",0.6483157,0.7327727,0.1846145,0.2644086,-0.0797941
12,-0.26841173,-0.2012654,"('unsupportive', 'supportive')",-2.2378628,-2.0344653,-1.2531372,-1.1178653,-0.1352719
69,0.26768848,0.31081375,"('lazy', 'industrious')",-1.1426795,-1.0377804,-0.4374955,-0.3634833,-0.0740122
76,0.26672173,0.41063142,"('anxious', 'daring')",0.4084936,0.45866907,0.3376077,0.4346502,-0.0970425
81,0.25042617,0.15144855,"('submissive', 'aggressive')",-0.058866344,-0.010162942,0.0957799,0.0706428,0.0251371
40,-0.24823451,-0.23970728,"('stingy', 'generous')",-2.092865,-2.05914,-1.1705498,-1.1494236,-0.0211262
51,-0.24411571,-0.37456667,"('uneducated', 'educated')",0.8578565,0.83514446,0.3068704,0.2302889,0.0765815
17,-0.2255594,-0.36289048,"('nasty', 'nice')",-0.70429695,-0.84143883,-0.4649282,-0.6021646,0.1372364
16,-0.16486835,-0.25534162,"('unpopular', 'popular')",0.4208742,0.25397336,0.1280029,-0.0006841,0.128687
85,-0.15985376,-0.27627522,"('insignificant', 'prestigious')",-0.54375905,-0.6460781,-0.3518064,-0.4611767,0.1093703
80,0.15380657,0.12572198,"('dominated', 'dominating')",-0.27741554,-0.32028326,-0.0618045,-0.0972806,0.0354761
75,0.1327758,0.21008058,"('meek', 'impulsive')",-0.7676108,-0.6058685,-0.3174175,-0.197894,-0.1195235
77,-0.092845656,-0.18234181,"('unmotivated', 'motivated')",-0.70587975,-0.76580805,-0.3993627,-0.4740749,0.0747122
30,0.09203643,0.032542095,"('intolerant', 'tolerant')",0.6758925,0.66789204,0.3839644,0.3502171,0.0337473
49,0.075893216,0.17196128,"('unable', 'able')",-0.3223277,-0.1526027,-0.1232172,0.0096793,-0.1328965
34,0.06579605,0.16562039,"('mean', 'honorable')",5.8985963,5.960264,2.9821961,3.0629423,-0.0807462
62,0.059252918,0.03106824,"('incompetent', 'brilliant')",0.82508147,1.0019025,0.4421672,0.5164853,-0.0743181
50,-0.053461842,-0.18817398,"('clumsy', 'skillful')",0.25826636,0.13178039,0.1024023,-0.0281968,0.1305991
4,0.05001006,-0.100509614,"('disliked', 'liked')",-7.001097,-7.0099506,-3.4755435,-3.5552301,0.0796866
15,0.046798106,0.057461068,"('boring', 'funny')",-0.46749765,-0.35891414,-0.2103498,-0.1507265,-0.0596233
47,0.046104133,0.21956815,"('stupid', 'smart')",5.6697574,5.7340035,2.8579307,2.9767859,-0.1188552
20,0.04011842,0.020054933,"('rough', 'thoughtful')",0.8663769,0.7254052,0.4532476,0.3727301,0.0805175
60,-0.028173987,0.02611946,"('inefficient', 'efficient')",0.39178482,0.57153666,0.1818054,0.2988281,-0.1170227
3,-0.027994672,-0.053695172,"('repellent', 'pleasant')",0.8708869,0.73802197,0.4214461,0.3421634,0.0792827
33,-0.02313741,-0.023156315,"('wrong', 'right')",-1.1298494,-0.9547669,-0.5764934,-0.4889616,-0.0875318
78,0.020339444,-0.044764057,"('nonresilient', 'resilient')",0.5040175,0.44911703,0.2621785,0.2021765,0.060002
79,0.0020173378,-0.05230543,"('wavering', 'unwavering')",-0.3775439,-0.34813347,-0.1877633,-0.2002195,0.0124562
