,ust_male,ust_female,tuple,inc_male,inc_female,average_male,average_female,male-female
18,-0.7987347,-0.7053485,"('disagreeable', 'welcoming')",-0.34926766,-0.512837,-0.5740012,-0.6090927,0.0350915
25,-0.7645574,-0.71738994,"('egoistic', 'altruistic')",1.057295,0.93075836,0.1463688,0.1066842,0.0396846
67,0.72271293,0.6864884,"('doubtful', 'determined')",-0.41582274,-0.22254653,0.1534451,0.2319709,-0.0785258
13,0.7198294,0.71537966,"('impolite', 'polite')",0.33816797,0.42593884,0.5289987,0.5706593,-0.0416606
29,-0.7181247,-0.81580853,"('unfair', 'fair')",-0.81097555,-1.1170349,-0.7645501,-0.9664217,0.2018716
88,-0.712009,-0.11864173,"('low', 'eminent')",0.31405088,0.4354182,-0.1989791,0.1583882,-0.3573673
14,0.65981674,0.638345,"('antisocial', 'social')",-0.17046492,0.025496041,0.2446759,0.3319205,-0.0872446
3,0.65318334,0.62250346,"('repellent', 'pleasant')",0.21248052,0.35266215,0.4328319,0.4875828,-0.0547509
61,0.63351595,0.23854251,"('illogical', 'logical')",0.34868523,0.20529093,0.4911006,0.2219167,0.2691839
58,-0.61447936,-1.0318729,"('undiscriminating', 'discriminating')",0.115288414,-0.2569939,-0.2495955,-0.6444334,0.3948379
75,-0.6023478,-0.0339726,"('meek', 'impulsive')",-0.4450173,-0.3179907,-0.5236825,-0.1759816,-0.3477009
15,-0.573362,-0.3387385,"('boring', 'funny')",0.27749917,0.2818222,-0.1479314,-0.0284581,-0.1194733
55,0.55907285,0.32492173,"('incompetent', 'clever')",0.6815676,0.59384876,0.6203202,0.4593852,0.160935
42,0.53377354,0.47857985,"('unreliable', 'reliable')",-3.0123317,-3.1222339,-1.239279,-1.3218271,0.0825481
20,0.50501,0.20362954,"('rough', 'thoughtful')",1.142043,0.9323025,0.8235265,0.567966,0.2555605
64,0.48758572,0.25803393,"('shy', 'confident')",-6.352412,-6.3068213,-2.9324133,-3.0243938,0.0919805
10,0.47493476,0.270253,"('unsympathetic', 'sympathetic')",0.1072489,0.023535566,0.2910918,0.1468943,0.1441975
11,0.44176596,0.7303195,"('unhelpful', 'helpful')",2.2323496,2.3906574,1.3370578,1.5604885,-0.2234307
46,0.44043344,0.56518674,"('uncompetitive', 'competitive')",-0.01770993,0.013249705,0.2113618,0.2892182,-0.0778564
71,-0.43807775,-0.4258191,"('diffident', 'self-confident')",0.34550333,0.12469658,-0.0462872,-0.1505613,0.1042741
44,0.43711838,0.4005018,"('prejudiced', 'unprejudiced')",-1.5242201,-1.2652605,-0.5435508,-0.4323793,-0.1111715
45,0.42519093,0.13216174,"('incompetent', 'competent')",0.17712061,-0.124945894,0.3011558,0.0036079,0.2975479
48,0.42093006,0.33102375,"('unintelligent', 'intelligent')",1.1840925,1.0545224,0.8025113,0.6927731,0.1097382
2,0.40202633,0.6793595,"('unlikable', 'likable')",0.48436198,0.5223089,0.4431942,0.6008342,-0.15764
73,0.3881839,0.2244543,"('helpless', 'self-reliant')",-3.309694,-3.4603693,-1.4607551,-1.6179575,0.1572024
77,0.38341308,0.29936397,"('unmotivated', 'motivated')",-0.6332359,-0.66956156,-0.1249114,-0.1850988,0.0601874
7,0.36423185,0.2934993,"('insensitive', 'sensitive')",0.97068286,0.7636101,0.6674573,0.5285547,0.1389026
54,-0.36198175,-0.013384324,"('incapable', 'capable')",1.0377142,1.304495,0.3378662,0.6455553,-0.3076891
78,-0.3578206,-0.07946575,"('nonresilient', 'resilient')",0.4933926,0.34250888,0.067786,0.1315216,-0.0637356
69,-0.31905264,-0.6997205,"('lazy', 'industrious')",-0.62802094,-0.88899773,-0.4735368,-0.7943591,0.3208223
27,-0.3148783,-0.7365565,"('hardhearted', 'softhearted')",1.3166995,0.90947944,0.5009106,0.0864615,0.4144491
12,-0.30765995,-0.3657344,"('unsupportive', 'supportive')",-1.6208545,-1.9217751,-0.9642572,-1.1437547,0.1794975
16,-0.29742527,0.15669386,"('unpopular', 'popular')",0.64037836,0.64634264,0.1714765,0.4015183,-0.2300418
4,-0.2791506,-0.06284592,"('disliked', 'liked')",-6.3399267,-6.609234,-3.3095386,-3.3360398,0.0265012
34,0.27337164,0.32287228,"('mean', 'honorable')",6.395935,6.3886695,3.3346534,3.3557708,-0.0211174
33,-0.25777388,-0.5157337,"('wrong', 'right')",-0.9279842,-1.235122,-0.5928791,-0.8754278,0.2825487
47,0.25396514,0.24364957,"('stupid', 'smart')",5.542091,5.6512637,2.8980279,2.9474566,-0.0494287
28,-0.24940196,-0.35820526,"('disloyal', 'loyal')",0.79564106,0.66487724,0.2731196,0.153336,0.1197836
82,-0.23932964,0.4505306,"('poor', 'rich')",6.6103616,6.8156953,3.1855159,3.6331129,-0.447597
17,-0.22796498,-0.17061508,"('nasty', 'nice')",-0.631415,-0.6489201,-0.42969,-0.4097676,-0.0199224
63,0.22772089,0.23103403,"('unperceptive', 'insightful')",1.6653827,1.38503,0.9465518,0.808032,0.1385198
40,-0.22630636,-0.5991361,"('stingy', 'generous')",-1.3426596,-2.043914,-0.784483,-1.3215251,0.5370421
32,0.2068639,0.62216306,"('unkind', 'kind')",1.1349446,1.2522575,0.6709042,0.9372103,-0.2663061
83,-0.19367257,-0.3845152,"('powerless', 'powerful')",-0.6908909,-0.7536492,-0.4422817,-0.5690822,0.1268005
38,-0.19017337,-0.122780874,"('untruthful', 'truthful')",0.26160222,0.34133127,0.0357144,0.1092752,-0.0735608
41,-0.1653994,-0.13828284,"('unforgiving', 'forgiving')",0.22924432,0.024855686,0.0319225,-0.0567136,0.0886361
0,-0.1650266,-0.59656215,"('unsociable', 'sociable')",-0.0921783,-0.38629842,-0.1286024,-0.4914303,0.3628279
59,-0.16454472,-0.094689414,"('foolish', 'wise')",0.0143718235,0.016061127,-0.0750864,-0.0393141,-0.0357723
49,0.15797828,0.5759804,"('unable', 'able')",0.08524862,0.25160298,0.1216135,0.4137917,-0.2921782
72,-0.1471915,0.000120818615,"('unambitious', 'ambitious')",-0.8227497,-0.7048973,-0.4849706,-0.3523882,-0.1325824
68,-0.13826923,-0.3464591,"('dependent', 'independent')",-0.060303755,-0.20793109,-0.0992865,-0.2771951,0.1779086
23,0.13560006,0.26007447,"('insincere', 'sincere')",6.2418566,6.3324885,3.1887283,3.2962816,-0.1075533
50,-0.13345687,0.011721348,"('clumsy', 'skillful')",0.2719955,0.22045779,0.0692693,0.1160896,-0.0468203
43,0.12351619,0.122476906,"('irresponsible', 'responsible')",0.8689658,0.8255975,0.496241,0.4740372,0.0222038
24,0.112488076,-0.1447885,"('dishonest', 'honest')",0.885542,0.8169622,0.499015,0.3360868,0.1629282
22,0.08308576,-0.012768924,"('untrustworthy', 'trustworthy')",-0.90195674,-1.1147369,-0.4094355,-0.5637529,0.1543174
84,0.06430417,0.07253645,"('inferior', 'superior')",0.7833822,0.75505084,0.4238432,0.4137937,0.0100495
74,-0.04908871,0.0414723,"('undedicated', 'dedicated')",-0.22371328,-0.4267116,-0.136401,-0.1926197,0.0562187
37,0.042605236,-0.29820532,"('fake', 'genuine')",0.3467512,0.09333019,0.1946782,-0.1024376,0.2971158
