,cbre_male,cbre_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
70,-0.55971193,-0.67033756,"('lethargic', 'energetic')",1.072009,1.0499856,1.0687162,1.1551648,0.5270044,0.5116043,0.0154001
12,0.55052364,0.6416818,"('unsupportive', 'supportive')",0.6944823,0.8486373,-1.5395906,-1.389491,-0.0981949,0.0336094,-0.1318043
18,-0.5504893,-0.31109065,"('disagreeable', 'welcoming')",-0.6505499,-0.7785203,-0.3725849,-0.33401075,-0.5245414,-0.4745406,-0.0500008
35,0.5382878,0.6942935,"('corrupt', 'incorrupt')",-2.2451334,-2.2159617,-0.6545644,-0.5346692,-0.7871366,-0.6854458,-0.1016908
45,-0.50730723,-0.2756498,"('incompetent', 'competent')",0.50430566,0.80300957,-0.47680846,-0.39310527,-0.1599367,0.0447515,-0.2046882
55,-0.4907287,-0.32644135,"('incompetent', 'clever')",1.5218066,1.5987747,0.12780622,0.24009567,0.3862947,0.504143,-0.1178483
61,0.4671405,0.4805379,"('illogical', 'logical')",-0.10806207,0.033333533,0.048031375,0.13699694,0.1357033,0.2169561,-0.0812528
34,0.4583107,0.45571637,"('mean', 'honorable')",0.30327052,0.3018149,6.059512,6.168054,2.2736979,2.3085284,-0.0348305
11,0.44953257,0.28676844,"('unhelpful', 'helpful')",0.41156715,0.41993344,2.3703086,2.343557,1.0771361,1.0167529,0.0603832
84,0.4442163,0.42175296,"('inferior', 'superior')",0.1893614,0.07609956,0.52767956,0.4952511,0.3870858,0.3310345,0.0560513
63,0.44084284,0.40057474,"('unperceptive', 'insightful')",1.4103538,1.554883,1.3224028,1.4545364,1.0578665,1.1366647,-0.0787982
32,0.42157337,0.17822899,"('unkind', 'kind')",1.2701155,1.2565691,1.2221552,1.0855007,0.9712814,0.8400997,0.1311817
64,0.41455102,0.30709442,"('shy', 'confident')",1.4010262,1.3598021,-5.8619323,-6.0310726,-1.3487851,-1.4547253,0.1059402
81,0.4058999,0.23107386,"('submissive', 'aggressive')",2.5326777,2.5486548,-0.017153755,-0.12416592,0.973808,0.8851875,0.0886205
77,-0.38486105,-0.4466727,"('unmotivated', 'motivated')",0.7420286,0.7535534,-0.9980716,-1.0905893,-0.2136347,-0.2612362,0.0476015
40,-0.38113534,0.14931247,"('stingy', 'generous')",-0.09040311,0.1437256,-1.853455,-1.3280998,-0.7749978,-0.3450206,-0.4299772
79,-0.37294537,-0.37498313,"('wavering', 'unwavering')",-2.1283114,-2.2593043,-0.21869911,-0.27596006,-0.906652,-0.9700824,0.0634304
75,-0.366603,-0.3348599,"('meek', 'impulsive')",-1.7214427,-1.7234776,-0.578278,-0.5487175,-0.8887746,-0.8690183,-0.0197563
17,0.34976554,0.2845136,"('nasty', 'nice')",-0.7896397,-0.6610683,-0.5161212,-0.50850254,-0.3186651,-0.2950191,-0.023646
67,0.3447348,0.21093005,"('doubtful', 'determined')",0.941306,0.7925268,-0.153341,-0.43101874,0.3775666,0.1908127,0.1867539
58,0.34338018,0.667037,"('undiscriminating', 'discriminating')",0.9141929,1.1234273,-0.016994895,0.14941323,0.4135261,0.6466258,-0.2330997
88,0.320302,0.3018895,"('low', 'eminent')",-0.67346525,-0.9343456,0.4783092,0.19170253,0.0417153,-0.1469178,0.1886331
85,0.31646967,0.33558345,"('insignificant', 'prestigious')",-1.2539879,-1.5326653,0.07217884,-0.0331491,-0.2884465,-0.410077,0.1216305
44,-0.30540168,-0.7347416,"('prejudiced', 'unprejudiced')",-0.24552958,-0.41205904,-1.2774345,-1.4765171,-0.6094553,-0.8744392,0.2649839
83,0.30377454,0.26377127,"('powerless', 'powerful')",0.34379628,0.28971887,-0.9085247,-0.9776407,-0.0869846,-0.1413835,0.0543989
3,-0.30151796,-0.49502262,"('repellent', 'pleasant')",0.9937833,0.97447485,0.3110638,0.20346358,0.3344431,0.2276386,0.1068045
65,-0.28645507,-0.5515842,"('insecure', 'secure')",1.4594394,1.4361984,-0.13027486,-0.1412392,0.3475698,0.2477916,0.0997782
23,-0.27288923,-0.3798253,"('insincere', 'sincere')",0.7368149,0.7588809,5.9417825,6.0091453,2.1352361,2.1294003,0.0058358
37,-0.26915655,-0.13110217,"('fake', 'genuine')",0.008509658,0.25844216,0.15574245,0.43037382,-0.0349681,0.1859046,-0.2208727
76,0.2253165,-0.23829353,"('anxious', 'daring')",1.3820069,0.9498665,0.7606764,0.55869585,0.7893333,0.4234229,0.3659104
9,-0.20093577,0.0033451607,"('unaffectionate', 'caring')",-0.7118547,-0.5685184,0.71706444,1.0249956,-0.065242,0.1532741,-0.2185161
4,0.19082265,0.38534155,"('disliked', 'liked')",-0.33231047,-0.18997744,-5.953825,-6.0253043,-2.0317709,-1.9433134,-0.0884575
7,0.18629712,0.12527518,"('insensitive', 'sensitive')",0.59291995,0.7506463,0.8123876,1.0556011,0.5305349,0.6438409,-0.113306
36,-0.18473366,0.085607976,"('hostile', 'amicable')",-2.0965824,-2.0536034,-0.2101709,-0.13480163,-0.8304957,-0.7009323,-0.1295634
14,0.18428916,0.14515954,"('antisocial', 'social')",2.3653605,2.4726586,-0.32351145,-0.3880245,0.7420461,0.7432645,-0.0012184
13,0.17856534,0.0952521,"('impolite', 'polite')",0.67785835,0.80457497,0.2659591,0.26533207,0.3741276,0.3883864,-0.0142588
60,0.17316328,0.10870814,"('inefficient', 'efficient')",2.3306715,2.3807197,0.41310608,0.34576738,0.9723136,0.945065,0.0272486
51,-0.17148265,-0.09459255,"('uneducated', 'educated')",1.1354173,1.1946898,1.0625339,1.0893401,0.6754895,0.7298125,-0.054323
22,-0.16182259,-0.008314019,"('untrustworthy', 'trustworthy')",0.6754141,1.019724,-1.108887,-0.8451276,-0.1984318,0.0554275,-0.2538593
26,-0.16048595,0.29019082,"('hardhearted', 'benevolent')",0.83423156,0.92171335,1.1935111,1.2541713,0.6224189,0.8220251,-0.1996062
16,0.15661697,0.09481686,"('unpopular', 'popular')",-0.31230786,-0.36781764,0.51651096,0.4250005,0.1202734,0.0506666,0.0696068
47,0.12478856,0.10797824,"('stupid', 'smart')",0.64908373,0.6785998,5.2595534,5.464773,2.0111419,2.0837838,-0.0726419
80,-0.10560715,-0.04568678,"('dominated', 'dominating')",1.6291195,1.8236817,-1.0213462,-0.99056846,0.1673887,0.2624755,-0.0950868
21,0.098050065,-0.15164444,"('immoral', 'moral')",1.2383186,1.1248899,-0.4826667,-0.72209966,0.2845673,0.0837152,0.2008521
41,-0.08915977,0.16813257,"('unforgiving', 'forgiving')",0.64947677,0.6797836,0.51010734,0.47348002,0.3568081,0.4404654,-0.0836573
25,0.08778466,0.05420963,"('egoistic', 'altruistic')",-0.8263174,-1.08081,1.1805229,1.0826043,0.14733,0.018668,0.128662
20,-0.08101061,0.13195133,"('rough', 'thoughtful')",1.4855903,1.6542678,0.8571991,1.1403133,0.7539263,0.9755108,-0.2215845
43,0.06594996,-0.10389905,"('irresponsible', 'responsible')",1.0727398,1.024273,0.90634876,0.87851834,0.6816795,0.5996308,0.0820487
38,0.061961334,-0.040645752,"('untruthful', 'truthful')",-0.8934825,-1.0312533,0.5352262,0.4032961,-0.098765,-0.2228676,0.1241026
54,0.051217534,-0.12582661,"('incapable', 'capable')",-0.1820792,-0.39813963,0.8344105,0.8014463,0.2345163,0.0924934,0.1420229
66,0.04538182,-0.05860462,"('inactive', 'active')",0.36345977,0.52060163,0.7001371,0.8041264,0.3696595,0.4220411,-0.0523816
19,-0.032772586,-0.11109039,"('inhospitable', 'hospitable')",-1.7710766,-1.832253,-0.18906951,-0.170861,-0.6643062,-0.7047348,0.0404286
74,0.03144791,0.17112708,"('undedicated', 'dedicated')",1.214257,1.2245563,0.20790733,0.10845334,0.4845374,0.5013789,-0.0168415
24,0.026319884,0.13020965,"('dishonest', 'honest')",0.13757971,0.22787419,0.7743812,0.90598094,0.3127603,0.4213549,-0.1085946
50,-0.007884078,-0.09325074,"('clumsy', 'skillful')",-0.34546912,-0.47606686,0.0040575117,0.005610585,-0.1164319,-0.1879023,0.0714704
29,0.00034220517,0.046922352,"('unfair', 'fair')",-0.5263155,-0.2676947,-0.9373365,-0.79355085,-0.4877699,-0.3381077,-0.1496622
