,avery_male,avery_female,tuple,dennison_male,dennison_female,corp_male,corp_female,average_male,average_female,male-female
27,0.27142802,-0.12618947,"('hardhearted', 'softhearted')",-0.55214614,-0.697833,0.91943467,0.49162522,0.2129055,-0.1107991,0.3237046
34,-0.2560563,-0.35857224,"('mean', 'honorable')",-0.5931161,-0.5206277,5.3267493,5.460587,1.4925256,1.527129,-0.0346034
24,0.2519102,0.34450543,"('dishonest', 'honest')",-1.9113222,-1.6943089,0.32308024,0.28048038,-0.4454439,-0.356441,-0.0890029
61,0.24246478,0.32958513,"('illogical', 'logical')",-0.79638815,-0.64914256,0.48043504,0.40931866,-0.0244961,0.0299204,-0.0544165
47,-0.23771615,-0.3080506,"('stupid', 'smart')",-0.6189135,-0.5553104,4.4032216,4.4447064,1.1821973,1.1937819,-0.0115846
26,0.21603152,0.031656493,"('hardhearted', 'benevolent')",-0.10570871,-0.110045984,1.9528979,1.7391422,0.6877402,0.5535842,0.134156
64,0.2146467,0.3210973,"('shy', 'confident')",-0.26372874,-0.104692385,-5.6508713,-5.387165,-1.8999844,-1.7235867,-0.1763977
11,0.20937626,0.36346683,"('unhelpful', 'helpful')",-0.49966308,-0.35898632,2.0280564,2.1861362,0.5792565,0.7302056,-0.1509491
70,0.20681512,0.5492898,"('lethargic', 'energetic')",-0.5551774,-0.077614106,0.063696556,0.2842427,-0.0948886,0.2519728,-0.3468614
7,0.20062391,0.27615273,"('insensitive', 'sensitive')",-0.35475108,-0.23732795,0.22992012,0.28145286,0.0252643,0.1067592,-0.0814949
23,-0.16548952,-0.19436458,"('insincere', 'sincere')",-1.2776448,-1.1679876,5.1223426,5.1584044,1.2264028,1.2653507,-0.0389479
77,0.16519025,0.21434695,"('unmotivated', 'motivated')",-0.34694472,-0.2921896,-0.75455976,-0.7359362,-0.3121047,-0.2712596,-0.0408451
9,0.14247395,0.07665348,"('unaffectionate', 'caring')",-0.8358611,-0.700997,1.1057465,0.9116381,0.1374531,0.0957649,0.0416882
88,-0.13729037,-0.31243667,"('low', 'eminent')",-0.6726985,-0.7076225,-0.36726043,-0.49863476,-0.3924164,-0.5062313,0.1138149
15,-0.1102331,-0.23543821,"('boring', 'funny')",-0.099616125,-0.2891332,-0.44630805,-0.38982302,-0.2187191,-0.3047981,0.086079
25,0.07438986,-0.26735651,"('egoistic', 'altruistic')",0.10214234,-0.0638703,1.2441221,1.0382104,0.4735514,0.2356612,0.2378902
22,-0.057889286,0.14639331,"('untrustworthy', 'trustworthy')",-0.37692598,-0.24808447,-0.8546125,-0.8450863,-0.4298093,-0.3155925,-0.1142168
45,-0.04987356,0.270943,"('incompetent', 'competent')",-0.90150326,-0.56141603,-0.44975868,-0.43799657,-0.4670451,-0.2428232,-0.2242219
33,0.029478462,0.050095644,"('wrong', 'right')",0.857723,0.7503188,-0.828031,-0.98066473,0.0197235,-0.0600834,0.0798069
