,pactiv_male,pactiv_female,tuple,corp_male,corp_female,average_male,average_female,male-female
78,0.40118784,0.43947336,"('nonresilient', 'resilient')",0.659021,0.647297,0.5301044,0.5433852,-0.0132808
71,0.37564945,0.18854389,"('diffident', 'self-confident')",0.3941327,0.322597,0.3848911,0.2555704,0.1293207
10,-0.36977255,-0.13606,"('unsympathetic', 'sympathetic')",-0.41397732,-0.5414239,-0.3918749,-0.338742,-0.0531329
26,-0.3646701,-0.33251998,"('hardhearted', 'benevolent')",1.0487815,0.9873498,0.3420557,0.3274149,0.0146408
43,0.358697,0.3220188,"('irresponsible', 'responsible')",0.33722645,0.05185551,0.3479617,0.1869372,0.1610245
12,-0.3047104,-0.2526572,"('unsupportive', 'supportive')",-2.0433378,-2.220071,-1.1740241,-1.2363641,0.06234
7,0.29429692,0.41732526,"('insensitive', 'sensitive')",0.38070256,0.16641639,0.3374997,0.2918708,0.0456289
77,0.2836078,0.42980054,"('unmotivated', 'motivated')",-0.50051653,-0.49265507,-0.1084544,-0.0314273,-0.0770271
47,0.27321646,0.23153695,"('stupid', 'smart')",5.4322367,5.5416517,2.8527265,2.8865943,-0.0338678
33,-0.26744333,-0.063716814,"('wrong', 'right')",-1.0772067,-0.9180233,-0.672325,-0.4908701,-0.1814549
51,0.23844188,0.1019653,"('uneducated', 'educated')",0.75024444,0.5597913,0.4943432,0.3308783,0.1634649
44,0.21343485,0.2108083,"('prejudiced', 'unprejudiced')",-1.6505657,-1.6859505,-0.7185655,-0.7375711,0.0190056
46,-0.20940049,-0.15866765,"('uncompetitive', 'competitive')",-0.5352669,-0.87928283,-0.3723337,-0.5189753,0.1466416
3,-0.19079629,-0.14731501,"('repellent', 'pleasant')",0.65374166,0.5656376,0.2314727,0.2091613,0.0223114
58,-0.18850198,-0.13209541,"('undiscriminating', 'discriminating')",0.17971294,0.11777599,-0.0043945,-0.0071597,0.0027652
63,0.15497479,0.015878264,"('unperceptive', 'insightful')",1.0395174,0.69537616,0.5972461,0.3556272,0.2416189
54,-0.14243361,-0.1339801,"('incapable', 'capable')",0.73426914,0.98772496,0.2959177,0.4268724,-0.1309547
74,0.1378976,0.31135955,"('undedicated', 'dedicated')",-0.60545254,-0.83788717,-0.2337775,-0.2632638,0.0294863
83,0.12954995,0.25862747,"('powerless', 'powerful')",-0.8459104,-0.7495127,-0.3581802,-0.2454426,-0.1127376
45,0.12816322,0.037914377,"('incompetent', 'competent')",0.30644816,-0.1759466,0.2173057,-0.0690161,0.2863218
13,0.12200284,-0.07198062,"('impolite', 'polite')",-0.36974382,-0.66828483,-0.1238705,-0.3701327,0.2462622
15,0.11620667,0.112921394,"('boring', 'funny')",0.08693097,0.10941558,0.1015688,0.1111685,-0.0095997
0,0.106073365,0.19181405,"('unsociable', 'sociable')",0.18146247,-0.28734276,0.1437679,-0.0477644,0.1915323
34,-0.065436184,-0.07376549,"('mean', 'honorable')",6.0319095,5.9812417,2.9832366,2.9537382,0.0294984
24,0.058203526,0.35877934,"('dishonest', 'honest')",0.5485637,0.5793995,0.3033836,0.4690894,-0.1657058
37,0.03567251,0.324121,"('fake', 'genuine')",-0.19354916,-0.0078595765,-0.0789383,0.1581307,-0.237069
41,0.033977605,0.11599024,"('unforgiving', 'forgiving')",-0.17973837,-0.34229755,-0.0728804,-0.1131537,0.0402733
