,marshall_male,marshall_female,tuple,&_male,&_female,ilsley_male,ilsley_female,corp_male,corp_female,average_male,average_female,male-female
78,-1.0046853,-0.94412345,"('nonresilient', 'resilient')",0.28182533,0.42953444,-0.92267287,-0.5852472,0.5542543,0.61305875,-0.2728196,-0.1216944,-0.1511252
26,0.970785,0.43621564,"('hardhearted', 'benevolent')",0.97928673,0.75305426,-0.5367789,-0.6880323,2.030031,1.8744354,0.860831,0.5939183,0.2669127
1,-0.9500067,-1.2032908,"('unfriendly', 'friendly')",-1.461559,-1.5523427,-2.4451356,-2.2203498,1.2219462,1.2631118,-0.9086888,-0.9282178,0.019529
63,-0.92879444,-0.82924235,"('unperceptive', 'insightful')",-0.043462723,0.34920222,-1.873107,-1.3826468,0.67042637,0.92640156,-0.5437344,-0.2340713,-0.3096631
33,0.9262439,0.6841814,"('wrong', 'right')",-0.18465051,-0.41598135,0.46337175,0.10737063,-0.44532406,-0.5554639,0.1899103,-0.0449733,0.2348836
53,-0.9149852,-0.80833584,"('uncreative', 'creative')",-0.6415404,-0.44055605,-1.4309931,-1.1774644,0.0655229,0.15335804,-0.730499,-0.5682496,-0.1622494
41,-0.89770085,-1.2273623,"('unforgiving', 'forgiving')",-0.70718515,-0.89419276,-1.4326874,-1.3010589,0.21001954,-0.08440911,-0.7068884,-0.8767558,0.1698674
48,-0.8723715,-0.7489126,"('unintelligent', 'intelligent')",-0.45968744,-0.5251076,-1.7037446,-1.4073632,0.56102127,0.60848594,-0.6186956,-0.5182244,-0.1004712
34,-0.86480474,-0.8055811,"('mean', 'honorable')",-0.4378767,-0.37910846,-0.21646802,-0.12817658,4.547739,5.089334,0.7571474,0.944117,-0.1869696
19,0.86035705,0.67457986,"('inhospitable', 'hospitable')",-0.98690236,-1.0059298,0.97773457,0.8563938,-0.46785218,-0.50519425,0.0958343,0.0049624,0.0908719
71,0.8450521,0.71968985,"('diffident', 'self-confident')",-0.2602387,-0.2695707,0.39767763,0.48555434,0.39137933,0.6437482,0.3434676,0.3948554,-0.0513878
25,0.8368584,0.8510355,"('egoistic', 'altruistic')",-0.05239463,-0.20685934,-0.8697517,-1.0296079,1.222805,1.1751634,0.2843793,0.1974329,0.0869464
87,0.836098,0.5712283,"('unsuccessful', 'successful')",2.089248,2.1518233,0.5817826,0.454888,1.0119948,1.0300546,1.1297808,1.0519985,0.0777823
30,-0.79727536,-1.1625535,"('intolerant', 'tolerant')",-0.46857634,-0.5138259,-0.3230715,-0.29900473,0.4815494,0.3348871,-0.2768435,-0.4101243,0.1332808
58,-0.79363817,-0.6795576,"('undiscriminating', 'discriminating')",-0.89758366,-0.8801489,-1.3182644,-0.9165195,0.25966322,0.14814225,-0.6874558,-0.5820209,-0.1054349
84,0.7932131,0.8121878,"('inferior', 'superior')",0.9672578,0.8854613,-0.11937012,-0.08224278,1.5226738,1.3893342,0.7909436,0.7511851,0.0397585
16,-0.7406698,-0.88640934,"('unpopular', 'popular')",0.06799579,0.043110624,-0.62917364,-0.6194165,-0.038737975,-0.078958645,-0.3351464,-0.3854184,0.050272
47,-0.71985936,-0.7761406,"('stupid', 'smart')",0.16011912,0.27281463,-0.565654,-0.43090975,4.1990576,4.6071095,0.7684158,0.9182185,-0.1498027
22,-0.6974015,-0.7272807,"('untrustworthy', 'trustworthy')",0.123582,0.1832621,-0.88120574,-0.6467269,-0.81394297,-0.80140364,-0.567242,-0.4980373,-0.0692047
64,-0.6787232,-1.0821497,"('shy', 'confident')",0.8773898,0.8256841,1.1234846,0.97419775,-4.9905586,-5.5587816,-0.9171019,-1.2102624,0.2931605
51,-0.6745053,-0.8021436,"('uneducated', 'educated')",0.6073436,0.42549685,0.4101806,0.20025666,0.2703098,0.40630567,0.1533322,0.0574789,0.0958533
49,-0.67332405,-0.6587427,"('unable', 'able')",-0.15372911,-0.2073062,-0.47055733,-0.38235775,-0.5456189,-0.48047182,-0.4608074,-0.4322196,-0.0285878
55,-0.6683254,-0.5999693,"('incompetent', 'clever')",0.8349513,0.85365725,-0.8126382,-0.5934184,0.120875895,0.08722095,-0.1312841,-0.0631274,-0.0681567
61,0.6480826,0.648021,"('illogical', 'logical')",0.33685923,0.33709165,-0.07573844,-0.104775354,0.5146933,0.48192158,0.3559742,0.3405647,0.0154095
60,-0.6285562,-0.36994582,"('inefficient', 'efficient')",0.61406624,0.90086496,-0.41794094,0.07124839,-0.14125194,-0.04717503,-0.1434207,0.1387481,-0.2821688
86,-0.6094742,-0.6049991,"('uninfluential', 'influential')",-0.22503063,-0.21366926,-1.7074529,-1.5034941,-0.21359187,-0.23703557,-0.6888874,-0.6397995,-0.0490879
44,-0.6003551,-0.4259342,"('prejudiced', 'unprejudiced')",-1.1221846,-1.0495242,1.1321212,1.15103,-1.7307698,-1.8074046,-0.5802971,-0.5329583,-0.0473388
10,-0.5996182,-0.5146084,"('unsympathetic', 'sympathetic')",0.00057022646,0.10151542,-1.015695,-0.7095049,-0.111989625,-0.13339746,-0.4316832,-0.3139988,-0.1176844
0,-0.5799975,-0.7124851,"('unsociable', 'sociable')",0.2504775,0.20005965,-1.080112,-0.9470009,-0.107769944,-0.10049994,-0.3793505,-0.3899816,0.0106311
79,0.5772944,0.45108527,"('wavering', 'unwavering')",-0.19944362,-0.19921549,-0.0009483285,-0.12078579,-0.40270603,-0.43448424,-0.0064509,-0.0758501,0.0693992
13,-0.57429755,-0.4474091,"('impolite', 'polite')",0.14972791,0.10466225,-0.34596854,-0.3554865,-0.97925884,-0.8396012,-0.4374493,-0.3844587,-0.0529906
85,0.5719675,-0.045788087,"('insignificant', 'prestigious')",-0.45001745,-0.7503491,-0.00590235,-0.28729835,0.0068296716,-0.22031367,0.0307193,-0.3259373,0.3566566
9,0.5250066,0.35858917,"('unaffectionate', 'caring')",-0.60657865,-0.6693234,-1.3305836,-1.0937319,1.2617284,1.3686829,-0.0376068,-0.0089458,-0.028661
76,-0.51644313,-0.2468822,"('anxious', 'daring')",1.2792007,1.4539404,-0.65038824,-0.5161048,-0.81045294,-0.757499,-0.1745209,-0.0166364,-0.1578845
77,-0.50587916,-0.3514878,"('unmotivated', 'motivated')",0.07856077,0.12822984,-0.73216075,-0.6981199,-1.0154741,-1.0156074,-0.5437383,-0.4842463,-0.059492
15,-0.49137956,-0.6469537,"('boring', 'funny')",0.46599203,0.323817,-0.2298259,-0.51624167,-0.23777169,-0.26608953,-0.1232463,-0.276367,0.1531207
2,0.4819942,0.3872079,"('unlikable', 'likable')",0.8867785,0.70074296,-0.035581782,-0.1964831,0.6724381,0.45205283,0.5014073,0.3358801,0.1655272
43,-0.47854316,-0.04013415,"('irresponsible', 'responsible')",-0.26574063,-0.022379983,-0.77963316,-0.23532745,0.49284264,0.58815014,-0.2577686,0.0725771,-0.3303457
27,-0.466992,-0.81555855,"('hardhearted', 'softhearted')",-1.0326915,-1.1236036,-0.25654334,-0.33841527,0.7650647,0.8898438,-0.2477905,-0.3469334,0.0991429
18,-0.45302597,-1.0346833,"('disagreeable', 'welcoming')",0.57829833,0.10925377,-0.04157719,-0.5679182,-0.8093174,-1.0197837,-0.1814056,-0.6282829,0.4468773
37,0.44615662,0.8298093,"('fake', 'genuine')",-0.01414448,-0.04919947,-0.00033533946,0.21771364,0.042559035,0.15833288,0.118559,0.2891641,-0.1706051
29,-0.42190844,-0.17594479,"('unfair', 'fair')",-0.6458793,-0.8082112,-0.30786273,-0.18320382,-0.27325815,-0.39908162,-0.4122272,-0.3916104,-0.0206168
88,-0.4094665,-0.7235031,"('low', 'eminent')",-0.11634871,-0.47758433,-1.1342455,-1.3695279,-0.37043107,-0.4877597,-0.507623,-0.7645937,0.2569707
17,0.39663962,0.1444524,"('nasty', 'nice')",0.42863292,0.38413736,-0.17638162,-0.23265298,-0.5455902,-0.5217496,0.0258252,-0.0564532,0.0822784
70,-0.38246784,-0.1793877,"('lethargic', 'energetic')",0.12691778,0.30355003,-0.4062599,0.058719486,0.06738625,0.23947558,-0.1486059,0.1055893,-0.2541952
12,0.3819667,0.27473316,"('unsupportive', 'supportive')",0.3762319,0.40428016,-0.21342823,-0.0068301894,-1.2662456,-1.3628718,-0.1803688,-0.1726722,-0.0076966
32,-0.3784107,-0.41977677,"('unkind', 'kind')",-0.19522384,-0.3619028,-1.6112157,-1.5815665,0.44718823,0.51106256,-0.4344155,-0.4630458,0.0286303
45,-0.3777026,0.05330688,"('incompetent', 'competent')",-0.09546397,0.3840289,-0.96357065,-0.016664244,-0.15471089,-0.11636452,-0.397862,0.0760768,-0.4739388
14,-0.37401497,-0.47212115,"('antisocial', 'social')",1.1535939,1.192643,-0.3340875,-0.18817033,-0.19141534,-0.19613408,0.063519,0.0840544,-0.0205354
81,-0.36838505,-0.4926122,"('submissive', 'aggressive')",0.7933258,0.8244257,-0.22996983,-0.36229992,-0.68790346,-0.6390596,-0.1232331,-0.1673865,0.0441534
28,-0.35332313,-0.32091254,"('disloyal', 'loyal')",-0.44000185,-0.37716776,-1.8640579,-1.7223957,0.4488869,0.6157725,-0.552124,-0.4511759,-0.1009481
36,-0.34645563,-1.0829086,"('hostile', 'amicable')",-0.90771675,-1.3219731,-0.40565696,-0.70188046,-0.2396324,-0.5811047,-0.4748654,-0.9219667,0.4471013
40,-0.32377225,-0.53842306,"('stingy', 'generous')",-0.0764218,-0.26612198,-0.79327476,-0.71141034,-1.4668097,-1.7031218,-0.6650696,-0.8047693,0.1396997
38,-0.32322836,0.071597084,"('untruthful', 'truthful')",-1.6667163,-1.5103806,-0.82470435,-0.4074298,-0.06704765,0.009738786,-0.7204242,-0.4591186,-0.2613056
31,-0.28389043,-0.4995419,"('evil', 'good')",-0.80942845,-1.0101817,-0.51110274,-0.6431366,-0.5132727,-0.7579859,-0.5294236,-0.7277115,0.1982879
66,0.2794396,-0.24128252,"('inactive', 'active')",1.079624,0.85233086,1.1069119,0.694891,0.1355165,0.044358402,0.650373,0.3375744,0.3127986
59,0.2748383,-0.2299308,"('foolish', 'wise')",-0.029653475,-0.19454546,0.521726,0.23119773,0.12629569,-0.01347151,0.2233016,-0.0516875,0.2749891
20,-0.26472476,-0.1867348,"('rough', 'thoughtful')",0.5240926,0.534147,-0.5355401,-0.42348263,0.9625265,0.7968137,0.1715886,0.1801858,-0.0085972
8,0.25893617,-0.04752383,"('unaffectionate', 'affectionate')",-0.17469707,-0.37462658,-1.0808171,-1.0620246,0.81693727,0.8959377,-0.0449102,-0.1470593,0.1021491
80,0.24765858,0.37819707,"('dominated', 'dominating')",0.67356277,0.7946712,0.291869,0.37073824,-0.79751766,-0.577732,0.1038932,0.2414686,-0.1375754
24,0.24371305,0.6290017,"('dishonest', 'honest')",-0.6002295,-0.5555529,0.13756484,0.27658194,0.41768765,0.38363713,0.049684,0.183417,-0.133733
23,-0.24248244,0.1951011,"('insincere', 'sincere')",-1.0917203,-0.9217045,-1.6124289,-1.2830749,4.6263347,5.24005,0.4199257,0.8075929,-0.3876672
6,0.24118105,0.010773979,"('distant', 'open')",-0.75622445,-0.8143308,0.25120446,-0.02511876,-0.56766623,-0.6459859,-0.2078763,-0.3686654,0.1607891
5,-0.22878309,-0.52924967,"('distant', 'outgoing')",-0.7482178,-0.73927206,0.7885574,0.499394,-0.3688364,-0.4974177,-0.13932,-0.3166364,0.1773164
52,-0.22836107,-0.91213024,"('irrational', 'rational')",-0.15016049,-0.64887154,0.33340558,-0.17181656,0.26285377,-0.1436609,0.0544344,-0.4691198,0.5235542
3,-0.21583301,0.12733659,"('repellent', 'pleasant')",-0.008846832,0.16138768,-0.6592426,-0.38193917,0.6314844,0.6357407,-0.0631095,0.1356314,-0.1987409
72,-0.17431393,-0.1722402,"('unambitious', 'ambitious')",-0.858424,-0.8591901,-0.616399,-0.58472896,-0.6058862,-0.5769365,-0.5637558,-0.5482739,-0.0154819
56,-0.17409752,0.4290239,"('impractical', 'practical')",-0.35380507,-0.012893975,-0.39790714,0.04486748,-0.5900418,-0.36438215,-0.3789629,0.0241538,-0.4031167
42,0.17129934,0.1553736,"('unreliable', 'reliable')",0.859745,1.0369805,0.37560734,0.66838884,-2.8379884,-2.990134,-0.3578342,-0.2823478,-0.0754864
21,-0.1698446,0.04684132,"('immoral', 'moral')",0.93805087,0.76683646,-0.46665072,-0.4674521,-0.5850207,-0.7624212,-0.0708663,-0.1040489,0.0331826
83,-0.15409458,-0.30444556,"('powerless', 'powerful')",-0.09016369,-0.2286422,-1.203429,-0.96106523,-0.7837429,-0.7868885,-0.5578575,-0.5702604,0.0124029
50,-0.14228866,-0.18411463,"('clumsy', 'skillful')",1.1541631,1.3425816,0.2917069,0.4543208,0.18027654,0.17317589,0.3709645,0.4464909,-0.0755264
7,-0.12516639,-0.035765562,"('insensitive', 'sensitive')",-0.23462191,-0.15246293,-0.35333422,-0.046225358,0.35948712,0.6245829,-0.0884088,0.0975323,-0.1859411
68,0.107446015,-0.08505738,"('dependent', 'independent')",-0.2841037,-0.36216384,0.03253095,-0.16530082,-1.0101053,-0.9624325,-0.288558,-0.3937386,0.1051806
54,-0.07593392,-0.205072,"('incapable', 'capable')",-0.5853765,-0.71180284,-0.58278596,-0.6402366,0.7428032,0.7080877,-0.1253233,-0.212256,0.0869327
75,0.07262649,-0.032984026,"('meek', 'impulsive')",-0.77464116,-0.71210283,0.578318,0.5978347,-0.66382766,-0.7641423,-0.1968811,-0.2278486,0.0309675
62,-0.022768833,0.35029864,"('incompetent', 'brilliant')",-0.24674822,-0.007572565,-1.0234276,-0.51951927,0.26995426,0.50100726,-0.2557476,0.0810535,-0.3368011
65,0.01811475,-0.07434464,"('insecure', 'secure')",0.6969596,0.6121102,-0.32397705,-0.5025357,-0.33534792,-0.30726743,0.0139373,-0.0680094,0.0819467
