,apple_male,apple_female,tuple,inc_male,inc_female,average_male,average_female,male-female
39,0.6344282,0.6192921,"('exploitative', 'cooperative')",-0.32150534,-0.121129364,0.1564614,0.2490814,-0.09262
31,-0.63271827,-0.52800107,"('evil', 'good')",-1.5401272,-1.2596464,-1.0864227,-0.8938237,-0.192599
13,0.5899715,0.45396924,"('impolite', 'polite')",-0.15813377,-0.36899504,0.2159189,0.0424871,0.1734318
88,0.58321625,0.6747781,"('low', 'eminent')",0.39256144,0.48837048,0.4878888,0.5815743,-0.0936855
72,-0.5596697,-0.74504995,"('unambitious', 'ambitious')",-1.375891,-1.4522928,-0.9677804,-1.0986714,0.130891
55,0.54218554,0.44537663,"('incompetent', 'clever')",0.5951393,0.10722883,0.5686624,0.2763027,0.2923597
3,-0.541384,-0.65553707,"('repellent', 'pleasant')",0.21942231,-0.096957326,-0.1609808,-0.3762472,0.2152664
15,0.53282064,0.80886614,"('boring', 'funny')",-0.13670334,-0.009447591,0.1980586,0.3997093,-0.2016507
58,-0.53066874,-0.575682,"('undiscriminating', 'discriminating')",0.027547529,-0.18051521,-0.2515606,-0.3780986,0.126538
8,0.5263564,0.71477175,"('unaffectionate', 'affectionate')",-0.24408236,0.05760123,0.141137,0.3861865,-0.2450495
33,0.5209403,0.689866,"('wrong', 'right')",-1.0116128,-0.6955994,-0.2453362,-0.0028667,-0.2424695
56,0.5108452,0.42442533,"('impractical', 'practical')",0.2288936,-0.08976317,0.3698694,0.1673311,0.2025383
70,-0.4910874,-0.5239934,"('lethargic', 'energetic')",0.9678221,0.44041783,0.2383673,-0.0417878,0.2801551
32,0.48411578,0.43689048,"('unkind', 'kind')",0.73423827,0.75692755,0.609177,0.596909,0.012268
23,0.4800136,0.44670326,"('insincere', 'sincere')",5.8550987,5.4938045,3.1675563,2.9702539,0.1973024
2,0.4707867,0.42372105,"('unlikable', 'likable')",0.09800216,0.19022487,0.2843944,0.306973,-0.0225786
75,-0.44735757,-0.48197472,"('meek', 'impulsive')",0.024878614,0.1666553,-0.2112395,-0.1576597,-0.0535798
4,-0.44494605,-0.39970428,"('disliked', 'liked')",-6.1504807,-5.9531097,-3.2977133,-3.1764071,-0.1213062
82,-0.43819383,-0.469491,"('poor', 'rich')",6.082402,5.6278715,2.8221042,2.5791903,0.2429139
83,0.4182741,0.25260767,"('powerless', 'powerful')",-0.28203708,-0.30838147,0.0681185,-0.0278869,0.0960054
16,-0.41067976,-0.38434798,"('unpopular', 'popular')",0.87476975,0.88076407,0.232045,0.248208,-0.016163
47,0.38233817,0.17970726,"('stupid', 'smart')",5.1040626,4.757201,2.7432003,2.4684541,0.2747462
40,-0.3795572,-0.2974434,"('stingy', 'generous')",-1.7477638,-1.91531,-1.0636605,-1.1063766,0.0427161
54,0.3619749,0.3509332,"('incapable', 'capable')",0.9687875,1.0268883,0.6653812,0.6889107,-0.0235295
43,-0.35874462,-0.33482063,"('irresponsible', 'responsible')",0.26316008,0.13375464,-0.0477923,-0.100533,0.0527407
26,0.3528599,0.578326,"('hardhearted', 'benevolent')",0.40930992,0.89073277,0.3810849,0.7345294,-0.3534445
87,0.31783822,0.23446916,"('unsuccessful', 'successful')",0.918453,0.73167086,0.6181456,0.48307,0.1350756
52,-0.31552827,0.02603513,"('irrational', 'rational')",-0.9634601,-0.5863242,-0.6394942,-0.2801445,-0.3593497
76,0.29314467,0.47302732,"('anxious', 'daring')",0.6543454,0.20268576,0.473745,0.3378565,0.1358885
69,0.27866858,0.35479894,"('lazy', 'industrious')",-0.56508327,-0.20670012,-0.1432073,0.0740494,-0.2172567
51,0.261882,0.184609,"('uneducated', 'educated')",1.4197305,1.3600231,0.8408062,0.7723161,0.0684901
35,-0.25809535,-0.14801982,"('corrupt', 'incorrupt')",-0.41099918,0.07257839,-0.3345473,-0.0377207,-0.2968266
85,0.24298134,0.6508949,"('insignificant', 'prestigious')",0.3356734,0.80741125,0.2893274,0.729153,-0.4398256
73,0.22657086,0.17653115,"('helpless', 'self-reliant')",-3.2129173,-3.102831,-1.4931732,-1.4631499,-0.0300233
59,-0.21213464,-0.14583758,"('foolish', 'wise')",-0.21188799,0.040463895,-0.2120113,-0.0526868,-0.1593245
81,0.20792264,0.07742213,"('submissive', 'aggressive')",-0.13378718,-0.7337466,0.0370677,-0.3281622,0.3652299
7,-0.20727882,-0.20767538,"('insensitive', 'sensitive')",0.453235,0.063182764,0.1229781,-0.0722463,0.1952244
19,-0.19625203,-0.18728295,"('inhospitable', 'hospitable')",-0.015575217,0.26681662,-0.1059136,0.0397668,-0.1456804
46,-0.18209025,-0.49169505,"('uncompetitive', 'competitive')",0.3065055,-0.17816082,0.0622076,-0.3349279,0.3971355
80,0.17869352,-0.08229403,"('dominated', 'dominating')",-0.82447827,-1.2060537,-0.3228924,-0.6441739,0.3212815
41,-0.16976868,0.20055082,"('unforgiving', 'forgiving')",-0.5173455,-0.45371503,-0.3435571,-0.1265821,-0.216975
28,0.1492529,0.13904268,"('disloyal', 'loyal')",0.67281973,0.64974064,0.4110363,0.3943917,0.0166446
36,-0.13645938,-0.008661598,"('hostile', 'amicable')",-0.6506908,-0.106525324,-0.3935751,-0.0575935,-0.3359816
22,-0.12425806,-0.21507517,"('untrustworthy', 'trustworthy')",-0.84575284,-1.0703074,-0.4850054,-0.6426913,0.1576859
77,-0.08716795,-0.29519618,"('unmotivated', 'motivated')",-0.38777173,-0.5027368,-0.2374698,-0.3989665,0.1614967
84,0.071795315,0.17915854,"('inferior', 'superior')",1.0626931,1.1320685,0.5672442,0.6556135,-0.0883693
38,0.06254887,-0.102985896,"('untruthful', 'truthful')",0.48594657,0.54353726,0.2742477,0.2202757,0.053972
0,0.054764226,0.13874653,"('unsociable', 'sociable')",-0.25399682,-0.4291246,-0.0996163,-0.145189,0.0455727
18,0.048631474,0.19974023,"('disagreeable', 'welcoming')",-0.7216425,-0.6472372,-0.3365055,-0.2237485,-0.112757
17,-0.03645931,-0.05387573,"('nasty', 'nice')",-0.24732861,-0.12273362,-0.141894,-0.0883047,-0.0535893
10,-0.033929072,-0.111270115,"('unsympathetic', 'sympathetic')",0.15394479,-0.3362471,0.0600079,-0.2237586,0.2837665
68,0.0013594218,-0.19140077,"('dependent', 'independent')",0.44687754,0.2156848,0.2241185,0.012142,0.2119765
