,illinois_male,illinois_female,tuple,tool_male,tool_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
20,0.39367598,0.40295428,"('rough', 'thoughtful')",-1.234616,-1.093991,-0.73422265,-0.7240123,0.57101977,0.6861255,-0.2510357,-0.1822309,-0.0688048
52,-0.38336685,-0.30565786,"('irrational', 'rational')",0.8934084,1.0064086,-1.0454245,-0.87168413,-0.22981298,-0.16075172,-0.191299,-0.0829213,-0.1083777
26,0.3614658,0.46404088,"('hardhearted', 'benevolent')",1.1140863,1.3179529,0.30034852,0.618716,1.3984796,1.3939341,0.7935951,0.948661,-0.1550659
50,-0.35840625,-0.38637957,"('clumsy', 'skillful')",1.3234639,1.1976699,0.59994966,0.56686884,0.21673547,0.22382933,0.4454357,0.4004971,0.0449386
54,-0.33739874,-0.48931903,"('incapable', 'capable')",0.56678396,0.40097743,-1.090503,-1.1438327,1.0209059,0.98164,0.039947,-0.0626336,0.1025806
33,-0.32239404,-0.3315047,"('wrong', 'right')",1.2811799,1.3587688,-0.4106347,-0.31104106,-0.5281069,-0.4621546,0.0050111,0.0635171,-0.058506
71,0.29635823,0.23314975,"('diffident', 'self-confident')",1.1938827,1.1317565,-0.31529588,-0.34668612,0.1697341,-0.01539956,0.3361698,0.2507052,0.0854646
17,-0.2881631,-0.27249146,"('nasty', 'nice')",-0.27247125,-0.19339351,0.29188108,0.4212748,-0.47635943,-0.3924376,-0.1862782,-0.1092619,-0.0770163
25,0.27351314,0.19869041,"('egoistic', 'altruistic')",1.3967041,1.2384483,0.66290045,0.4707745,1.4990244,1.3832996,0.9580355,0.8228032,0.1352323
61,-0.26856783,-0.3042978,"('illogical', 'logical')",-0.7793721,-0.6379343,-0.9058827,-0.7808112,0.18059926,0.20119551,-0.4433059,-0.380462,-0.0628439
64,-0.25460744,-0.5168386,"('shy', 'confident')",-0.1994344,-0.27212664,0.26474178,0.11047645,-6.738899,-6.8311863,-1.7320498,-1.8774188,0.145369
41,-0.2522442,-0.26136562,"('unforgiving', 'forgiving')",-0.273892,-0.071669035,0.41683167,0.55181795,0.411502,0.44177836,0.0755494,0.1651404,-0.089591
2,0.22435711,0.080289826,"('unlikable', 'likable')",0.026881188,-0.06305066,0.18936217,0.10914448,0.47229406,0.36106497,0.2282236,0.1218622,0.1063614
73,0.20796883,0.23893604,"('helpless', 'self-reliant')",0.8999248,1.0169247,-0.42893478,-0.33794633,-3.5299764,-3.4614017,-0.7127544,-0.6358718,-0.0768826
45,0.17321403,0.272457,"('incompetent', 'competent')",-0.37653857,-0.24576885,0.35783836,0.5127809,-0.26025078,-0.17712626,-0.0264342,0.0905857,-0.1170199
66,0.15297598,0.14126404,"('inactive', 'active')",-0.31001216,-0.21976984,-0.93257,-0.90615785,0.7414467,0.70615536,-0.0870399,-0.0696271,-0.0174128
83,-0.15259048,-0.22362106,"('powerless', 'powerful')",0.41892904,0.47494078,-0.62466395,-0.59342426,-1.2974381,-1.393793,-0.4139409,-0.4339744,0.0200335
82,0.15070367,0.10986596,"('poor', 'rich')",-0.4840088,-0.56662947,-0.22846802,-0.27941555,6.2266855,6.09612,1.4162281,1.3399853,0.0762428
67,0.14795446,0.16207631,"('doubtful', 'determined')",1.9918882,2.0184112,1.045377,1.0524697,-0.35222912,-0.26276112,0.7082476,0.742549,-0.0343014
30,0.14257258,0.05337096,"('intolerant', 'tolerant')",-0.13866891,-0.21142924,0.63133603,0.5642373,1.0409427,0.9631472,0.4190456,0.3423316,0.076714
79,-0.117358096,-0.0060243164,"('wavering', 'unwavering')",0.6608294,0.89447457,-1.4259429,-1.2213042,-0.0032681767,0.09590371,-0.2214349,-0.0592376,-0.1621973
68,0.07561596,-0.09228388,"('dependent', 'independent')",-1.4203835,-1.4205858,-1.2829719,-1.4632249,-0.3485152,-0.45105448,-0.7440637,-0.8567873,0.1127236
18,-0.06869469,-0.29407382,"('disagreeable', 'welcoming')",-0.8600251,-1.02085,-0.9675943,-1.0591508,-0.22218148,-0.32592195,-0.5296239,-0.6749991,0.1453752
0,0.048554443,-0.10272406,"('unsociable', 'sociable')",0.059733525,-0.058656,1.2378255,1.0896276,-0.3748564,-0.46135876,0.2428143,0.1167222,0.1260921
78,-0.028619424,-0.15967971,"('nonresilient', 'resilient')",0.3859883,0.31219444,0.32755965,0.23365547,0.155059,0.017793952,0.2099969,0.100991,0.1090059
84,-0.008060714,-0.13537154,"('inferior', 'superior')",1.2481878,1.2581246,-0.13757226,-0.17552945,0.63212466,0.55287707,0.4336699,0.3750252,0.0586447
